Player,Game Week,Position,Team,League,Minutes,Rating
Steve Mandanda,J12,GK,Rennes,French Ligue 1,90,7.08
Anthony Lopes,J12,GK,Lyon,French Ligue 1,90,7.29
Brice Samba,J12,GK,Lens,French Ligue 1,90,7.29
Pau López,J12,GK,Marseille,French Ligue 1,90,5.73
Gianluigi Donnarumma,J13,GK,Paris S-G,French Ligue 1,90,6.61
Philipp Köhn,J13,GK,Monaco,French Ligue 1,90,5.33
Mory Diaw,J13,GK,Clermont Foot,French Ligue 1,90,6.24
Brice Samba,J13,GK,Lens,French Ligue 1,90,7.68
Matz Sels,J13,GK,Strasbourg,French Ligue 1,90,6.48
Pau López,J13,GK,Marseille,French Ligue 1,90,6.3
Marcin Bułka,J13,GK,Nice,French Ligue 1,90,7.17
Guillaume Restes,J13,GK,Toulouse,French Ligue 1,90,6.0
Łukasz Skorupski,J5,GK,Bologna,Italian Serie A,90,7.46
Alex Meret,J5,GK,Napoli,Italian Serie A,90,6.99
Benjamin Lecomte,J13,GK,Montpellier,French Ligue 1,90,5.64
Marco Bizot,J13,GK,Brest,French Ligue 1,90,7.04
Yvon Mvogo,J13,GK,Lorient,French Ligue 1,90,5.52
Alexandre Oukidja,J13,GK,Metz,French Ligue 1,90,6.16
Alban Lafont,J13,GK,Nantes,French Ligue 1,90,6.83
Arthur Desmas,J13,GK,Le Havre,French Ligue 1,90,7.53
Steve Mandanda,J13,GK,Rennes,French Ligue 1,90,6.68
Yehvann Diouf,J13,GK,Reims,French Ligue 1,90,5.61
Anthony Lopes,J13,GK,Lyon,French Ligue 1,90,6.44
Lucas Chevalier,J13,GK,Lille,French Ligue 1,90,7.5
Benjamin Lecomte,J8,GK,Montpellier,French Ligue 1,90,5.73
Mory Diaw,J8,GK,Clermont Foot,French Ligue 1,90,7.25
Yehvann Diouf,J14,GK,Reims,French Ligue 1,90,6.81
Matz Sels,J14,GK,Strasbourg,French Ligue 1,90,5.65
Brice Samba,J14,GK,Lens,French Ligue 1,90,6.9
Anthony Lopes,J14,GK,Lyon,French Ligue 1,90,5.64
Alban Lafont,J14,GK,Nantes,French Ligue 1,90,7.75
Marcin Bułka,J14,GK,Nice,French Ligue 1,90,6.41
Arthur Desmas,J14,GK,Le Havre,French Ligue 1,90,5.94
Arnau Tenas,J14,GK,Paris S-G,French Ligue 1,79,7.81
Rui Patrício,J1,GK,Roma,Italian Serie A,90,5.3
Guillermo Ochoa,J1,GK,Salernitana,Italian Serie A,90,5.61
Vanja Milinković-Savić,J5,GK,Torino,Italian Serie A,90,6.17
Rui Patrício,J5,GK,Roma,Italian Serie A,90,6.34
Philipp Köhn,J14,GK,Monaco,French Ligue 1,90,7.24
Benjamin Lecomte,J14,GK,Montpellier,French Ligue 1,90,6.58
Marco Bizot,J14,GK,Brest,French Ligue 1,90,7.01
Mory Diaw,J14,GK,Clermont Foot,French Ligue 1,90,5.96
Guillaume Restes,J14,GK,Toulouse,French Ligue 1,90,6.45
Yvon Mvogo,J14,GK,Lorient,French Ligue 1,90,6.82
Lucas Chevalier,J14,GK,Lille,French Ligue 1,90,7.52
Alexandre Oukidja,J14,GK,Metz,French Ligue 1,90,6.41
Pau López,J14,GK,Marseille,French Ligue 1,90,6.52
Steve Mandanda,J14,GK,Rennes,French Ligue 1,90,5.47
Pau López,J10,GK,Marseille,French Ligue 1,90,6.93
Anthony Lopes,J10,GK,Lyon,French Ligue 1,90,5.51
Marco Bizot,J12,GK,Brest,French Ligue 1,90,6.9
Matz Sels,J12,GK,Strasbourg,French Ligue 1,90,6.06
Benjamin Lecomte,J15,GK,Montpellier,French Ligue 1,90,7.86
Brice Samba,J15,GK,Lens,French Ligue 1,90,7.69
Steve Mandanda,J15,GK,Rennes,French Ligue 1,90,5.85
Philipp Köhn,J15,GK,Monaco,French Ligue 1,90,7.45
Arnau Tenas,J15,GK,Paris S-G,French Ligue 1,90,5.95
Alban Lafont,J15,GK,Nantes,French Ligue 1,90,6.51
Wojciech Szczęsny,J6,GK,Juventus,Italian Serie A,90,6.8
Wladimiro Falcone,J6,GK,Lecce,Italian Serie A,90,6.82
Marcin Bułka,J15,GK,Nice,French Ligue 1,90,6.03
Yehvann Diouf,J15,GK,Reims,French Ligue 1,90,5.74
Matz Sels,J15,GK,Strasbourg,French Ligue 1,90,6.36
Arthur Desmas,J15,GK,Le Havre,French Ligue 1,90,5.71
Alexandre Oukidja,J15,GK,Metz,French Ligue 1,90,6.25
Marco Bizot,J15,GK,Brest,French Ligue 1,90,7.45
Mory Diaw,J15,GK,Clermont Foot,French Ligue 1,90,7.62
Lucas Chevalier,J15,GK,Lille,French Ligue 1,90,7.49
Anthony Lopes,J15,GK,Lyon,French Ligue 1,90,7.92
Guillaume Restes,J15,GK,Toulouse,French Ligue 1,90,5.75
Yvon Mvogo,J15,GK,Lorient,French Ligue 1,90,5.32
Pau López,J15,GK,Marseille,French Ligue 1,90,6.48
Philipp Köhn,J16,GK,Monaco,French Ligue 1,90,5.95
Anthony Lopes,J16,GK,Lyon,French Ligue 1,90,7.64
Arthur Desmas,J16,GK,Le Havre,French Ligue 1,90,6.71
Marcin Bułka,J16,GK,Nice,French Ligue 1,90,5.64
Brice Samba,J16,GK,Lens,French Ligue 1,90,7.59
Yehvann Diouf,J16,GK,Reims,French Ligue 1,90,5.39
Alban Lafont,J16,GK,Nantes,French Ligue 1,90,6.16
Marco Bizot,J16,GK,Brest,French Ligue 1,90,7.63
Etrit Berisha,J6,GK,Empoli,Italian Serie A,90,6.98
Guillermo Ochoa,J6,GK,Salernitana,Italian Serie A,90,6.82
Guillaume Restes,J16,GK,Toulouse,French Ligue 1,90,7.57
Steve Mandanda,J16,GK,Rennes,French Ligue 1,90,7.88
Yvon Mvogo,J16,GK,Lorient,French Ligue 1,90,6.64
Matz Sels,J16,GK,Strasbourg,French Ligue 1,90,6.05
Alexandre Oukidja,J16,GK,Metz,French Ligue 1,90,6.39
Benjamin Lecomte,J16,GK,Montpellier,French Ligue 1,90,7.53
Pau López,J16,GK,Marseille,French Ligue 1,90,6.04
Mory Diaw,J16,GK,Clermont Foot,French Ligue 1,90,6.65
Lucas Chevalier,J16,GK,Lille,French Ligue 1,90,6.42
Arnau Tenas,J16,GK,Paris S-G,French Ligue 1,90,6.02
Anthony Lopes,J17,GK,Lyon,French Ligue 1,90,6.96
Alban Lafont,J17,GK,Nantes,French Ligue 1,90,7.17
Yehvann Diouf,J17,GK,Reims,French Ligue 1,90,6.82
Arthur Desmas,J17,GK,Le Havre,French Ligue 1,90,6.94
Marcin Bułka,J17,GK,Nice,French Ligue 1,90,7.41
Brice Samba,J17,GK,Lens,French Ligue 1,90,6.32
Gianluigi Donnarumma,J17,GK,Paris S-G,French Ligue 1,90,5.72
Alexandre Oukidja,J17,GK,Metz,French Ligue 1,90,5.79
Matz Sels,J17,GK,Strasbourg,French Ligue 1,90,5.9
Lucas Chevalier,J17,GK,Lille,French Ligue 1,90,5.44
Lorenzo Montipò,J6,GK,Hellas Verona,Italian Serie A,90,6.36
Marco Carnesecchi,J6,GK,Atalanta,Italian Serie A,90,7.24
Guillaume Restes,J17,GK,Toulouse,French Ligue 1,90,6.35
Philipp Köhn,J17,GK,Monaco,French Ligue 1,90,7.1
Marco Bizot,J17,GK,Brest,French Ligue 1,90,7.33
Yvon Mvogo,J17,GK,Lorient,French Ligue 1,90,5.47
Benjamin Lecomte,J17,GK,Montpellier,French Ligue 1,90,6.4
Pau López,J17,GK,Marseille,French Ligue 1,90,6.98
Mory Diaw,J17,GK,Clermont Foot,French Ligue 1,90,6.47
Steve Mandanda,J17,GK,Rennes,French Ligue 1,90,6.59
Pau López,J18,GK,Marseille,French Ligue 1,90,6.84
Matz Sels,J18,GK,Strasbourg,French Ligue 1,90,5.71
Philipp Köhn,J18,GK,Monaco,French Ligue 1,90,5.64
Yehvann Diouf,J18,GK,Reims,French Ligue 1,90,7.08
Steve Mandanda,J18,GK,Rennes,French Ligue 1,90,7.35
Marcin Bułka,J18,GK,Nice,French Ligue 1,90,6.05
Lucas Chevalier,J18,GK,Lille,French Ligue 1,90,6.48
Yvon Mvogo,J18,GK,Lorient,French Ligue 1,90,6.65
Marco Bizot,J18,GK,Brest,French Ligue 1,90,7.74
Benjamin Lecomte,J18,GK,Montpellier,French Ligue 1,90,6.82
Alban Lafont,J18,GK,Nantes,French Ligue 1,90,6.18
Massamba Ndiaye,J18,GK,Clermont Foot,French Ligue 1,90,7.32
Boris Radunović,J6,GK,Cagliari,Italian Serie A,90,5.57
Marco Sportiello,J6,GK,Milan,Italian Serie A,90,6.48
Alexandre Oukidja,J18,GK,Metz,French Ligue 1,90,6.49
Guillaume Restes,J18,GK,Toulouse,French Ligue 1,90,7.17
Arthur Desmas,J18,GK,Le Havre,French Ligue 1,90,5.92
Anthony Lopes,J18,GK,Lyon,French Ligue 1,90,5.84
Brice Samba,J18,GK,Lens,French Ligue 1,90,6.44
Gianluigi Donnarumma,J18,GK,Paris S-G,French Ligue 1,90,7.58
Anthony Lopes,J19,GK,Lyon,French Ligue 1,90,5.25
Steve Mandanda,J19,GK,Rennes,French Ligue 1,90,5.69
Marcin Bułka,J19,GK,Nice,French Ligue 1,90,6.77
Alexandre Oukidja,J19,GK,Metz,French Ligue 1,90,7.22
Pau López,J19,GK,Marseille,French Ligue 1,90,5.49
Philipp Köhn,J19,GK,Monaco,French Ligue 1,90,7.12
Benjamin Lecomte,J19,GK,Montpellier,French Ligue 1,90,6.79
Lucas Chevalier,J19,GK,Lille,French Ligue 1,90,7.89
Yvon Mvogo,J19,GK,Lorient,French Ligue 1,90,5.3
Arthur Desmas,J19,GK,Le Havre,French Ligue 1,90,5.63
Yehvann Diouf,J19,GK,Reims,French Ligue 1,90,7.56
Alban Lafont,J19,GK,Nantes,French Ligue 1,90,6.92
Massamba Ndiaye,J19,GK,Clermont Foot,French Ligue 1,90,6.17
Matz Sels,J19,GK,Strasbourg,French Ligue 1,90,7.26
Alex Meret,J6,GK,Napoli,Italian Serie A,90,6.14
Marco Silvestri,J6,GK,Udinese,Italian Serie A,90,6.48
Guillaume Restes,J19,GK,Toulouse,French Ligue 1,90,5.71
Brice Samba,J19,GK,Lens,French Ligue 1,90,7.86
Gianluigi Donnarumma,J19,GK,Paris S-G,French Ligue 1,90,6.18
Marco Bizot,J19,GK,Brest,French Ligue 1,90,6.34
Alaa Bellaarouch,J20,GK,Strasbourg,French Ligue 1,90,6.13
Gianluigi Donnarumma,J20,GK,Paris S-G,French Ligue 1,90,7.17
Steve Mandanda,J20,GK,Rennes,French Ligue 1,90,6.88
Benjamin Lecomte,J20,GK,Montpellier,French Ligue 1,90,5.88
Alban Lafont,J20,GK,Nantes,French Ligue 1,90,6.24
Brice Samba,J20,GK,Lens,French Ligue 1,90,7.5
Philipp Köhn,J20,GK,Monaco,French Ligue 1,90,5.73
Arthur Desmas,J20,GK,Le Havre,French Ligue 1,90,7.09
Lucas Chevalier,J20,GK,Lille,French Ligue 1,90,7.25
Mory Diaw,J20,GK,Clermont Foot,French Ligue 1,90,6.09
Alexandre Oukidja,J20,GK,Metz,French Ligue 1,90,5.58
Yvon Mvogo,J20,GK,Lorient,French Ligue 1,90,6.29
Yehvann Diouf,J20,GK,Reims,French Ligue 1,90,5.62
Guillaume Restes,J20,GK,Toulouse,French Ligue 1,90,6.12
Marco Bizot,J20,GK,Brest,French Ligue 1,90,7.13
Marcin Bułka,J20,GK,Nice,French Ligue 1,90,7.01
Ivan Provedel,J6,GK,Lazio,Italian Serie A,90,7.18
Vanja Milinković-Savić,J6,GK,Torino,Italian Serie A,90,5.76
Anthony Lopes,J20,GK,Lyon,French Ligue 1,90,6.76
Pau López,J20,GK,Marseille,French Ligue 1,90,6.72
Pau López,J21,GK,Marseille,French Ligue 1,90,6.21
Alexandre Oukidja,J21,GK,Metz,French Ligue 1,90,6.64
Brice Samba,J21,GK,Lens,French Ligue 1,90,7.22
Alaa Bellaarouch,J21,GK,Strasbourg,French Ligue 1,90,5.83
Keylor Navas,J21,GK,Paris S-G,French Ligue 1,90,5.98
Lucas Chevalier,J21,GK,Lille,French Ligue 1,90,5.9
Arthur Desmas,J21,GK,Le Havre,French Ligue 1,90,6.18
Steve Mandanda,J21,GK,Rennes,French Ligue 1,90,7.79
Yvon Mvogo,J21,GK,Lorient,French Ligue 1,90,7.77
Yehvann Diouf,J21,GK,Reims,French Ligue 1,90,5.79
Guillaume Restes,J21,GK,Toulouse,French Ligue 1,90,5.33
Alban Lafont,J21,GK,Nantes,French Ligue 1,90,6.19
Mory Diaw,J21,GK,Clermont Foot,French Ligue 1,90,7.21
Marco Bizot,J21,GK,Brest,French Ligue 1,87,6.61
Benjamin Lecomte,J21,GK,Montpellier,French Ligue 1,90,5.66
Anthony Lopes,J21,GK,Lyon,French Ligue 1,90,7.04
Marcin Bułka,J21,GK,Nice,French Ligue 1,90,5.4
Philipp Köhn,J21,GK,Monaco,French Ligue 1,90,6.35
Yann Sommer,J6,GK,Inter,Italian Serie A,90,6.02
Andrea Consigli,J6,GK,Sassuolo,Italian Serie A,90,6.49
Anthony Lopes,J22,GK,Lyon,French Ligue 1,90,7.87
Marcin Bułka,J22,GK,Nice,French Ligue 1,90,5.5
Lucas Chevalier,J22,GK,Lille,French Ligue 1,90,7.25
Arthur Desmas,J22,GK,Le Havre,French Ligue 1,90,6.52
Rémy Descamps,J22,GK,Nantes,French Ligue 1,90,5.75
Gianluigi Donnarumma,J22,GK,Paris S-G,French Ligue 1,90,7.7
Alaa Bellaarouch,J22,GK,Strasbourg,French Ligue 1,90,5.53
Yvon Mvogo,J22,GK,Lorient,French Ligue 1,90,7.04
Steve Mandanda,J22,GK,Rennes,French Ligue 1,90,6.27
Mory Diaw,J22,GK,Clermont Foot,French Ligue 1,90,6.61
Benjamin Lecomte,J22,GK,Montpellier,French Ligue 1,90,7.41
Alexandre Oukidja,J22,GK,Metz,French Ligue 1,90,6.03
Philipp Köhn,J22,GK,Monaco,French Ligue 1,90,6.77
Guillaume Restes,J22,GK,Toulouse,French Ligue 1,90,6.92
Yehvann Diouf,J22,GK,Reims,French Ligue 1,90,5.76
Brice Samba,J22,GK,Lens,French Ligue 1,90,6.25
Grégoire Coudert,J22,GK,Brest,French Ligue 1,90,7.27
Rubén Blanco,J22,GK,Marseille,French Ligue 1,90,6.54
Alexandre Oukidja,J23,GK,Metz,French Ligue 1,90,5.85
Anthony Lopes,J23,GK,Lyon,French Ligue 1,90,6.58
Michele Di Gregorio,J6,GK,Monza,Italian Serie A,90,7.54
Łukasz Skorupski,J6,GK,Bologna,Italian Serie A,90,7.38
Yvon Mvogo,J23,GK,Lorient,French Ligue 1,90,6.95
Alban Lafont,J23,GK,Nantes,French Ligue 1,90,7.1
Alaa Bellaarouch,J23,GK,Strasbourg,French Ligue 1,90,5.98
Grégoire Coudert,J23,GK,Brest,French Ligue 1,90,6.92
Brice Samba,J23,GK,Lens,French Ligue 1,90,6.64
Radosław Majecki,J23,GK,Monaco,French Ligue 1,90,6.95
Guillaume Restes,J23,GK,Toulouse,French Ligue 1,90,5.96
Lucas Chevalier,J23,GK,Lille,French Ligue 1,90,5.48
Mathieu Gorgelin,J23,GK,Le Havre,French Ligue 1,90,6.64
Yehvann Diouf,J23,GK,Reims,French Ligue 1,90,6.6
Marcin Bułka,J23,GK,Nice,French Ligue 1,90,7.41
Mory Diaw,J23,GK,Clermont Foot,French Ligue 1,90,7.96
Gianluigi Donnarumma,J23,GK,Paris S-G,French Ligue 1,90,5.82
Steve Mandanda,J23,GK,Rennes,French Ligue 1,90,6.79
Pau López,J23,GK,Marseille,French Ligue 1,90,6.11
Benjamin Lecomte,J23,GK,Montpellier,French Ligue 1,90,5.35
Radosław Majecki,J24,GK,Monaco,French Ligue 1,90,8.01
Gianluigi Donnarumma,J24,GK,Paris S-G,French Ligue 1,90,7.87
Yehvann Diouf,J24,GK,Reims,French Ligue 1,90,6.61
Lucas Chevalier,J24,GK,Lille,French Ligue 1,90,7.55
Stefano Turati,J6,GK,Frosinone,Italian Serie A,90,6.87
Pietro Terracciano,J6,GK,Fiorentina,Italian Serie A,90,6.7
Mory Diaw,J24,GK,Clermont Foot,French Ligue 1,90,5.68
Pau López,J24,GK,Marseille,French Ligue 1,90,6.61
Guillaume Restes,J24,GK,Toulouse,French Ligue 1,90,7.06
Marcin Bułka,J24,GK,Nice,French Ligue 1,90,5.92
Alban Lafont,J24,GK,Nantes,French Ligue 1,90,6.08
Alexandre Oukidja,J24,GK,Metz,French Ligue 1,90,7.36
Benjamin Lecomte,J24,GK,Montpellier,French Ligue 1,90,6.22
Alaa Bellaarouch,J24,GK,Strasbourg,French Ligue 1,90,6.18
Marco Bizot,J24,GK,Brest,French Ligue 1,90,7.13
Arthur Desmas,J24,GK,Le Havre,French Ligue 1,90,6.77
Steve Mandanda,J24,GK,Rennes,French Ligue 1,90,6.09
Yvon Mvogo,J24,GK,Lorient,French Ligue 1,90,6.5
Anthony Lopes,J24,GK,Lyon,French Ligue 1,90,6.69
Brice Samba,J24,GK,Lens,French Ligue 1,90,7.56
Marcin Bułka,J25,GK,Nice,French Ligue 1,90,5.58
Benjamin Lecomte,J25,GK,Montpellier,French Ligue 1,90,6.6
Yvon Mvogo,J25,GK,Lorient,French Ligue 1,90,6.32
Anthony Lopes,J25,GK,Lyon,French Ligue 1,90,6.94
Brice Samba,J25,GK,Lens,French Ligue 1,90,7.66
Marco Bizot,J25,GK,Brest,French Ligue 1,90,6.3
Andrea Consigli,J1,GK,Sassuolo,Italian Serie A,90,5.71
Juan Musso,J1,GK,Atalanta,Italian Serie A,90,7.68
Josep Martinez,J6,GK,Genoa,Italian Serie A,90,6.53
Rui Patrício,J6,GK,Roma,Italian Serie A,90,4.89
Keylor Navas,J25,GK,Paris S-G,French Ligue 1,90,5.57
Yehvann Diouf,J25,GK,Reims,French Ligue 1,90,5.97
Arthur Desmas,J25,GK,Le Havre,French Ligue 1,90,7.08
Guillaume Restes,J25,GK,Toulouse,French Ligue 1,90,6.43
Alexandre Oukidja,J25,GK,Metz,French Ligue 1,90,7.73
Mory Diaw,J25,GK,Clermont Foot,French Ligue 1,90,6.16
Alaa Bellaarouch,J25,GK,Strasbourg,French Ligue 1,90,6.85
Radosław Majecki,J25,GK,Monaco,French Ligue 1,90,6.83
Lucas Chevalier,J25,GK,Lille,French Ligue 1,90,5.52
Steve Mandanda,J25,GK,Rennes,French Ligue 1,90,6.6
Pau López,J25,GK,Marseille,French Ligue 1,90,7.1
Alban Lafont,J25,GK,Nantes,French Ligue 1,90,6.14
Guillaume Restes,J26,GK,Toulouse,French Ligue 1,90,5.31
Anthony Lopes,J26,GK,Lyon,French Ligue 1,90,6.49
Alban Lafont,J26,GK,Nantes,French Ligue 1,90,6.13
Alaa Bellaarouch,J26,GK,Strasbourg,French Ligue 1,90,6.42
Brice Samba,J26,GK,Lens,French Ligue 1,90,5.33
Marcin Bułka,J26,GK,Nice,French Ligue 1,90,6.4
Marco Bizot,J26,GK,Brest,French Ligue 1,90,7.13
Lucas Chevalier,J26,GK,Lille,French Ligue 1,90,6.94
Wladimiro Falcone,J7,GK,Lecce,Italian Serie A,90,5.37
Alex Meret,J7,GK,Napoli,Italian Serie A,90,7.32
Mory Diaw,J26,GK,Clermont Foot,French Ligue 1,90,7.04
Arthur Desmas,J26,GK,Le Havre,French Ligue 1,90,5.86
Radosław Majecki,J26,GK,Monaco,French Ligue 1,90,5.81
Yvon Mvogo,J26,GK,Lorient,French Ligue 1,90,6.22
Yehvann Diouf,J26,GK,Reims,French Ligue 1,90,6.93
Alexandre Oukidja,J26,GK,Metz,French Ligue 1,90,6.82
Steve Mandanda,J26,GK,Rennes,French Ligue 1,90,7.17
Pau López,J26,GK,Marseille,French Ligue 1,90,5.87
Dimitry Bertaud,J26,GK,Montpellier,French Ligue 1,90,5.25
Gianluigi Donnarumma,J26,GK,Paris S-G,French Ligue 1,90,6.28
Lucas Chevalier,J27,GK,Lille,French Ligue 1,90,6.1
Brice Samba,J27,GK,Lens,French Ligue 1,90,5.86
Alexandre Oukidja,J27,GK,Metz,French Ligue 1,90,5.24
Radosław Majecki,J27,GK,Monaco,French Ligue 1,90,6.79
Anthony Lopes,J27,GK,Lyon,French Ligue 1,90,6.84
Yehvann Diouf,J27,GK,Reims,French Ligue 1,90,6.32
Yvon Mvogo,J27,GK,Lorient,French Ligue 1,90,5.9
Marco Bizot,J27,GK,Brest,French Ligue 1,90,7.74
Arthur Desmas,J27,GK,Le Havre,French Ligue 1,90,6.25
Benjamin Lecomte,J27,GK,Montpellier,French Ligue 1,90,7.45
Mike Maignan,J7,GK,Milan,Italian Serie A,90,7.4
Ivan Provedel,J7,GK,Lazio,Italian Serie A,90,6.12
Massamba Ndiaye,J27,GK,Clermont Foot,French Ligue 1,90,5.91
Guillaume Restes,J27,GK,Toulouse,French Ligue 1,90,7.65
Marcin Bułka,J27,GK,Nice,French Ligue 1,90,6.47
Alban Lafont,J27,GK,Nantes,French Ligue 1,90,6.86
Alaa Bellaarouch,J27,GK,Strasbourg,French Ligue 1,90,6.71
Steve Mandanda,J27,GK,Rennes,French Ligue 1,90,6.67
Pau López,J27,GK,Marseille,French Ligue 1,90,5.65
Gianluigi Donnarumma,J27,GK,Paris S-G,French Ligue 1,90,7.6
Lucas Chevalier,J28,GK,Lille,French Ligue 1,90,6.51
Pau López,J28,GK,Marseille,French Ligue 1,90,5.84
Brice Samba,J28,GK,Lens,French Ligue 1,90,6.61
Arthur Desmas,J28,GK,Le Havre,French Ligue 1,90,7.09
Arnau Tenas,J28,GK,Paris S-G,French Ligue 1,90,5.93
Massamba Ndiaye,J28,GK,Clermont Foot,French Ligue 1,90,7.34
Marco Bizot,J28,GK,Brest,French Ligue 1,90,5.57
Alexandre Oukidja,J28,GK,Metz,French Ligue 1,90,6.31
Yehvann Diouf,J28,GK,Reims,French Ligue 1,90,7.26
Marcin Bułka,J28,GK,Nice,French Ligue 1,90,7.35
Guillaume Restes,J28,GK,Toulouse,French Ligue 1,90,6.86
Alaa Bellaarouch,J28,GK,Strasbourg,French Ligue 1,90,7.05
Guillermo Ochoa,J7,GK,Salernitana,Italian Serie A,90,5.14
Yann Sommer,J7,GK,Inter,Italian Serie A,90,7.21
Benjamin Lecomte,J28,GK,Montpellier,French Ligue 1,90,7.81
Yvon Mvogo,J28,GK,Lorient,French Ligue 1,90,6.44
Radosław Majecki,J28,GK,Monaco,French Ligue 1,90,7.85
Steve Mandanda,J28,GK,Rennes,French Ligue 1,90,6.81
Alban Lafont,J28,GK,Nantes,French Ligue 1,90,6.51
Anthony Lopes,J28,GK,Lyon,French Ligue 1,90,6.99
Alexandre Oukidja,J29,GK,Metz,French Ligue 1,90,6.84
Brice Samba,J29,GK,Lens,French Ligue 1,90,5.98
Alaa Bellaarouch,J29,GK,Strasbourg,French Ligue 1,90,6.3
Yehvann Diouf,J29,GK,Reims,French Ligue 1,90,5.49
Steve Mandanda,J29,GK,Rennes,French Ligue 1,90,5.48
Guillaume Restes,J29,GK,Toulouse,French Ligue 1,90,6.63
Arthur Desmas,J29,GK,Le Havre,French Ligue 1,90,6.45
Alban Lafont,J29,GK,Nantes,French Ligue 1,90,6.98
Mory Diaw,J29,GK,Clermont Foot,French Ligue 1,90,6.91
Benjamin Lecomte,J29,GK,Montpellier,French Ligue 1,90,6.29
Anthony Lopes,J29,GK,Lyon,French Ligue 1,90,5.77
Marco Bizot,J29,GK,Brest,French Ligue 1,90,5.6
Marcin Bułka,J30,GK,Nice,French Ligue 1,90,7.36
Yvon Mvogo,J30,GK,Lorient,French Ligue 1,90,6.25
Łukasz Skorupski,J7,GK,Bologna,Italian Serie A,90,7.48
Etrit Berisha,J7,GK,Empoli,Italian Serie A,90,6.2
Alban Lafont,J30,GK,Nantes,French Ligue 1,90,5.72
Steve Mandanda,J30,GK,Rennes,French Ligue 1,90,7.85
Brice Samba,J30,GK,Lens,French Ligue 1,90,7.23
Mory Diaw,J30,GK,Clermont Foot,French Ligue 1,90,7.17
Yehvann Diouf,J30,GK,Reims,French Ligue 1,90,6.28
Benjamin Lecomte,J30,GK,Montpellier,French Ligue 1,90,6.89
Arthur Desmas,J30,GK,Le Havre,French Ligue 1,90,6.05
Alexandre Oukidja,J30,GK,Metz,French Ligue 1,90,7.74
Lucas Chevalier,J30,GK,Lille,French Ligue 1,90,7.45
Alaa Bellaarouch,J30,GK,Strasbourg,French Ligue 1,90,6.4
Marco Bizot,J30,GK,Brest,French Ligue 1,90,5.75
Radosław Majecki,J30,GK,Monaco,French Ligue 1,90,7.18
Guillaume Restes,J30,GK,Toulouse,French Ligue 1,90,5.39
Pau López,J30,GK,Marseille,French Ligue 1,90,5.33
Gianluigi Donnarumma,J30,GK,Paris S-G,French Ligue 1,90,6.64
Anthony Lopes,J30,GK,Lyon,French Ligue 1,90,5.39
Yvon Mvogo,J29,GK,Lorient,French Ligue 1,90,5.48
Gianluigi Donnarumma,J29,GK,Paris S-G,French Ligue 1,90,6.68
Pau López,J29,GK,Marseille,French Ligue 1,90,5.82
Marcin Bułka,J29,GK,Nice,French Ligue 1,90,6.03
Marco Silvestri,J7,GK,Udinese,Italian Serie A,90,5.57
Josep Martinez,J7,GK,Genoa,Italian Serie A,90,5.58
Radosław Majecki,J29,GK,Monaco,French Ligue 1,90,7.64
Lucas Chevalier,J29,GK,Lille,French Ligue 1,90,7.12
Benjamin Lecomte,J31,GK,Montpellier,French Ligue 1,90,6.94
Alban Lafont,J31,GK,Nantes,French Ligue 1,90,5.94
Keylor Navas,J31,GK,Paris S-G,French Ligue 1,90,5.24
Arthur Desmas,J31,GK,Le Havre,French Ligue 1,90,5.62
Alexandre Oukidja,J31,GK,Metz,French Ligue 1,90,5.93
Lucas Chevalier,J31,GK,Lille,French Ligue 1,90,6.59
Alaa Bellaarouch,J31,GK,Strasbourg,French Ligue 1,90,5.24
Marcin Bułka,J31,GK,Nice,French Ligue 1,90,6.65
Yvon Mvogo,J31,GK,Lorient,French Ligue 1,90,6.26
Guillaume Restes,J31,GK,Toulouse,French Ligue 1,90,6.84
Mory Diaw,J31,GK,Clermont Foot,French Ligue 1,90,7.12
Yehvann Diouf,J31,GK,Reims,French Ligue 1,90,5.8
Steve Mandanda,J31,GK,Rennes,French Ligue 1,90,5.18
Marco Bizot,J31,GK,Brest,French Ligue 1,90,5.44
Anthony Lopes,J31,GK,Lyon,French Ligue 1,90,5.91
Radosław Majecki,J31,GK,Monaco,French Ligue 1,90,5.27
Pau López,J31,GK,Marseille,French Ligue 1,90,6.81
Brice Samba,J31,GK,Lens,French Ligue 1,90,6.53
Juan Musso,J7,GK,Atalanta,Italian Serie A,90,7.13
Wojciech Szczęsny,J7,GK,Juventus,Italian Serie A,90,7.34
Guillaume Restes,J32,GK,Toulouse,French Ligue 1,90,5.47
Dimitry Bertaud,J32,GK,Montpellier,French Ligue 1,90,6.89
Brice Samba,J32,GK,Lens,French Ligue 1,90,7.55
Yvon Mvogo,J32,GK,Lorient,French Ligue 1,90,6.34
Arthur Desmas,J32,GK,Le Havre,French Ligue 1,90,6.23
Alaa Bellaarouch,J32,GK,Strasbourg,French Ligue 1,90,5.67
Radosław Majecki,J32,GK,Monaco,French Ligue 1,90,6.12
Mory Diaw,J32,GK,Clermont Foot,French Ligue 1,90,5.85
Alexandre Oukidja,J32,GK,Metz,French Ligue 1,90,6.29
Steve Mandanda,J32,GK,Rennes,French Ligue 1,90,5.53
Marco Bizot,J32,GK,Brest,French Ligue 1,90,7.04
Alban Lafont,J32,GK,Nantes,French Ligue 1,90,7.16
Lucas Chevalier,J32,GK,Lille,French Ligue 1,90,6.02
Anthony Lopes,J32,GK,Lyon,French Ligue 1,90,5.53
