Player,Game Week,Position,Team,League,Minutes,Rating
Karl Jakob Hein,J28,GK,Valladolid,Spanish La Liga,90,6.23
Vicente Guaita,J28,GK,Celta Vigo,Spanish La Liga,90,7.07
Dominik Greif,J28,GK,Mallorca,Spanish La Liga,90,5.83
Joan García,J28,GK,Espanyol,Spanish La Liga,90,6.93
Diego Conde,J28,GK,Villarreal,Spanish La Liga,90,5.77
Thibaut Courtois,J28,GK,Real Madrid,Spanish La Liga,90,6.64
Paulo Gazzaniga,J28,GK,Girona,Spanish La Liga,90,6.6
Giorgi Mamardashvili,J28,GK,Valencia,Spanish La Liga,90,6.7
Marko Dmitrović,J28,GK,Leganés,Spanish La Liga,90,5.88
Adrián,J28,GK,Betis,Spanish La Liga,90,5.69
Ørjan Nyland,J28,GK,Sevilla,Spanish La Liga,90,6.57
Unai Simón,J28,GK,Athletic Club,Spanish La Liga,90,7.64
Sergio Herrera,J28,GK,Osasuna,Spanish La Liga,90,5.76
David Soria,J28,GK,Getafe,Spanish La Liga,90,6.72
Augusto Batalla,J28,GK,Rayo Vallecano,Spanish La Liga,90,5.84
Álex Remiro,J28,GK,Real Sociedad,Spanish La Liga,90,6.05
Jan Oblak,J28,GK,Atlético Madrid,Spanish La Liga,90,5.55
Wojciech Szczęsny,J28,GK,Barcelona,Spanish La Liga,90,6.11
Marco Carnesecchi,J17,GK,Atalanta,Italian Serie A,90,5.73
Devis Vásquez,J17,GK,Empoli,Italian Serie A,90,6.51
Wojciech Szczęsny,J27,GK,Barcelona,Spanish La Liga,90,6.91
Sergio Herrera,J27,GK,Osasuna,Spanish La Liga,90,5.86
Álex Remiro,J29,GK,Real Sociedad,Spanish La Liga,90,6.55
Arnau Rafús,J29,GK,Valladolid,Spanish La Liga,90,5.77
Joan García,J29,GK,Espanyol,Spanish La Liga,90,5.98
Jan Oblak,J29,GK,Atlético Madrid,Spanish La Liga,90,6.37
Antonio Sivera,J29,GK,Alavés,Spanish La Liga,90,5.89
Augusto Batalla,J29,GK,Rayo Vallecano,Spanish La Liga,90,7.85
Andriy Lunin,J29,GK,Real Madrid,Spanish La Liga,90,6.14
Marko Dmitrović,J29,GK,Leganés,Spanish La Liga,90,6.09
David Soria,J29,GK,Getafe,Spanish La Liga,90,6.63
Luiz Lúcio Reis Júnior,J29,GK,Villarreal,Spanish La Liga,90,6.6
Wojciech Szczęsny,J29,GK,Barcelona,Spanish La Liga,90,6.23
Paulo Gazzaniga,J29,GK,Girona,Spanish La Liga,90,5.85
Giorgi Mamardashvili,J29,GK,Valencia,Spanish La Liga,90,7.31
Dominik Greif,J29,GK,Mallorca,Spanish La Liga,90,6.46
Unai Simón,J29,GK,Athletic Club,Spanish La Liga,90,7.28
Aitor Fernández,J29,GK,Osasuna,Spanish La Liga,90,7.89
Adrián,J29,GK,Betis,Spanish La Liga,90,6.14
Ørjan Nyland,J29,GK,Sevilla,Spanish La Liga,90,5.78
Stefano Turati,J17,GK,Monza,Italian Serie A,90,6.53
Michele Di Gregorio,J17,GK,Juventus,Italian Serie A,90,6.85
Vicente Guaita,J29,GK,Celta Vigo,Spanish La Liga,90,5.99
Dinko Horkaš,J29,GK,Las Palmas,Spanish La Liga,64,6.85
Augusto Batalla,J30,GK,Rayo Vallecano,Spanish La Liga,90,5.52
Joan García,J30,GK,Espanyol,Spanish La Liga,90,7.78
Paulo Gazzaniga,J30,GK,Girona,Spanish La Liga,90,6.75
Antonio Sivera,J30,GK,Alavés,Spanish La Liga,90,7.3
Fran,J30,GK,Real Madrid,Spanish La Liga,90,5.6
Giorgi Mamardashvili,J30,GK,Valencia,Spanish La Liga,90,7.02
Dominik Greif,J30,GK,Mallorca,Spanish La Liga,90,5.98
Vicente Guaita,J30,GK,Celta Vigo,Spanish La Liga,90,6.23
Wojciech Szczęsny,J30,GK,Barcelona,Spanish La Liga,90,5.85
Adrián,J30,GK,Betis,Spanish La Liga,90,6.85
Dinko Horkaš,J30,GK,Las Palmas,Spanish La Liga,90,5.77
Álex Remiro,J30,GK,Real Sociedad,Spanish La Liga,90,6.97
Ørjan Nyland,J30,GK,Sevilla,Spanish La Liga,90,6.16
Jan Oblak,J30,GK,Atlético Madrid,Spanish La Liga,90,6.66
André Ferreira,J30,GK,Valladolid,Spanish La Liga,90,5.51
David Soria,J30,GK,Getafe,Spanish La Liga,90,7.16
Luiz Lúcio Reis Júnior,J30,GK,Villarreal,Spanish La Liga,90,7.22
Unai Simón,J30,GK,Athletic Club,Spanish La Liga,90,7.8
David de Gea,J17,GK,Fiorentina,Italian Serie A,90,6.0
Razvan Sava,J17,GK,Udinese,Italian Serie A,90,6.73
Marko Dmitrović,J30,GK,Leganés,Spanish La Liga,90,7.15
Sergio Herrera,J30,GK,Osasuna,Spanish La Liga,90,7.12
Giorgi Mamardashvili,J31,GK,Valencia,Spanish La Liga,90,7.74
Ørjan Nyland,J31,GK,Sevilla,Spanish La Liga,90,6.91
Álex Remiro,J31,GK,Real Sociedad,Spanish La Liga,90,5.52
Dominik Greif,J31,GK,Mallorca,Spanish La Liga,90,7.79
David Soria,J31,GK,Getafe,Spanish La Liga,90,5.44
Dinko Horkaš,J31,GK,Las Palmas,Spanish La Liga,90,6.96
Vicente Guaita,J31,GK,Celta Vigo,Spanish La Liga,90,5.77
Joan García,J31,GK,Espanyol,Spanish La Liga,90,7.7
Marko Dmitrović,J31,GK,Leganés,Spanish La Liga,90,6.5
Wojciech Szczęsny,J31,GK,Barcelona,Spanish La Liga,90,7.0
Sergio Herrera,J31,GK,Osasuna,Spanish La Liga,90,6.64
Paulo Gazzaniga,J31,GK,Girona,Spanish La Liga,90,5.93
Jesús Owono,J31,GK,Alavés,Spanish La Liga,90,6.33
Thibaut Courtois,J31,GK,Real Madrid,Spanish La Liga,90,7.68
Adrián,J31,GK,Betis,Spanish La Liga,90,5.69
Luiz Lúcio Reis Júnior,J31,GK,Villarreal,Spanish La Liga,90,6.64
Unai Simón,J31,GK,Athletic Club,Spanish La Liga,90,6.33
Augusto Batalla,J31,GK,Rayo Vallecano,Spanish La Liga,90,5.64
Yann Sommer,J17,GK,Inter,Italian Serie A,90,7.44
Pepe Reina,J17,GK,Como,Italian Serie A,90,5.77
Jan Oblak,J31,GK,Atlético Madrid,Spanish La Liga,90,5.46
André Ferreira,J31,GK,Valladolid,Spanish La Liga,90,5.71
Joan García,J32,GK,Espanyol,Spanish La Liga,90,7.93
David Soria,J32,GK,Getafe,Spanish La Liga,90,6.55
Augusto Batalla,J32,GK,Rayo Vallecano,Spanish La Liga,90,6.72
Giorgi Mamardashvili,J32,GK,Valencia,Spanish La Liga,90,6.19
Wojciech Szczęsny,J32,GK,Barcelona,Spanish La Liga,90,6.05
Vicente Guaita,J32,GK,Celta Vigo,Spanish La Liga,90,5.26
Dominik Greif,J32,GK,Mallorca,Spanish La Liga,90,7.04
Marko Dmitrović,J32,GK,Leganés,Spanish La Liga,90,7.07
Dinko Horkaš,J32,GK,Las Palmas,Spanish La Liga,90,7.82
Jan Oblak,J32,GK,Atlético Madrid,Spanish La Liga,90,6.26
André Ferreira,J32,GK,Valladolid,Spanish La Liga,90,5.59
Sergio Herrera,J32,GK,Osasuna,Spanish La Liga,90,5.89
Luiz Lúcio Reis Júnior,J32,GK,Villarreal,Spanish La Liga,90,6.15
Álex Remiro,J32,GK,Real Sociedad,Spanish La Liga,90,6.29
Ørjan Nyland,J32,GK,Sevilla,Spanish La Liga,90,6.65
Antonio Sivera,J32,GK,Alavés,Spanish La Liga,90,6.62
Thibaut Courtois,J32,GK,Real Madrid,Spanish La Liga,90,6.84
Unai Simón,J32,GK,Athletic Club,Spanish La Liga,90,6.62
Devis Vásquez,J18,GK,Empoli,Italian Serie A,90,6.55
Nicola Leali,J18,GK,Genoa,Italian Serie A,90,7.22
Paulo Gazzaniga,J32,GK,Girona,Spanish La Liga,90,5.43
Adrián,J32,GK,Betis,Spanish La Liga,90,6.38
Giorgi Mamardashvili,J33,GK,Valencia,Spanish La Liga,90,6.53
Joan García,J33,GK,Espanyol,Spanish La Liga,90,7.3
Wojciech Szczęsny,J33,GK,Barcelona,Spanish La Liga,90,6.79
Leo Román,J33,GK,Mallorca,Spanish La Liga,90,7.31
Vicente Guaita,J33,GK,Celta Vigo,Spanish La Liga,90,6.97
Luiz Lúcio Reis Júnior,J33,GK,Villarreal,Spanish La Liga,90,5.8
Unai Simón,J33,GK,Athletic Club,Spanish La Liga,90,7.32
Dinko Horkaš,J33,GK,Las Palmas,Spanish La Liga,90,6.75
Antonio Sivera,J33,GK,Alavés,Spanish La Liga,90,7.19
Álex Remiro,J33,GK,Real Sociedad,Spanish La Liga,90,6.13
David Soria,J33,GK,Getafe,Spanish La Liga,90,6.79
Thibaut Courtois,J33,GK,Real Madrid,Spanish La Liga,90,7.74
Sergio Herrera,J33,GK,Osasuna,Spanish La Liga,90,7.64
Ørjan Nyland,J33,GK,Sevilla,Spanish La Liga,90,6.1
Marko Dmitrović,J33,GK,Leganés,Spanish La Liga,90,6.43
Paulo Gazzaniga,J33,GK,Girona,Spanish La Liga,90,6.35
Jan Oblak,J33,GK,Atlético Madrid,Spanish La Liga,90,7.42
Augusto Batalla,J33,GK,Rayo Vallecano,Spanish La Liga,90,6.12
Alex Meret,J2,GK,Napoli,Italian Serie A,90,7.2
Łukasz Skorupski,J2,GK,Bologna,Italian Serie A,90,5.74
Zion Suzuki,J18,GK,Parma,Italian Serie A,90,6.63
Stefano Turati,J18,GK,Monza,Italian Serie A,90,5.57
Adrián,J33,GK,Betis,Spanish La Liga,90,6.61
André Ferreira,J33,GK,Valladolid,Spanish La Liga,90,5.04
Luiz Lúcio Reis Júnior,J26,GK,Villarreal,Spanish La Liga,90,7.16
Joan García,J26,GK,Espanyol,Spanish La Liga,90,7.03
Dani Cárdenas,J34,GK,Rayo Vallecano,Spanish La Liga,90,7.14
David Soria,J34,GK,Getafe,Spanish La Liga,90,6.78
Antonio Sivera,J34,GK,Alavés,Spanish La Liga,90,7.69
Jan Oblak,J34,GK,Atlético Madrid,Spanish La Liga,90,7.31
Luiz Lúcio Reis Júnior,J34,GK,Villarreal,Spanish La Liga,90,5.78
Sergio Herrera,J34,GK,Osasuna,Spanish La Liga,90,5.32
Dinko Horkaš,J34,GK,Las Palmas,Spanish La Liga,90,5.86
Giorgi Mamardashvili,J34,GK,Valencia,Spanish La Liga,90,5.76
André Ferreira,J34,GK,Valladolid,Spanish La Liga,90,6.4
Marc-André ter Stegen,J34,GK,Barcelona,Spanish La Liga,90,6.39
Thibaut Courtois,J34,GK,Real Madrid,Spanish La Liga,90,6.47
Vicente Guaita,J34,GK,Celta Vigo,Spanish La Liga,90,5.41
Ørjan Nyland,J34,GK,Sevilla,Spanish La Liga,90,5.81
Marko Dmitrović,J34,GK,Leganés,Spanish La Liga,90,6.85
Joan García,J34,GK,Espanyol,Spanish La Liga,90,6.95
Adrián,J34,GK,Betis,Spanish La Liga,90,6.82
Simone Scuffet,J18,GK,Cagliari,Italian Serie A,90,5.73
Yann Sommer,J18,GK,Inter,Italian Serie A,90,7.14
Álex Remiro,J34,GK,Real Sociedad,Spanish La Liga,90,7.28
Unai Simón,J34,GK,Athletic Club,Spanish La Liga,90,7.67
Paulo Gazzaniga,J34,GK,Girona,Spanish La Liga,90,7.11
Dominik Greif,J34,GK,Mallorca,Spanish La Liga,90,6.56
Dinko Horkaš,J35,GK,Las Palmas,Spanish La Liga,90,6.86
Augusto Batalla,J35,GK,Rayo Vallecano,Spanish La Liga,90,7.5
Giorgi Mamardashvili,J35,GK,Valencia,Spanish La Liga,90,7.84
David Soria,J35,GK,Getafe,Spanish La Liga,90,6.08
Vicente Guaita,J35,GK,Celta Vigo,Spanish La Liga,90,6.5
Ørjan Nyland,J35,GK,Sevilla,Spanish La Liga,90,5.36
Dominik Greif,J35,GK,Mallorca,Spanish La Liga,90,7.17
André Ferreira,J35,GK,Valladolid,Spanish La Liga,90,6.21
Paulo Gazzaniga,J35,GK,Girona,Spanish La Liga,90,7.18
Luiz Lúcio Reis Júnior,J35,GK,Villarreal,Spanish La Liga,90,6.96
Jan Oblak,J35,GK,Atlético Madrid,Spanish La Liga,90,6.99
Álex Remiro,J35,GK,Real Sociedad,Spanish La Liga,90,5.47
Marko Dmitrović,J35,GK,Leganés,Spanish La Liga,90,6.48
Joan García,J35,GK,Espanyol,Spanish La Liga,90,5.73
Wojciech Szczęsny,J35,GK,Barcelona,Spanish La Liga,90,5.43
Thibaut Courtois,J35,GK,Real Madrid,Spanish La Liga,90,5.27
Ivan Provedel,J18,GK,Lazio,Italian Serie A,90,7.04
Marco Carnesecchi,J18,GK,Atalanta,Italian Serie A,90,6.51
Unai Simón,J35,GK,Athletic Club,Spanish La Liga,90,7.3
Antonio Sivera,J35,GK,Alavés,Spanish La Liga,90,6.57
Adrián,J35,GK,Betis,Spanish La Liga,90,6.91
Sergio Herrera,J35,GK,Osasuna,Spanish La Liga,90,6.49
Karl Jakob Hein,J36,GK,Valladolid,Spanish La Liga,90,6.73
Paulo Gazzaniga,J36,GK,Girona,Spanish La Liga,90,7.7
Álex Remiro,J36,GK,Real Sociedad,Spanish La Liga,90,6.28
Vicente Guaita,J36,GK,Celta Vigo,Spanish La Liga,90,7.74
Ørjan Nyland,J36,GK,Sevilla,Spanish La Liga,90,7.33
Dinko Horkaš,J36,GK,Las Palmas,Spanish La Liga,90,6.69
Antonio Sivera,J36,GK,Alavés,Spanish La Liga,90,7.64
Giorgi Mamardashvili,J36,GK,Valencia,Spanish La Liga,90,7.06
Luiz Lúcio Reis Júnior,J36,GK,Villarreal,Spanish La Liga,90,7.42
Marko Dmitrović,J36,GK,Leganés,Spanish La Liga,90,5.87
Thibaut Courtois,J36,GK,Real Madrid,Spanish La Liga,90,6.33
Leo Román,J36,GK,Mallorca,Spanish La Liga,90,6.7
Augusto Batalla,J36,GK,Rayo Vallecano,Spanish La Liga,90,6.17
Adrián,J36,GK,Betis,Spanish La Liga,90,5.99
Sergio Herrera,J36,GK,Osasuna,Spanish La Liga,90,7.74
Jan Oblak,J36,GK,Atlético Madrid,Spanish La Liga,90,5.48
Razvan Sava,J18,GK,Udinese,Italian Serie A,90,5.84
Vanja Milinković-Savić,J18,GK,Torino,Italian Serie A,90,6.11
David Soria,J36,GK,Getafe,Spanish La Liga,90,5.85
Unai Simón,J36,GK,Athletic Club,Spanish La Liga,90,7.39
Joan García,J36,GK,Espanyol,Spanish La Liga,90,6.2
Wojciech Szczęsny,J36,GK,Barcelona,Spanish La Liga,90,7.46
Dinko Horkaš,J37,GK,Las Palmas,Spanish La Liga,90,6.29
Marko Dmitrović,J37,GK,Leganés,Spanish La Liga,90,7.76
Dominik Greif,J37,GK,Mallorca,Spanish La Liga,90,6.2
David Soria,J37,GK,Getafe,Spanish La Liga,90,6.29
Giorgi Mamardashvili,J37,GK,Valencia,Spanish La Liga,90,6.73
Unai Simón,J37,GK,Athletic Club,Spanish La Liga,90,7.46
Jan Oblak,J37,GK,Atlético Madrid,Spanish La Liga,90,7.09
Adrián,J37,GK,Betis,Spanish La Liga,90,6.42
Sergio Herrera,J37,GK,Osasuna,Spanish La Liga,90,7.61
Joan García,J37,GK,Espanyol,Spanish La Liga,90,5.45
Marc-André ter Stegen,J37,GK,Barcelona,Spanish La Liga,90,5.29
Luiz Lúcio Reis Júnior,J37,GK,Villarreal,Spanish La Liga,90,6.21
Karl Jakob Hein,J37,GK,Valladolid,Spanish La Liga,90,7.0
Antonio Sivera,J37,GK,Alavés,Spanish La Liga,90,7.31
Álex Remiro,J37,GK,Real Sociedad,Spanish La Liga,90,6.56
Krapyvtsov Vladyslav,J37,GK,Girona,Spanish La Liga,90,5.62
Alex Meret,J18,GK,Napoli,Italian Serie A,90,7.38
Filip Stankovic,J18,GK,Venezia,Italian Serie A,90,7.14
Ørjan Nyland,J37,GK,Sevilla,Spanish La Liga,90,5.94
Andriy Lunin,J37,GK,Real Madrid,Spanish La Liga,90,7.25
Vicente Guaita,J37,GK,Celta Vigo,Spanish La Liga,90,5.56
Augusto Batalla,J37,GK,Rayo Vallecano,Spanish La Liga,90,7.16
Adrián,J38,GK,Betis,Spanish La Liga,90,6.1
Giorgi Mamardashvili,J38,GK,Valencia,Spanish La Liga,90,6.96
Andriy Lunin,J38,GK,Real Madrid,Spanish La Liga,90,7.13
Unai Marrero,J38,GK,Real Sociedad,Spanish La Liga,90,6.32
Marko Dmitrović,J38,GK,Leganés,Spanish La Liga,90,7.77
Karl Jakob Hein,J38,GK,Valladolid,Spanish La Liga,90,5.8
Joan García,J38,GK,Espanyol,Spanish La Liga,90,7.73
Dinko Horkaš,J38,GK,Las Palmas,Spanish La Liga,90,6.11
Augusto Batalla,J38,GK,Rayo Vallecano,Spanish La Liga,90,7.63
Dominik Greif,J38,GK,Mallorca,Spanish La Liga,90,7.71
Antonio Sivera,J38,GK,Alavés,Spanish La Liga,90,6.51
Sergio Herrera,J38,GK,Osasuna,Spanish La Liga,90,6.92
David Soria,J38,GK,Getafe,Spanish La Liga,90,6.89
Vicente Guaita,J38,GK,Celta Vigo,Spanish La Liga,90,6.04
Krapyvtsov Vladyslav,J38,GK,Girona,Spanish La Liga,90,5.97
Juan Musso,J38,GK,Atlético Madrid,Spanish La Liga,90,6.97
Michele Di Gregorio,J18,GK,Juventus,Italian Serie A,90,5.81
David de Gea,J18,GK,Fiorentina,Italian Serie A,90,6.14
Diego Conde,J38,GK,Villarreal,Spanish La Liga,90,6.24
Álvaro Fernández,J38,GK,Sevilla,Spanish La Liga,90,5.32
Unai Simón,J38,GK,Athletic Club,Spanish La Liga,90,5.57
Iñaki Peña,J38,GK,Barcelona,Spanish La Liga,90,6.91
David von Ballmoos,J1,GK,Young Boys,UEFA Champions League,90,5.43
Emiliano Martínez,J1,GK,Aston Villa,UEFA Champions League,90,7.62
Michele Di Gregorio,J1,GK,Juventus,UEFA Champions League,90,6.5
Joel Drommel,J1,GK,PSV Eindhoven,UEFA Champions League,90,6.14
Franco Israel,J1,GK,Sporting CP,UEFA Champions League,90,7.05
Lucas Chevalier,J1,GK,Lille,UEFA Champions League,90,5.86
Thibaut Courtois,J1,GK,Real Madrid,UEFA Champions League,90,7.0
Alexander Nübel,J1,GK,Stuttgart,UEFA Champions League,90,5.49
Mike Maignan,J1,GK,Milan,UEFA Champions League,50,5.53
Lorenzo Torriani,J1,GK,Milan,UEFA Champions League,40,6.16
Alisson,J1,GK,Liverpool,UEFA Champions League,90,6.03
Manuel Neuer,J1,GK,Bayern Munich,UEFA Champions League,45,6.68
Sven Ulreich,J1,GK,Bayern Munich,UEFA Champions League,45,5.06
Ivan Nevistić,J1,GK,Dinamo Zagreb,UEFA Champions League,90,5.36
Peter Vindahl Jensen,J1,GK,Sparta Prague,UEFA Champions League,90,7.15
Janis Blaswich,J1,GK,RB Salzburg,UEFA Champions League,90,5.84
Łukasz Skorupski,J1,GK,Bologna,UEFA Champions League,90,7.51
Dmytro Riznyk,J1,GK,Shakhtar,UEFA Champions League,90,7.77
Mike Maignan,J18,GK,Milan,Italian Serie A,90,6.41
Mile Svilar,J18,GK,Roma,Italian Serie A,90,6.26
Kasper Schmeichel,J1,GK,Celtic,UEFA Champions League,90,6.21
Dominik Takáč,J1,GK,Slovan Bratislava,UEFA Champions League,90,5.48
Ederson,J1,GK,Manchester City,UEFA Champions League,90,7.22
Yann Sommer,J1,GK,Inter,UEFA Champions League,90,7.66
Simon Mignolet,J1,GK,Club Brugge,UEFA Champions League,90,5.65
Gregor Kobel,J1,GK,Dortmund,UEFA Champions League,90,7.59
Matvei Safonov,J1,GK,Paris S-G,UEFA Champions League,90,7.19
Paulo Gazzaniga,J1,GK,Girona,UEFA Champions League,90,7.15
Omri Glazer,J1,GK,Red Star,UEFA Champions League,90,5.7
Anatolii Trubin,J1,GK,Benfica,UEFA Champions League,90,6.36
Timon Wellenreuther,J1,GK,Feyenoord,UEFA Champions League,90,5.17
Lukáš Hrádecký,J1,GK,Leverkusen,UEFA Champions League,90,7.32
Philipp Köhn,J1,GK,Monaco,UEFA Champions League,90,6.09
Marc-André ter Stegen,J1,GK,Barcelona,UEFA Champions League,90,6.6
Marco Carnesecchi,J1,GK,Atalanta,UEFA Champions League,90,7.51
David Raya,J1,GK,Arsenal,UEFA Champions League,90,7.44
Marco Bizot,J1,GK,Brest,UEFA Champions League,90,6.42
Kjell Scherpen,J1,GK,Sturm Graz,UEFA Champions League,90,6.61
Jan Oblak,J1,GK,Atlético Madrid,UEFA Champions League,90,6.64
Péter Gulácsi,J1,GK,RB Leipzig,UEFA Champions League,90,5.43
Pepe Reina,J18,GK,Como,Italian Serie A,90,7.0
Wladimiro Falcone,J18,GK,Lecce,Italian Serie A,90,6.62
Alexander Nübel,J2,GK,Stuttgart,UEFA Champions League,90,6.02
Peter Vindahl Jensen,J2,GK,Sparta Prague,UEFA Champions League,90,6.9
Janis Blaswich,J2,GK,RB Salzburg,UEFA Champions League,90,5.18
Marco Bizot,J2,GK,Brest,UEFA Champions League,90,8.0
David Raya,J2,GK,Arsenal,UEFA Champions League,90,7.43
Gianluigi Donnarumma,J2,GK,Paris S-G,UEFA Champions League,90,6.11
Iñaki Peña,J2,GK,Barcelona,UEFA Champions League,90,6.98
Marvin Keller,J2,GK,Young Boys,UEFA Champions League,90,5.22
Gregor Kobel,J2,GK,Dortmund,UEFA Champions League,90,6.62
Kasper Schmeichel,J2,GK,Celtic,UEFA Champions League,90,5.2
Yann Sommer,J2,GK,Inter,UEFA Champions League,90,7.09
Omri Glazer,J2,GK,Red Star,UEFA Champions League,90,5.47
Dominik Takáč,J2,GK,Slovan Bratislava,UEFA Champions League,90,6.26
Stefan Ortega,J2,GK,Manchester City,UEFA Champions League,90,6.94
Walter Benítez,J2,GK,PSV Eindhoven,UEFA Champions League,90,6.52
Franco Israel,J2,GK,Sporting CP,UEFA Champions League,90,6.77
Lukáš Hrádecký,J2,GK,Leverkusen,UEFA Champions League,90,7.25
Mike Maignan,J2,GK,Milan,UEFA Champions League,90,6.94
Paulo Gazzaniga,J2,GK,Girona,UEFA Champions League,90,5.18
Timon Wellenreuther,J2,GK,Feyenoord,UEFA Champions League,90,6.69
Łukasz Skorupski,J18,GK,Bologna,Italian Serie A,90,5.38
Lorenzo Montipò,J18,GK,Hellas Verona,Italian Serie A,90,6.65
Dmytro Riznyk,J2,GK,Shakhtar,UEFA Champions League,90,5.97
Marco Carnesecchi,J2,GK,Atalanta,UEFA Champions League,90,7.16
Alisson,J2,GK,Liverpool,UEFA Champions League,90,7.35
Łukasz Skorupski,J2,GK,Bologna,UEFA Champions League,90,6.18
Emiliano Martínez,J2,GK,Aston Villa,UEFA Champions League,90,7.87
Manuel Neuer,J2,GK,Bayern Munich,UEFA Champions League,90,6.08
Anatolii Trubin,J2,GK,Benfica,UEFA Champions League,90,6.96
Jan Oblak,J2,GK,Atlético Madrid,UEFA Champions League,90,6.16
Ivan Nevistić,J2,GK,Dinamo Zagreb,UEFA Champions League,90,6.6
Philipp Köhn,J2,GK,Monaco,UEFA Champions League,90,5.46
Péter Gulácsi,J2,GK,RB Leipzig,UEFA Champions League,90,5.41
Michele Di Gregorio,J2,GK,Juventus,UEFA Champions League,58,5.71
Mattia Perin,J2,GK,Juventus,UEFA Champions League,30,6.66
Kjell Scherpen,J2,GK,Sturm Graz,UEFA Champions League,90,6.45
Simon Mignolet,J2,GK,Club Brugge,UEFA Champions League,90,7.1
Lucas Chevalier,J2,GK,Lille,UEFA Champions League,90,7.64
Andriy Lunin,J2,GK,Real Madrid,UEFA Champions League,90,6.96
Radosław Majecki,J3,GK,Monaco,UEFA Champions League,90,6.23
Marko Ilić,J3,GK,Red Star,UEFA Champions League,90,5.35
Mike Maignan,J3,GK,Milan,UEFA Champions League,90,6.47
Simon Mignolet,J3,GK,Club Brugge,UEFA Champions League,90,5.48
Filip Stankovic,J19,GK,Venezia,Italian Serie A,90,7.3
Devis Vásquez,J19,GK,Empoli,Italian Serie A,90,6.35
David Raya,J3,GK,Arsenal,UEFA Champions League,90,7.07
Dmytro Riznyk,J3,GK,Shakhtar,UEFA Champions League,90,7.03
Emiliano Martínez,J3,GK,Aston Villa,UEFA Champions League,90,7.46
Łukasz Skorupski,J3,GK,Bologna,UEFA Champions League,90,6.11
Kjell Scherpen,J3,GK,Sturm Graz,UEFA Champions League,90,6.34
Franco Israel,J3,GK,Sporting CP,UEFA Champions League,90,7.43
Mattia Perin,J3,GK,Juventus,UEFA Champions League,90,6.99
Alexander Nübel,J3,GK,Stuttgart,UEFA Champions League,90,7.15
Thibaut Courtois,J3,GK,Real Madrid,UEFA Champions League,90,6.53
Gregor Kobel,J3,GK,Dortmund,UEFA Champions League,90,5.52
Paulo Gazzaniga,J3,GK,Girona,UEFA Champions League,90,7.39
Dominik Takáč,J3,GK,Slovan Bratislava,UEFA Champions League,90,6.17
Gianluigi Donnarumma,J3,GK,Paris S-G,UEFA Champions League,90,6.27
Walter Benítez,J3,GK,PSV Eindhoven,UEFA Champions League,90,6.76
Marco Bizot,J3,GK,Brest,UEFA Champions League,90,6.48
Matej Kovar,J3,GK,Leverkusen,UEFA Champions League,90,6.53
Marco Carnesecchi,J3,GK,Atalanta,UEFA Champions League,90,7.04
Kasper Schmeichel,J3,GK,Celtic,UEFA Champions League,90,7.6
Anatolii Trubin,J3,GK,Benfica,UEFA Champions League,90,5.24
Timon Wellenreuther,J3,GK,Feyenoord,UEFA Champions League,90,6.91
Mile Svilar,J2,GK,Roma,Italian Serie A,90,5.88
Devis Vásquez,J2,GK,Empoli,Italian Serie A,90,7.08
David de Gea,J19,GK,Fiorentina,Italian Serie A,90,5.33
Alex Meret,J19,GK,Napoli,Italian Serie A,90,7.38
Stefan Ortega,J3,GK,Manchester City,UEFA Champions League,90,6.82
Peter Vindahl Jensen,J3,GK,Sparta Prague,UEFA Champions League,90,6.08
Alexander Schlager,J3,GK,RB Salzburg,UEFA Champions League,65,6.3
Ivan Nevistić,J3,GK,Dinamo Zagreb,UEFA Champions League,90,7.28
David von Ballmoos,J3,GK,Young Boys,UEFA Champions League,90,6.93
Yann Sommer,J3,GK,Inter,UEFA Champions League,90,7.06
Iñaki Peña,J3,GK,Barcelona,UEFA Champions League,90,6.49
Manuel Neuer,J3,GK,Bayern Munich,UEFA Champions League,90,5.21
Jan Oblak,J3,GK,Atlético Madrid,UEFA Champions League,90,5.32
Lucas Chevalier,J3,GK,Lille,UEFA Champions League,90,7.12
Péter Gulácsi,J3,GK,RB Leipzig,UEFA Champions League,90,6.99
Caoimhín Kelleher,J3,GK,Liverpool,UEFA Champions League,90,7.78
Dominik Takáč,J4,GK,Slovan Bratislava,UEFA Champions League,90,4.99
Danijel Zagorac,J4,GK,Dinamo Zagreb,UEFA Champions League,90,6.81
Walter Benítez,J4,GK,PSV Eindhoven,UEFA Champions League,90,7.31
Paulo Gazzaniga,J4,GK,Girona,UEFA Champions League,90,5.57
Franco Israel,J4,GK,Sporting CP,UEFA Champions League,90,6.6
Ederson,J4,GK,Manchester City,UEFA Champions League,90,5.09
Caoimhín Kelleher,J4,GK,Liverpool,UEFA Champions League,90,7.67
Lukáš Hrádecký,J4,GK,Leverkusen,UEFA Champions League,90,5.83
Lorenzo Montipò,J19,GK,Hellas Verona,Italian Serie A,90,7.85
Razvan Sava,J19,GK,Udinese,Italian Serie A,90,7.31
Kasper Schmeichel,J4,GK,Celtic,UEFA Champions League,90,6.33
Péter Gulácsi,J4,GK,RB Leipzig,UEFA Champions League,90,5.63
Łukasz Skorupski,J4,GK,Bologna,UEFA Champions League,90,7.12
Radosław Majecki,J4,GK,Monaco,UEFA Champions League,90,7.44
Andriy Lunin,J4,GK,Real Madrid,UEFA Champions League,90,5.86
