Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
ar ARG,FW,Feyenoord,24,2000,21,9,822,58,58,32,57
ar ARG,MF,Sarmiento,22-070,2003,1,1,64,51,50,38,41
ar ARG,MO,NYCFC,21-197,2004,22,13,1185,59,83,69,51
ar ARG,DF,Carrarese,27,1997,30,30,2622,49,43,39,45
ar ARG,MF,Tigre,25-192,2000,15,5,467,41,51,59,55
ar ARG,MF,Belgrano,25-083,2000,4,0,75,47,22,85,62
co COL,DF,uy Nacional,27-114,1998,6,6,540,76,52,61,74
ar ARG,MF,Unión,26-165,1999,15,7,693,83,79,80,31
kr KOR,MF,Minnesota Utd,24-294,2000,4,1,89,37,36,33,68
br BRA,FW,Flamengo,28-240,1996,19,11,1038,25,44,26,74
br BRA,DF,RB Bragantino,28-013,1997,12,12,1080,80,72,72,71
py PAR,DF,py Olimpia,27-187,1998,3,3,270,36,32,48,68
do DOM,DF,Leeds United,27,1996,32,30,2616,89,88,82,52
fr FRA,MO,Almere City,21,2002,30,29,2207,59,35,63,62
ve VEN,MF,Gimnasia–LP,31-364,1993,3,1,95,27,26,12,46
ec ECU,MF,ec Independiente,31-172,1994,6,0,130,49,77,39,26
cm CMR,DF,Stoke City,20,2003,41,35,3136,63,62,65,31
nl NED,MF,Antwerp,24,2000,1,1,66,41,28,62,10
us USA,DF,Real Salt Lake,28-141,1997,19,19,1699,42,37,44,40
nl NED,GK,Feyenoord,26,1998,4,4,360,52,50,51,51
us USA,FW,Orlando City,18-066,2007,1,0,3,16,21,16,24
us USA,MF,NYCFC,23-310,2001,22,22,1928,28,54,46,57
nl NED,DF,Heracles Almelo,26,1998,9,1,254,75,59,53,67
it ITA,MO,Reggiana,20,2004,11,3,278,38,47,39,88
us USA,DF,Chicago Fire,20-349,2004,2,1,106,36,44,75,46
nl NED,DF,Famalicão,24,2000,29,27,2468,54,37,38,61
ar ARG,MO,Aldosivi,26-103,1999,14,12,937,56,70,41,71
co COL,MO,Austin,30-062,1995,21,5,535,36,42,50,67
fr FRA,MO,Palermo,26,1998,33,14,1423,73,31,33,37
fr FRA,MO,Casa Pia,26,1998,26,20,1802,53,50,47,41
ga GAB,MF,Frosinone,23,2001,23,18,1587,58,55,68,52
fr FRA,MF,Charleroi,26,1998,27,26,2290,46,51,80,66
is ISL,MF,Burnley,33,1990,1,0,16,58,21,15,6
is ISL,MO,OH Leuven,25,1998,3,0,92,75,41,70,54
py PAR,DF,Atlético Mineiro,32-160,1993,13,13,1096,42,66,59,34
br BRA,MO,Atlético Mineiro,30-281,1994,8,0,165,86,34,78,58
br BRA,MF,Houston Dynamo,36-131,1989,11,5,479,37,36,57,63
mx MEX,DF,Atlético,31,1992,1,0,25,58,58,68,59
pl POL,MO,NAC Breda,24,1999,24,2,563,63,27,27,45
eng ENG,FW,Antwerp,18,2006,3,1,64,35,37,56,79
bf BFA,MO,Cercle Brugge,19,2005,8,2,283,77,30,53,61
us USA,FW,Sint-Truiden,22,2002,17,13,1072,56,65,64,59
nl NED,MF,Heerenveen,17,2007,1,0,17,44,23,46,30
de GER,DF,Philadelphia Union,28-154,1997,21,21,1880,75,88,75,75
br BRA,MF,FC Dallas,19-232,2005,15,10,872,28,40,49,59
eng ENG,MO,Norwich City,19,2004,15,1,335,45,31,45,81
br BRA,DF,Cruzeiro,22-133,2003,13,13,1164,55,64,65,74
br BRA,DF,Palmeiras,23-072,2002,1,0,19,22,22,10,31
eng ENG,MF,Preston,21,2002,44,41,3670,59,47,72,56
br BRA,FW,Vitória,20,2004,17,16,1299,56,79,75,64
br BRA,FW,Cruzeiro,23-176,2002,13,13,994,86,55,66,61
br BRA,DF,Botafogo (RJ),29-314,1995,2,2,180,58,27,36,46
br BRA,GK,Farense,21,2003,6,6,540,56,47,48,49
nl NED,FW,Fortuna Sittard,26,1998,11,6,531,35,50,34,41
nl NED,MO,Zwolle,23,2000,21,0,330,61,59,57,57
sct SCO,DF,Bristol City,32,1992,16,7,749,45,46,50,68
us USA,MF,Seattle Sounders,23-022,2002,13,9,813,68,65,72,67
ao ANG,DF,Casa Pia,20,2003,1,0,1,22,13,19,18
ca CAN,DF,Portland Timbers,28-064,1997,17,16,1281,31,40,41,33
gh GHA,MO,NAC Breda,24,2000,12,10,858,33,60,37,61
be BEL,MF,Union SG,20,2004,14,3,438,55,56,76,80
eng ENG,DF,Derby County,24,2000,33,26,2430,81,61,78,38
br BRA,DF,Bahia,28-134,1997,4,4,282,34,39,37,39
jp JPN,MF,Gil Vicente FC,25,1999,30,28,2219,81,66,63,21
eng ENG,MO,QPR,21,2003,23,15,1186,58,72,51,39
il ISR,MO,Rio Ave,18,2006,12,2,222,34,46,23,47
fr FRA,MF,Südtirol,24,2000,18,10,875,73,57,64,48
wls WAL,GK,Leeds United,33,1990,7,7,630,41,43,48,46
eng ENG,MO,West Brom,26,1997,43,34,2930,64,46,65,45
hr CRO,MF,Bari,28,1996,2,0,46,51,63,67,36
pl POL,FW,Kortrijk,24,2000,5,0,63,61,46,32,33
pl POL,DF,Dender,26,1998,5,5,366,89,56,65,49
jm JAM,MO,Hull City,27,1996,29,11,1140,48,69,38,50
dk DEN,FW,Anderlecht,26,1997,22,22,1672,71,54,57,38
br BRA,MF,Botafogo (RJ),21-233,2003,1,0,31,57,80,79,6
br BRA,DF,Cruzeiro,16-341,2008,1,1,62,22,16,9,52
eng ENG,MO,Derby County,30,1994,46,28,2575,39,26,29,61
br BRA,FW,Corinthians,21-082,2004,1,0,13,35,23,98,11
br BRA,MO,Sparta R'dam,21,2003,18,3,352,83,67,86,43
be BEL,MO,Cercle Brugge,21,2003,19,10,902,73,44,84,58
br BRA,DF,Gil Vicente FC,24,2000,11,6,533,34,59,66,29
be BEL,MO,Mechelen,20,2003,5,1,159,42,48,52,31
us USA,MF,NYCFC,27-347,1997,14,10,880,75,78,61,72
us USA,DF,NE Revolution,24-362,2000,6,3,279,28,44,35,70
us USA,DF,Colorado Rapids,31-220,1993,13,9,939,60,50,58,46
nl NED,MO,AZ Alkmaar,18,2006,18,9,989,38,66,42,66
sl SLE,FW,FC Cincinnati,40-321,1984,11,5,480,27,39,54,45
jp JPN,FW,Anderlecht,19,2005,6,2,154,58,30,42,47
ng NGA,MO,Middlesbrough,27,1996,15,9,765,54,55,31,54
ao ANG,MF,Estrela,21,2003,21,13,976,29,53,33,73
eng ENG,MF,Norwich City,20,2004,38,34,2692,39,53,61,67
us USA,MF,Chicago Fire,29-360,1995,12,6,560,34,37,29,42
it ITA,FW,Minnesota Utd,25-074,2000,22,17,1526,64,39,60,60
jm JAM,MO,Derby County,31,1993,3,0,12,15,11,4,30
be BEL,MF,Genk,22,2002,16,5,463,51,55,85,63
se SWE,MF,Watford,30,1993,14,4,521,51,60,75,69
br BRA,FW,Cruzeiro,19-170,2006,1,0,9,54,43,87,11
fr FRA,DF,FC Cincinnati,23-178,2002,2,0,15,22,44,47,50
sr SUR,DF,QPR,27,1997,39,34,2879,66,71,52,43
nl NED,MO,Ajax,22,2002,33,29,2447,70,77,50,55
sct SCO,MF,Norwich City,32,1992,34,33,2994,40,73,49,57
br BRA,FW,Fluminense,35-312,1989,5,0,121,59,56,85,56
jp JPN,FW,NEC Nijmegen,19,2005,25,3,559,73,58,55,76
nl NED,MF,Derby County,22,2001,41,29,2321,65,64,63,35
tr TUR,MO,Benfica,25,1998,30,25,2003,82,71,63,50
se SWE,MO,Mechelen,30,1994,27,25,2010,35,58,28,56
ve VEN,MO,Fortaleza,20-097,2005,6,0,100,64,58,92,69
co COL,MO,Charlotte,23-198,2002,23,8,882,76,59,70,61
co COL,DF,Defensa y Just,28-082,1997,15,13,1102,26,36,40,61
it ITA,MF,Frosinone,18,2006,9,6,579,40,54,51,69
fr FRA,MO,Colorado Rapids,26-009,1999,18,10,767,26,21,31,62
mx MEX,MO,Tijuana,24,1999,30,25,1971,70,83,58,32
co COL,MF,ar River Plate,24-293,2000,13,11,1003,39,69,65,51
cr CRC,GK,Estoril,24,2000,4,4,360,41,43,43,39
ar ARG,DF,Arg Juniors,20-342,2004,2,0,31,60,73,78,34
mx MEX,MF,Querétaro,30,1994,28,22,1988,28,42,28,50
ar ARG,MF,Defensa y Just,28-046,1997,16,15,1311,37,69,41,32
cw CUW,MO,RKC Waalwijk,24,1999,9,5,428,22,46,46,78
bo BOL,MF,bo San Antonio Bulo Bulo,18-002,2007,3,0,41,29,40,12,25
ar ARG,DF,Barracas Central,21-144,2004,15,15,1350,60,31,32,58
ve VEN,FW,Portland Timbers,20-357,2004,21,11,1058,51,40,33,55
it ITA,FW,Bari,31,1992,34,26,2148,57,47,55,52
it ITA,MF,Sassuolo,19,2005,1,0,19,21,23,52,50
ar ARG,DF,Independiente,23-192,2002,16,16,1432,37,50,61,58
co COL,FW,co CA Bucaramanga,31-238,1993,6,6,513,40,72,52,36
ie IRL,DF,Toronto FC,34-335,1990,17,16,1362,27,26,17,44
ar ARG,MF,Atlé Tucumán,23-203,2001,10,6,497,35,60,69,59
ar ARG,DF,Union SG,26,1997,26,23,2030,67,56,50,76
co COL,GK,Cruz Azul,24,2000,33,33,2970,64,62,70,75
ec ECU,MF,ec LDU de Quito,26-240,1998,6,4,344,24,20,24,47
sct SCO,FW,Millwall,27,1997,1,0,7,16,13,46,11
us USA,DF,NYCFC,26-217,1998,14,11,987,71,66,70,67
mx MEX,MF,Atlético,22,2002,3,0,8,58,39,25,49
ar ARG,MF,Atlé Tucumán,24-304,2000,7,1,169,30,49,39,87
co COL,FW,co Nacional,22-147,2003,1,0,13,43,19,43,11
py PAR,FW,Godoy Cruz,22-313,2002,11,7,570,23,44,34,47
it ITA,MO,Juve Stabia,26,1998,35,25,2115,45,61,38,60
pe PER,MO,pe Alianza Lima,28-147,1997,6,6,498,54,35,48,46
ar ARG,MO,Ind. Rivadavia,26-163,1999,12,5,567,56,50,26,78
ec ECU,FW,Union SG,24,2000,20,5,628,53,36,79,57
co COL,MF,Necaxa,25,1998,29,17,1507,74,51,71,68
co COL,FW,Fluminense,27-214,1997,10,4,409,90,71,86,75
co COL,MF,Puebla,27,1997,8,4,336,60,51,78,62
co COL,FW,co Nacional,25-106,2000,5,5,421,70,38,41,29
ar ARG,MF,ar Vélez Sarsfield,24-122,2001,10,4,361,36,48,37,66
ar ARG,MO,Boca Juniors,23-354,2001,16,9,866,61,64,70,59
mx MEX,DF,América,25,1999,21,14,1368,66,73,81,36
br BRA,DF,Santos,21-112,2004,2,0,61,40,31,74,36
br BRA,GK,Moreirense,28,1995,29,29,2610,56,54,59,75
cr CRC,GK,Newell's OB,38-216,1986,14,14,1260,63,51,42,47
nl NED,FW,Willem II,18,2005,1,0,5,16,16,48,36
us USA,DF,Sporting KC,32-023,1993,17,12,998,46,56,66,28
eng ENG,DF,Preston,18,2005,1,0,4,22,37,35,50
nl NED,MF,Ajax,21,2003,27,12,1233,80,69,72,35
wls WAL,FW,Sheffield Utd,31,1992,27,18,1767,57,41,42,63
us USA,DF,Minnesota Utd,20-040,2005,1,1,64,22,13,44,55
eng ENG,MF,QPR,18,2006,30,19,1586,52,46,39,26
pt POR,FW,Estrela,25,1998,32,23,2104,43,39,37,35
pt POR,MO,Rio Ave,28,1995,28,24,1949,35,41,40,52
be BEL,DF,Standard Liège,22,2002,1,0,3,22,21,19,4
co COL,MF,co Nacional,21-139,2004,1,0,9,39,11,15,6
be BEL,MF,Anderlecht,22,2002,24,22,1966,50,62,78,54
kr KOR,GK,D.C. United,22-046,2003,7,7,630,53,57,58,39
kr KOR,DF,Seattle Sounders,36-006,1989,10,7,708,29,35,26,45
ca CAN,MO,Colorado Rapids,20-183,2005,4,0,31,15,33,20,79
br BRA,FW,St. Louis,28-140,1997,21,17,1414,72,57,43,65
al ALB,MO,Modena,23,2001,27,9,934,63,69,70,42
mx MEX,FW,Toluca,18,2005,3,0,70,38,48,46,57
be BEL,DF,Dender,27,1997,30,30,2636,37,45,24,57
be BEL,MF,Antwerp,19,2005,21,12,1179,35,36,49,63
ca CAN,DF,Toronto FC,22-070,2003,4,0,73,54,50,81,70
us USA,MF,Real Salt Lake,21-084,2004,3,0,41,38,13,27,35
jp JPN,MO,NEC Nijmegen,20,2003,25,23,1970,35,50,31,68
nl NED,MO,Kortrijk,24,1999,7,3,261,36,59,49,62
be BEL,GK,Westerlo,35,1989,10,10,900,46,50,49,47
eg EGY,MO,Rio Ave,31,1993,9,0,167,65,32,29,32
jp JPN,DF,Union SG,26,1997,25,22,1886,41,55,49,54
jp JPN,FW,NEC Nijmegen,26,1997,24,20,1598,49,45,28,39
jp JPN,MO,QPR,22,2001,39,25,2295,52,52,48,67
is ISL,DF,Utrecht,24,1999,5,0,155,56,68,46,70
ci CIV,MO,OH Leuven,23,2000,24,17,1587,61,50,72,57
gr GRE,MF,Genk,16,2007,25,14,1160,84,77,87,20
gr GRE,DF,Rio Ave,19,2005,3,2,191,22,24,13,56
us USA,FW,Casa Pia,20,2004,7,2,169,26,46,57,46
no NOR,MO,Almere City,23,2001,33,20,1888,49,37,44,32
hu HUN,DF,Plymouth Argyle,22,2001,36,31,2839,39,45,35,45
ca CAN,DF,Toronto FC,22-173,2003,19,16,1549,42,50,68,49
gr GRE,GK,NAC Breda,32,1991,1,1,90,41,57,61,40
sct SCO,DF,Blackburn,20,2004,3,1,137,30,19,62,50
no NOR,DF,Anderlecht,20,2003,1,0,25,22,40,49,18
us USA,FW,D.C. United,19-347,2005,3,0,77,19,39,48,60
is ISL,MF,Sparta R'dam,20,2004,18,17,1397,79,62,62,35
no NOR,MF,Sassuolo,25,1999,22,22,1920,89,76,78,39
rs SRB,MF,AZ Alkmaar,23,2001,15,6,585,74,69,73,83
hr CRO,GK,Charlotte,32-360,1992,21,21,1890,50,45,47,36
us USA,MF,Palermo,22,2002,33,22,2004,63,54,63,46
se SWE,MO,Fortuna Sittard,29,1994,30,22,1818,71,53,70,54
au AUS,MO,Portsmouth,25,1999,14,4,538,23,21,23,36
eng ENG,MO,Watford,21,2003,27,16,1459,69,36,60,47
gh GHA,MO,CF Montréal,24-006,2001,7,2,178,17,18,48,56
be BEL,MO,Kortrijk,18,2006,1,0,4,49,17,6,21
be BEL,FW,Willem II,23,2001,27,24,1896,32,43,23,57
au AUS,DF,D.C. United,27-025,1998,20,19,1755,28,40,29,62
eng ENG,DF,West Brom,33,1991,31,30,2610,46,44,38,45
us USA,DF,NY Red Bulls,27-345,1997,13,13,1096,54,82,74,59
eng ENG,MO,Oxford United,26,1998,7,1,199,48,75,74,64
ca CAN,DF,St. Louis,27-354,1997,19,17,1495,53,58,53,32
sct SCO,FW,Hull City,22,2001,16,13,1009,30,29,48,65
sct SCO,FW,Blackburn,37,1987,1,0,1,16,13,7,11
eng ENG,DF,Swansea City,35,1988,23,9,826,40,67,68,56
us USA,MF,Orlando City,33-191,1992,19,6,645,44,53,39,69
be BEL,DF,Club Brugge,19,2005,17,7,685,59,86,85,61
be BEL,DF,Dender,24,2000,3,0,6,22,28,23,23
tg TOG,DF,Estoril,21,2002,29,29,2467,51,34,21,66
tg TOG,FW,Cercle Brugge,23,2000,38,34,3068,77,60,67,47
cm CMR,DF,Watford,20,2004,6,3,256,28,22,44,44
au AUS,FW,Real Salt Lake,24-161,2001,5,0,100,43,75,47,57
gh GHA,DF,FC Dallas,30-206,1994,17,9,838,40,36,32,55
es ESP,MO,Luton Town,20,2004,12,6,584,19,24,17,47
be BEL,FW,Leeds United,23,2001,29,7,797,86,84,84,67
cv CPV,MF,Groningen,27,1997,1,0,20,46,73,36,64
es ESP,MF,Casa Pia,26,1997,32,26,2242,63,47,66,53
nl NED,MF,NAC Breda,19,2004,8,2,247,53,28,54,31
no NOR,MO,NEC Nijmegen,25,1998,9,4,343,29,35,22,48
de GER,GK,Twente,34,1990,31,31,2790,60,63,67,45
no NOR,FW,Derby County,28,1996,8,6,488,38,27,15,57
no NOR,MO,Luton Town,22,2002,10,2,255,45,48,43,34
dk DEN,MF,NEC Nijmegen,38,1986,17,2,298,44,61,65,42
fi FIN,DF,Columbus Crew,26-329,1998,9,3,220,63,82,83,35
be BEL,GK,Standard Liège,31,1992,4,4,315,41,39,47,53
dk DEN,FW,Sassuolo,21,2002,5,2,174,19,14,11,47
ar ARG,MO,Rosario Central,24-168,2001,15,4,555,50,68,67,53
ar ARG,FW,Lanús,37-127,1988,3,0,22,49,37,60,20
ar ARG,DF,Boca Juniors,26-150,1999,13,13,1149,56,81,88,48
ar ARG,MO,Aldosivi,24-183,2001,9,4,380,37,51,42,56
ar ARG,DF,Boca Juniors,21-131,2004,13,8,829,56,38,50,75
ar ARG,MO,Cruzeiro,27-059,1998,4,0,76,51,29,59,13
ar ARG,MF,San Martín de San Juan,26-017,1999,3,1,148,54,67,70,45
py PAR,MF,Atlé Tucumán,22-126,2003,6,0,95,56,75,80,65
ar ARG,MO,Independiente,19-337,2005,13,10,738,55,63,50,32
ar ARG,GK,Lanús,25-215,1999,1,1,90,41,51,41,32
ar ARG,MO,ec LDU de Quito,23-022,2002,3,0,32,15,25,53,65
ar ARG,DF,ar Cen. Córdoba–SdE,21-260,2003,20,20,1800,59,47,42,72
ar ARG,MF,Banfield,24-283,2000,14,9,780,29,39,26,77
ar ARG,DF,Unión,20-168,2005,12,10,925,61,62,84,53
gh GHA,MF,Cercle Brugge,20,2003,27,23,1963,49,43,57,72
de GER,MO,Houston Dynamo,23-134,2002,7,3,289,70,43,88,25
gh GHA,MF,Moreirense,26,1998,25,20,1780,49,56,45,32
cl CHI,GK,Swansea City,30,1993,46,46,4140,47,51,57,61
ec ECU,DF,ec Independiente,24-057,2001,6,6,540,59,82,74,28
fr FRA,MF,Boavista,31,1992,4,2,170,26,27,47,54
me MNE,GK,Famalicão,25,1999,18,18,1620,41,44,46,46
ca CAN,DF,Toronto FC,18-343,2006,9,3,430,32,49,47,59
be BEL,MF,Anderlecht,29,1995,20,19,1739,40,45,46,73
cw CUW,MF,Groningen,32,1991,31,25,2330,68,64,59,48
lu LUX,MF,Benfica,24,2000,27,11,1211,83,58,57,49
ar ARG,GK,Boca Juniors,22-301,2002,2,2,180,41,39,45,32
ar ARG,GK,Spezia,34,1990,11,11,990,55,74,57,47
ar ARG,FW,Atlé Tucumán,33-043,1992,14,11,1005,58,52,45,51
ar ARG,MF,Fortaleza,31-045,1994,16,12,1047,63,55,55,50
ar ARG,FW,cl U de Chile,34-129,1991,6,3,318,47,55,84,60
ar ARG,MF,ve Dep Táchira,33-125,1992,4,1,125,42,53,45,45
ar ARG,DF,ar River Plate,33-143,1992,4,4,360,32,36,28,64
ar ARG,DF,Huracán,22-138,2003,5,2,257,89,76,83,75
uy URU,DF,Arg Juniors,26-212,1998,17,17,1485,80,85,75,72
ar ARG,MO,Gimnasia–LP,21-200,2003,6,1,218,29,34,45,80
ar ARG,MF,Boca Juniors,31-020,1994,1,0,25,58,98,47,73
ar ARG,DF,Godoy Cruz,21-184,2004,1,1,90,28,21,13,23
pt POR,MF,Benfica,18,2005,3,3,265,49,67,78,58
uy URU,MF,pe Sporting Cristal,31-025,1994,5,4,305,27,19,32,72
uy URU,MO,Sarmiento,27-298,1997,13,10,778,48,25,58,48
uy URU,MO,uy Peñarol,21-121,2004,5,4,222,32,37,30,56
gr GRE,DF,NEC Nijmegen,24,2000,15,7,684,63,75,77,32
br BRA,FW,Ceará,27-291,1997,7,0,110,63,29,73,41
be BEL,MF,Dender,28,1996,18,8,748,71,80,56,63
eng ENG,FW,Derby County,17,2006,1,0,2,36,13,48,11
br BRA,FW,Sport Recife,24-166,2001,8,3,301,40,34,78,49
br BRA,MO,Vitória,25-020,2000,6,0,166,24,21,44,64
br BRA,MF,Estrela,28,1995,27,19,1866,51,55,56,39
no NOR,DF,Sunderland,20,2003,15,5,410,41,69,67,67
at AUT,DF,NAC Breda,23,2001,29,29,2586,64,48,33,80
jp JPN,GK,Sint-Truiden,23,2001,27,27,2430,44,51,49,61
br BRA,DF,Flamengo,29-197,1996,18,17,1498,63,76,57,41
sk SVK,MO,NAC Breda,18,2005,31,29,2482,64,45,69,55
si SVN,MF,Reggiana,29,1994,11,5,437,36,64,44,58
br BRA,MF,ec Barcelona,30-082,1995,4,3,294,37,59,53,70
uy URU,DF,Ind. Rivadavia,27-082,1998,11,2,383,26,30,12,73
eng ENG,DF,Blackburn,19,2005,1,0,2,22,13,9,4
br BRA,MO,Inter Miami,24-006,2001,3,1,87,51,18,30,29
ve VEN,DF,ve Carabobo,31-080,1994,5,4,388,56,23,30,52
pt POR,DF,Chicago Fire,20-037,2005,12,5,603,70,55,69,55
it ITA,MF,Sampdoria,24,2000,25,13,1138,48,57,66,42
pt POR,DF,Moreirense,22,2002,7,5,508,49,52,66,29
ec ECU,FW,NE Revolution,24-360,2000,15,12,950,62,54,45,67
it ITA,MO,Juve Stabia,26,1997,36,26,2418,48,27,29,42
it ITA,MF,Carrarese,29,1995,21,8,906,33,63,43,58
it ITA,MO,Carrarese,21,2003,31,10,1090,54,38,19,45
uy URU,MO,uy Peñarol,26-253,1998,6,6,534,75,91,61,31
mx MEX,MO,Atlas,21,2003,15,6,667,31,39,24,85
ve VEN,MF,co CA Bucaramanga,29-348,1995,5,4,273,42,63,57,59
ar ARG,MF,Huracán,34-049,1991,16,16,1440,53,84,67,37
ar ARG,DF,Santos,30-082,1995,7,6,495,46,60,53,34
ar ARG,FW,ar Cen. Córdoba–SdE,29-189,1996,22,22,1645,52,56,47,51
ar ARG,DF,Godoy Cruz,34-060,1991,8,7,572,26,29,47,71
ar ARG,MF,Deportivo Riestra,29-005,1996,1,1,45,21,19,52,15
pt POR,MF,Casa Pia,24,2000,32,32,2848,54,61,54,49
it ITA,GK,Pisa,25,1999,1,1,90,41,40,43,41
it ITA,MO,Mantova,32,1992,38,28,2282,62,38,27,30
ar ARG,DF,ar Cen. Córdoba–SdE,28-305,1996,8,5,481,58,81,77,53
it ITA,MF,Cesena,18,2006,17,3,533,23,28,28,64
ar ARG,DF,Belgrano,34-099,1991,17,17,1511,53,42,40,61
pt POR,FW,Famalicão,19,2005,1,0,31,16,13,7,33
ec ECU,DF,Famalicão,23,2001,5,5,450,49,39,39,52
us USA,MO,Guadalajara,23,2001,3,0,21,30,25,13,44
ar ARG,FW,Huracán,30-084,1995,13,4,488,42,37,59,73
it ITA,MF,Pisa,27,1997,31,18,1738,74,58,71,49
ar ARG,MO,UNAM,28,1996,11,10,706,66,79,52,26
pt POR,MF,Gent,25,1998,9,7,641,34,40,56,69
ar ARG,MO,Estrela,25,1999,31,16,1373,44,47,21,74
ar ARG,DF,Lanús,21-191,2004,2,1,96,44,58,31,65
ar ARG,DF,San Martín de San Juan,29-116,1996,11,10,810,43,41,51,50
bo BOL,MF,bo Bolívar,33-017,1992,6,6,540,41,71,38,30
ar ARG,MF,Banfield,31-193,1994,5,0,116,39,59,69,54
ar ARG,MF,Instituto,28-165,1997,1,0,4,21,42,21,15
ar ARG,MF,Platense,25-270,1999,16,16,1375,26,33,31,74
ar ARG,MF,Huracán,20-344,2004,16,15,1317,24,28,18,80
ec ECU,DF,ec LDU de Quito,32-016,1993,6,6,540,51,47,48,35
ar ARG,MF,ar Vélez Sarsfield,20-282,2004,7,3,285,30,29,58,84
nl NED,FW,OH Leuven,19,2004,12,6,499,29,40,45,71
nl NED,MO,Heerenveen,20,2004,33,25,2298,61,71,57,47
eng ENG,DF,Hull City,28,1995,44,42,3717,68,78,74,51
eng ENG,MF,Stoke City,29,1995,32,23,2071,72,53,47,26
eng ENG,FW,Norwich City,21,2003,27,9,980,48,49,73,56
eng ENG,DF,Preston,24,2000,37,37,3254,60,51,50,63
wls WAL,MO,Stoke City,18,2005,43,26,2441,44,28,43,49
sct SCO,MO,NY Red Bulls,28-292,1996,3,2,148,55,56,67,57
eng ENG,MF,Swansea City,25,1998,16,16,1419,60,39,61,56
nl NED,MF,AZ Alkmaar,20,2004,1,0,1,21,11,7,6
eng ENG,MF,Blackburn,26,1997,38,37,3216,48,53,42,58
wls WAL,MO,Swansea City,25,1999,42,35,2995,52,42,16,41
eng ENG,MO,Norwich City,21,2002,9,1,212,24,37,68,26
eng ENG,DF,Coventry City,24,1999,27,26,2284,52,65,48,47
sct SCO,DF,Preston,28,1995,35,29,2609,58,41,22,64
ca CAN,FW,Vancouver W'caps,18-126,2007,1,1,64,20,20,35,47
ca CAN,MO,Hull City,24,1999,11,6,619,68,69,84,58
sct SCO,DF,QPR,21,2003,19,14,1302,33,27,23,55
sct SCO,MF,Sheffield Weds,32,1991,23,7,876,31,32,27,45
eng ENG,GK,Millwall,29,1994,2,1,91,57,43,42,53
eng ENG,MF,Derby County,22,2002,28,18,1610,27,24,47,41
eng ENG,MF,Luton Town,26,1997,26,18,1411,46,70,37,44
sr SUR,DF,RKC Waalwijk,23,2001,32,29,2697,29,39,49,67
il ISR,MO,Charlotte,23-289,2001,22,16,1259,70,59,57,48
cm CMR,MF,Salernitana,22,2001,26,19,1700,40,58,73,60
br BRA,MF,Fluminense,29-038,1996,9,4,413,73,35,68,23
br BRA,MO,Hull City,25,1998,11,4,420,19,52,18,67
de GER,FW,Mechelen,26,1998,25,15,1379,61,62,66,46
ar ARG,MO,Inter Miami,38-025,1987,17,16,1476,92,93,87,26
ar ARG,MF,Unión,20-274,2004,14,3,470,85,60,75,58
ar ARG,MO,ec LDU de Quito,35-093,1990,6,6,396,64,47,35,49
ar ARG,MO,Atlé Tucumán,27-196,1998,10,3,381,26,38,23,50
ar ARG,DF,py Olimpia,35-321,1989,5,5,428,71,42,46,64
ar ARG,DF,UNAM,30,1993,23,23,1990,33,42,30,55
ar ARG,MO,Banfield,18-004,2007,7,0,84,52,58,92,63
fr FRA,FW,Almere City,22,2002,12,6,556,49,63,60,53
us USA,MO,FC Dallas,23-217,2001,21,8,859,58,38,60,64
be BEL,DF,Sporting KC,25-160,2000,19,15,1326,71,66,80,59
ao ANG,MO,Vasco da Gama,25-143,2000,8,2,176,48,48,82,59
fr FRA,MF,Fortuna Sittard,25,1998,31,24,2148,56,46,41,68
hr CRO,DF,Bari,28,1996,14,12,1073,72,27,14,75
it ITA,MF,Salernitana,20,2004,36,36,3017,62,64,51,66
it ITA,GK,Brescia,29,1995,1,1,90,41,50,43,50
it ITA,DF,Cittadella,27,1997,36,35,3170,74,72,67,58
it ITA,DF,Brescia,27,1996,36,33,2928,60,69,67,45
ar ARG,MF,Cruz Azul,31,1993,30,25,2082,78,66,60,44
it ITA,MF,Reggiana,20,2004,32,25,2260,38,39,48,64
it ITA,MO,Toronto FC,34-045,1991,12,10,861,46,67,42,38
it ITA,DF,Reggiana,26,1997,30,28,2424,40,53,55,40
it ITA,DF,Reggiana,21,2003,27,26,2252,63,35,54,37
py PAR,MO,py Libertad,34-343,1990,4,3,256,38,69,31,47
it ITA,DF,Heracles Almelo,23,2001,7,3,275,48,43,66,37
it ITA,DF,Cremonese,22,2002,5,2,298,33,35,24,44
ar ARG,MF,Tigre,20-237,2004,15,15,1330,43,32,31,84
it ITA,MO,Bari,23,2001,16,3,401,49,83,72,33
it ITA,FW,Pisa,16,2008,1,0,7,16,13,8,11
it ITA,DF,Sampdoria,29,1995,30,23,1967,81,68,73,29
eng ENG,MO,Hull City,21,2003,4,2,165,33,27,74,35
eng ENG,MF,Oxford United,22,2001,11,1,170,80,26,42,20
it ITA,FW,Pisa,16,2007,1,0,7,35,13,37,11
be BEL,DF,Anderlecht,23,2001,24,18,1680,66,76,72,66
br BRA,MF,Ceará,27-315,1997,11,2,326,45,47,48,62
mg MAD,MF,Sint-Truiden,28,1996,12,12,1038,83,85,83,62
fr FRA,DF,Beerschot,23,2001,22,22,1980,56,46,47,37
