Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Raphinha,br BRA,MO,Barcelona,27,1996,50,46,4061,88,85,79,44
Rareş Ilie,ro ROU,MF,Nice,21,2003,2,0,13,65,85,97,58
Rareș-Cătălin Burnete,ro ROU,FW,Lecce,20,2004,4,0,28,26,14,57,12
Rasmus Falk,dk DEN,MF,dk FC Copenhagen,32,1992,1,0,14,28,38,13,57
Rasmus Højlund,dk DEN,FW,Manchester Utd,21,2003,47,34,2999,49,48,35,34
Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,27,1997,41,37,3361,88,83,85,62
Rasmus Nicolaisen,dk DEN,DF,Toulouse,27,1997,7,7,623,40,60,33,42
Rasmus Schüller,fi FIN,MF,se Djurgården,33,1991,6,2,220,47,60,13,86
Rassoul Ndiaye,sn SEN,MF,Le Havre,22,2001,27,11,1061,56,46,33,72
Raul Florucz,at AUT,FW,si Olimpija,23,2001,6,5,380,43,79,83,68
Raul Gustavo,br BRA,DF,hu Ferencváros,25,1999,5,3,291,33,35,41,70
Rayan Aït-Nouri,dz ALG,DF,Wolves,23,2001,37,37,3109,88,73,88,55
Rayan Cherki,fr FRA,MO,Lyon,20,2003,42,33,2950,87,96,88,25
Rayan Fofana,fr FRA,MO,Lens,18,2006,2,0,25,23,8,18,58
Rayan Raveloson,mg MAD,MF,Auxerre,27,1997,13,7,724,64,38,40,36
Raymond Adeola,ng NGA,MO,by Dinamo Minsk,23,2001,4,2,177,49,11,20,49
Raz Shlomo,il ISR,DF,il Maccabi Tel Aviv,24,1999,7,7,595,37,55,46,38
Razvan Sava,ro ROU,GK,Udinese,22,2002,12,12,1080,41,44,43,36
Raí,br BRA,DF,by Dinamo Minsk,24,2000,6,6,479,52,71,85,58
Raúl,es ESP,MO,Osasuna,23,2000,32,5,750,60,23,40,53
Raúl Albiol,es ESP,DF,Villarreal,38,1985,15,14,1188,25,29,17,37
Raúl Asencio,es ESP,DF,es Real Madrid,21,2003,33,26,2419,29,45,36,44
Raúl Chasco,es ESP,DF,Valladolid,20,2003,2,1,130,51,55,32,33
Raúl Jiménez,mx MEX,FW,Fulham,33,1991,38,30,2494,65,62,45,74
Raúl Moro,es ESP,MO,Valladolid,21,2002,33,26,2341,59,65,79,34
Raúl Torrente,es ESP,DF,hr Dinamo Zagreb,22,2001,6,6,540,33,16,12,69
Raúl de Tomás,es ESP,MF,Rayo Vallecano,29,1994,2,0,22,38,13,39,57
Reda Belahyane,ma MAR,MF,Hellas Verona,20,2004,28,18,1856,31,51,47,52
Reda Boultam,nl NED,MO,si Olimpija,26,1998,4,2,136,24,20,32,11
Reda Khadra,de GER,MO,Reims,23,2001,4,0,78,30,39,80,36
Reece James,eng ENG,MF,Chelsea,24,1999,26,17,1471,67,75,38,60
Reggie Walsh,eng ENG,FW,eng Chelsea,15,2008,2,1,93,23,68,48,24
Reinildo Mandava,mz MOZ,DF,Atlético Madrid,30,1994,25,13,1308,32,42,65,54
Reiss Nelson,eng ENG,FW,Arsenal,24,1999,12,5,490,66,88,93,69
Remi Oudin,fr FRA,MO,Lecce,27,1996,11,3,299,33,68,30,36
Remko Pasveer,nl NED,GK,nl Ajax,40,1983,11,11,953,58,68,43,44
Remo Freuler,ch SUI,MF,Bologna,32,1992,44,43,3710,46,62,42,52
Remy Rees-Dottin,eng ENG,FW,Bournemouth,18,2006,1,0,1,24,13,8,12
Renato Sanches,pt POR,MF,pt Benfica,26,1997,4,1,146,44,44,61,66
Renato Steffen,ch SUI,MO,ch Lugano,32,1991,8,8,746,54,89,68,63
Renato Tapia,pe PER,MF,Leganés,29,1995,34,28,2424,50,31,32,63
Renato Veiga,pt POR,MF,Chelsea,21,2003,28,21,1915,58,58,35,60
René Renner,at AUT,DF,at LASK,30,1993,1,0,36,50,16,73,25
Reo Hatate,jp JPN,MF,sct Celtic,26,1997,10,9,784,64,75,73,51
Rhodri Smith,ch SUI,DF,ch Young Boys,17,2006,1,0,29,30,31,14,8
Ricardinho,br BRA,FW,cz Viktoria Plzeň,23,2001,1,0,20,58,35,27,12
Ricardo,br BRA,GK,se Malmö,31,1993,5,4,405,41,36,43,44
Ricardo Esgaio,pt POR,DF,pt Sporting CP,31,1993,4,2,170,56,60,58,34
Ricardo Horta,pt POR,MF,pt Braga,29,1994,8,8,674,68,68,65,25
Ricardo Manuel Silva,pt POR,GK,si NK Celje,25,1999,6,6,570,41,44,43,56
Ricardo Pepi,us USA,FW,nl PSV Eindhoven,21,2003,7,1,164,90,66,62,47
Ricardo Pereira,pt POR,DF,Leicester City,30,1993,10,4,388,37,45,64,65
Ricardo Rodríguez,ch SUI,DF,Betis,31,1992,28,25,2075,49,70,67,41
Riccardo Calafiori,it ITA,DF,Arsenal,22,2002,27,15,1414,82,75,76,72
Riccardo Orsolini,it ITA,FW,Bologna,27,1997,36,28,2201,76,77,78,68
Riccardo Sottil,it ITA,MO,Fiorentina,25,1999,28,13,1225,78,51,91,28
Richarlison,br BRA,FW,Tottenham,27,1997,22,10,876,59,66,54,55
Richie Sagrado,be BEL,DF,Venezia,20,2004,3,3,140,19,16,32,61
Richie Towell,ie IRL,MF,ie Shamrock Rov,33,1991,1,0,27,28,18,37,6
Richy Ledezma,us USA,DF,nl PSV Eindhoven,23,2000,11,6,574,60,77,74,25
Rick,br BRA,FW,bg Ludogorets,24,1999,5,5,442,31,70,73,70
Rick Karsdorp,nl NED,DF,nl PSV Eindhoven,29,1995,7,4,333,65,84,50,40
Ricky van Wolfswinkel,nl NED,FW,nl Twente,35,1989,10,9,828,31,38,22,79
Rico Henry,eng ENG,DF,Brentford,27,1997,5,0,99,55,30,47,58
Rico Lewis,eng ENG,MF,Manchester City,19,2004,37,27,2533,55,71,70,36
Ridgeciano Haps,sr SUR,DF,Venezia,31,1993,25,14,1369,67,59,69,40
Ridle Baku,de GER,MO,Wolfsburg,26,1998,34,29,2445,49,56,41,69
Risto Radunović,me MNE,DF,ro FCSB,32,1992,12,11,990,47,64,65,54
Ritsu Doan,jp JPN,MO,Freiburg,26,1998,34,33,2862,72,63,53,66
Ro-Zangelo Daal,nl NED,FW,nl AZ Alkmaar,20,2004,4,0,84,70,37,69,69
Robbie Fraser,sct SCO,FW,sct Rangers,21,2003,1,0,11,24,13,8,59
Robert,br BRA,MO,dk FC Copenhagen,19,2005,8,5,438,31,18,89,60
Robert Andrich,de GER,MF,Leverkusen,29,1994,30,21,1874,63,54,26,48
Robert Gumny,pl POL,DF,Augsburg,26,1998,7,2,271,55,61,71,34
Robert Lewandowski,pl POL,FW,Barcelona,35,1988,47,44,3642,68,53,42,43
Robert Skov,dk DEN,MF,Union Berlin,28,1996,15,11,852,83,71,70,52
Robert Sánchez,es ESP,GK,Chelsea,26,1997,33,33,2970,63,67,56,58
Robert Wagner,de GER,MF,St. Pauli,21,2003,12,5,407,20,18,25,38
Robert Žulj,at AUT,MF,at LASK,32,1992,6,6,499,50,60,49,27
Roberto Férnandez,es ESP,FW,Espanyol,22,2002,25,21,1809,54,37,33,45
Roberto Gagliardini,it ITA,MF,Monza,30,1994,8,0,180,38,42,48,46
Roberto López,es ESP,MF,Leganés,24,2000,13,3,396,40,72,41,45
Roberto Navarro,es ESP,MO,Mallorca,22,2002,23,15,1278,40,46,68,72
Roberto Piccoli,it ITA,FW,Cagliari,23,2001,37,37,3127,45,36,35,47
Roberts Savaļnieks,lv LVA,DF,lv FK Rīgas FS,31,1993,8,8,623,86,61,52,18
Robin Gosens,de GER,DF,Union Berlin,30,1994,40,33,2944,91,72,64,59
Robin Hack,de GER,MO,Gladbach,25,1998,33,27,2172,56,68,51,50
Robin Hranáč,cz CZE,DF,Hoffenheim,24,2000,5,3,309,26,22,22,30
Robin Koch,de GER,DF,Eint Frankfurt,28,1996,40,40,3486,65,58,30,39
Robin Le Normand,es ESP,DF,Atlético Madrid,27,1996,32,26,2382,44,37,29,35
Robin Olsen,se SWE,GK,Aston Villa,34,1990,4,1,226,60,49,43,55
Robin Pröpper,nl NED,DF,sct Rangers,30,1993,10,9,692,32,28,21,46
Robin Zentner,de GER,GK,Mainz 05,29,1994,32,32,2880,64,81,58,72
Robinio Vaz,fr FRA,FW,Marseille,17,2007,2,0,75,51,26,52,65
Robson Bambu,br BRA,DF,pt Braga,26,1997,3,2,151,28,20,16,86
Rocco Reitz,de GER,MF,Gladbach,22,2002,27,21,1830,67,58,42,65
Rodinei,br BRA,MF,gr Olympiacos,32,1992,10,9,804,54,79,87,59
Rodri,es ESP,MF,Manchester City,28,1996,7,3,281,55,76,74,34
Rodrigo Abajas,es ESP,DF,Valencia,21,2003,1,1,65,30,17,91,68
Rodrigo Becão,br BRA,DF,tr Fenerbahçe,28,1996,4,3,287,40,36,28,79
Rodrigo Bentancur,uy URU,MF,Tottenham,27,1997,39,32,2612,62,53,55,73
Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30,1994,44,33,2849,78,90,76,39
Rodrigo Gomes,pt POR,MF,Wolves,21,2003,25,7,810,80,47,81,63
Rodrigo Huescas,mx MEX,DF,dk FC Copenhagen,20,2003,8,5,435,82,64,86,58
Rodrigo Mora,pt POR,MF,pt Porto,17,2007,5,2,183,52,58,79,14
Rodrigo Muniz,br BRA,FW,Fulham,23,2001,31,8,964,66,49,26,72
Rodrigo Riquelme,es ESP,MF,Atlético Madrid,24,2000,21,5,663,56,76,92,40
Rodrigo Zalazar,uy URU,MF,pt Braga,24,1999,3,1,102,33,57,37,78
Rodrygo,br BRA,MO,Real Madrid,23,2001,42,32,2803,85,79,91,46
Roei Mashpati,il ISR,GK,il Maccabi Tel Aviv,31,1992,7,7,630,41,41,43,49
Roger Fernandes,pt POR,MF,pt Braga,18,2005,8,6,521,83,61,93,71
Roger Hinojo,es ESP,DF,Espanyol,19,2005,1,0,9,30,12,61,8
Rohan Ferguson,sct SCO,GK,nir Larne FC,26,1997,6,6,540,41,42,43,35
Roland Sallai,hu HUN,MO,Freiburg,27,1997,4,2,226,72,50,52,72
Rolando Mandragora,it ITA,MF,Fiorentina,27,1997,39,33,2817,81,69,39,34
Romain Del Castillo,fr FRA,FW,Brest,28,1996,33,17,1577,70,90,72,75
Romain Esse,eng ENG,MF,Crystal Palace,19,2005,7,1,138,94,70,70,81
Romain Faivre,fr FRA,MO,Brest,26,1998,28,13,1207,58,61,53,52
Romain Perraud,fr FRA,DF,Betis,26,1997,36,27,2581,80,65,78,41
Roman Begunov,by BLR,DF,by Dinamo Minsk,31,1993,2,2,179,47,31,25,31
Roman Dixon,eng ENG,DF,Everton,19,2004,1,1,90,30,19,16,65
Roman Kerschbaum,at AUT,MF,at Rapid Wien,30,1994,1,0,1,28,10,7,6
Roman Salenko,ua UKR,MF,ua Dynamo Kyiv,19,2005,2,0,8,28,15,7,24
Roman Yaremchuk,ua UKR,FW,gr Olympiacos,28,1995,7,2,193,70,41,53,43
Romano Schmid,at AUT,MF,Werder Bremen,24,2000,32,32,2834,85,87,90,34
Rome-Jayden Owusu-Oduro,nl NED,GK,nl AZ Alkmaar,20,2004,11,11,990,56,54,60,46
Romelu Lukaku,be BEL,FW,Napoli,31,1993,36,35,2843,64,55,44,34
Romeo Amane,ci CIV,MF,at Rapid Wien,21,2003,2,1,173,38,39,73,84
Romeo Vermant,be BEL,MO,be Club Brugge,20,2004,5,0,56,27,8,22,48
Roméo Lavia,be BEL,MF,Chelsea,20,2004,16,11,797,26,56,35,68
Ronald Araújo,uy URU,DF,es Barcelona,25,1999,20,15,1277,72,61,36,52
Ronaël Pierre-Gabriel,fr FRA,DF,hr Dinamo Zagreb,26,1998,8,6,534,48,65,82,62
Roni Hudd,fi FIN,MF,fi HJK,19,2005,1,0,7,65,20,44,58
Ronnie Edwards,eng ENG,DF,Southampton,21,2003,1,0,12,30,16,9,8
Rory Holden,nir NIR,MO,wls The New Saints,26,1997,6,5,431,56,33,18,71
Ross Barkley,eng ENG,MF,Aston Villa,30,1993,26,3,684,83,69,67,50
Ross McCausland,nir NIR,MO,sct Rangers,21,2003,7,0,190,62,29,33,70
Ross Stewart,sct SCO,FW,Southampton,28,1996,12,4,389,38,25,28,74
Ross Sykes,eng ENG,DF,be Union SG,25,1999,8,5,466,72,58,58,67
Rostand Ndjiki,cm CMR,FW,lv FK Rīgas FS,20,2004,4,2,146,22,37,31,31
Roy Revivo,il ISR,DF,il Maccabi Tel Aviv,21,2003,3,3,270,34,45,62,65
Ruben Aguilar,fr FRA,MF,Lens,31,1993,16,13,1124,70,69,81,66
Ruben Loftus-Cheek,eng ENG,MF,Milan,28,1996,25,14,1318,43,51,68,34
Ruben Vargas,ch SUI,MO,Augsburg,25,1998,19,12,976,59,60,68,41
Ruben van Bommel,nl NED,FW,nl AZ Alkmaar,19,2004,5,5,313,74,75,77,74
Rubén García,es ESP,MO,Osasuna,31,1993,36,30,2413,66,73,39,70
Rubén Peña,es ESP,MO,Osasuna,33,1991,25,7,775,29,48,48,48
Rudy Matondo,fr FRA,MF,Auxerre,16,2008,5,0,66,28,18,24,31
Rui Filipe Cunha Correia,pt POR,MF,pl Jagiellonia,29,1995,5,2,237,40,42,52,38
Rui Modesto,ao ANG,MF,Udinese,24,1999,20,4,608,49,58,70,74
Rui Patrício,pt POR,GK,Atalanta,36,1988,4,4,360,41,47,43,48
Rui Silva,pt POR,GK,Betis,30,1994,17,17,1530,57,55,43,46
Runar Espejord,no NOR,FW,no Bodø/Glimt,28,1996,3,0,19,16,13,8,37
Ruslan Malinovskyi,ua UKR,MO,Genoa,31,1993,9,4,383,33,86,28,72
Ruslan Neshcheret,ua UKR,GK,ua Dynamo Kyiv,22,2002,3,3,270,41,43,43,35
Rwan,br BRA,MO,bg Ludogorets,23,2001,8,6,521,25,51,31,36
Ryan Brobbel,nir NIR,MO,wls The New Saints,31,1993,5,4,306,32,74,36,37
Ryan Christie,sct SCO,MF,Bournemouth,29,1995,29,27,2117,75,78,63,64
Ryan Flamingo,nl NED,DF,nl PSV Eindhoven,21,2002,11,10,858,81,60,44,77
Ryan Fraser,sct SCO,MO,Southampton,30,1994,8,4,306,27,23,46,48
Ryan Gravenberch,nl NED,MF,Liverpool,22,2002,46,46,3943,33,66,64,55
Ryan Manning,ie IRL,MF,Southampton,28,1996,24,18,1462,44,59,54,55
Ryan Sessegnon,eng ENG,MO,Fulham,24,2000,16,7,580,85,73,71,80
Ryan Trevitt,eng ENG,MF,Brentford,21,2003,1,0,4,28,24,45,58
Ryan Yates,eng ENG,MF,Nott'ham Forest,26,1997,35,18,1915,52,38,30,58
Ryoya Morishita,jp JPN,MO,pl Legia Warsaw,27,1997,9,9,801,49,47,42,35
Rémy Cabella,fr FRA,MO,Lille,34,1990,30,18,1394,61,86,84,72
Rémy Descamps,fr FRA,GK,Lyon,28,1996,2,2,180,41,38,43,34
Rémy Labeau Lascary,gp GLP,MO,Lens,21,2003,14,6,637,60,38,65,63
Róbert Mak,sk SVK,MO,sk Slovan Bratislava,33,1991,7,2,201,24,20,22,13
Rúben Dias,pt POR,DF,Manchester City,27,1997,34,30,2724,39,64,60,28
Rúben Vinagre,pt POR,DF,pl Legia Warsaw,25,1999,8,8,686,52,69,66,27
Răzvan Marin,ro ROU,MF,Cagliari,28,1996,33,13,1406,79,78,58,31
Rıdvan Yılmaz,tr TUR,MF,sct Rangers,23,2001,7,5,418,32,17,43,52
Saad El Haddad,ma MAR,MF,Venezia,19,2005,3,0,30,59,40,58,6
Saba Goglichidze,ge GEO,DF,Empoli,20,2004,33,29,2539,25,31,34,52
Saba Sazonov,ge GEO,DF,Torino,22,2002,1,0,3,30,12,9,8
Sacha Boey,fr FRA,DF,Bayern Munich,23,2000,16,7,697,59,90,90,32
Sael Kumbedi,fr FRA,DF,Lyon,19,2005,18,14,1102,52,57,86,50
Sagiv Yehezkel,il ISR,MF,il Maccabi Tel Aviv,29,1995,4,2,172,50,45,77,51
Saidou Alioum,cm CMR,MO,cy AC Omonia,21,2003,8,1,177,71,25,80,65
Saidou Sow,gn GUI,DF,Strasbourg,22,2002,21,20,1817,58,32,24,44
Saldanha,br BRA,MO,hu Ferencváros,24,1999,10,5,444,47,22,56,56
Salih Uçan,tr TUR,MF,tr Beşiktaş,30,1994,7,0,135,55,69,60,64
Salih Özcan,tr TUR,MF,Wolfsburg,26,1998,25,6,774,38,66,54,71
Sam Beukema,nl NED,DF,Bologna,25,1998,43,41,3658,42,66,46,41
Sam Johnstone,eng ENG,GK,Wolves,31,1993,7,7,630,57,58,43,52
Sam Lammers,nl NED,FW,nl Twente,27,1997,7,5,442,69,55,54,80
Sam Morsy,eg EGY,MF,Ipswich Town,32,1991,33,31,2751,54,54,32,53
Sam Todd,ie IRL,DF,nir Larne FC,26,1998,5,4,382,20,15,33,65
Samet Akaydın,tr TUR,DF,tr Fenerbahçe,30,1994,2,2,135,36,34,13,36
Sammie Szmodics,ie IRL,MO,Ipswich Town,28,1995,20,13,992,50,23,21,54
Sampson Dweh Jr.,lr LBR,DF,cz Viktoria Plzeň,22,2001,11,11,969,41,42,35,89
Samson Baidoo,at AUT,DF,at RB Salzburg,20,2004,7,7,616,38,43,42,80
Samu,pt POR,MO,pt Vitória,28,1996,6,1,185,74,56,19,60
Samu Costa,pt POR,MF,Mallorca,23,2000,32,31,2649,34,49,40,71
Samu Omorodion,es ESP,FW,pt Porto,20,2004,9,9,764,73,51,41,35
Samuel Amo-Ameyaw,eng ENG,MO,Southampton,18,2006,11,3,348,80,59,58,43
Samuel Bamba,de GER,MO,Bochum,20,2004,5,0,27,54,85,94,71
Samuel Chukwueze,ng NGA,MO,Milan,25,1999,33,10,1205,72,78,93,53
Samuel Dahl,se SWE,MF,Roma,24,2000,5,1,200,50,57,86,63
Samuel Edozie,eng ENG,MF,Southampton,21,2003,7,2,283,94,48,92,50
Samuel Essende,cd COD,FW,Augsburg,26,1998,30,21,1636,62,46,58,51
Samuel Gigot,fr FRA,DF,Lazio,30,1993,21,13,1184,66,38,47,48
Samuel Grandsir,fr FRA,MO,Le Havre,27,1996,6,0,84,43,80,43,62
Samuel Iling-Junior,eng ENG,MO,Bologna,20,2003,15,3,467,66,38,80,66
Samuel Lino,br BRA,MF,Atlético Madrid,24,1999,41,25,1964,72,69,93,49
Samuel Mbangula,be BEL,FW,Juventus,20,2004,30,9,935,73,83,70,71
Samuel Rak-Sakyi,eng ENG,MO,eng Chelsea,19,2005,4,1,107,19,62,19,50
Samuele Birindelli,it ITA,MF,Monza,25,1999,21,18,1468,73,42,74,33
Samuele Ricci,it ITA,MF,Torino,22,2001,34,34,2825,42,44,38,33
Samuele Vignato,it ITA,MF,Monza,20,2004,17,3,470,30,28,65,25
Samy Mmaee,ma MAR,DF,hr Dinamo Zagreb,27,1996,3,3,270,30,18,17,37
Sander Berge,no NOR,MF,Fulham,26,1998,31,26,2224,29,48,38,58
Sandi Lovrić,si SVN,MF,Udinese,26,1998,36,31,2308,66,63,68,42
Sandi Ogrinec,si SVN,MF,ba Borac Banja Luka,26,1998,10,10,896,66,27,44,70
Sandro Kulenović,hr CRO,FW,hr Dinamo Zagreb,24,1999,7,5,496,58,27,20,75
Sandro Lauper,ch SUI,MF,ch Young Boys,27,1996,7,6,518,21,29,25,54
Sandro Ramírez,es ESP,MO,Las Palmas,29,1995,31,25,2034,67,46,38,49
Sandro Tonali,it ITA,MF,Newcastle Utd,24,2000,36,28,2630,67,62,54,48
Santeri Haarala,fi FIN,MO,se Djurgården,24,1999,10,3,361,34,52,40,34
Santeri Hostikka,fi FIN,MO,fi HJK,26,1997,6,6,441,26,35,42,70
Santi Comesaña,es ESP,MF,Villarreal,27,1996,35,30,2560,66,68,55,68
Santiago Bueno,uy URU,DF,Wolves,25,1998,29,18,1687,31,24,14,54
Santiago Castro,ar ARG,FW,Bologna,19,2004,43,31,2630,53,54,41,49
Santiago Giménez,mx MEX,FW,Milan,23,2001,21,13,1115,72,53,45,49
Santiago Hezze,ar ARG,MF,gr Olympiacos,22,2001,9,8,703,70,53,46,76
Santiago Mouriño,uy URU,DF,Alavés,22,2002,25,20,1849,34,47,34,67
Santiago Pierotti,ar ARG,FW,Lecce,23,2001,36,22,1937,55,60,50,82
Sascha Horvath,at AUT,MO,at LASK,27,1996,5,3,339,24,61,59,69
Saud Abdulhamid,sa KSA,DF,Roma,25,1999,8,4,380,93,80,87,29
Sayfallah Ltaief,tn TUN,FW,nl Twente,24,2000,10,5,480,66,70,88,76
Saïd Benrahma,dz ALG,MO,Lyon,28,1995,20,12,1038,58,82,81,29
Saïmon Bouabré,fr FRA,MO,Monaco,18,2006,3,1,97,28,24,40,9
Saúl Coco,gq EQG,DF,Torino,25,1999,32,32,2845,56,31,32,47
Saúl Ñíguez,es ESP,MF,Sevilla,29,1994,24,17,1553,62,64,46,75
Saša Jovanović,rs SRB,FW,rs TSC,32,1991,1,0,30,50,33,34,57
Saša Lukić,rs SRB,MF,Fulham,27,1996,30,28,2344,35,56,46,57
Scott Banks,sct SCO,MO,St. Pauli,22,2001,12,0,116,35,18,47,46
Scott McKenna,sct SCO,DF,Las Palmas,27,1996,29,28,2466,26,28,32,36
Scott McTominay,sct SCO,MF,Manchester Utd,27,1996,36,33,2957,81,48,69,42
Sead Kolašinac,ba BIH,DF,Atalanta,31,1993,32,32,2536,66,81,76,55
Sean Graham,nir NIR,MF,nir Larne FC,23,2000,5,4,365,47,58,58,73
Sean Longstaff,eng ENG,MF,Newcastle Utd,26,1997,25,8,798,34,36,43,69
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,25,1999,15,8,788,66,39,21,48
Sebastian Herrera Cardona,co COL,DF,ba Borac Banja Luka,29,1995,9,9,840,55,69,80,88
Sebastian Holmén,se SWE,DF,se Elfsborg,32,1992,7,7,625,26,26,26,50
Sebastian Jørgensen,dk DEN,MF,se Malmö,24,2000,1,0,7,28,29,26,6
Sebastian Nanasi,se SWE,MO,Strasbourg,22,2002,31,26,2107,60,77,50,32
Sebastian Otoa,dk DEN,DF,Genoa,20,2004,3,3,179,30,15,9,38
Sebastian Szymański,pl POL,MF,tr Fenerbahçe,25,1999,12,11,961,76,72,63,56
Sebastian Walukiewicz,pl POL,DF,Torino,24,2000,31,22,1841,37,55,55,47
Sebastiano Esposito,it ITA,MO,Empoli,22,2002,33,27,2331,66,48,28,60
Sebastiano Luperto,it ITA,DF,Cagliari,27,1996,36,36,3240,50,46,36,37
Sebbe Gheerardyns,be BEL,DF,be Cercle Brugge,19,2005,1,0,9,53,40,42,19
Seedy Jatta,no NOR,FW,at Sturm Graz,21,2003,8,5,381,25,46,42,58
Seiya Maikuma,jp JPN,DF,nl AZ Alkmaar,26,1997,12,11,964,89,65,68,54
Seko Fofana,ci CIV,MF,Rennes,29,1995,16,9,844,68,78,84,33
Sekou Mara,fr FRA,MO,Strasbourg,22,2002,25,7,768,31,28,31,49
Selim Amallah,ma MAR,MF,Valladolid,27,1996,24,18,1376,59,51,58,44
Sem Steijn,nl NED,MF,nl Twente,22,2001,9,9,728,63,35,43,24
Sem van Duijn,nl NED,FW,nl AZ Alkmaar,20,2004,2,0,11,24,18,8,21
Semih Kılıçsoy,tr TUR,FW,tr Beşiktaş,18,2005,8,3,416,66,67,66,56
Semuel Pizzignacco,it ITA,GK,Monza,22,2001,9,8,736,41,43,43,52
Senna Miangue,be BEL,DF,be Cercle Brugge,27,1997,5,5,450,28,44,32,68
Senne Lynen,be BEL,MF,Werder Bremen,25,1999,32,32,2733,24,37,25,67
Senny Mayulu,fr FRA,MF,Paris S-G,18,2006,24,8,858,88,79,87,52
Senou Coulibaly,ml MLI,DF,cy AC Omonia,29,1994,7,7,630,58,44,47,37
Seol Young-woo,kr KOR,DF,rs Red Star,25,1998,8,8,700,51,75,83,22
Sepp van den Berg,nl NED,DF,Brentford,22,2001,31,29,2586,40,37,42,48
Serdar Gürler,tr TUR,FW,tr Başakşehir,32,1991,2,1,80,48,77,42,15
Serge Gnabry,de GER,MO,Bayern Munich,29,1995,39,18,1794,73,76,78,45
Serge Raux Yao,fr FRA,DF,at Rapid Wien,25,1999,10,10,949,36,44,36,24
Sergei Muradyan,am ARM,DF,am FC Noah,19,2004,6,6,540,34,36,30,40
Sergi,es ESP,DF,Leganés,32,1992,36,33,2957,57,32,24,48
Sergi Altimira,es ESP,MF,es Betis,22,2001,47,30,2744,50,56,50,68
Sergi Canós,es ESP,MO,Valencia,27,1997,17,2,370,45,42,56,79
Sergi Cardona,es ESP,DF,Villarreal,25,1999,35,34,2945,70,69,75,68
Sergi Darder,es ESP,MO,Mallorca,30,1993,38,34,2744,44,75,30,50
Sergi Dominguez,es ESP,DF,Barcelona,19,2005,5,2,207,30,44,34,44
Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,16,1,362,30,43,30,64
Sergi Gómez,es ESP,DF,Espanyol,32,1992,12,6,664,27,17,12,35
Sergi Roberto,es ESP,MF,Como,32,1992,13,8,696,42,68,55,49
Sergio Akieme,es ESP,DF,Reims,26,1997,30,29,2523,75,63,74,32
Sergio Arribas,es ESP,DF,Betis,21,2003,1,1,90,30,14,34,85
Sergio Camello,es ESP,FW,Rayo Vallecano,23,2001,23,14,1134,50,69,57,49
Sergio Carreira,es ESP,MF,Celta Vigo,23,2000,23,19,1656,41,57,77,36
Sergio Gómez,es ESP,MF,Real Sociedad,23,2000,43,33,3013,73,67,65,47
Sergio Herrera,es ESP,GK,Osasuna,31,1993,37,37,3330,52,54,66,70
Sergio Padt,nl NED,GK,bg Ludogorets,34,1990,4,4,360,56,43,43,46
Sergio Peña,pe PER,MF,se Malmö,28,1995,6,5,425,77,67,51,70
Sergio Reguilón,es ESP,DF,Tottenham,27,1996,4,1,196,34,71,84,71
Sergio Tejera,es ESP,MF,cy APOEL,34,1990,8,8,696,40,60,39,50
Sergio Viera,es ESP,MF,Las Palmas,19,2005,2,1,96,38,26,27,37
Sergiu Perciun,md MDA,MO,Torino,18,2006,5,0,152,58,51,42,55
Sergiu Plătică,md MDA,MO,md Petrocub,33,1991,6,6,527,32,29,31,68
Serhou Guirassy,gn GUI,FW,Dortmund,28,1996,44,41,3681,66,64,36,48
Seydouba Cissé,gn GUI,MF,Leganés,23,2001,34,31,2435,56,46,51,51
Shaun Want,sct SCO,DF,nir Larne FC,27,1997,6,5,450,22,21,16,52
Shavy Babicka,ga GAB,MO,Toulouse,24,2000,30,11,1186,56,40,59,49
Sheraldo Becker,sr SUR,MO,Real Sociedad,29,1995,32,16,1511,57,50,69,27
Shiō Fukuda,jp JPN,FW,Gladbach,20,2004,6,0,60,88,19,37,32
Shkelqim Vladi,xk KVX,FW,ch Lugano,23,2000,2,2,152,27,69,41,32
Shola Shoretire,eng ENG,MO,gr PAOK,20,2004,6,0,68,53,84,66,53
Shumaira Mheuka,eng ENG,MF,Chelsea,16,2007,5,1,120,31,12,34,59
Shuto Machino,jp JPN,MO,Holstein Kiel,24,1999,32,23,1953,72,48,29,34
Sidiki Cherif,fr FRA,FW,Angers,17,2006,7,3,324,21,35,49,64
Siebe Van Der Heyden,be BEL,MF,St. Pauli,26,1998,15,12,969,43,37,35,60
Siemen Voet,be BEL,DF,sk Slovan Bratislava,24,2000,3,3,255,35,56,48,29
Sikou Niakaté,ml MLI,DF,pt Braga,25,1999,6,6,436,66,35,30,48
Silas Katompa,cd COD,FW,rs Red Star,25,1998,8,8,618,55,60,68,68
Silvan Widmer,ch SUI,DF,Mainz 05,31,1993,27,3,504,53,68,59,52
Silvi Clúa,es ESP,MF,Girona,19,2005,5,3,241,40,20,48,81
Silviu Șmalenea,md MDA,GK,md Petrocub,21,2002,6,6,540,41,43,43,53
Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,28,1996,15,10,812,30,29,42,47
