Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
al ALB,DF,Empoli,27,1996,29,29,2508,23,22,15,65
ch SUI,MF,be Club Brugge,22,2002,11,11,949,34,47,53,52
is ISL,MO,is KV,21,2003,8,6,535,57,21,74,58
es ESP,DF,Rayo Vallecano,35,1989,14,11,1025,43,35,28,56
mk MKD,MF,hr Dinamo Zagreb,33,1991,6,4,287,48,32,50,43
xk KVX,GK,Ipswich Town,25,1998,18,18,1620,47,53,54,48
de GER,FW,Bayern Munich,18,2005,3,0,12,40,21,35,12
ci CIV,MF,Auxerre,19,2005,3,0,16,37,48,70,6
es ESP,DF,Leganés,26,1998,2,2,177,28,16,11,50
es ESP,DF,Real Sociedad,30,1994,32,23,2071,45,60,52,46
ba BIH,DF,at Sturm Graz,18,2005,3,2,184,83,50,59,58
es ESP,MO,Real Sociedad,19,2005,9,1,241,70,28,33,39
lt LTU,FW,si NK Celje,21,2003,7,7,564,59,58,23,51
al ALB,FW,Everton,22,2001,10,4,334,28,36,71,54
it ITA,DF,Monza,32,1992,30,28,2435,50,50,45,41
nl NED,DF,nl PSV Eindhoven,25,1999,6,3,263,29,33,23,58
de GER,DF,Southampton,22,2001,4,2,331,32,23,19,59
ba BIH,MF,Holstein Kiel,22,2002,31,23,1895,72,44,50,35
at AUT,DF,at LASK,18,2006,1,1,90,29,40,25,56
de GER,MO,Mainz 05,21,2003,27,5,762,58,45,52,34
es ESP,MF,Girona,21,2003,37,35,3038,56,58,66,53
es ESP,GK,Valladolid,21,2003,1,1,90,42,41,45,33
es ESP,MF,Villarreal,21,2003,1,0,13,20,11,7,15
es ESP,GK,Paris S-G,23,2001,1,1,90,70,100,59,45
fr FRA,MO,Rennes,22,2002,33,31,2578,66,40,37,32
fr FRA,MF,Mainz 05,26,1998,22,14,1246,80,50,80,41
nl NED,FW,Villarreal,27,1997,35,21,1924,60,72,85,45
be BEL,MO,Augsburg,20,2003,11,10,803,42,71,27,72
de GER,MF,Augsburg,25,1999,28,7,938,61,64,72,36
be BEL,MF,nl Twente,27,1997,2,0,28,20,16,8,55
no NOR,MF,Toulouse,26,1998,32,31,2689,69,67,76,49
is ISL,MO,is KV,29,1994,7,7,465,17,36,33,82
sn SEN,DF,Le Havre,22,2002,16,16,1244,69,44,49,59
ru RUS,MO,Real Sociedad,21,2003,4,1,81,80,88,42,59
am ARM,MF,am FC Noah,34,1989,4,2,174,45,37,62,30
am ARM,MF,am FC Noah,25,1999,3,0,90,37,53,42,25
ua UKR,MF,ua Shakhtar,23,2000,8,5,462,37,37,49,38
ua UKR,FW,Roma,27,1997,43,35,3054,56,47,41,37
ua UKR,FW,de Leverkusen,16,2007,2,0,19,17,22,36,26
br BRA,DF,Leverkusen,21,2003,25,8,862,44,63,72,45
fr FRA,MO,Udinese,21,2003,27,12,1251,32,56,58,59
br BRA,MO,pt Benfica,26,1998,6,0,80,81,16,13,35
br BRA,DF,Hoffenheim,23,2001,32,29,2607,53,36,35,76
fr FRA,GK,Le Havre,30,1994,18,18,1620,51,54,42,43
cd COD,DF,tr Beşiktaş,30,1993,7,7,600,72,60,78,44
br BRA,MF,Girona,27,1996,15,10,941,26,52,63,35
be BEL,DF,Eint Frankfurt,24,2000,41,41,3593,57,64,67,60
be BEL,MF,RB Leipzig,19,2005,35,22,1908,27,57,38,46
sk SVK,MF,sk Slovan Bratislava,20,2004,4,0,19,68,72,48,51
pl POL,DF,pl Legia Warsaw,36,1987,5,1,165,55,56,24,57
es ESP,FW,Las Palmas,17,2006,1,0,21,35,18,59,12
se SWE,DF,Monza,25,1999,6,3,362,24,25,43,44
dk DEN,DF,cz Sparta Prague,28,1996,4,4,360,43,35,28,27
wls WAL,DF,wls The New Saints,27,1996,2,2,78,41,14,18,64
eng ENG,MF,Crystal Palace,18,2005,2,0,6,39,28,61,43
eng ENG,DF,Everton,39,1985,32,19,1875,71,80,55,52
es ESP,FW,Alavés,26,1997,16,2,333,53,57,39,71
no NOR,DF,bg Ludogorets,28,1996,6,5,457,51,53,44,58
de GER,MF,RB Leipzig,18,2006,5,0,74,45,13,60,27
sn SEN,FW,Betis,18,2005,31,20,1879,64,66,75,76
sn SEN,MF,Auxerre,26,1997,17,7,663,30,35,32,41
be BEL,MF,Wolfsburg,21,2002,14,6,556,26,34,36,53
0,MF,Stuttgart,27,1996,39,38,3171,48,66,46,54
eng ENG,FW,eng Chelsea,18,2006,1,0,45,40,38,85,52
jp JPN,MO,fi HJK,36,1987,4,0,54,35,55,49,82
jp JPN,MF,be Gent,25,1998,8,7,605,47,58,49,66
no NOR,FW,no Bodø/Glimt,23,2000,2,1,73,50,64,53,12
dk DEN,FW,se Djurgården,20,2004,10,4,496,44,62,41,60
gh GHA,MO,Saint-Étienne,23,2000,17,8,733,71,54,69,34
ar ARG,GK,Rayo Vallecano,28,1996,32,32,2880,61,63,67,70
ch SUI,DF,Eint Frankfurt,21,2003,12,2,208,38,61,58,42
fr FRA,MF,pl Jagiellonia,25,1999,4,2,197,34,57,25,39
fr FRA,MF,Real Madrid,24,2000,43,41,3486,29,45,40,61
pt POR,DF,Reims,27,1997,27,24,1970,44,64,60,39
us USA,DF,sct Celtic,25,1998,10,9,816,29,50,31,57
il ISR,DF,il Maccabi Tel Aviv,29,1995,1,0,19,59,53,59,73
fr FRA,MO,Brest,20,2003,2,0,26,34,30,39,59
fr FRA,DF,Aston Villa,26,1998,22,16,1488,72,69,63,39
fr FRA,FW,Montpellier,19,2005,1,0,23,20,48,15,54
fr FRA,MF,Paris S-G,16,2007,2,2,180,22,30,32,38
cd COD,DF,Ipswich Town,26,1997,22,20,1710,34,55,42,49
be BEL,DF,Atlético Madrid,35,1989,18,12,1123,29,50,33,64
be BEL,FW,Rennes,19,2005,1,0,3,17,14,15,34
jp JPN,FW,nl Feyenoord,25,1998,8,4,384,47,22,32,21
eng ENG,DF,Manchester Utd,17,2006,5,3,260,40,33,46,62
fr FRA,MO,Saint-Étienne,19,2005,5,1,127,19,27,38,67
ma MAR,MF,Dortmund,23,2001,2,0,26,20,24,26,42
ma MAR,MF,ch Lugano,20,2004,5,1,126,32,22,8,57
ma MAR,MF,Mainz 05,26,1998,4,0,73,48,69,50,63
nl NED,FW,nl Feyenoord,18,2006,1,1,62,25,21,12,12
ma MAR,FW,gr Olympiacos,31,1993,8,8,699,68,42,22,36
es ESP,FW,Villarreal,31,1993,30,22,1970,83,74,66,57
fr FRA,MF,Lille,16,2007,33,18,1773,27,48,46,59
nl NED,MF,Rennes,26,1998,29,23,2078,47,66,47,76
ma MAR,MF,gr Panathinaikos,24,2000,9,6,554,60,82,88,41
dz ALG,DF,Lille,32,1991,29,24,2052,40,56,52,34
gh GHA,MO,ro FCSB,24,2000,9,3,369,17,34,23,74
gh GHA,DF,gr PAOK,30,1994,10,9,835,77,60,72,57
az AZE,DF,az Qarabağ,33,1991,5,4,383,27,36,20,71
dz ALG,MO,Nice,19,2004,34,17,1637,69,69,66,44
fr FRA,DF,Lille,23,2001,41,40,3621,57,50,47,43
fr FRA,MO,Nantes,17,2006,19,2,348,66,22,73,77
sct SCO,MF,sct Rangers,17,2006,3,1,122,49,55,13,34
kz KAZ,DF,tr Beşiktaş,26,1998,2,1,112,38,28,57,29
fr FRA,MF,Lecce,24,2000,30,21,1723,28,40,37,59
sn SEN,FW,Angers,24,2000,18,5,532,58,35,41,31
ci CIV,DF,Montpellier,22,2001,10,6,450,27,22,27,24
fr FRA,MF,Nice,29,1995,23,16,1409,42,55,41,62
es ESP,MF,pl Legia Warsaw,23,2000,2,1,110,25,23,17,82
hu HUN,FW,hu Ferencváros,30,1994,8,8,681,76,61,41,50
gh GHA,MF,kz Astana FK,29,1995,5,2,253,36,51,16,26
sct SCO,MO,sct Hearts,29,1994,3,1,97,17,33,43,12
nl NED,DF,ba Borac Banja Luka,27,1997,10,10,930,35,44,51,53
nl NED,MF,nl Feyenoord,28,1996,5,5,348,31,43,35,86
nl NED,DF,gr Panathinaikos,32,1991,4,4,315,30,49,40,28
nl NED,GK,Brighton,21,2002,36,36,3240,61,76,77,52
nl NED,DF,nl Twente,23,2001,9,9,839,63,55,70,61
hr CRO,MF,ua Shakhtar,24,2000,2,0,21,20,13,7,25
pl POL,MF,pl Legia Warsaw,27,1996,7,7,613,75,62,75,37
pl POL,GK,gr Panathinaikos,26,1997,7,7,630,61,68,45,47
tr TUR,MO,tr Galatasaray,24,2000,9,9,778,71,66,83,76
nl NED,DF,nl Twente,29,1994,6,2,326,49,57,58,49
ch SUI,MF,ch St. Gallen,25,1999,6,4,353,61,66,68,34
kz KAZ,FW,kz Astana FK,19,2005,1,0,1,17,14,17,12
ci CIV,MO,Hoffenheim,18,2006,13,7,609,52,70,73,62
ch SUI,DF,Montpellier,22,2002,22,21,1799,32,40,49,39
de GER,GK,St. Pauli,23,2000,2,1,91,57,47,49,33
cl CHI,FW,Southampton,25,1999,10,4,449,29,44,64,46
eng ENG,DF,Crystal Palace,27,1996,8,1,259,86,61,67,69
eng ENG,FW,wls The New Saints,39,1984,6,4,307,20,41,42,69
wls WAL,DF,Tottenham,31,1993,25,21,1968,40,52,57,46
eng ENG,DF,Ipswich Town,26,1998,6,2,201,34,31,35,21
eng ENG,MF,Ipswich Town,24,2000,23,14,1354,49,41,38,66
ci CIV,MF,Como,24,2000,4,0,51,27,45,48,68
eng ENG,DF,Brentford,34,1989,7,2,183,34,36,51,62
nz NZL,MO,Saint-Étienne,21,2002,13,4,528,36,39,59,41
fr FRA,MF,Auxerre,18,2005,1,0,5,39,44,86,6
eng ENG,DF,Arsenal,26,1997,26,17,1533,56,81,57,42
eng ENG,MO,Bournemouth,19,2004,4,0,24,30,12,52,35
hu HUN,MF,Wolfsburg,18,2006,21,16,1304,54,48,23,50
hu HUN,MO,rs TSC,30,1994,7,0,88,49,63,66,43
hu HUN,DF,at Rapid Wien,24,1999,9,9,771,85,65,83,45
de GER,MO,Union Berlin,23,2001,34,30,2540,69,35,66,45
de GER,DF,Heidenheim,27,1997,34,33,2776,34,29,33,67
at AUT,FW,Holstein Kiel,27,1997,18,7,785,54,72,61,56
ao ANG,MF,pt Vitória,22,2002,1,0,17,20,32,25,6
cd COD,MF,sct Hearts,25,1998,2,2,141,24,22,35,48
es ESP,MF,Las Palmas,29,1995,19,2,478,57,58,75,49
fr FRA,MF,fr Lille,33,1990,39,39,3502,40,62,51,76
de GER,FW,de Stuttgart,19,2005,1,0,7,35,44,70,12
ma MAR,MF,Saint-Étienne,22,2001,25,20,1772,57,60,71,45
fr FRA,MF,Rennes,30,1994,1,1,80,75,26,58,43
at AUT,DF,at Rapid Wien,22,2002,3,0,116,31,21,80,31
de GER,DF,RB Leipzig,27,1997,21,15,1409,60,74,69,56
fr FRA,GK,Montpellier,33,1991,30,30,2700,64,65,50,45
fr FRA,DF,Inter,28,1996,35,29,2492,61,70,53,49
ch SUI,GK,Genoa,32,1992,2,2,152,42,38,49,47
ba BIH,MF,nl Ajax,21,2003,1,0,49,20,13,7,35
si SVN,MO,RB Leipzig,21,2003,41,36,2900,59,32,36,34
ar ARG,FW,Bologna,20,2003,24,16,1281,59,60,77,51
ar ARG,MO,pt Benfica,24,2000,6,1,93,48,78,60,38
nir NIR,FW,nir Larne FC,22,2002,5,1,82,24,28,31,48
fr FRA,DF,Chelsea,23,2001,16,14,1249,38,58,47,41
zm ZAM,MF,cz Mladá Boleslav,27,1996,5,3,202,25,25,14,58
al ALB,DF,Atalanta,31,1993,43,40,3318,66,66,56,61
0,FW,tr Galatasaray,17,2007,2,0,12,30,19,32,12
tr TUR,MF,tr Başakşehir,26,1998,5,3,290,35,54,13,53
fr FRA,DF,Saint-Étienne,20,2003,1,1,90,49,40,21,75
tr TUR,MF,tr Galatasaray,26,1998,10,4,358,35,50,75,77
tr TUR,MF,tr Başakşehir,26,1998,3,1,125,37,48,67,15
cm CMR,FW,Nice,17,2006,1,0,13,17,22,32,12
br BRA,DF,Bochum,29,1995,21,19,1782,48,57,51,77
pt POR,MO,Manchester City,29,1994,42,38,3433,49,71,68,60
de GER,GK,Fulham,32,1992,38,38,3420,62,70,47,71
bf BFA,FW,nl Ajax,28,1995,10,7,628,72,79,78,76
tr TUR,FW,Getafe,22,2002,22,14,1083,39,38,30,62
se SWE,MF,se Djurgården,26,1998,6,6,509,38,62,59,56
se SWE,MF,se Elfsborg,21,2002,7,7,597,28,61,39,68
gw GNB,FW,Everton,26,1998,30,15,1534,59,31,43,63
es ESP,MF,Athletic Club,23,2001,43,27,2313,51,49,47,72
es ESP,MF,Real Sociedad,22,2002,28,14,1269,31,43,63,31
br BRA,MO,pt Sporting CP,23,2001,2,1,73,21,22,32,26
dz ALG,MF,Nice,24,2000,2,1,76,39,61,65,18
ma MAR,MO,Leicester City,20,2004,32,27,2182,40,70,52,58
ma MAR,MF,Marseille,20,2003,15,5,383,84,60,82,45
sct SCO,MF,Brighton,23,2001,28,14,1275,40,75,44,53
ml MLI,MF,Montpellier,32,1992,8,2,300,34,28,19,70
no NOR,DF,dk FC Copenhagen,29,1994,4,3,280,57,75,58,38
is ISL,MF,Venezia,24,2000,9,1,165,37,56,65,43
nl NED,MF,be Club Brugge,21,2003,2,0,16,20,11,7,30
sct SCO,MO,sct Hearts,28,1995,6,4,418,55,60,45,53
it ITA,MF,Milan,20,2003,1,0,3,39,11,44,6
mk MKD,MF,ba Borac Banja Luka,30,1994,9,5,442,29,25,36,52
eng ENG,MO,at RB Salzburg,19,2005,6,4,326,22,47,37,49
jm JAM,FW,Leicester City,31,1993,23,9,744,39,56,43,50
mk MKD,FW,Girona,25,1999,21,15,1142,37,37,21,55
ci CIV,MF,by Dinamo Minsk,21,2003,5,1,169,52,72,54,45
es ESP,FW,Celta Vigo,31,1993,37,24,1952,63,52,41,52
es ESP,FW,Getafe,27,1997,24,7,1114,48,43,32,46
hr CRO,DF,Leganés,31,1992,1,1,9,22,15,10,3
hr CRO,DF,Torino,26,1998,19,14,1181,54,62,62,56
hu HUN,DF,Parma,22,2002,29,23,2053,26,37,19,47
sn SEN,MF,md Petrocub,22,2002,6,1,178,20,18,44,52
fr FRA,MF,Aston Villa,24,1999,36,28,2428,43,46,33,59
ml MLI,MF,Wolves,22,2001,1,0,1,20,11,7,23
ml MLI,DF,Montpellier,27,1997,11,8,756,35,22,15,83
fr FRA,MF,Leicester City,25,1999,31,25,2171,29,44,52,50
sn SEN,MO,Lazio,27,1996,47,34,2760,61,42,27,36
fr FRA,FW,Paris S-G,21,2002,51,41,3268,80,89,86,67
fr FRA,DF,Brest,22,2002,2,1,97,35,24,53,69
ma MAR,MO,Real Madrid,24,1999,42,20,1867,67,69,66,52
es ESP,MF,Real Sociedad,27,1997,39,30,2409,81,76,66,29
de GER,MO,Brighton,20,2004,21,8,687,64,79,68,53
nl NED,MF,nl Ajax,29,1995,7,3,363,71,67,43,63
es ESP,FW,gr PAOK,29,1995,6,3,265,65,56,64,53
eng ENG,GK,Tottenham,25,1999,3,3,270,42,42,43,53
be BEL,DF,be Club Brugge,31,1993,12,12,1080,31,35,33,72
hr CRO,DF,kz Astana FK,26,1998,4,4,360,80,51,34,52
rs SRB,MF,at LASK,31,1993,6,5,402,25,53,29,41
hr CRO,MF,hr Dinamo Zagreb,17,2006,1,1,72,20,19,26,53
co COL,DF,ua Dynamo Kyiv,23,2001,1,1,18,22,41,26,13
no NOR,DF,no Bodø/Glimt,32,1991,3,1,148,27,26,20,45
ch SUI,MO,Monaco,27,1997,39,29,2586,63,57,34,46
fr FRA,DF,Brest,29,1994,36,36,3226,52,38,23,70
wls WAL,FW,Tottenham,23,2001,46,34,2978,67,63,66,66
br BRA,MO,Udinese,24,2000,9,5,386,46,44,29,52
nl NED,FW,nl Ajax,22,2002,8,8,513,71,80,52,51
es ESP,DF,Espanyol,30,1994,17,12,1017,55,73,56,24
fr FRA,GK,Rennes,30,1994,32,32,2879,58,59,65,73
no NOR,DF,no Bodø/Glimt,27,1996,5,1,148,87,53,72,50
de GER,DF,pt Braga,21,2003,5,3,347,39,33,33,63
ng NGA,DF,tr Fenerbahçe,26,1997,9,8,630,53,54,74,39
eng ENG,MF,Genoa,20,2004,14,8,719,37,22,53,52
eng ENG,DF,fi HJK,23,2000,6,2,270,38,16,51,34
pt POR,MO,pt Braga,29,1994,6,5,479,83,80,83,19
br BRA,MO,be Cercle Brugge,21,2003,2,2,124,38,61,31,52
br BRA,MO,rs Red Star,28,1996,7,2,154,28,25,44,37
br BRA,DF,cy Pafos FC,30,1994,10,10,798,85,81,85,39
pt POR,MF,Manchester Utd,29,1994,50,49,4298,86,90,76,52
ao ANG,DF,pt Vitória,31,1993,2,2,180,60,92,64,50
br BRA,MF,Newcastle Utd,26,1997,38,38,3271,79,82,66,48
nl NED,DF,nl AZ Alkmaar,32,1992,1,1,90,29,28,29,18
ng NGA,DF,gr Olympiacos,25,1999,2,0,26,40,33,66,61
hr CRO,FW,hr Dinamo Zagreb,29,1994,3,2,193,59,41,40,69
cv CPV,GK,pt Vitória,29,1994,8,8,720,54,45,43,45
it ITA,MF,Roma,29,1995,38,28,2543,64,59,49,55
es ESP,MO,Girona,23,2001,31,27,2168,54,64,81,57
cm CMR,FW,Brentford,24,1999,38,38,3414,76,82,81,70
ar ARG,DF,am FC Noah,31,1993,5,3,211,48,54,76,31
es ESP,MO,Osasuna,23,2001,27,22,1836,54,66,74,23
ge GEO,FW,Heidenheim,30,1994,17,11,1108,43,65,35,69
eng ENG,MO,Arsenal,22,2001,34,29,2489,88,77,81,44
br BRA,DF,se Malmö,25,1998,8,8,720,60,80,75,53
az AZE,DF,az Qarabağ,27,1997,6,5,413,22,32,28,45
br BRA,MF,cz Viktoria Plzeň,26,1997,12,12,1002,43,46,69,58
br BRA,DF,Monaco,27,1997,35,26,2415,57,84,84,45
br BRA,FW,bg Ludogorets,23,2000,5,5,297,37,41,58,48
gh GHA,FW,Genoa,30,1994,18,3,555,48,57,47,63
eng ENG,DF,Crystal Palace,18,2006,2,0,13,41,23,42,57
it ITA,DF,Leicester City,23,2001,19,12,1125,54,31,27,60
us USA,MF,Strasbourg,19,2004,6,3,266,38,54,33,25
eng ENG,MO,Nott'ham Forest,23,2000,31,25,2194,64,60,78,41
sct SCO,MF,sct Celtic,31,1993,10,10,900,27,45,53,37
eng ENG,MF,eng Tottenham,17,2007,1,0,2,20,11,54,15
eng ENG,FW,Newcastle Utd,32,1992,18,2,370,33,32,34,47
ng NGA,DF,Fulham,24,1999,35,34,3074,49,42,57,45
nl NED,MO,nl Feyenoord,25,1998,3,1,81,24,25,15,60
eng ENG,FW,Southampton,23,2001,35,13,1441,36,35,41,47
au AUS,DF,Ipswich Town,28,1995,18,16,1541,47,54,22,53
us USA,DF,sct Celtic,26,1997,7,7,606,31,47,39,53
au AUS,MF,sct Hearts,26,1998,6,5,460,29,41,34,84
at AUT,MO,tr Beşiktaş,22,2001,2,0,11,15,9,90,28
tr TUR,MO,Eint Frankfurt,18,2005,30,9,1007,78,78,52,44
ie IRL,GK,Liverpool,25,1998,14,14,1260,66,45,60,42
nl NED,MF,nl Twente,26,1998,1,0,30,51,42,31,38
se SWE,DF,Holstein Kiel,30,1994,10,7,568,49,48,12,50
se SWE,MF,se Djurgården,17,2007,1,0,5,20,11,8,6
se SWE,DF,Celta Vigo,29,1995,28,26,2270,48,38,42,48
ht HAI,DF,Angers,28,1996,28,25,2047,47,64,63,62
es ESP,MO,Getafe,26,1998,24,18,1542,26,57,33,51
es ESP,MO,Getafe,26,1998,27,15,1431,46,29,38,69
ma MAR,MF,St. Pauli,25,1999,25,19,1646,59,30,38,34
ar ARG,MF,Southampton,21,2002,16,7,774,86,75,66,36
br BRA,DF,Inter,25,1999,41,21,2289,79,74,79,41
cm CMR,MF,Brighton,20,2004,34,31,2661,57,53,54,74
uy URU,MF,Alavés,26,1998,18,6,487,62,60,42,80
co COL,DF,tr Galatasaray,25,1999,2,2,180,49,42,46,65
es ESP,DF,Celta Vigo,23,2001,19,13,1181,29,48,56,54
pt POR,MO,Wolves,20,2004,10,1,239,33,27,79,67
es ESP,MF,Betis,21,2003,2,2,110,23,18,42,81
co COL,MF,Rennes,21,2002,17,2,381,87,37,73,44
es ESP,MO,Alavés,22,2002,26,16,1333,38,35,19,65
es ESP,DF,Espanyol,22,2001,34,28,2554,77,60,68,58
es ESP,MO,West Ham,27,1997,31,14,1409,35,57,24,53
es ESP,MO,Alavés,25,1999,37,35,3092,48,55,48,57
br BRA,MO,Fulham,29,1995,3,0,16,61,9,88,16
es ESP,DF,Sevilla,22,2002,35,35,2942,47,51,58,66
eng ENG,MF,Dortmund,20,2003,17,3,449,86,74,90,64
br BRA,MF,Manchester Utd,32,1992,37,28,2472,76,72,42,83
dk DEN,MO,be Club Brugge,30,1994,6,1,143,54,20,8,68
dk DEN,FW,Hellas Verona,24,2000,25,20,1517,49,49,44,53
no NOR,DF,no Molde,24,1999,2,2,180,51,53,45,76
fr FRA,DF,RB Leipzig,21,2002,28,22,1956,39,53,69,53
es ESP,DF,Osasuna,29,1994,35,35,3074,60,55,34,52
lv LVA,DF,hu Ferencváros,24,2000,9,8,694,50,56,68,33
ch SUI,FW,ch Young Boys,27,1996,7,2,234,36,39,25,53
ci CIV,FW,lv FK Rīgas FS,28,1996,8,7,546,25,41,58,55
ch SUI,DF,Augsburg,26,1998,22,20,1743,46,63,41,47
tr TUR,MO,tr Fenerbahçe,27,1997,4,1,104,16,21,14,62
tr TUR,MO,tr Fenerbahçe,33,1991,6,0,25,24,25,53,18
tr TUR,DF,Valladolid,23,2000,11,8,757,25,32,18,42
it ITA,MF,Torino,21,2003,20,16,1352,57,50,49,43
pl POL,DF,pl Jagiellonia,21,2003,2,1,126,28,32,56,61
ma MAR,DF,Crystal Palace,21,2003,1,1,90,29,47,39,57
cd COD,FW,ch St. Gallen,29,1995,6,3,301,36,56,45,42
cy CYP,MF,cy AC Omonia,22,2002,5,4,363,55,82,74,43
gr GRE,MO,gr Olympiacos,17,2007,8,4,418,47,52,48,81
gr GRE,DF,Bologna,30,1993,22,16,1417,59,84,60,50
be BEL,MO,Atalanta,23,2001,46,33,2769,79,86,84,39
be BEL,MF,be Union SG,25,1998,8,8,714,49,88,51,66
eng ENG,DF,Toulouse,21,2002,31,29,2592,69,46,36,59
eng ENG,DF,Southampton,30,1993,8,3,356,38,47,57,75
sct SCO,FW,Torino,28,1996,36,30,2652,48,57,36,39
ml MLI,MF,Crystal Palace,24,2000,13,4,452,38,36,38,63
gn GUI,MF,Venezia,24,2000,9,1,151,43,42,53,89
fr FRA,DF,cz Viktoria Plzeň,21,2002,3,2,177,58,56,85,38
sn SEN,MF,Hellas Verona,24,2000,16,12,1096,29,39,34,76
es ESP,MF,Real Madrid,19,2005,2,0,12,20,19,7,28
be BEL,FW,be Club Brugge,19,2005,11,7,548,53,62,47,59
it ITA,MF,Fiorentina,20,2004,16,8,782,40,40,68,46
sn SEN,FW,rs Red Star,28,1996,8,7,566,54,58,38,48
ng NGA,FW,Sevilla,26,1998,25,9,966,63,80,91,72
dk DEN,FW,Manchester Utd,16,2007,7,1,165,31,25,41,54
ie IRL,FW,Ipswich Town,27,1997,5,3,238,22,25,46,63
ng NGA,DF,ch St. Gallen,27,1997,5,5,405,51,76,66,50
pt POR,MF,Wolves,24,2000,17,8,739,66,54,64,35
de GER,MO,Stuttgart,26,1998,40,29,2484,58,74,86,45
nir NIR,MF,nir Larne FC,25,1999,5,5,440,44,25,10,51
fr FRA,MO,nl Feyenoord,22,2001,3,0,90,20,24,22,77
us USA,DF,Crystal Palace,24,2000,24,22,1922,57,29,22,65
nz NZL,FW,Nott'ham Forest,32,1991,36,35,2959,55,43,21,46
fr FRA,DF,Augsburg,22,2002,30,28,2551,52,51,48,61
ng NGA,MO,Getafe,21,2003,33,30,2486,46,44,33,51
be BEL,DF,be Cercle Brugge,22,2002,7,6,520,43,26,27,87
eng ENG,DF,be Union SG,32,1991,9,9,818,39,39,31,39
dk DEN,MF,Manchester Utd,32,1992,32,16,1525,78,80,52,32
dk DEN,FW,Venezia,34,1990,29,6,754,40,42,34,53
de GER,DF,Freiburg,31,1993,29,27,2314,78,66,55,30
be BEL,DF,Udinese,33,1991,16,12,1161,73,51,48,53
ci CIV,MO,Fiorentina,26,1997,32,16,1669,58,51,44,49
fr FRA,DF,Monaco,19,2005,28,21,1795,30,36,55,68
dk DEN,MF,Brentford,30,1994,34,34,2819,68,57,36,78
us USA,MO,Milan,25,1998,43,37,3106,81,79,70,46
dk DEN,FW,nl Ajax,21,2003,9,4,374,57,43,77,65
eng ENG,GK,Ipswich Town,28,1995,7,7,630,55,53,44,44
ch SUI,MF,ch St. Gallen,23,2001,6,4,364,66,79,79,47
at AUT,MF,RB Leipzig,24,1999,39,24,2090,73,47,64,61
at AUT,MF,at Rapid Wien,22,2002,1,1,83,49,54,33,20
de GER,FW,de Heidenheim,19,2005,1,0,30,30,20,13,33
fr FRA,FW,Chelsea,26,1997,36,16,1554,71,82,66,72
ci CIV,MF,Le Havre,27,1997,13,13,1169,46,72,74,54
at AUT,MF,Union Berlin,37,1987,26,20,1740,43,68,34,66
cm CMR,DF,Rennes,22,2001,20,17,1456,46,42,45,63
gr GRE,GK,Lazio,22,2001,18,18,1650,66,69,58,45
gr GRE,MF,gr Olympiacos,17,2006,9,7,639,54,81,52,47
gr GRE,MO,be Club Brugge,22,2002,12,12,932,60,76,67,39
gr GRE,MF,cz Slavia Prague,21,2003,8,6,585,58,76,60,29
eng ENG,FW,fr Lille,28,1995,23,7,971,65,50,56,60
es ESP,MF,Valladolid,20,2004,18,9,728,68,42,42,13
ie IRL,DF,nir Larne FC,32,1992,4,4,359,37,29,27,41
it ITA,FW,tr Beşiktaş,34,1990,6,5,417,48,62,63,46
pt POR,MF,pl Legia Warsaw,30,1994,6,3,285,64,74,62,35
ar ARG,FW,Manchester City,18,2006,1,0,6,17,34,48,34
ao ANG,DF,Lyon,31,1992,38,36,3162,36,65,56,48
fr FRA,DF,sct Rangers,20,2004,1,0,45,37,42,27,64
ci CIV,DF,Auxerre,22,2001,31,29,2486,35,53,50,65
fr FRA,DF,Atlético Madrid,29,1995,30,30,2602,56,55,47,40
fr FRA,MO,si NK Celje,21,2003,6,1,118,17,46,43,60
es ESP,MO,Getafe,22,2002,19,12,1006,53,39,64,72
nl NED,FW,Liverpool,25,1999,43,27,2304,80,81,84,71
us USA,MO,Dortmund,18,2006,5,0,36,30,24,22,15
eng ENG,MO,Chelsea,22,2002,43,40,3541,81,88,66,33
be BEL,GK,be Anderlecht,31,1992,9,9,810,42,55,59,76
no NOR,DF,se Malmö,24,2000,8,8,720,31,32,41,30
ie IRL,MO,ie Shamrock Rov,21,2003,2,0,39,27,48,20,16
sct SCO,MF,sct Rangers,21,2002,11,8,772,29,52,36,61
au AUS,MO,St. Pauli,24,1999,10,3,358,23,25,27,44
wls WAL,GK,wls The New Saints,31,1992,6,6,540,51,42,48,39
nir NIR,DF,Liverpool,21,2003,24,10,1031,67,76,82,52
eng ENG,MO,Ipswich Town,27,1997,22,10,857,32,45,22,35
eng ENG,DF,Leicester City,31,1993,22,19,1714,46,35,30,31
eng ENG,MF,Atlético Madrid,24,2000,41,23,2102,70,54,61,62
nir NIR,MO,nir Larne FC,25,1998,4,0,49,19,20,56,58
eng ENG,DF,Ipswich Town,31,1993,6,3,335,49,61,39,77
dk DEN,MO,pt Sporting CP,19,2005,9,4,326,58,21,43,53
no NOR,MF,cz Slavia Prague,24,2000,2,2,150,60,56,65,26
es ESP,DF,Mallorca,24,1999,25,16,1528,36,31,39,59
fr FRA,MF,Lyon,29,1994,44,37,3221,84,81,71,54
