Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
dk FC Copenhagen,10,1.3,1.71,13.4,4.0,0.4,0.4,24.7,2.3,509.5,609.9,208.7,238.4,243.6,271.3,44.8,73.2,0.5,0.96,1.14,9.4,44.2,8.4,2.3,43.4,19.8,43.0,17.9,11.5,6.6,8.4,2.9,8.2,16.0,7.8,11.3,8.9,17.7,0.9,718.4,56.9,212.5,350.7,161.7,23.3,718.0,17.0,7.4,428.8,19.8,13.7,5.2,12.7,7.9,505.1,43.0,2.5,0.0,0.0,12.6,11.7,1.3,0.4,0.0,0.0,45.2,17.0,16.7,6.6,1.5,4.5,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,20.6,149.2,27.0,39.2,19.7,0.0,-0.24,50.45,83.54,87.54,89.79,61.2,58.11,43.53,-inf,66.67,0.0,0.0
dk Midtjylland,10,1.1,1.48,10.9,4.2,0.1,0.1,17.8,1.9,318.9,427.7,126.1,149.5,151.3,179.6,37.2,77.6,0.9,1.14,1.11,8.5,23.3,7.6,2.5,34.1,15.5,33.7,17.0,9.8,7.7,6.7,2.6,8.5,17.8,9.3,10.4,11.2,21.9,1.0,547.4,63.1,193.1,221.0,141.2,22.6,547.3,26.0,10.0,265.8,15.5,12.2,3.8,14.2,9.3,316.3,33.7,1.2,0.1,0.0,11.8,13.4,1.0,0.1,0.3,0.0,47.3,17.6,17.5,5.9,1.6,5.4,3.8,0.3,0.3,0.3,0.0,0.0,1.55,6.2,17.6,29.9,4.5,7.9,11.8,0.8,1.7,35.1,23.5,117.0,19.7,36.5,18.3,0.0,-0.26,50.14,74.56,84.35,84.24,47.94,52.59,38.46,-0.03,70.37,35.23,6.78
eng Arsenal,14,2.14,1.94,12.79,5.43,0.14,0.36,22.86,3.71,403.36,482.86,199.07,220.14,172.64,193.79,24.79,48.93,1.29,1.31,1.58,9.79,34.0,8.71,2.07,38.21,18.21,37.36,14.86,8.21,5.71,6.21,2.93,6.14,11.5,5.36,9.93,7.21,15.43,1.07,580.21,48.36,149.64,259.64,176.07,29.07,579.86,19.14,8.71,308.43,18.21,12.64,7.43,11.43,9.57,398.43,37.36,1.93,0.0,0.0,11.14,9.64,1.64,0.21,0.29,0.0,37.21,11.57,10.79,4.5,0.71,3.0,2.14,0.43,0.29,0.14,0.14,0.0,1.02,5.29,13.93,29.93,4.07,4.36,10.29,1.14,1.64,22.36,21.0,131.14,26.57,47.29,14.36,0.14,0.1,51.74,83.54,90.43,89.09,50.66,54.44,45.51,0.3,71.33,37.98,11.08
eng Aston Villa,12,1.83,1.58,12.67,5.08,0.08,0.17,23.08,3.25,384.75,459.25,177.0,196.42,180.92,202.42,22.83,44.17,1.5,1.23,1.12,9.83,28.25,7.92,1.75,33.08,14.42,32.83,15.0,8.42,6.75,5.67,2.58,7.67,15.25,7.58,9.75,7.42,15.08,0.83,556.67,58.17,179.92,250.67,131.58,23.92,556.5,18.5,8.42,314.92,14.42,11.92,5.0,12.42,10.42,373.25,32.83,1.58,0.0,0.0,10.25,10.42,1.33,0.17,0.08,0.0,40.42,10.33,7.92,2.58,1.0,5.0,4.0,0.42,0.08,0.08,0.0,0.0,1.32,4.33,10.5,35.5,3.42,3.42,9.5,1.08,0.67,18.25,22.83,113.17,26.33,38.58,16.08,0.0,0.16,56.6,83.78,90.11,89.38,51.69,53.19,45.51,0.24,80.0,41.24,11.37
eng Chelsea,13,3.23,2.38,16.77,7.92,0.15,0.23,29.23,5.31,645.77,714.69,309.85,328.54,285.15,304.62,36.38,54.77,2.15,1.66,1.45,12.92,41.46,11.92,2.08,49.92,24.77,49.15,12.0,8.15,4.15,4.31,3.54,5.23,10.38,5.15,9.0,7.38,14.23,0.62,807.77,66.46,221.54,397.08,194.54,32.69,807.54,20.85,9.54,555.31,24.77,17.85,9.0,11.38,8.38,639.92,49.15,1.38,0.08,0.08,8.69,9.62,1.46,0.15,0.08,0.0,39.46,7.38,5.69,3.69,0.77,3.92,3.15,0.38,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.08,19.77,173.0,34.54,55.69,13.38,0.0,0.36,56.42,90.36,94.31,93.61,66.42,59.79,45.76,-inf,80.36,0.0,0.0
eng Liverpool,10,1.8,2.1,14.3,5.7,0.2,0.3,25.0,3.3,459.7,546.3,213.7,235.1,194.5,217.9,40.4,69.2,1.3,1.47,1.35,10.4,37.3,10.3,0.8,46.9,19.7,46.8,14.7,8.9,5.3,6.6,2.8,7.3,16.8,9.5,12.6,9.7,16.2,1.0,652.7,67.8,197.6,293.0,168.9,30.1,652.4,20.5,7.9,390.9,19.7,13.9,7.6,11.9,8.1,455.7,46.8,1.9,0.1,0.0,10.7,8.2,1.4,0.3,0.1,0.0,44.8,7.2,9.0,5.6,0.6,4.4,3.7,0.6,0.1,0.0,0.1,0.0,1.25,4.5,12.0,35.6,3.7,3.9,10.4,0.6,1.4,16.2,20.0,160.2,28.3,48.8,16.2,0.1,-0.14,44.44,84.15,90.9,89.26,58.38,51.43,38.54,0.52,84.09,37.5,5.77
eng Manchester City,10,2.0,2.15,16.7,6.2,0.3,0.4,30.0,3.3,600.3,668.2,309.3,329.3,259.0,278.5,27.1,42.4,1.1,1.33,1.78,13.0,49.2,14.4,1.5,60.8,31.5,60.1,12.2,7.2,3.5,4.9,3.8,7.0,12.9,5.9,8.5,5.1,11.0,1.0,756.5,46.3,131.9,343.0,286.1,37.8,756.1,18.1,7.9,501.9,31.5,26.5,9.2,10.3,9.4,591.7,60.1,1.1,0.0,0.0,7.9,7.1,1.0,0.3,0.2,0.0,37.9,6.4,5.0,6.1,2.0,4.8,2.8,0.3,0.2,0.2,0.0,0.0,1.67,1.8,4.5,25.9,3.6,3.4,6.4,0.5,1.9,11.4,19.7,212.5,33.3,62.9,14.2,0.0,-0.07,56.14,89.84,93.93,93.0,63.92,56.57,43.65,-0.2,58.33,40.0,7.81
eng Manchester Utd,15,2.27,2.18,17.27,5.93,0.27,0.27,31.0,3.87,484.73,576.4,233.4,259.93,199.07,221.73,36.53,63.13,1.73,1.64,1.41,13.67,35.4,10.27,1.73,47.67,22.47,47.27,18.0,11.53,7.67,7.33,3.0,8.4,14.2,5.8,12.07,7.87,21.2,1.2,694.0,57.67,205.8,307.8,186.0,34.6,693.73,18.0,9.2,423.33,22.47,15.0,8.6,14.13,8.53,479.87,47.27,2.13,0.07,0.07,10.07,12.33,1.47,0.27,0.2,0.0,45.8,15.53,12.0,3.6,1.27,3.87,2.6,0.2,0.2,0.2,0.0,0.0,1.24,3.73,10.73,29.13,3.33,3.73,10.87,0.53,1.0,27.53,22.67,164.67,34.87,55.2,19.93,0.0,0.04,56.41,84.1,89.79,89.78,57.86,61.89,51.11,-0.02,67.18,34.76,4.88
eng Tottenham,15,1.87,1.63,12.67,4.67,0.27,0.27,22.33,3.13,419.6,505.6,189.4,211.6,190.33,213.6,28.6,54.27,1.4,1.09,1.17,9.33,32.67,9.33,1.8,40.87,20.6,40.53,15.33,9.47,7.4,6.0,1.93,7.2,14.0,6.8,11.6,9.67,26.73,0.73,632.2,67.67,202.13,288.4,149.27,26.53,631.93,22.13,9.6,393.2,20.6,14.4,6.87,17.33,11.73,416.27,40.53,1.53,0.13,0.07,10.67,10.33,1.4,0.27,0.07,0.07,49.4,12.27,10.6,5.87,0.87,3.93,3.13,0.4,0.07,0.0,0.0,0.07,1.11,2.53,7.4,26.6,4.47,5.8,15.67,1.33,0.93,22.87,29.07,142.53,25.47,44.53,16.67,0.07,0.15,53.65,82.99,89.51,89.11,52.7,56.84,43.38,0.22,79.64,34.19,8.49
es Athletic Club,14,1.57,1.45,14.86,4.07,0.07,0.14,26.0,2.79,403.93,502.36,165.43,187.93,192.86,222.79,39.14,69.14,1.29,1.11,0.96,11.43,38.07,8.0,3.14,46.21,20.36,46.0,16.86,10.29,6.29,8.64,1.93,7.86,15.5,7.64,8.79,8.64,20.86,0.29,618.57,40.79,150.71,306.93,166.71,24.07,618.43,20.0,9.21,334.07,20.36,15.93,5.0,15.79,10.14,400.93,46.0,2.43,0.14,0.07,14.57,10.0,0.79,0.07,0.21,0.0,48.79,14.29,15.21,3.57,1.21,3.21,2.0,0.43,0.21,0.21,0.0,0.0,1.25,3.93,10.5,19.64,2.86,4.0,8.29,0.5,1.14,29.5,25.93,158.57,28.79,40.21,18.14,0.0,0.08,48.44,80.41,88.03,86.57,56.61,56.09,46.05,0.03,62.31,37.43,6.03
es Atlético Madrid,10,2.2,1.47,12.3,4.8,0.0,0.0,22.2,3.9,479.4,569.0,237.9,263.8,189.5,213.9,34.5,58.9,1.7,1.19,1.09,10.0,33.8,10.1,2.6,41.9,21.0,41.9,19.5,12.2,10.4,6.4,2.7,10.5,19.2,8.7,10.3,9.7,18.4,0.9,670.7,54.7,200.0,305.5,171.1,23.4,670.7,15.4,6.7,446.2,21.0,17.3,5.5,13.0,7.3,476.2,41.9,1.8,0.1,0.0,10.2,9.6,1.2,0.0,0.5,0.0,45.4,7.4,9.1,3.1,1.4,4.6,3.2,0.2,0.5,0.4,0.0,0.1,1.47,2.7,7.6,17.2,4.9,5.3,10.8,1.4,0.5,16.5,20.3,146.7,26.1,41.6,22.7,0.1,0.5,44.85,84.25,90.18,88.59,58.57,58.66,43.51,0.05,69.57,35.53,12.96
es Barcelona,14,2.86,2.39,15.79,6.64,0.21,0.21,27.93,4.71,546.07,632.36,251.93,274.21,238.14,264.57,41.14,64.29,2.14,1.75,1.31,11.5,46.14,9.79,1.43,53.14,20.71,52.71,16.36,10.5,5.71,7.36,3.29,7.14,15.71,8.57,12.07,6.14,17.79,0.57,740.64,59.93,183.93,370.5,192.36,28.0,740.43,22.71,10.64,421.43,20.71,16.5,6.79,12.07,9.07,542.5,52.71,1.0,0.14,0.0,8.93,11.5,1.0,0.21,0.29,0.07,42.29,9.43,10.64,6.5,1.71,4.21,2.57,0.29,0.29,0.29,0.0,0.0,1.7,1.86,7.71,33.64,4.5,4.0,10.79,1.0,3.93,20.07,21.14,179.29,32.64,46.0,17.64,0.0,0.2,46.99,86.35,91.87,90.01,63.99,55.0,46.85,-0.01,61.05,24.12,9.27
es Betis,15,1.53,1.71,16.6,5.87,0.0,0.0,29.0,2.6,443.4,527.87,206.4,225.67,183.2,205.2,39.0,67.33,0.93,1.25,1.04,12.33,35.53,9.73,2.2,42.0,19.2,41.27,17.27,10.4,7.47,7.2,2.6,9.2,16.0,6.8,10.2,9.93,24.4,0.27,645.8,54.67,183.67,294.93,174.13,26.53,645.8,19.73,10.2,400.07,19.2,16.07,6.53,14.13,9.33,439.8,41.27,2.0,0.13,0.0,13.4,12.67,1.13,0.0,0.07,0.0,45.07,12.53,12.6,4.13,1.07,2.67,1.6,0.33,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.13,23.47,143.73,31.6,45.0,19.6,0.0,-0.11,49.86,84.0,91.46,89.28,57.92,58.91,51.7,-inf,59.93,0.0,0.0
es Girona,8,0.62,1.21,9.62,3.5,0.0,0.25,18.38,1.12,424.12,500.88,187.0,204.0,192.5,213.25,36.0,59.62,0.38,0.86,0.75,8.12,29.0,5.75,2.12,35.5,16.62,35.0,16.88,10.25,8.5,6.62,1.75,9.12,16.38,7.25,10.75,7.5,16.88,0.5,598.0,77.38,213.5,265.88,124.25,16.12,597.75,17.12,8.38,361.25,16.62,10.38,3.62,13.5,9.62,421.38,35.0,3.12,0.12,0.12,14.5,11.75,1.5,0.12,0.5,0.5,37.0,7.75,7.75,7.62,1.62,5.5,4.12,0.12,0.5,0.25,0.25,0.0,1.7,2.75,9.12,30.5,3.62,5.62,12.0,0.62,0.25,15.5,23.12,122.12,19.5,27.62,19.38,0.25,-0.49,50.0,84.67,91.67,90.27,60.38,58.24,48.95,0.05,74.91,30.15,5.17
es Real Madrid,14,2.07,2.07,14.93,5.93,0.07,0.21,26.86,3.29,508.0,579.43,248.5,265.07,203.21,222.21,39.29,64.07,1.43,1.44,1.2,12.0,37.29,8.71,1.36,42.86,22.64,42.57,17.57,11.64,8.71,5.57,3.29,7.71,14.57,6.86,8.71,9.21,16.64,0.07,682.71,70.86,211.71,293.36,183.21,27.36,682.5,20.86,10.14,469.14,22.64,15.71,7.79,11.36,8.14,505.29,42.57,2.43,0.07,0.07,11.57,10.57,1.0,0.21,0.36,0.0,38.93,6.14,5.79,4.07,1.57,5.86,4.21,0.07,0.36,0.21,0.07,0.07,1.8,1.57,8.43,29.36,5.0,3.79,10.86,1.5,0.29,11.93,19.5,150.64,30.14,45.21,19.36,0.14,0.0,51.47,87.67,93.75,91.45,61.32,60.21,48.61,0.13,71.84,18.62,13.81
es Real Sociedad,12,1.83,1.79,13.92,4.92,0.33,0.42,24.75,2.83,385.5,482.0,189.67,213.33,151.92,177.42,34.42,63.75,1.08,1.1,1.21,9.92,25.75,7.0,2.0,35.5,16.83,35.25,17.58,9.92,8.75,5.75,3.08,8.58,16.5,7.92,9.58,7.75,26.5,0.58,592.83,63.5,182.5,270.75,144.25,23.58,592.42,14.75,7.08,326.17,16.83,12.5,5.58,12.33,8.17,380.33,35.25,2.83,0.17,0.08,13.42,9.75,1.17,0.33,0.33,0.0,42.0,14.25,16.58,4.25,1.42,4.0,2.5,0.25,0.33,0.25,0.08,0.0,1.2,4.08,12.17,28.08,3.5,5.33,12.33,0.75,1.25,30.83,20.5,122.83,27.58,38.17,18.5,0.08,0.02,46.22,79.98,88.91,85.63,53.99,54.28,48.0,-0.18,62.5,33.53,6.08
fi HJK,6,0.5,0.98,8.33,3.0,0.0,0.17,12.83,0.83,358.0,456.5,149.17,174.67,168.67,195.83,33.5,66.0,0.0,0.45,0.58,6.0,26.67,5.0,1.0,32.0,10.5,31.83,20.17,12.17,8.67,9.83,1.67,9.17,19.33,10.17,14.83,10.17,22.83,0.83,577.83,77.33,219.5,257.17,106.33,14.0,577.67,15.0,6.17,323.17,10.5,7.33,2.67,18.17,11.33,354.67,31.83,2.33,0.0,0.0,13.33,14.5,1.5,0.0,0.0,0.17,42.33,12.0,14.67,4.33,1.5,5.5,4.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,29.5,106.17,13.67,22.67,21.33,0.0,-0.49,44.99,78.42,85.4,86.13,50.76,54.03,41.13,-inf,75.82,0.0,0.0
fr Brest,10,0.9,1.19,13.1,3.8,0.0,0.0,22.6,1.6,321.2,417.8,135.7,158.5,138.7,165.4,43.2,79.0,0.3,0.83,0.69,9.4,26.8,6.6,2.4,27.0,13.5,26.6,18.9,11.1,8.1,7.0,3.8,9.5,20.9,11.4,10.9,10.8,22.3,1.0,531.2,64.0,178.4,235.3,123.4,16.6,531.2,17.2,7.9,253.3,13.5,8.3,2.7,12.2,8.8,318.2,26.6,2.0,0.0,0.0,11.3,11.6,1.4,0.0,0.3,0.1,46.0,14.4,13.1,5.8,2.1,5.2,3.2,0.2,0.3,0.3,0.0,0.0,1.94,8.7,19.4,26.1,4.2,4.6,11.9,1.3,1.8,27.5,21.0,93.7,24.2,28.3,20.6,0.0,-0.24,52.36,76.88,85.62,83.86,54.68,51.76,45.93,-0.08,61.54,44.85,10.92
fr Lille,10,1.7,1.2,9.3,3.6,0.2,0.2,16.7,3.0,413.0,498.2,173.3,196.4,193.4,213.7,35.5,60.6,1.2,0.73,0.79,6.6,25.4,7.6,0.9,34.6,16.4,34.5,14.5,8.6,6.7,4.9,2.9,6.7,13.0,6.3,9.9,8.4,20.3,0.8,607.6,67.5,204.7,270.9,139.5,20.5,607.4,21.9,11.5,419.7,16.4,16.1,4.9,16.6,10.9,409.8,34.5,2.3,0.2,0.2,10.1,10.8,1.6,0.1,0.2,0.0,44.3,10.3,9.5,2.2,1.3,4.5,3.2,0.1,0.2,0.2,0.0,0.0,1.54,4.4,12.5,30.3,3.4,3.6,11.2,0.5,0.3,19.8,27.5,120.0,19.7,33.9,15.3,0.0,0.42,52.02,82.9,88.24,90.5,58.58,55.64,52.51,0.16,71.11,35.2,4.46
fr Lyon,12,2.42,1.9,17.08,6.58,0.08,0.08,30.67,4.0,490.75,583.08,261.42,289.0,184.92,207.58,30.5,55.58,1.83,1.36,1.49,12.75,31.58,10.33,1.25,43.67,22.58,43.17,17.5,10.5,9.08,6.17,2.25,9.17,19.08,9.92,10.58,8.17,19.83,0.58,698.67,68.75,227.75,298.5,179.17,34.17,698.58,22.42,11.0,448.33,22.58,17.25,7.42,13.83,9.08,486.25,43.17,2.17,0.08,0.08,11.5,12.5,1.83,0.08,0.17,0.0,45.83,10.75,12.17,4.5,1.33,4.92,3.58,0.25,0.17,0.17,0.0,0.0,1.6,3.33,11.92,31.33,4.0,5.25,12.58,0.92,0.58,22.92,22.92,152.58,34.67,53.17,19.67,0.0,0.27,46.9,84.17,90.46,89.08,54.88,53.77,49.06,0.17,72.76,27.94,7.31
fr Monaco,10,1.6,1.35,11.8,4.3,0.1,0.1,21.0,2.8,382.7,482.4,181.2,205.5,165.3,192.8,32.4,63.8,1.1,0.97,0.89,9.1,34.1,5.6,1.3,36.0,17.0,35.7,17.0,10.8,8.3,7.3,1.4,7.2,14.9,7.7,11.6,12.7,21.3,1.2,596.7,54.1,181.2,275.5,145.5,20.2,596.6,17.1,8.1,272.1,17.0,11.3,4.8,16.5,10.0,379.1,35.7,2.3,0.3,0.2,11.8,12.4,2.8,0.1,0.3,0.0,46.4,11.9,13.6,5.0,1.7,4.9,3.2,0.2,0.3,0.3,0.0,0.0,1.84,1.8,8.7,22.5,6.2,6.9,10.5,0.7,0.3,25.5,26.5,124.4,23.8,31.9,18.0,0.0,0.19,46.67,79.33,88.18,85.74,50.78,56.43,47.37,0.08,65.31,20.69,6.67
fr Nice,8,0.88,1.31,14.88,4.0,0.0,0.12,27.12,1.62,418.25,518.88,203.88,229.0,168.5,197.5,32.38,60.12,0.62,1.01,1.05,11.5,31.25,9.38,2.75,40.12,22.75,39.75,18.25,11.62,7.12,8.88,2.25,9.12,15.88,6.75,12.38,11.0,19.5,1.62,645.0,57.75,185.75,297.25,169.25,24.12,644.88,24.25,11.12,412.38,22.75,17.75,4.25,18.62,12.38,413.5,39.75,2.25,0.25,0.0,8.0,12.12,1.5,0.12,0.12,0.12,52.12,14.38,11.12,6.88,2.0,5.5,3.62,0.0,0.12,0.12,0.0,0.0,1.74,2.62,6.12,28.25,5.25,5.62,10.62,1.0,2.25,25.5,31.0,142.38,28.75,40.5,20.75,0.0,-0.33,56.39,80.61,89.03,85.32,53.86,60.77,45.86,-0.15,65.82,42.81,9.42
fr Paris S-G,17,2.18,2.13,18.76,6.76,0.06,0.12,34.06,3.59,580.35,663.76,267.24,288.76,252.29,273.41,43.71,66.65,1.71,1.61,1.44,15.18,44.0,9.94,1.0,50.88,28.94,50.35,19.76,11.94,9.47,7.29,3.0,9.24,17.65,8.41,10.88,8.53,22.12,0.82,784.06,66.41,209.35,365.12,216.76,34.35,783.94,25.24,11.94,439.47,28.94,22.12,11.53,12.12,10.65,576.18,50.35,1.12,0.06,0.06,9.12,10.12,1.59,0.0,0.0,0.06,49.0,9.76,9.35,2.94,0.88,3.29,2.47,0.41,0.0,0.0,0.0,0.0,1.01,2.71,9.41,23.59,3.71,5.88,10.47,0.94,1.06,19.12,22.76,180.53,37.65,56.82,21.18,0.0,0.02,51.05,87.43,92.55,92.28,65.58,56.62,47.31,0.13,75.08,28.8,8.98
gr Olympiacos,10,1.1,1.76,14.7,4.3,0.0,0.3,27.2,1.7,336.7,459.8,145.5,174.9,143.7,177.6,39.0,75.9,1.0,1.23,1.15,12.3,37.8,10.4,4.0,44.5,16.2,44.2,22.4,15.0,7.9,10.1,4.4,10.9,21.3,10.4,14.9,13.2,19.9,0.6,588.3,40.7,125.0,292.9,177.8,25.8,588.0,18.0,7.3,297.1,16.2,14.0,3.3,17.6,10.3,333.2,44.2,1.9,0.1,0.0,12.8,10.4,3.7,0.3,0.1,0.1,53.1,21.0,18.7,2.1,0.7,3.4,2.7,0.6,0.1,0.0,0.1,0.0,1.01,5.6,16.9,22.2,4.5,4.4,8.1,1.1,3.4,39.7,27.9,149.1,28.9,43.5,25.9,0.1,-0.37,52.9,73.23,83.19,80.91,51.38,59.27,40.56,0.31,79.41,33.14,13.58
gr PAOK,10,1.3,1.49,12.8,5.0,0.2,0.2,22.7,2.5,419.5,515.6,168.4,187.9,200.6,226.7,42.4,75.5,0.9,1.12,1.26,9.8,33.3,9.5,1.8,38.5,14.8,37.9,16.7,9.4,8.2,6.2,2.3,7.8,15.0,7.2,12.6,8.8,24.9,0.5,634.6,69.3,209.3,286.0,145.1,24.6,634.4,17.5,7.7,376.0,14.8,13.7,3.1,15.8,8.2,414.1,37.9,2.0,0.1,0.1,10.3,12.6,1.8,0.2,0.0,0.1,43.4,12.2,15.2,2.4,1.4,4.5,3.2,0.3,0.0,0.0,0.0,0.0,1.68,3.8,13.2,34.9,3.4,4.2,13.5,0.3,0.8,27.4,24.0,129.1,25.2,39.0,17.2,0.0,-0.13,44.53,81.36,89.62,88.49,56.16,54.26,44.0,0.17,71.11,28.79,2.22
gr Panathinaikos,10,1.6,1.78,14.4,4.5,0.3,0.4,25.7,2.4,480.3,568.3,233.5,256.6,191.8,218.1,35.8,59.7,0.5,1.15,1.31,10.6,42.4,9.9,1.4,48.4,18.3,48.0,15.3,9.7,6.6,6.4,2.3,8.6,14.7,6.1,8.1,8.0,23.2,0.5,674.9,53.8,178.2,314.8,187.8,28.1,674.5,19.1,8.7,428.1,18.3,17.7,4.7,11.6,9.9,476.7,48.0,2.4,0.1,0.1,11.2,15.4,1.1,0.4,0.1,0.0,39.9,11.6,12.1,6.0,1.4,4.7,3.3,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,21.5,162.7,28.1,44.1,18.3,0.0,-0.1,48.95,84.52,91.0,87.94,59.97,61.0,45.55,-inf,70.21,0.0,0.0
hr Dinamo Zagreb,8,1.5,0.86,9.38,3.0,0.0,0.0,16.75,2.88,286.12,370.88,125.88,146.25,124.38,142.62,27.88,59.88,1.25,0.64,0.61,7.38,19.0,5.88,1.5,23.25,15.0,22.88,20.0,12.0,12.25,5.88,1.88,10.88,21.0,10.12,12.25,10.62,29.0,0.5,490.12,78.88,202.88,197.75,95.5,15.25,490.12,16.88,8.5,249.75,15.0,11.5,3.12,15.88,10.38,284.12,22.88,2.38,0.0,0.0,10.5,10.0,1.88,0.0,0.5,0.0,40.38,10.38,11.88,7.88,2.38,5.75,3.38,0.25,0.5,0.5,0.0,0.0,2.41,5.5,16.25,25.25,2.38,8.38,16.38,0.38,0.38,22.25,26.25,84.0,19.62,25.75,22.88,0.0,0.74,46.65,77.15,86.07,87.21,46.56,55.8,50.36,0.01,58.78,33.85,2.32
hu Ferencváros,10,1.5,1.19,11.7,4.1,0.2,0.2,20.1,2.6,320.7,409.8,140.3,159.5,137.2,160.7,32.3,61.6,1.0,0.8,0.74,8.8,23.1,5.9,2.3,31.9,13.9,31.5,17.7,11.2,10.1,5.5,2.1,8.7,17.7,9.0,13.0,9.0,25.6,0.5,526.1,66.9,191.6,220.7,119.6,19.7,525.9,17.2,7.9,301.8,13.9,8.7,5.1,16.7,9.3,317.7,31.5,2.1,0.0,0.0,13.6,10.8,1.7,0.1,0.3,0.0,43.0,13.3,14.4,9.3,1.8,4.9,3.1,0.3,0.3,0.3,0.0,0.0,1.7,5.4,12.6,25.8,3.0,5.4,12.7,0.4,0.8,27.7,26.0,108.8,22.7,33.0,19.9,0.0,0.26,48.01,78.26,87.96,85.38,52.44,56.21,45.93,-0.06,63.27,42.86,3.15
ie Shamrock Rov,8,1.5,1.16,9.25,4.0,0.0,0.0,16.38,2.38,370.62,467.12,197.38,218.38,133.12,158.88,28.75,62.12,0.62,1.05,0.92,7.75,31.12,5.75,1.25,31.88,14.5,31.62,16.38,10.12,7.75,6.25,2.38,8.75,17.5,8.75,10.75,7.62,30.88,1.5,586.5,67.62,212.62,251.25,127.12,14.75,586.5,15.38,6.0,316.5,14.5,10.75,3.12,16.62,10.25,368.12,31.62,2.75,0.12,0.12,10.88,10.5,1.0,0.0,0.0,0.0,43.88,11.62,12.25,6.38,1.25,3.5,2.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.88,26.88,109.62,18.75,24.88,18.88,0.0,0.29,48.66,79.34,90.38,83.79,46.28,55.7,39.01,-inf,64.29,0.0,0.0
il Maccabi Tel Aviv,8,1.0,1.35,11.75,3.75,0.12,0.12,20.38,1.88,365.38,449.12,153.88,175.5,167.5,188.75,34.0,61.0,0.75,0.86,0.8,9.0,22.62,7.0,1.62,32.12,13.88,31.75,17.38,10.75,7.5,7.75,2.12,8.12,17.25,9.12,10.5,8.75,23.25,1.0,559.38,73.25,219.25,232.5,113.75,18.62,559.25,15.38,6.88,309.12,13.88,11.5,4.12,15.88,11.38,360.25,31.75,2.38,0.25,0.25,10.38,11.12,1.88,0.12,0.5,0.0,45.12,11.38,12.25,7.75,2.12,5.62,3.25,0.0,0.5,0.25,0.25,0.0,2.46,4.25,12.25,34.5,5.12,4.5,13.25,0.38,0.5,23.62,27.25,109.5,22.25,31.38,18.88,0.25,-0.26,48.18,81.35,87.68,88.74,55.74,54.49,44.73,0.14,57.83,34.69,2.87
