Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
AVS Futebol,27.4,34,0.74,0.93,10.03,2.56,0.12,0.15,17.47,1.29,303.53,400.76,125.41,145.74,134.71,161.68,35.88,71.06,7.12,21.62,4.29,1.91,25.79,11.41,25.38,16.62,10.74,8.68,6.18,1.76,9.09,16.47,7.38,11.47,8.91,27.32,0.68,517.09,64.53,194.56,225.71,102.71,13.88,516.94,15.97,6.74,248.88,8.15,2.35,16.18,7.47,300.76,3.12,0.15,0.12,14.12,12.32,1.38,0.15,0.12,0.03,40.65,16.59,13.79,1.76,5.15,3.38,0.24,0.12,0.09,0.03,0.0,1.78,5.53,13.15,22.65,3.97,9.18,15.53,0.47,0.71,30.38,23.65,62.59,18.76,22.44,19.82,0.03,44.0,-0.2,54.61,75.74,86.05,83.32,50.49,59.93,42.2,0.01,65.63,42.05,3.03
AZ Alkmaar,23.2,34,1.68,1.61,14.56,5.41,0.06,0.06,26.03,2.88,422.97,522.03,179.56,204.62,193.18,218.88,40.06,72.91,11.56,37.41,10.44,2.0,43.56,19.56,43.18,18.18,10.56,6.65,8.44,3.09,8.82,16.94,8.12,10.76,8.88,22.79,0.5,640.15,60.03,181.53,294.62,169.82,28.26,640.09,17.68,7.94,366.79,14.97,6.41,15.24,7.71,418.62,1.65,0.12,0.03,10.41,10.24,1.29,0.03,0.09,0.06,45.21,12.68,14.71,1.09,2.85,1.79,0.35,0.09,0.03,0.03,0.03,0.89,4.62,13.97,25.15,2.91,6.0,11.24,0.88,0.53,27.38,22.94,106.29,28.91,47.12,19.38,0.06,52.7,0.04,46.31,81.02,87.75,88.26,54.94,55.18,44.91,-0.22,62.81,33.07,7.83
Ajax,25.9,34,1.94,1.9,13.88,4.74,0.18,0.26,24.94,3.5,511.26,604.47,237.53,259.62,223.24,249.47,38.15,67.26,10.24,39.59,12.21,1.85,49.62,20.09,49.35,13.79,7.47,5.76,5.56,2.47,7.0,12.35,5.35,10.12,8.12,21.0,0.74,712.85,72.21,211.15,331.5,175.68,31.0,712.59,17.03,7.47,431.29,14.26,5.29,15.06,8.32,506.29,1.56,0.03,0.0,10.21,11.59,1.56,0.21,0.0,0.03,41.41,16.06,12.03,0.94,3.35,2.44,0.47,0.0,0.0,0.0,0.0,1.03,5.5,13.15,37.97,4.88,6.09,11.38,1.24,1.12,28.09,23.38,119.06,28.44,50.35,14.47,0.0,57.6,0.02,57.17,84.58,91.49,89.49,56.72,55.36,43.86,0.09,72.84,41.83,10.9
Alianza Lima,27.9,6,0.83,0.82,13.0,4.17,0.0,0.0,21.17,1.0,219.33,313.0,95.33,113.0,89.83,116.5,27.83,63.83,9.5,18.83,6.33,2.5,27.33,11.0,27.17,16.33,10.33,9.17,6.0,1.17,9.33,19.33,10.0,10.0,10.17,24.0,0.17,422.33,51.5,150.67,182.67,93.33,16.83,422.33,16.5,9.33,188.17,7.0,2.0,14.33,8.67,217.17,2.67,0.0,0.0,12.83,12.67,1.83,0.0,0.0,0.0,42.33,15.83,14.33,1.17,3.33,2.17,0.17,0.0,0.0,0.0,0.0,0.88,4.83,13.5,18.67,3.33,6.83,14.83,0.33,0.5,30.17,23.0,65.5,22.17,27.67,19.67,0.0,37.3,0.01,52.47,70.07,84.36,77.11,43.6,55.13,56.55,-0.33,65.17,35.78,2.23
Almere City,25.4,34,0.62,1.0,12.24,3.24,0.0,0.0,21.44,1.0,290.06,397.88,121.12,144.06,123.03,151.21,38.74,80.71,9.21,28.03,7.88,2.88,32.94,14.68,32.53,15.44,9.79,7.59,5.68,2.18,7.29,14.24,6.94,9.76,9.82,27.5,0.32,521.5,64.62,176.06,216.12,134.94,20.53,521.5,18.03,7.88,264.97,10.94,3.38,16.74,9.97,286.62,1.56,0.09,0.0,10.59,8.44,0.91,0.0,0.0,0.12,43.12,17.68,20.5,1.88,5.24,3.47,0.21,0.0,0.0,0.0,0.0,1.62,7.59,24.79,28.76,3.76,8.15,16.06,1.32,1.97,38.18,26.71,80.15,22.44,34.68,17.09,0.0,42.9,-0.38,46.31,72.9,84.08,81.36,48.0,57.55,43.7,-0.16,66.22,30.62,8.22
América,26.8,34,1.76,1.68,14.56,5.38,0.06,0.06,25.74,3.0,446.29,528.71,193.91,213.47,189.35,211.68,48.12,75.12,11.62,35.15,8.79,1.59,41.88,21.0,41.29,16.26,10.85,7.74,6.91,1.62,7.68,13.88,6.21,9.15,8.74,18.35,0.21,637.59,58.32,192.74,297.06,153.56,23.41,637.53,17.62,8.29,383.91,14.26,5.26,16.91,9.5,440.88,1.44,0.09,0.0,9.79,12.03,1.94,0.06,0.06,0.0,42.03,11.74,11.5,0.91,3.35,2.44,0.38,0.06,0.06,0.0,0.0,0.8,3.76,9.59,25.09,2.88,8.21,10.18,0.41,0.85,23.24,26.41,104.18,28.74,39.06,18.53,0.0,56.6,0.05,50.52,84.41,90.84,89.45,64.06,61.48,47.05,-0.14,72.84,39.21,4.03
Anderlecht,25.7,30,1.53,1.48,13.2,4.53,0.13,0.13,23.5,2.83,448.27,545.9,183.33,208.17,205.0,233.83,44.9,76.6,10.2,35.97,10.33,2.6,44.27,17.23,43.73,16.4,10.3,7.53,6.33,2.53,7.8,15.6,7.8,9.63,7.23,22.37,0.47,656.87,65.9,195.3,294.93,172.27,24.9,656.73,18.83,8.1,464.1,15.63,4.6,15.77,9.43,441.97,1.7,0.07,0.03,9.83,12.47,1.8,0.1,0.07,0.0,41.9,12.13,12.03,0.9,4.6,3.63,0.47,0.07,0.0,0.07,0.0,1.44,5.67,14.2,38.93,3.83,7.63,14.0,0.73,1.27,24.17,25.2,105.23,26.33,42.43,18.1,0.07,56.8,0.03,50.19,82.12,88.07,87.67,58.62,56.56,43.02,0.37,78.91,39.93,5.21
Antwerp,26.4,30,1.43,1.25,13.63,4.83,0.07,0.13,22.8,2.2,408.47,504.4,150.23,173.2,199.73,229.1,48.7,81.23,9.7,29.47,7.67,1.4,39.87,14.63,39.73,17.13,11.73,8.23,6.5,2.4,7.7,15.07,7.37,11.33,8.3,23.07,0.93,619.0,75.6,207.6,289.13,129.17,20.0,618.87,17.93,9.03,439.07,13.5,3.8,16.63,11.4,405.73,2.2,0.07,0.03,11.9,10.7,1.83,0.1,0.2,0.07,41.3,11.3,12.47,1.07,5.37,4.23,0.23,0.2,0.07,0.13,0.0,1.48,4.57,12.3,29.87,5.57,7.63,13.13,1.47,0.7,23.77,28.03,94.23,25.0,32.87,19.43,0.13,53.3,0.14,47.54,80.98,86.74,87.18,59.95,60.34,50.36,0.28,78.77,37.15,11.2
Arg Juniors,25.0,27,0.74,0.94,14.19,3.44,0.04,0.07,24.11,1.3,363.15,477.63,141.59,166.81,161.44,192.15,51.0,92.11,10.0,32.52,8.04,2.26,39.93,15.41,39.52,18.81,11.11,9.11,8.04,1.67,9.3,17.37,8.07,10.52,9.52,17.85,0.19,593.22,51.63,185.19,274.22,139.67,19.78,593.15,20.56,9.89,316.63,10.59,2.52,16.67,12.07,359.26,2.52,0.22,0.11,11.37,11.56,2.52,0.04,0.15,0.04,46.48,15.67,16.89,1.04,3.33,2.33,0.37,0.15,0.15,0.0,0.0,0.98,4.67,11.96,22.41,3.15,7.33,11.15,0.22,0.67,32.56,28.74,94.85,25.41,32.59,20.41,0.0,56.3,-0.21,48.13,76.03,84.88,84.02,55.37,56.41,48.1,-0.06,69.97,39.05,1.97
Arouca,25.3,34,1.0,1.2,11.47,3.5,0.18,0.26,20.56,1.76,370.71,469.26,154.47,175.59,170.76,198.06,38.38,72.56,7.71,25.29,6.44,2.09,34.82,12.29,34.56,16.24,10.29,8.09,6.09,2.06,8.29,16.18,7.88,11.06,8.74,25.06,0.68,581.91,68.12,211.94,256.56,117.65,15.65,581.65,13.41,5.91,312.44,9.85,2.85,16.38,8.18,368.24,2.62,0.15,0.06,14.62,12.76,1.88,0.26,0.26,0.06,41.56,12.24,12.82,1.44,4.12,2.74,0.24,0.26,0.26,0.0,0.0,1.36,3.88,9.29,23.79,4.38,8.65,15.15,0.91,1.47,25.06,24.56,81.68,22.32,27.03,18.59,0.0,52.3,-0.17,48.84,79.0,87.97,86.22,52.89,57.31,44.07,-0.06,66.5,41.77,6.01
Ath Paranaense,26.2,38,1.03,1.24,15.45,4.84,0.03,0.05,27.03,1.92,340.53,436.45,135.18,155.21,157.55,185.34,41.55,76.13,11.79,31.58,8.08,2.61,39.37,15.32,38.71,17.47,10.89,7.24,7.87,2.37,7.18,15.74,8.55,11.82,9.68,22.13,0.24,547.0,55.34,156.18,256.68,139.87,20.63,546.95,16.45,7.84,293.08,11.32,3.29,12.53,8.45,336.84,2.42,0.16,0.05,13.05,10.08,1.32,0.03,0.08,0.0,41.76,17.74,15.97,1.21,4.55,3.26,0.24,0.08,0.0,0.08,0.0,1.27,5.03,11.82,16.63,3.37,7.79,14.11,0.53,0.45,33.71,20.97,93.39,28.95,34.61,18.08,0.08,46.9,-0.17,52.63,78.02,87.09,85.01,54.58,54.41,47.66,0.05,71.65,42.55,3.76
Atl Goianiense,26.5,38,0.74,1.07,13.97,4.29,0.08,0.13,24.89,1.16,331.97,427.21,133.84,155.05,147.29,173.74,42.37,75.68,10.66,33.13,7.0,2.53,37.68,15.74,37.26,15.34,9.66,6.97,6.37,2.0,6.32,14.61,8.29,11.03,9.05,21.11,0.26,535.61,56.45,164.55,233.39,143.66,19.39,535.47,16.63,7.11,284.79,12.84,3.05,14.74,7.76,328.66,2.87,0.29,0.11,12.55,11.21,1.26,0.13,0.24,0.05,43.32,14.97,16.0,1.53,4.63,3.08,0.18,0.24,0.16,0.08,0.0,1.45,4.97,12.74,20.68,3.55,7.89,13.68,1.13,0.84,30.97,22.5,90.68,26.05,31.97,15.97,0.08,47.4,-0.31,48.34,77.71,86.32,84.78,55.99,53.36,42.75,-0.06,66.52,39.01,8.26
Atlanta Utd,27.4,34,1.32,1.51,14.29,4.62,0.15,0.21,25.32,2.24,397.12,487.79,169.85,189.09,169.12,193.79,47.97,80.79,10.97,31.35,8.12,2.44,38.32,19.62,37.82,15.09,9.74,7.59,5.91,1.59,7.44,14.29,6.85,10.56,8.44,20.91,0.26,592.85,67.59,201.76,250.82,145.26,25.38,592.65,15.29,7.26,333.47,11.59,5.94,13.41,7.09,392.94,1.59,0.06,0.03,10.85,9.09,1.35,0.18,0.18,0.03,41.91,11.76,11.32,1.44,4.82,3.32,0.15,0.18,0.09,0.09,0.0,1.47,7.0,14.71,29.53,4.41,7.88,13.24,0.74,0.85,23.09,20.5,95.76,27.56,41.88,17.18,0.09,49.5,-0.13,50.93,81.41,89.82,87.27,59.38,58.48,47.48,0.02,68.88,47.59,5.59
Atlas,28.1,34,1.21,1.09,12.59,3.15,0.12,0.15,20.59,1.97,313.74,410.68,138.35,159.32,133.09,160.26,35.12,71.12,8.68,24.06,5.76,2.06,29.41,10.62,29.21,16.38,10.21,7.15,6.82,2.41,7.74,15.26,7.53,10.26,10.5,22.38,0.24,523.53,60.26,178.15,234.09,115.85,17.35,523.38,13.41,4.85,265.53,8.41,2.56,15.62,9.35,310.68,2.18,0.12,0.03,12.85,12.53,1.24,0.15,0.15,0.03,37.47,14.21,13.91,1.62,4.62,3.0,0.24,0.15,0.12,0.03,0.0,1.32,4.0,12.68,25.97,4.29,9.18,13.32,0.35,1.0,28.12,24.97,69.24,22.56,27.74,17.94,0.03,46.2,0.11,50.53,76.4,86.84,83.05,49.38,56.73,36.17,-0.23,64.94,31.55,2.63
Atlé Tucumán,26.8,27,1.04,1.28,12.7,3.81,0.07,0.15,21.52,1.59,258.48,385.89,111.3,140.04,102.7,135.11,36.44,82.19,8.85,28.37,8.07,2.33,33.7,9.56,33.33,19.81,12.33,9.3,8.15,2.37,9.37,17.0,7.63,13.19,9.37,26.48,0.19,510.63,51.3,155.74,230.3,129.63,19.7,510.48,13.07,5.3,210.11,7.7,2.19,18.41,7.59,256.15,2.11,0.11,0.04,13.15,9.04,2.15,0.11,0.11,0.04,45.22,21.81,19.3,1.0,3.52,2.52,0.41,0.11,0.07,0.04,0.0,1.02,7.52,19.44,17.3,1.74,8.56,15.52,0.56,0.93,41.11,26.0,76.59,23.11,32.3,21.7,0.04,48.0,-0.19,53.05,66.98,79.48,76.01,44.34,58.95,40.55,0.02,71.59,38.68,3.61
Atlético,26.5,34,1.35,1.09,11.44,4.03,0.15,0.18,20.12,2.26,434.09,527.26,177.97,199.12,197.47,221.71,48.32,82.32,8.68,34.47,6.85,2.44,37.79,15.35,37.59,15.59,9.65,7.53,6.29,1.76,7.68,14.24,6.56,10.65,8.62,20.26,0.38,632.97,68.47,214.06,291.74,132.35,16.71,632.79,15.26,6.82,346.35,11.09,3.82,15.79,8.79,429.26,1.47,0.03,0.0,10.56,11.76,1.21,0.12,0.06,0.0,42.59,9.35,10.38,1.53,4.53,2.97,0.15,0.06,0.03,0.03,0.0,1.35,3.21,9.88,29.82,4.59,9.38,13.5,0.71,1.85,19.74,24.59,90.74,22.38,29.82,17.32,0.03,52.8,0.24,47.37,82.33,89.38,89.07,58.7,58.1,44.69,-0.13,65.56,32.49,5.26
Atlético Mineiro,28.1,51,1.35,1.25,13.37,4.06,0.22,0.27,24.39,2.2,454.84,545.71,199.57,220.22,200.96,226.8,45.25,76.24,9.65,36.67,7.71,2.57,41.84,16.25,41.53,17.71,10.75,8.35,6.96,2.39,8.45,15.73,7.27,9.8,8.2,20.41,0.16,652.63,60.2,194.63,313.96,148.96,17.02,652.35,16.69,7.41,371.24,13.84,2.65,15.86,8.84,451.14,2.86,0.24,0.18,12.84,11.67,1.67,0.22,0.16,0.02,42.8,14.92,13.12,1.27,3.9,2.61,0.29,0.16,0.12,0.04,0.0,1.37,3.49,8.57,24.0,4.0,6.82,12.65,0.63,1.16,28.04,24.71,99.63,26.59,29.94,19.2,0.04,59.19,0.08,53.21,83.35,90.62,88.61,59.35,57.42,44.4,0.07,66.92,40.72,4.98
Austin,28.6,34,1.15,1.16,9.94,2.94,0.12,0.18,18.09,2.15,380.68,467.91,151.24,170.12,176.38,200.47,46.03,76.62,7.29,30.32,8.12,2.53,37.15,13.0,36.68,13.65,8.35,7.09,4.47,2.09,6.35,14.38,8.03,11.26,6.91,19.38,0.35,563.53,70.06,205.71,231.47,130.41,19.15,563.35,14.82,6.79,305.06,9.38,3.0,12.0,7.5,375.88,2.56,0.09,0.03,13.06,12.03,1.88,0.18,0.26,0.0,36.79,10.47,11.56,1.41,5.24,3.79,0.24,0.26,0.24,0.03,0.0,1.61,5.32,14.15,34.5,5.94,7.44,14.18,1.03,1.18,22.03,19.5,86.82,20.24,32.79,14.71,0.03,49.9,-0.01,47.53,81.36,88.9,87.98,60.08,52.44,45.82,0.12,72.33,37.6,7.26
Bahia,27.7,38,1.29,1.35,13.47,4.53,0.05,0.05,24.89,2.39,475.95,559.66,214.89,235.74,210.68,235.05,38.08,61.89,10.89,36.92,9.11,2.58,45.95,19.37,45.74,15.45,9.87,7.45,6.13,1.87,7.34,16.08,8.74,8.68,8.79,18.37,0.42,659.32,61.26,203.45,308.74,152.95,19.79,659.26,17.0,7.58,401.26,14.82,3.58,13.37,8.32,472.55,2.18,0.03,0.0,11.47,12.58,1.76,0.03,0.08,0.0,40.39,12.45,10.89,1.29,4.32,3.0,0.26,0.08,0.05,0.03,0.0,1.22,3.82,8.82,31.08,5.74,6.58,14.05,1.37,2.16,23.34,21.68,111.05,27.29,35.05,17.21,0.03,55.8,-0.04,53.34,85.04,91.16,89.63,61.53,54.58,44.59,-0.06,69.44,43.31,9.75
Banfield,25.4,27,0.78,1.02,10.07,2.93,0.11,0.22,16.93,1.26,242.85,354.48,88.48,110.33,110.93,142.04,37.85,78.96,6.85,22.3,5.56,2.48,28.41,11.67,28.15,20.37,13.0,9.78,8.26,2.33,9.63,18.78,9.15,11.85,8.85,24.07,0.22,470.3,56.04,167.96,203.33,104.48,15.41,470.07,16.52,7.63,216.22,8.96,1.93,16.93,10.22,240.48,2.74,0.22,0.15,11.93,11.04,2.0,0.11,0.19,0.0,42.7,18.26,17.89,1.33,4.04,2.63,0.19,0.19,0.11,0.07,0.0,1.18,3.81,11.85,19.48,4.3,8.78,15.22,0.96,0.37,36.15,27.15,68.22,18.19,25.37,22.63,0.07,45.5,-0.24,50.51,68.51,80.2,78.1,47.94,57.8,46.19,-0.13,65.1,32.15,6.31
Barcelona,29.0,6,1.0,1.1,11.83,3.0,0.33,0.33,21.0,1.5,358.33,445.0,154.5,176.0,159.17,186.33,36.83,62.67,8.17,29.0,7.5,2.5,35.0,13.33,34.5,17.0,10.17,7.0,8.0,2.0,7.67,16.5,8.83,10.83,8.5,16.0,0.17,554.33,55.17,173.0,270.5,117.0,20.0,554.0,18.0,9.33,307.67,10.17,3.0,16.83,12.83,356.33,2.67,0.0,0.0,12.83,10.33,0.83,0.17,0.17,0.0,46.33,9.33,16.83,1.5,3.17,1.67,0.17,0.17,0.17,0.0,0.0,0.83,4.5,10.17,22.67,3.0,9.5,13.5,0.33,0.0,26.17,29.67,82.83,22.5,33.0,17.83,0.0,50.5,-0.09,35.65,80.52,87.78,85.42,58.77,53.25,51.83,-0.81,52.68,44.25,2.44
Bari,27.9,38,1.03,1.23,13.11,3.58,0.08,0.13,23.66,1.71,333.24,427.55,150.66,172.76,133.92,161.82,36.34,65.95,9.89,28.03,8.66,3.26,35.32,16.66,34.82,15.68,9.37,8.89,5.05,1.74,7.34,13.53,6.18,11.16,7.08,27.13,0.37,542.61,58.05,180.89,230.32,136.55,21.95,542.47,14.66,6.95,287.87,11.5,3.47,15.42,9.11,330.08,2.66,0.03,0.0,15.92,13.71,1.5,0.11,0.16,0.0,37.32,19.32,17.95,1.05,4.61,3.55,0.34,0.16,0.13,0.0,0.03,1.18,3.92,10.0,19.63,5.26,7.89,15.24,0.95,0.61,37.26,24.53,86.79,25.37,37.34,16.71,0.03,50.6,-0.16,51.85,77.94,87.21,82.76,55.1,57.21,47.41,0.11,77.01,39.2,6.23
Barracas Central,25.7,27,0.56,0.74,11.33,2.89,0.04,0.04,19.41,0.93,265.89,376.63,113.52,139.85,111.52,141.37,34.26,72.26,8.15,22.74,4.48,1.89,26.96,10.74,26.67,18.81,11.19,9.22,7.74,1.85,10.04,18.37,8.33,11.67,8.74,28.52,0.44,503.74,61.7,177.11,231.85,101.11,12.78,503.7,20.37,8.81,227.07,8.19,1.7,18.78,12.48,263.44,2.15,0.07,0.07,11.67,12.56,1.11,0.04,0.15,0.11,40.37,18.33,16.93,1.22,4.96,3.85,0.3,0.15,0.15,0.0,0.0,1.35,6.59,16.56,20.48,4.93,10.3,18.96,1.11,0.89,35.26,31.26,64.37,20.33,20.85,21.22,0.0,46.0,-0.24,51.99,70.6,81.17,78.89,47.41,57.1,43.25,0.1,77.62,39.79,5.85
Beerschot,24.6,30,0.83,1.08,11.23,3.5,0.03,0.17,19.93,1.47,350.03,444.3,148.33,170.67,153.67,179.03,34.43,69.2,8.27,27.37,6.0,1.6,33.27,17.43,33.0,20.03,12.03,10.8,7.2,2.03,9.33,17.53,8.2,12.17,9.1,26.07,0.37,564.0,71.93,206.73,242.2,122.6,16.63,563.83,19.37,8.73,379.67,12.87,4.4,16.0,9.97,346.9,2.17,0.2,0.0,10.8,10.27,1.43,0.07,0.37,0.03,43.13,11.17,13.63,1.97,5.47,3.5,0.17,0.37,0.33,0.03,0.0,2.01,3.63,13.83,28.6,3.83,8.33,16.2,0.5,1.4,24.8,25.97,83.7,21.4,28.63,21.37,0.03,48.3,-0.23,45.04,78.78,86.91,85.83,49.75,56.87,45.07,0.02,63.99,26.25,3.09
Belgrano,27.9,27,1.22,1.05,10.78,3.85,0.0,0.04,18.33,2.07,300.89,410.96,132.33,158.22,124.67,155.33,35.11,71.85,8.3,26.81,6.59,2.56,33.67,12.59,33.3,18.0,10.89,8.48,6.93,2.59,8.59,16.22,7.63,11.07,9.26,27.81,0.19,528.15,63.74,180.11,234.41,119.0,18.04,528.11,15.59,7.11,260.0,8.37,2.7,16.93,9.19,297.74,2.74,0.15,0.11,11.89,9.41,2.26,0.0,0.07,0.04,42.81,16.26,16.22,1.19,4.33,3.19,0.26,0.07,0.07,0.0,0.0,1.14,4.93,14.7,23.3,3.52,9.26,20.3,1.78,0.96,32.48,26.11,79.56,20.41,29.89,19.48,0.0,48.5,0.16,50.06,73.22,83.64,80.26,48.87,56.93,45.61,-0.04,73.67,33.54,8.77
Benfica,25.8,34,2.38,2.32,16.44,6.26,0.32,0.35,29.09,4.12,453.15,551.82,196.32,220.47,198.18,225.32,48.82,77.94,12.5,42.35,12.32,2.32,55.12,20.12,54.74,18.38,11.09,7.0,8.12,3.26,9.76,17.26,7.5,9.29,9.15,14.5,0.74,664.03,47.12,166.5,306.62,196.47,30.21,663.68,21.21,8.91,393.65,14.12,4.85,15.53,7.94,449.68,1.88,0.0,0.0,11.76,11.44,2.53,0.24,0.12,0.0,48.41,14.26,11.47,0.82,3.12,2.24,0.44,0.12,0.06,0.06,0.0,1.01,2.21,5.94,20.03,4.35,6.35,8.82,0.71,0.56,25.74,23.47,129.97,33.21,49.71,20.85,0.06,58.0,0.03,55.4,82.12,89.05,87.95,62.64,58.5,42.01,0.19,71.79,37.21,8.05
Blackburn,27.1,46,1.13,1.12,10.17,3.33,0.07,0.07,17.89,2.09,346.15,451.39,149.07,172.35,148.98,177.09,38.39,76.5,7.5,22.61,6.61,1.83,30.35,13.3,29.93,18.11,11.3,8.87,7.26,1.98,8.8,15.5,6.7,11.15,8.3,31.96,0.39,574.48,67.41,218.43,240.96,120.33,18.48,574.41,15.46,6.76,289.3,9.57,3.5,16.35,9.59,343.85,2.2,0.09,0.07,12.74,11.02,2.07,0.07,0.09,0.0,39.89,19.85,19.83,1.04,3.78,2.72,0.33,0.09,0.07,0.02,0.0,1.15,4.17,15.26,23.76,3.17,7.93,15.11,0.57,0.43,39.67,25.93,73.59,19.98,30.41,20.11,0.02,49.1,0.01,50.04,76.69,86.49,84.13,50.18,59.8,43.73,0.1,71.96,27.33,3.77
Boavista,27.5,34,0.68,0.94,10.15,3.0,0.21,0.21,17.26,0.97,256.88,360.32,109.76,130.94,106.35,133.21,33.88,75.24,6.74,20.59,5.09,1.85,26.06,7.76,25.88,16.62,9.68,8.26,6.38,1.97,8.79,17.68,8.88,9.88,9.21,24.79,0.94,470.29,53.91,159.21,216.18,99.12,14.85,470.09,11.59,4.79,224.47,6.88,1.38,14.94,6.26,255.03,2.71,0.29,0.09,12.74,13.91,2.56,0.12,0.18,0.09,39.18,14.29,14.79,1.74,5.09,3.44,0.21,0.18,0.18,0.0,0.0,1.68,5.71,16.06,17.03,3.76,9.44,14.91,0.88,0.74,29.09,21.21,59.71,18.24,23.18,18.47,0.0,40.3,-0.28,49.12,71.29,83.82,79.84,45.03,53.85,41.33,-0.04,67.58,35.55,5.9
Boca Juniors,27.2,27,1.04,1.23,10.48,3.89,0.04,0.04,17.93,1.7,375.85,480.52,155.11,178.15,169.37,199.67,41.48,77.48,7.33,29.44,6.93,1.74,39.04,15.81,38.7,18.15,11.74,8.26,7.78,2.11,9.74,17.59,7.85,9.67,8.85,19.0,0.22,589.59,57.0,192.26,277.63,124.59,16.15,589.56,18.81,8.93,306.48,9.89,2.96,16.74,9.3,372.59,2.89,0.22,0.15,12.78,12.96,1.37,0.0,0.15,0.0,42.85,13.11,12.67,0.85,3.89,2.96,0.41,0.15,0.07,0.07,0.0,1.13,2.33,9.52,20.41,5.19,8.44,15.19,0.78,0.48,25.78,26.04,93.56,19.63,27.78,21.48,0.07,56.2,-0.15,50.85,78.22,87.07,84.82,53.54,60.1,47.47,0.25,76.09,24.47,5.13
Bolívar,29.2,8,1.5,1.39,15.62,5.75,0.12,0.25,29.12,2.75,374.75,461.5,154.12,174.75,177.12,202.62,36.38,61.62,11.62,29.75,8.12,2.5,42.12,13.62,41.75,14.0,8.25,6.88,5.38,1.75,7.12,15.75,8.62,10.75,6.75,19.0,1.0,573.88,68.62,192.88,244.5,141.25,16.62,573.62,21.25,10.12,309.62,11.12,2.38,16.62,7.88,371.75,1.5,0.25,0.0,11.25,9.12,1.75,0.25,0.12,0.0,37.75,12.5,12.62,1.38,6.12,4.75,0.25,0.12,0.12,0.0,0.0,1.65,2.38,7.12,28.5,5.0,10.38,12.38,0.88,1.88,25.12,24.5,97.5,31.88,29.62,15.38,0.0,56.5,0.08,49.76,81.2,88.19,87.41,59.04,51.66,47.62,0.16,77.61,33.43,7.11
Botafogo (RJ),27.9,51,1.55,1.48,14.24,4.84,0.1,0.14,25.8,2.69,389.86,479.45,164.16,184.37,175.1,199.47,42.14,72.55,11.18,34.55,8.63,2.35,42.04,15.67,41.67,15.96,10.14,7.92,6.12,1.92,7.53,14.78,7.25,9.75,8.57,22.12,0.25,586.82,57.43,170.63,281.0,140.27,20.61,586.69,15.94,7.55,329.49,11.2,4.02,14.33,9.82,386.18,2.65,0.16,0.04,14.57,10.69,1.73,0.12,0.16,0.0,40.88,15.25,14.9,0.84,3.33,2.47,0.43,0.16,0.12,0.02,0.02,0.98,3.8,10.94,24.12,3.41,8.2,14.82,0.67,1.1,30.16,24.16,99.37,28.49,35.61,17.67,0.04,52.88,0.05,50.56,81.31,89.04,87.78,58.08,57.48,47.37,0.14,74.17,34.73,4.52
Braga,25.7,34,1.59,1.51,13.5,4.56,0.15,0.18,23.76,2.82,448.71,553.24,181.41,203.38,214.18,241.47,45.06,83.53,10.18,36.35,7.88,1.65,44.41,17.71,44.0,16.79,9.5,6.79,7.47,2.53,8.59,16.38,7.79,9.79,8.24,23.38,0.41,662.53,52.74,185.41,322.65,160.65,22.97,662.35,16.5,8.18,378.53,11.47,5.41,13.97,7.35,446.12,2.03,0.12,0.06,14.21,11.76,2.0,0.15,0.09,0.03,44.32,13.74,14.68,0.88,3.62,2.76,0.44,0.09,0.09,0.0,0.0,0.91,3.06,11.06,29.79,4.79,5.91,11.32,0.74,1.74,28.41,21.32,106.12,26.59,37.91,18.09,0.0,56.8,0.05,48.36,81.11,89.2,88.7,53.94,54.54,49.58,0.03,76.24,27.67,6.54
