Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost
Carlos Forbs,pt POR,MO,20,2004,10,1,239,0,0.1,2,0,0,0,5,1,60,91,39,51,19,26,1,5,0,0.0,0.1,1,2,3,1,8,10,8,28,8,5,5,2,1,4,6,2,3,1,2,1,121,3,23,39,60,13,121,12,7,75,10,3,8,7,4,85,28,2,0,0,2,1,0,0,0,0,11,1,3
Findlay Curtis,sct SCO,FW,17,2006,1,0,31,0,0.0,1,1,0,0,1,0,5,9,4,7,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,2,1,0,1,1,1,1,0,0,0,0,0,13,0,2,4,7,0,13,0,0,5,1,1,0,1,0,6,1,0,0,0,0,1,0,0,0,0,2,1,2
Ko Itakura,jp JPN,DF,27,1997,31,31,2790,3,1.6,21,7,0,0,25,1,1617,1817,613,644,889,951,105,192,0,0.8,1.5,7,60,8,4,69,23,69,5,40,29,23,16,1,21,34,13,41,28,171,0,2170,326,1187,916,80,32,2170,23,12,1326,23,17,0,9,8,1513,5,5,0,0,28,12,1,0,1,0,95,65,35
Jeff Ekhator,it ITA,MO,17,2006,24,6,769,1,1.3,10,3,0,0,21,2,110,165,62,83,31,48,4,8,1,1.0,0.6,11,8,4,0,14,4,14,51,7,4,4,1,2,4,9,5,10,2,5,0,254,9,34,96,130,26,254,13,4,130,4,5,5,34,9,170,51,1,0,0,15,13,3,0,0,0,32,15,32
Alphonso Davies,ca CAN,DF,23,2000,9,8,701,2,1.7,9,3,0,0,21,2,448,512,283,307,138,149,12,28,0,0.7,0.6,12,44,5,0,51,36,51,41,18,9,5,9,4,9,13,4,15,7,11,3,608,16,104,293,224,19,608,19,11,396,36,33,5,16,8,425,41,0,0,0,4,11,1,1,0,0,42,4,0
Edu Expósito,es ESP,MF,27,1996,19,12,1045,0,1.0,18,6,0,0,44,2,318,485,127,148,126,177,50,119,2,3.2,2.4,28,36,14,4,64,23,64,41,23,13,9,13,1,9,23,14,3,15,21,2,630,22,105,308,230,26,630,28,15,340,23,20,4,29,18,382,41,3,0,0,14,22,2,0,0,0,63,11,11
Meschak Elia,cd COD,FW,26,1997,8,1,170,1,1.1,5,1,0,0,6,0,35,62,22,29,10,20,2,6,0,0.2,0.2,3,3,0,0,5,9,5,22,7,5,3,2,2,1,1,0,3,0,2,0,99,1,18,36,47,8,99,11,2,61,9,3,2,7,2,61,22,0,0,0,7,2,0,0,0,0,14,2,3
Kévin Denkey,tg TOG,FW,23,2000,4,3,230,4,2.6,9,6,1,1,10,6,42,65,25,35,13,20,0,1,1,1.1,0.9,5,1,5,0,7,2,7,22,2,1,0,0,2,0,0,0,0,2,0,0,97,0,0,33,65,21,96,4,1,52,2,4,1,11,4,74,22,4,1,1,5,6,3,1,0,0,8,8,12
Breel Embolo,ch SUI,MO,27,1997,29,19,1841,6,10.8,51,18,0,0,54,10,299,432,172,240,98,121,17,29,4,5.6,3.6,32,22,23,0,55,22,55,140,22,17,7,7,8,5,16,11,11,3,10,1,668,13,57,289,329,121,668,42,14,397,22,15,12,64,53,499,140,5,0,0,27,43,11,2,0,0,58,30,30
Elvin Cəfərquliyev,az AZE,DF,23,2000,7,6,530,0,0.1,3,1,0,0,11,1,260,334,159,177,91,114,4,18,0,1.7,0.9,7,21,8,4,28,21,28,43,15,6,10,2,3,10,15,5,5,9,10,1,415,15,111,165,143,22,415,13,7,228,21,16,3,17,2,252,43,3,1,1,7,7,2,2,0,0,23,2,5
Kevin De Bruyne,be BEL,MF,33,1991,7,5,397,0,0.8,13,3,0,0,20,0,196,274,91,110,89,114,14,31,0,2.0,1.9,11,18,17,3,33,14,33,42,6,3,2,2,2,3,8,5,4,0,1,0,315,4,25,105,190,25,315,8,2,209,14,13,5,6,8,239,42,0,0,0,5,1,0,0,0,0,16,0,0
Fraser Forster,eng ENG,GK,36,1988,7,7,630,0,0.0,0,0,0,0,0,0,168,198,54,55,86,90,23,47,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,3,228,212,228,0,0,0,228,1,1,113,0,0,0,1,0,94,0,0,0,0,0,0,0,0,0,0,1,1,0
Jurgen Ekkelenkamp,nl NED,MF,24,2000,34,20,1892,3,2.8,27,9,0,0,38,6,550,690,289,337,215,260,29,46,2,1.3,1.2,15,42,11,2,72,34,72,86,36,25,10,22,4,18,35,17,26,12,26,0,868,29,148,445,287,39,868,30,10,457,34,28,5,23,7,560,86,2,0,0,29,14,2,0,0,0,82,18,13
Đorđe Despotović,rs SRB,FW,32,1992,10,10,873,2,2.0,15,5,0,1,24,2,183,273,109,155,48,61,9,12,0,0.5,0.6,12,15,4,1,20,2,20,34,4,2,0,3,1,2,4,2,7,1,6,0,362,8,22,209,131,41,361,5,2,165,2,2,0,27,13,258,34,2,0,0,9,5,3,0,0,0,9,46,38
Hiroki Ito,jp JPN,DF,25,1999,6,3,250,1,0.4,1,1,0,0,5,1,183,211,96,103,74,80,7,18,0,0.4,0.6,3,14,3,1,18,3,18,6,2,0,1,1,0,1,1,0,3,6,15,1,245,11,65,129,52,5,245,3,1,126,3,6,1,3,1,175,6,1,0,0,2,3,0,0,0,0,13,5,1
Abde Ezzalzouli,ma MAR,MO,22,2001,32,23,1984,2,8.0,61,25,0,1,66,7,542,757,373,454,131,191,11,37,2,2.0,2.1,27,42,19,2,68,117,68,215,37,25,17,16,4,15,27,12,22,7,19,0,1081,10,120,407,585,151,1080,103,46,706,117,75,58,64,50,797,215,2,0,0,23,38,4,2,0,0,102,26,37
Cameron Devlin,au AUS,MF,26,1998,6,5,460,0,0.1,2,0,0,0,8,0,221,262,96,107,100,115,18,22,0,0.1,0.3,2,19,4,1,16,1,16,3,32,20,11,19,2,12,23,11,9,12,7,0,338,13,67,223,50,3,338,5,3,171,1,3,0,9,5,173,3,2,0,0,11,17,0,0,0,0,35,13,8
Marko Ivezić,rs SRB,DF,22,2001,23,18,1657,0,0.6,7,0,0,0,12,1,803,934,229,254,501,553,70,114,0,0.2,0.3,4,33,2,0,40,3,40,9,29,19,20,6,3,15,42,27,25,27,103,2,1176,175,683,468,34,14,1176,7,4,596,3,7,0,17,7,746,9,5,0,0,27,5,1,0,0,0,71,34,30
Ansu Fati,es ESP,FW,21,2002,6,3,233,0,1.0,12,5,0,0,11,0,104,125,76,83,18,23,1,3,0,0.2,0.4,4,3,5,0,6,7,6,32,4,1,0,2,2,1,2,1,1,1,0,1,170,0,8,59,105,22,170,11,5,107,7,7,4,10,4,134,32,1,0,0,2,2,2,0,0,0,7,2,7
Ro-Zangelo Daal,nl NED,FW,20,2004,4,0,84,1,0.6,2,1,0,0,1,0,18,24,11,15,5,6,1,1,0,0.0,0.0,0,2,0,0,2,3,2,6,1,1,0,1,0,1,2,1,2,0,1,0,36,1,7,10,21,5,36,3,1,26,3,1,3,2,0,22,6,1,0,0,1,1,0,0,0,0,8,1,1
Matheus França,br BRA,MO,20,2004,4,0,55,1,0.3,6,3,0,0,3,0,10,17,6,7,4,6,0,0,0,0.0,0.2,0,1,0,0,3,4,3,4,2,0,0,2,0,0,0,0,1,1,1,0,33,2,5,11,17,7,33,0,0,20,4,1,3,2,0,22,4,0,0,0,0,0,0,0,0,0,3,1,2
Emanuel Emegha,nl NED,FW,21,2003,27,27,2293,14,17.0,61,35,0,0,32,4,273,340,174,214,71,78,5,7,3,2.4,0.7,18,4,4,0,14,37,14,104,6,6,1,2,3,2,6,4,18,1,30,0,577,36,86,249,249,99,577,28,7,341,37,20,32,59,30,423,104,5,0,0,36,37,27,0,0,0,60,26,39
Emmanuel Ekong,se SWE,MO,22,2002,15,0,186,0,0.1,4,1,0,0,6,0,30,44,17,24,11,14,1,1,0,0.1,0.1,2,2,2,0,5,8,5,19,4,3,0,2,2,3,3,0,2,1,1,0,84,0,11,29,46,6,84,20,7,50,8,2,5,8,9,65,19,1,0,0,3,5,1,0,0,0,10,2,7
Maxim De Cuyper,be BEL,DF,23,2000,12,12,1079,1,0.7,11,4,0,0,30,0,550,686,264,291,218,255,63,125,0,1.3,1.6,17,43,14,5,44,13,44,54,26,13,15,8,3,18,34,16,15,13,14,2,784,42,259,332,194,8,784,7,4,324,13,12,1,7,5,508,54,1,0,0,7,8,1,0,0,0,52,8,6
Romain Faivre,fr FRA,MO,26,1998,20,10,899,3,2.6,18,9,1,1,33,4,311,379,184,208,98,118,17,29,2,1.9,1.8,10,34,8,1,44,24,44,49,13,10,4,5,4,5,10,5,8,4,3,1,479,2,58,231,198,34,478,42,17,310,24,23,9,13,7,355,49,2,0,0,6,23,1,0,0,0,42,7,10
Nabil Fekir,fr FRA,MF,31,1993,2,2,180,0,0.7,7,1,0,0,12,1,67,82,38,43,20,23,6,10,1,0.6,0.8,6,5,6,2,10,9,10,18,3,2,1,1,1,1,2,1,2,0,0,0,108,0,3,52,53,6,108,5,0,72,9,4,2,4,6,85,18,0,0,0,3,7,0,0,0,0,3,0,2
Ryan Fraser,sct SCO,MO,30,1994,8,4,306,0,0.0,1,1,0,0,5,0,77,103,43,46,28,40,3,10,0,0.1,0.1,2,3,1,0,8,10,8,18,6,2,2,4,0,4,6,2,1,1,9,0,131,12,45,50,37,3,131,3,2,74,10,5,2,4,2,94,18,0,1,0,1,4,1,0,1,0,10,2,3
Johan Dahlin,se SWE,GK,37,1986,3,3,225,0,0.0,0,0,0,0,0,0,49,62,16,16,25,25,7,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,64,61,64,0,0,0,64,0,0,26,0,0,0,0,0,17,0,0,0,0,1,1,0,0,1,0,4,0,0
Lee Jae-sung,kr KOR,MF,31,1992,33,31,2650,7,5.3,40,15,0,0,73,14,813,1049,475,556,257,321,44,66,6,5.0,4.7,34,56,22,3,105,28,105,165,42,21,16,19,7,15,39,24,39,35,38,0,1385,43,220,644,535,124,1385,30,11,699,28,23,10,73,27,938,165,4,0,0,23,40,9,2,1,0,119,50,72
Kiernan Dewsbury-Hall,eng ENG,MF,25,1998,13,11,1022,4,3.1,24,13,0,0,54,11,631,722,314,336,255,278,40,73,1,1.5,1.6,22,70,20,4,93,28,93,62,12,7,2,5,5,7,15,8,5,6,11,0,805,21,109,414,291,26,805,21,15,553,28,23,3,11,8,639,62,0,0,0,8,11,1,2,0,0,45,5,4
Charles De Ketelaere,be BEL,MO,23,2001,10,8,699,4,2.7,16,9,1,1,35,9,226,297,138,158,64,86,6,12,5,5.0,3.2,18,20,13,4,30,37,30,75,13,8,3,6,4,7,13,6,6,0,2,0,387,2,20,128,243,51,386,36,18,288,37,24,16,19,18,308,75,0,0,0,7,9,4,0,0,0,30,11,10
Caleb Ekuban,gh GHA,FW,30,1994,18,3,555,1,2.8,18,6,0,0,14,3,72,107,39,56,27,36,2,6,3,0.8,0.2,8,6,1,0,8,7,8,42,3,3,1,1,1,1,1,0,4,1,6,0,174,6,18,70,89,26,174,10,3,97,7,4,4,17,12,125,42,1,0,0,15,9,5,0,0,0,20,12,19
Tyler Fredricson,eng ENG,DF,19,2005,2,2,165,0,0.0,0,0,0,0,3,0,110,122,47,50,54,59,8,9,0,0.0,0.0,0,8,0,0,8,2,8,0,5,3,3,2,0,1,2,1,2,1,11,0,141,11,64,68,9,1,141,1,1,86,2,1,0,2,0,95,0,0,0,0,0,2,0,0,0,0,12,7,5
Kiko Femenía,es ESP,DF,33,1991,28,27,2227,0,0.4,3,0,0,0,43,5,1339,1506,679,717,562,624,82,126,1,1.3,2.1,16,108,24,14,112,52,112,44,50,34,34,14,2,33,57,24,21,40,62,3,1710,95,630,812,280,9,1710,24,17,902,52,30,0,22,10,1036,44,7,0,0,21,13,1,0,0,0,102,5,12
Rodrigo De Paul,ar ARG,MF,30,1994,10,10,743,0,0.3,6,1,0,0,27,2,513,642,266,308,190,225,40,73,1,1.1,2.3,15,52,23,4,74,26,74,31,19,10,11,7,1,12,19,7,9,9,5,1,720,9,121,399,208,8,720,12,6,522,26,23,1,13,9,586,31,1,0,0,9,16,0,0,0,0,47,2,2
Kristijan Jakić,hr CRO,MF,27,1997,31,27,2306,0,0.8,18,4,0,0,42,7,900,1085,434,499,357,400,86,114,1,1.2,1.8,16,95,11,0,106,24,106,49,46,23,20,19,7,22,43,21,42,28,50,1,1361,74,322,790,263,34,1361,29,14,703,24,13,3,39,21,828,49,2,0,0,23,28,3,0,0,0,133,35,30
Yan Dhanda,eng ENG,MO,25,1998,5,3,234,1,0.9,6,4,0,0,7,0,85,132,46,55,23,34,7,26,0,0.5,0.3,3,8,1,0,14,12,14,19,5,4,2,3,0,3,6,3,1,1,1,0,157,1,17,64,79,5,157,6,3,98,12,7,2,2,4,107,19,0,0,0,3,9,0,0,0,0,17,5,5
Khalil Fayad,fr FRA,MO,20,2004,20,10,1028,0,1.3,17,3,0,0,19,1,426,514,205,226,169,196,38,60,0,0.3,0.6,7,35,5,2,50,25,50,42,31,16,12,17,2,15,28,13,18,10,15,1,663,19,129,367,175,17,663,38,17,340,25,15,7,18,13,426,42,5,0,0,21,27,1,0,0,1,74,9,6
Mikael Ellertsson,is ISL,MF,22,2002,36,29,2470,2,1.1,21,4,0,0,46,5,431,607,242,301,159,214,15,50,2,1.6,1.8,20,23,8,1,36,33,36,92,58,26,37,14,7,33,61,28,42,17,79,0,938,59,263,365,323,51,938,42,16,460,33,21,10,48,19,518,92,2,0,0,22,44,2,0,0,0,74,16,16
Mahmoud Dahoud,de GER,MF,28,1996,8,6,496,0,0.3,6,2,0,0,13,0,245,291,127,139,89,106,11,19,0,0.4,0.6,5,21,6,1,23,4,23,8,10,3,4,6,0,5,10,5,11,9,16,0,358,18,66,232,60,2,358,6,2,243,4,2,0,6,8,248,8,0,0,0,6,5,0,0,0,0,22,3,2
Elif Elmas,mk MKD,MO,24,1999,13,12,1021,4,1.4,19,9,0,0,29,3,270,336,149,166,98,117,14,28,0,0.4,1.1,9,22,15,5,34,42,34,58,10,7,3,5,2,4,10,6,8,6,5,2,444,5,44,187,220,38,444,38,13,303,42,28,14,22,10,324,58,0,0,0,13,14,2,0,0,0,33,2,3
Aitor Fernández,es ESP,GK,33,1991,1,1,90,0,0.0,0,0,0,0,0,0,29,45,0,0,10,10,19,35,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50,45,50,0,0,0,50,0,0,27,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0
Diogo Dalot,pt POR,MF,25,1999,13,11,1035,3,1.6,12,4,0,0,38,2,543,651,276,308,200,239,53,77,0,1.8,2.0,17,41,12,3,69,25,69,65,16,11,11,2,3,14,16,2,7,10,23,3,769,35,218,316,242,36,769,25,14,461,25,14,6,23,10,515,65,1,0,0,13,3,0,0,0,0,66,20,10
Giacomo De Pieri,it ITA,FW,17,2006,1,0,15,0,0.1,1,0,0,0,0,0,4,5,4,4,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1,8,0,0,5,0,1,0,2,0,6,1,0,0,0,0,0,0,0,0,0,2,0,0
Luca Jaquez,ch SUI,DF,21,2003,5,2,253,0,0.2,1,0,0,0,5,0,194,212,94,97,83,87,12,22,0,0.0,0.1,0,18,1,0,18,5,18,0,3,0,3,0,0,1,3,2,2,3,4,0,227,10,82,133,13,1,227,0,0,166,5,2,0,1,0,182,0,0,0,0,4,0,0,0,0,0,11,4,2
Abdoulaye Diaby,ml MLI,DF,24,2000,4,4,360,0,0.2,3,1,0,0,2,0,126,179,49,59,61,75,14,40,0,0.1,0.1,2,9,1,0,11,2,11,0,8,8,5,3,0,4,6,2,8,4,25,0,240,34,117,116,7,5,240,2,1,117,2,0,0,3,2,132,0,1,0,0,5,0,1,0,1,1,18,9,7
Luiz Felipe,it ITA,DF,27,1997,4,2,122,0,0.0,0,0,0,0,0,0,58,66,28,29,27,31,1,2,0,0.0,0.0,0,5,0,0,4,0,4,0,4,3,3,1,0,1,2,1,3,3,5,0,86,7,36,46,5,0,86,2,1,47,0,0,0,1,0,55,0,1,0,0,1,0,0,0,0,0,2,3,3
Niclas Füllkrug,de GER,FW,31,1993,18,6,790,3,2.2,16,7,0,0,22,2,133,198,83,108,35,58,7,13,2,1.9,0.4,14,12,5,0,14,7,14,31,4,3,0,1,3,3,4,1,1,1,16,0,277,19,27,142,110,40,277,8,1,123,7,4,2,18,7,205,31,2,0,0,21,6,10,0,0,0,18,39,52
Zeno Debast,be BEL,MF,20,2003,8,7,565,1,0.1,4,1,0,0,7,1,300,347,118,127,139,153,38,52,1,0.9,0.7,5,16,1,0,18,2,18,3,11,5,5,6,0,7,13,6,5,7,9,3,394,32,191,180,24,4,394,6,2,250,2,3,2,2,4,278,3,2,0,0,7,4,0,0,0,0,32,3,4
Dominik Javorček,sk SVK,MF,21,2002,13,4,386,0,0.0,1,0,0,0,7,2,115,163,53,58,44,57,16,35,2,1.0,0.7,4,7,2,1,4,7,4,23,3,0,3,0,0,1,5,4,7,5,26,1,221,30,104,60,57,2,221,5,4,91,7,2,0,5,1,113,23,2,0,0,7,6,1,0,0,0,7,3,7
Ibrahim Diakité,gn GUI,DF,20,2003,7,5,504,0,0.7,2,0,0,0,7,1,117,172,59,74,43,57,14,38,0,0.2,0.1,4,14,1,1,14,4,14,1,9,7,4,5,0,7,11,4,15,9,30,0,249,31,109,122,21,2,249,4,2,82,4,2,0,1,2,86,1,2,0,0,10,5,0,0,0,0,23,16,8
Cody Gakpo,nl NED,FW,25,1999,35,23,1935,10,7.1,57,22,0,0,80,8,480,634,298,343,149,225,19,36,4,4.4,3.8,38,24,27,8,52,59,52,278,28,16,6,13,9,13,25,12,23,12,19,1,888,28,91,258,557,110,888,61,31,605,59,34,28,45,24,677,278,5,0,0,20,31,5,1,0,0,77,17,26
Zinedine Ferhat,dz ALG,MO,31,1993,24,8,849,2,1.4,12,5,0,0,32,1,303,451,153,187,101,149,35,76,0,2.4,2.1,17,24,13,3,40,16,40,64,9,7,1,5,3,4,13,9,9,10,12,0,550,11,67,257,231,19,550,22,10,292,16,10,4,21,15,390,64,1,0,0,11,15,2,0,0,0,47,17,20
Emerson,br BRA,DF,25,1999,17,16,1377,0,0.4,10,2,0,0,33,1,784,909,380,418,355,390,32,54,0,0.7,1.1,15,44,14,5,68,23,68,71,45,28,24,16,5,16,34,18,13,14,56,0,1102,56,312,526,271,22,1102,18,7,584,23,19,3,18,10,710,71,5,0,0,34,32,0,0,0,0,59,24,14
Danilo,br BRA,MF,25,1999,1,0,7,0,0.1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,3,2,5,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1
Álvaro Fernández,es ESP,GK,26,1998,9,8,747,0,0.0,0,0,0,0,3,0,212,324,50,50,107,108,55,165,0,0.1,0.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,349,272,347,2,0,0,349,0,0,187,0,0,0,0,0,196,0,2,0,0,0,2,0,0,0,0,11,2,0
Edimilson Fernandes,ch SUI,MF,28,1996,19,12,1105,0,0.4,10,2,0,0,16,1,486,572,203,223,221,247,54,81,1,0.6,0.6,8,40,3,0,40,7,40,3,9,7,3,6,0,7,13,6,14,20,38,1,684,61,231,384,76,7,684,4,3,399,7,9,0,17,9,458,3,1,0,0,7,6,0,0,1,0,69,15,12
Yannik Engelhardt,de GER,MF,23,2001,26,11,1164,1,0.6,8,2,0,0,24,2,622,701,320,345,253,272,29,42,1,1.5,1.4,12,39,2,0,54,18,54,18,30,12,13,13,4,16,27,11,13,11,27,0,836,42,204,510,130,16,836,15,9,525,18,13,2,22,7,553,18,4,0,0,21,20,1,0,0,0,62,11,9
Kevin Danso,at AUT,DF,25,1998,3,1,108,0,0.0,0,0,0,0,0,0,73,83,24,26,43,47,4,6,0,0.0,0.1,0,2,1,1,5,1,5,0,0,0,0,0,0,0,0,0,1,1,19,0,108,18,54,50,4,0,108,2,2,62,1,2,0,2,0,71,0,0,0,0,3,1,0,0,0,0,2,7,1
Assane Diao,sn SEN,MO,18,2005,6,4,350,0,0.7,13,1,0,0,12,1,96,123,61,69,28,37,0,2,1,0.6,0.5,4,4,2,0,7,21,7,48,10,8,3,2,5,5,10,5,7,4,4,0,192,4,22,64,111,18,192,17,5,135,21,13,8,12,5,139,48,0,0,0,7,15,1,0,0,0,20,11,6
Amar Dedić,ba BIH,DF,21,2002,7,7,630,0,0.5,13,4,0,0,15,1,310,358,168,187,115,126,19,26,1,0.9,0.8,8,21,11,0,36,38,36,26,14,12,8,3,3,11,21,10,10,5,15,1,440,35,120,165,161,16,440,24,18,294,38,18,7,10,4,289,26,1,0,0,5,7,1,0,0,0,32,4,3
Pelayo Fernandez,es ESP,DF,21,2003,2,1,98,0,0.0,0,0,0,0,0,0,24,28,12,13,8,10,4,4,0,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,9,0,39,8,26,14,0,0,39,0,0,16,0,0,0,0,1,16,0,1,0,0,2,0,0,0,0,0,4,3,3
Idrissa Gana Gueye,sn SEN,MF,34,1989,37,35,3063,0,1.1,27,5,0,0,60,4,1230,1422,607,667,499,552,104,144,3,1.7,2.0,19,154,10,3,145,27,145,27,133,80,61,55,17,58,99,41,48,48,36,1,1801,72,432,1045,336,21,1801,39,18,861,27,27,4,32,38,1048,27,9,0,0,55,46,0,0,0,0,194,24,15
Finn Jeltsch,de GER,DF,18,2006,12,9,780,0,0.1,2,0,0,0,2,0,582,639,269,284,291,307,13,33,0,0.1,0.3,2,29,1,0,31,8,31,5,18,13,6,11,1,12,15,3,12,13,27,2,727,46,234,461,34,2,727,3,2,476,8,11,1,10,1,525,5,2,0,0,7,5,0,0,0,0,34,12,8
Matias Fernandez-Pardo,be BEL,MO,19,2005,22,12,1065,4,2.9,23,12,0,0,30,6,224,307,117,146,85,103,13,25,2,2.8,1.9,16,10,11,0,26,46,26,85,12,9,3,6,3,6,12,6,9,3,6,0,429,7,38,137,267,51,429,50,20,285,46,30,26,23,13,311,85,4,0,0,18,21,3,1,0,0,35,0,11
Martin Erlic,hr CRO,DF,26,1998,8,5,334,0,0.2,6,0,0,0,4,1,220,240,57,60,133,141,28,36,0,0.0,0.0,0,12,0,0,11,4,11,1,2,0,0,2,0,1,2,1,5,2,9,0,268,22,102,153,13,7,268,1,0,179,4,1,0,2,0,201,1,0,0,0,7,7,0,1,0,0,11,10,9
Boubacar Diédhiou Diallo,sn SEN,MF,22,2002,6,1,178,0,0.0,0,0,0,0,0,0,46,55,27,30,14,15,3,5,0,0.0,0.0,0,1,0,0,4,2,4,3,3,2,0,3,0,2,4,2,5,3,3,0,79,2,22,43,14,0,79,5,3,46,2,2,0,4,4,55,3,0,0,0,1,4,1,0,0,0,5,0,2
Roberto Férnandez,es ESP,FW,22,2002,19,18,1497,6,3.6,21,9,0,0,28,3,187,259,121,146,41,65,4,4,0,0.6,0.5,8,9,7,0,17,7,17,50,4,4,2,1,1,0,5,5,9,3,26,0,436,26,70,222,151,37,436,27,11,227,7,10,3,55,16,292,50,1,0,0,28,25,9,1,0,0,33,34,54
Romain Del Castillo,fr FRA,FW,28,1996,7,3,318,0,0.1,4,2,0,0,15,1,125,184,75,90,40,65,8,17,0,0.9,0.6,9,7,7,1,17,15,17,20,10,4,3,1,6,9,16,7,4,3,0,0,231,1,21,96,116,3,231,16,8,127,15,9,1,9,5,159,20,1,0,0,4,7,0,0,0,0,24,2,5
Andrés García,es ESP,MF,21,2003,7,5,318,0,0.0,2,0,0,0,3,0,174,201,89,96,74,82,7,13,0,0.2,0.4,3,9,8,5,15,26,15,28,9,5,5,3,1,4,8,4,2,2,10,2,256,8,38,108,112,2,256,18,5,159,26,13,2,10,6,168,28,0,0,0,1,0,0,0,0,0,15,0,6
Dante,br BRA,DF,40,1983,3,3,244,0,0.0,0,0,0,0,5,0,186,216,88,91,78,84,17,33,0,0.1,0.1,2,17,2,1,20,5,20,0,3,2,2,1,0,1,4,3,6,2,10,0,238,15,89,127,22,2,238,1,1,172,5,3,0,1,1,166,0,1,0,0,5,5,0,1,0,0,20,8,2
Fredrik Jensen,fi FIN,MF,26,1997,20,9,763,0,0.7,11,0,0,0,19,0,157,226,84,106,54,70,16,24,0,0.7,0.6,11,8,7,3,20,16,20,58,7,7,1,3,3,4,5,1,10,4,17,0,318,17,44,122,156,24,318,13,7,190,16,8,3,16,10,224,58,0,0,0,5,5,3,0,0,0,15,6,13
Ousmane Dembélé,fr FRA,FW,27,1997,15,13,1158,8,8.1,64,23,0,0,80,9,496,649,256,298,183,235,37,56,6,3.7,2.8,38,50,28,0,87,89,87,138,7,3,2,4,1,4,12,8,3,2,3,2,799,1,33,286,490,113,799,51,24,474,89,54,58,27,14,651,138,2,1,1,9,13,7,0,0,0,35,2,13
Jordan Ferri,fr FRA,MF,32,1992,25,21,1773,0,0.4,14,3,0,0,47,5,1119,1267,474,515,505,546,110,156,2,0.9,1.3,13,119,11,4,137,19,137,42,42,23,18,22,2,18,44,26,20,9,20,0,1433,35,316,869,265,13,1433,28,9,802,19,16,2,16,27,1066,42,6,1,0,35,30,0,0,3,0,132,13,15
Moritz Jenz,de GER,DF,25,1999,19,18,1600,0,1.6,10,4,0,0,11,2,712,845,272,298,391,435,41,95,0,0.3,0.4,3,37,2,0,47,1,47,3,36,20,18,18,0,16,21,5,23,30,128,2,1098,161,565,500,36,20,1098,5,2,510,1,2,1,7,0,592,3,4,0,0,27,6,1,0,0,0,73,73,41
Adrián Diéguez,es ESP,DF,28,1996,5,5,449,0,0.0,2,0,0,0,3,0,283,331,96,105,151,163,33,52,0,0.2,0.1,1,15,1,0,17,4,17,1,9,4,7,2,0,6,9,3,4,5,21,1,381,33,159,211,12,1,381,0,0,243,4,4,0,2,1,266,1,0,1,0,5,3,0,0,0,1,16,11,4
Promise David,ca CAN,FW,23,2001,2,2,134,1,1.5,5,2,1,1,5,0,17,23,10,13,4,4,3,3,0,0.1,0.2,3,0,0,0,2,1,2,14,2,2,0,1,1,2,2,0,1,0,1,0,42,1,1,13,28,13,41,1,1,26,1,1,1,6,4,32,14,0,0,0,4,2,2,0,0,0,4,3,7
