Team,League,Matches,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Attempted Goal Kicks,Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Carries,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Conceded,Penalty Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Pass Length,Goal Kick Length,Distance of Defensive Actions,Passing Distance,Carrying Distance,Progressive Pass Distance %,Progressive Carry Distance %
Bologna,Champions League,8,7200.0,0.42,0.11,0.3,0.15,0.04,0.02,0.28,0.9,3.25,0.51,0.34,0.95,0.09,0.12,0.05,0.04,1.18,0.34,0.1,0.1,0.0,0.0,2.0,0.08,0.8,2.31,0.61,0.21,1.7,0.07,0.07,32.55,41.38,3.36,0.08,0.36,1.06,0.31,37.16,3.9,1.21,13.3,15.56,15.08,17.73,3.74,5.78,30.74,1.62,0.94,0.48,1.44,0.68,0.64,2.04,1.25,0.95,0.82,0.26,0.95,1.86,0.91,0.82,1.21,0.26,1.68,0.01,4.38,1.5,0.91,2.41,32.84,3.31,52.39,2.82,16.09,24.81,12.06,2.02,52.39,0.35,0.0,1.44,1.26,0.31,0.02,0.0,0.0,1.2,1.3,2.5,4.68,36.89,14.03,14.7,5.21,0.3,0.47
Bologna,Serie A,38,34061.0,0.28,0.12,0.16,0.11,-0.02,0.03,0.45,1.23,3.75,0.42,0.38,0.82,0.08,0.08,0.15,0.11,1.33,0.44,0.13,0.11,0.02,0.02,2.39,0.27,1.01,3.49,0.77,0.29,2.0,0.07,0.09,38.18,46.92,3.88,0.11,0.36,0.81,0.15,42.39,4.38,1.5,15.67,17.7,18.0,20.69,3.8,6.38,33.22,1.69,1.12,0.44,1.46,0.58,0.7,1.56,0.91,0.57,0.71,0.28,0.75,1.41,0.67,0.68,1.03,0.25,1.74,0.05,3.84,1.58,0.95,2.53,38.18,3.85,57.24,2.28,13.42,28.98,15.37,2.2,57.22,0.16,0.01,1.42,1.57,0.17,0.01,0.02,0.01,1.51,1.63,3.14,3.35,43.27,17.12,14.84,5.22,0.29,0.47
Borac Banja Luka,Europa Conference League,10,9300.0,0.4,0.1,0.29,0.14,0.04,0.04,0.44,0.97,1.97,0.57,0.7,1.39,0.09,0.08,0.07,0.03,1.01,0.34,0.07,0.06,0.01,0.02,1.83,0.13,0.63,2.54,0.51,0.23,2.08,0.06,0.04,30.48,40.07,3.13,0.08,0.21,1.05,0.15,35.49,4.43,1.29,12.84,15.37,13.81,16.9,2.85,5.12,27.9,1.55,0.97,0.3,1.46,0.61,0.75,1.79,1.17,0.75,0.87,0.17,0.92,1.7,0.78,0.88,1.3,0.5,2.66,0.02,3.88,1.73,1.07,2.81,31.4,3.06,51.6,3.5,15.3,23.84,13.15,1.55,51.58,0.24,0.0,1.14,1.34,0.15,0.01,0.01,0.0,1.26,1.45,2.71,8.82,45.45,19.45,13.45,4.94,0.35,0.5
Bournemouth,Premier League,38,34101.0,0.45,0.12,0.33,0.14,0.02,0.02,0.46,1.23,2.59,0.42,0.65,1.21,0.07,0.16,0.15,0.11,1.51,0.51,0.17,0.15,0.02,0.02,2.66,0.25,1.15,3.24,0.89,0.28,2.2,0.09,0.11,31.89,41.35,3.92,0.16,0.21,0.82,0.17,37.66,3.52,0.83,14.56,16.84,13.72,16.36,2.82,5.81,29.01,1.99,1.41,0.6,1.77,0.77,0.79,1.82,1.05,0.76,0.79,0.27,0.79,1.65,0.86,0.93,1.21,0.36,2.62,0.05,4.64,1.58,0.92,2.5,32.39,3.89,53.57,3.2,13.61,24.5,16.17,2.65,53.56,0.25,0.01,1.38,1.03,0.18,0.01,0.02,0.0,1.49,1.6,3.09,5.3,41.44,19.85,13.32,5.94,0.33,0.53
Braga,Europa League,8,7142.0,0.49,0.15,0.34,0.13,-0.02,0.03,0.33,1.03,3.23,0.37,0.6,1.55,0.08,0.28,0.1,0.05,1.31,0.48,0.16,0.15,0.01,0.01,2.24,0.11,1.0,3.15,0.81,0.11,1.55,0.08,0.12,39.85,49.78,3.99,0.1,0.42,1.06,0.08,45.47,4.23,1.32,16.96,19.57,18.07,21.25,3.7,6.3,36.65,1.68,1.2,0.48,1.99,0.97,0.95,2.09,1.18,0.93,0.84,0.32,0.96,1.85,0.89,1.02,1.15,0.35,2.34,0.04,4.33,1.45,0.95,2.39,40.59,3.94,61.28,3.26,18.45,29.79,13.76,2.23,61.27,0.21,0.06,1.13,1.2,0.09,0.0,0.0,0.0,1.26,1.44,2.7,3.44,29.09,20.06,14.2,4.7,0.31,0.46
Brentford,Premier League,38,34150.0,0.55,0.15,0.4,0.14,-0.01,0.02,0.7,1.84,4.09,0.34,0.6,1.57,0.13,0.09,0.17,0.11,1.14,0.46,0.16,0.15,0.01,0.02,2.02,0.29,0.86,2.77,0.85,0.24,1.78,0.09,0.11,31.78,40.36,3.57,0.18,0.17,0.76,0.15,36.99,3.22,0.66,14.99,17.33,13.51,16.23,2.66,4.85,26.99,1.58,1.0,0.56,1.65,0.7,0.77,1.66,0.99,0.75,0.59,0.32,0.82,1.55,0.73,0.75,1.26,0.52,2.67,0.06,4.23,1.44,0.79,2.23,31.89,3.53,51.64,4.71,17.08,21.09,13.99,2.6,51.62,0.16,0.0,0.84,0.89,0.17,0.0,0.02,0.01,1.63,1.49,3.13,2.82,55.17,14.79,13.52,5.47,0.32,0.51
Brest,Champions League,10,9000.0,0.52,0.21,0.32,0.19,-0.02,0.02,0.87,1.94,2.61,0.42,0.46,1.19,0.13,0.18,0.09,0.03,1.31,0.38,0.11,0.11,0.0,0.0,2.25,0.15,0.94,2.57,0.66,0.24,1.65,0.06,0.08,30.21,38.71,2.7,0.06,0.37,0.63,0.14,34.93,3.64,1.09,13.35,15.61,13.27,15.93,3.23,5.68,23.51,1.35,0.83,0.27,1.72,0.79,0.75,1.88,1.1,0.8,0.7,0.38,0.94,2.08,1.14,1.08,1.09,0.33,2.13,0.08,4.47,1.22,0.88,2.1,30.35,2.66,49.66,3.4,14.39,23.52,12.34,1.66,49.66,0.2,0.0,1.11,1.15,0.14,0.01,0.0,0.01,1.42,1.3,2.72,6.53,55.09,17.53,14.21,5.6,0.31,0.47
Brest,Ligue 1,34,30535.0,0.42,0.17,0.24,0.14,-0.03,0.03,0.66,1.6,2.84,0.42,0.66,1.44,0.1,0.17,0.15,0.09,1.21,0.45,0.13,0.11,0.02,0.03,2.14,0.25,0.89,2.71,0.56,0.19,1.89,0.08,0.08,34.92,43.72,3.23,0.12,0.39,0.86,0.11,39.88,3.72,1.17,15.28,17.55,15.22,17.84,3.56,6.07,28.73,1.39,1.03,0.34,1.44,0.62,0.72,1.93,1.25,0.85,0.75,0.32,0.9,1.71,0.81,0.93,1.07,0.31,2.46,0.04,4.23,1.49,0.73,2.22,35.24,3.2,54.84,3.38,16.36,26.39,12.57,1.9,54.81,0.19,0.01,1.26,1.2,0.12,0.03,0.01,0.01,1.56,1.5,3.06,4.99,48.79,20.56,14.18,5.31,0.31,0.48
Brighton,Premier League,38,34137.0,0.39,0.16,0.24,0.13,-0.02,0.02,0.34,1.06,3.52,0.34,0.22,1.15,0.08,0.13,0.17,0.11,1.39,0.48,0.16,0.14,0.02,0.02,2.45,0.3,0.99,3.08,0.89,0.23,1.86,0.09,0.11,38.78,46.83,4.05,0.2,0.2,0.81,0.11,42.87,3.85,1.09,19.3,21.44,15.82,18.25,2.78,4.86,33.94,2.15,1.52,0.69,2.1,0.89,1.01,1.86,1.14,0.76,0.78,0.32,0.92,1.85,0.92,0.83,1.15,0.32,1.93,0.06,4.11,1.53,0.91,2.44,38.61,4.01,58.42,3.65,15.81,27.1,16.22,2.86,58.4,0.19,0.01,1.15,1.08,0.12,0.02,0.02,0.01,1.34,1.22,2.55,2.78,48.39,18.6,13.66,5.67,0.3,0.54
Cagliari,Serie A,38,34113.0,0.4,0.15,0.26,0.15,-0.0,0.02,0.61,1.58,2.69,0.44,0.83,1.42,0.07,0.09,0.1,0.08,1.11,0.3,0.11,0.11,0.01,0.01,1.96,0.19,0.79,2.36,0.62,0.23,2.0,0.07,0.08,29.44,38.16,3.03,0.07,0.16,0.88,0.16,34.27,3.73,0.97,13.51,15.66,13.09,15.73,2.29,4.68,26.2,1.33,0.89,0.3,1.46,0.6,0.72,1.41,0.8,0.69,0.59,0.13,0.63,1.17,0.55,0.73,0.9,0.35,2.29,0.04,3.89,1.54,0.78,2.32,29.93,3.01,48.44,3.47,16.36,21.62,10.99,1.7,48.43,0.18,0.02,1.32,1.03,0.17,0.02,0.01,0.0,1.58,1.58,3.16,5.55,42.82,18.23,13.23,4.98,0.35,0.48
Celta Vigo,La Liga,38,34075.0,0.38,0.15,0.24,0.13,-0.02,0.02,0.18,0.64,2.17,0.55,0.7,1.32,0.07,0.13,0.15,0.11,1.17,0.44,0.14,0.12,0.02,0.02,2.08,0.26,0.9,3.76,0.79,0.14,1.32,0.08,0.1,44.65,53.26,4.38,0.24,0.39,0.96,0.17,49.18,3.91,1.15,19.37,21.53,20.89,23.4,3.41,5.66,38.07,1.87,1.32,0.58,1.66,0.67,0.82,1.47,0.9,0.68,0.57,0.21,0.76,1.52,0.77,0.74,0.91,0.24,2.12,0.07,3.82,1.47,0.78,2.25,45.46,4.36,63.27,3.13,17.05,32.02,14.72,2.19,63.24,0.22,0.02,1.22,1.14,0.18,0.01,0.02,0.01,0.96,1.16,2.12,6.78,34.24,18.21,14.5,5.05,0.31,0.52
Celtic,Champions League,10,8998.0,0.54,0.17,0.38,0.18,0.01,0.03,0.24,0.59,3.32,0.43,0.66,1.56,0.02,0.05,0.14,0.1,0.94,0.37,0.14,0.13,0.01,0.02,1.71,0.25,0.75,3.26,0.64,0.05,1.38,0.09,0.1,42.99,50.56,3.37,0.24,0.1,0.83,0.17,46.84,3.55,0.84,18.99,21.16,21.38,24.01,2.33,4.13,36.49,1.47,1.0,0.39,1.46,0.67,0.73,2.01,1.04,0.93,0.71,0.37,1.02,1.74,0.72,0.97,1.15,0.32,2.43,0.08,3.6,1.25,0.67,1.92,43.5,3.35,61.33,4.49,20.27,28.55,13.07,1.81,61.31,0.09,0.01,0.91,0.79,0.18,0.02,0.02,0.01,1.0,0.97,1.97,3.33,29.76,15.42,14.71,4.62,0.3,0.52
Cercle Brugge,Europa Conference League,8,7122.0,0.39,0.13,0.27,0.13,0.01,0.04,0.72,2.3,2.14,0.15,0.62,1.14,0.06,0.11,0.2,0.06,1.42,0.59,0.16,0.15,0.01,0.01,2.36,0.38,1.06,2.59,0.8,0.19,1.79,0.11,0.12,21.72,32.79,3.2,0.14,0.09,0.66,0.14,28.84,3.82,0.8,9.97,13.27,8.97,12.51,2.26,5.12,18.27,1.02,0.76,0.34,1.92,0.83,0.92,1.98,1.42,0.68,1.02,0.28,0.94,1.79,0.86,1.33,1.49,0.37,2.72,0.0,4.57,1.73,1.02,2.75,21.63,3.13,46.3,2.74,10.77,21.6,14.49,2.5,46.29,0.18,0.05,1.29,1.16,0.15,0.04,0.01,0.0,2.11,2.24,4.35,3.18,63.92,25.18,11.51,5.08,0.39,0.42
Chelsea,Europa Conference League,13,11699.0,0.39,0.08,0.32,0.11,0.03,0.04,0.11,0.38,3.54,0.59,0.29,0.85,0.12,0.09,0.32,0.22,1.68,0.79,0.24,0.22,0.02,0.02,2.92,0.53,1.29,4.15,1.19,0.21,1.33,0.13,0.16,61.05,67.64,4.99,0.24,0.22,0.78,0.15,64.29,3.21,0.98,29.8,31.67,26.54,28.49,3.3,4.85,52.74,2.48,1.78,0.9,2.08,0.95,0.98,1.2,0.82,0.42,0.43,0.35,0.52,1.04,0.52,0.74,0.9,0.27,1.39,0.06,3.82,1.14,0.84,1.98,61.38,4.92,76.78,3.33,18.17,39.7,19.46,3.27,76.76,0.12,0.02,0.86,0.95,0.15,0.0,0.02,0.0,0.7,0.57,1.27,3.71,25.58,17.11,14.48,4.63,0.28,0.53
Chelsea,Premier League,38,34144.0,0.41,0.11,0.29,0.12,0.01,0.03,0.28,1.2,3.51,0.55,0.26,1.11,0.13,0.16,0.16,0.12,1.56,0.54,0.18,0.17,0.01,0.01,2.78,0.28,1.2,3.85,0.91,0.19,1.75,0.1,0.14,44.82,52.41,4.2,0.21,0.23,0.8,0.15,48.39,3.86,1.16,20.55,22.48,20.31,22.58,3.05,5.15,35.52,2.27,1.3,0.84,2.06,0.86,0.89,1.55,0.98,0.64,0.64,0.27,0.72,1.41,0.69,0.71,0.94,0.27,1.77,0.08,4.03,1.23,0.78,2.01,44.62,4.15,62.45,3.31,15.95,29.95,17.13,2.94,62.44,0.25,0.01,1.14,1.16,0.17,0.01,0.01,0.0,1.03,1.03,2.06,5.0,36.21,17.93,14.45,5.43,0.29,0.52
Club Brugge,Champions League,12,10674.0,0.45,0.16,0.3,0.15,-0.01,0.03,0.49,1.09,3.42,0.33,0.42,1.25,0.1,0.07,0.09,0.06,1.02,0.36,0.1,0.08,0.02,0.02,1.85,0.15,0.83,2.64,0.56,0.12,1.02,0.07,0.06,38.77,45.34,2.96,0.19,0.39,0.63,0.1,42.19,3.04,0.81,16.74,18.52,18.49,20.27,3.18,5.26,27.57,1.21,0.78,0.33,1.11,0.44,0.57,1.6,0.95,0.86,0.56,0.18,0.91,1.75,0.84,0.86,0.89,0.28,2.15,0.07,3.79,1.1,0.54,1.64,38.97,2.93,54.59,4.05,18.9,25.5,10.62,1.5,54.57,0.15,0.02,0.88,0.8,0.1,0.03,0.01,0.02,0.86,0.89,1.75,2.87,33.93,15.79,15.33,4.72,0.3,0.48
Como,Serie A,38,34008.0,0.38,0.14,0.24,0.12,-0.02,0.02,0.4,1.07,3.36,0.43,0.26,1.15,0.08,0.17,0.12,0.1,1.37,0.47,0.12,0.11,0.0,0.01,2.42,0.21,1.07,2.98,0.74,0.16,1.5,0.07,0.09,39.28,47.14,3.64,0.14,0.25,0.94,0.17,42.74,4.23,1.35,19.51,21.48,15.9,18.08,2.64,4.73,34.81,1.74,1.23,0.53,1.64,0.7,0.76,1.75,1.09,0.8,0.69,0.27,0.8,1.55,0.75,0.74,0.92,0.24,2.02,0.04,3.92,1.52,0.95,2.48,39.5,3.63,57.68,3.15,16.48,27.66,14.07,2.09,57.68,0.23,0.02,1.33,1.36,0.17,0.02,0.0,0.0,1.23,1.29,2.51,3.93,34.48,19.86,13.51,5.0,0.31,0.49
Crystal Palace,Premier League,38,34125.0,0.4,0.13,0.27,0.13,-0.0,0.03,0.41,1.58,2.49,0.3,0.72,1.48,0.08,0.11,0.13,0.1,1.35,0.46,0.16,0.15,0.01,0.01,2.3,0.23,0.99,2.28,0.71,0.18,1.59,0.09,0.12,29.35,38.33,3.06,0.18,0.16,0.79,0.19,34.87,3.27,0.9,13.22,15.54,13.02,15.73,2.44,4.93,25.12,1.34,0.93,0.33,1.31,0.55,0.64,2.01,1.18,0.98,0.79,0.25,0.85,1.68,0.83,0.88,1.28,0.38,2.81,0.05,4.4,1.29,0.89,2.19,29.55,3.01,50.31,3.97,16.84,22.24,11.75,2.1,50.3,0.2,0.02,1.1,1.06,0.2,0.01,0.01,0.01,1.32,1.67,2.99,4.47,44.86,19.42,13.27,4.97,0.35,0.49
Dinamo Minsk,Europa Conference League,6,5390.0,0.5,0.22,0.27,0.19,-0.03,0.02,0.67,1.55,3.42,0.52,0.65,1.12,0.08,0.22,0.07,0.02,1.14,0.3,0.1,0.08,0.02,0.02,1.89,0.12,0.8,2.35,0.7,0.23,2.35,0.05,0.06,26.95,36.78,3.27,0.07,0.22,0.75,0.15,33.21,3.42,0.75,11.82,14.39,11.79,14.76,2.74,5.68,22.34,1.52,1.0,0.23,1.79,0.83,0.88,1.65,1.09,0.73,0.53,0.38,0.7,1.27,0.57,1.25,1.02,0.23,2.19,0.07,3.79,1.4,0.95,2.35,27.48,3.27,47.77,2.44,13.58,22.41,12.37,1.84,47.76,0.25,0.02,1.67,0.9,0.17,0.07,0.02,0.02,1.72,2.05,3.77,4.97,54.58,18.25,13.06,5.47,0.33,0.49
Dinamo Zagreb,Champions League,8,7200.0,0.57,0.24,0.34,0.24,0.0,0.02,0.55,1.62,2.52,0.24,0.84,1.64,0.04,0.04,0.15,0.12,0.94,0.3,0.08,0.08,0.0,0.0,1.68,0.29,0.74,1.89,0.59,0.15,1.32,0.06,0.06,26.4,33.7,2.33,0.1,0.25,0.92,0.16,30.5,3.04,0.8,12.26,14.3,11.29,13.08,2.06,4.15,23.06,1.5,1.15,0.31,1.69,0.85,0.7,2.0,1.2,1.23,0.59,0.19,1.09,2.1,1.01,1.05,1.23,0.42,2.84,0.04,3.95,1.58,1.04,2.61,26.84,2.29,45.28,4.55,16.55,19.77,9.55,1.52,45.28,0.22,0.0,1.05,0.99,0.19,0.05,0.0,0.0,1.01,1.18,2.19,3.27,44.86,12.93,13.24,5.84,0.33,0.48
Djurgården,Europa Conference League,12,11083.0,0.32,0.12,0.22,0.1,-0.03,0.02,0.33,1.14,2.4,0.31,0.67,1.47,0.07,0.12,0.15,0.1,1.35,0.51,0.13,0.12,0.01,0.01,2.26,0.28,0.98,2.86,0.71,0.09,1.28,0.11,0.1,35.28,43.4,3.71,0.13,0.15,0.71,0.18,39.83,3.39,1.06,17.82,20.09,14.19,16.4,2.06,4.21,31.73,1.52,1.47,0.38,1.59,0.71,0.82,1.63,0.97,0.67,0.74,0.22,0.86,1.5,0.64,0.84,1.14,0.38,2.78,0.05,4.27,1.47,0.94,2.41,35.67,3.66,55.14,3.53,14.87,26.72,14.26,2.1,55.13,0.23,0.01,1.38,1.18,0.18,0.0,0.0,0.02,1.06,1.11,2.18,4.19,44.64,20.41,12.98,5.2,0.34,0.47
Dortmund,Bundesliga,34,30416.0,0.41,0.15,0.26,0.15,0.0,0.02,0.36,1.09,3.53,0.38,0.38,1.31,0.07,0.14,0.2,0.17,1.41,0.46,0.18,0.17,0.01,0.02,2.52,0.36,1.09,3.97,0.96,0.25,2.07,0.14,0.14,47.43,56.21,4.62,0.2,0.28,0.95,0.12,52.03,4.06,1.03,22.3,24.52,20.68,23.14,3.43,5.77,40.49,2.07,1.54,0.65,2.2,1.0,0.99,1.55,0.94,0.69,0.58,0.28,0.77,1.46,0.68,0.73,1.11,0.3,2.08,0.04,4.18,1.49,0.91,2.39,47.65,4.6,67.51,3.3,16.53,34.06,17.52,2.71,67.49,0.21,0.03,0.98,1.01,0.13,0.01,0.01,0.0,1.39,1.24,2.62,3.11,46.26,19.2,14.19,4.96,0.3,0.51
Dortmund,Champions League,14,12600.0,0.41,0.14,0.29,0.13,-0.01,0.04,0.31,0.91,3.24,0.46,0.36,0.95,0.06,0.15,0.22,0.13,1.36,0.54,0.2,0.15,0.05,0.06,2.56,0.41,1.09,3.73,0.97,0.29,1.8,0.12,0.13,42.64,50.47,4.0,0.16,0.38,0.88,0.22,46.51,3.74,0.92,21.24,23.49,16.99,18.81,3.11,5.21,38.04,1.85,1.32,0.61,2.0,0.98,0.88,1.92,1.14,0.93,0.68,0.31,1.01,1.96,0.95,0.92,1.09,0.31,1.7,0.08,4.49,1.36,0.89,2.24,42.81,3.97,61.12,3.38,16.44,29.87,15.41,2.61,61.06,0.17,0.0,1.23,0.92,0.24,0.0,0.06,0.01,0.99,0.92,1.91,3.71,34.29,18.28,13.83,4.72,0.32,0.51
Dynamo Kyiv,Europa League,8,7107.0,0.73,0.23,0.49,0.24,0.02,0.01,0.41,1.39,3.34,0.54,0.49,1.65,0.04,0.09,0.06,0.05,0.87,0.28,0.06,0.06,0.0,0.0,1.66,0.11,0.7,2.93,0.79,0.19,1.44,0.05,0.05,39.66,48.01,3.41,0.05,0.23,0.96,0.18,43.93,3.9,1.13,17.77,19.92,17.34,19.91,3.17,5.08,33.41,1.58,1.39,0.42,1.71,0.7,0.89,1.57,0.98,0.87,0.58,0.11,0.77,1.57,0.8,0.99,1.25,0.46,2.6,0.08,4.36,1.27,0.99,2.25,39.61,3.41,58.89,4.36,19.19,26.54,13.71,1.99,58.89,0.23,0.03,1.05,1.14,0.19,0.04,0.0,0.0,1.05,1.37,2.42,5.57,44.95,17.9,14.01,5.42,0.28,0.5
Eint Frankfurt,Bundesliga,34,30585.0,0.48,0.14,0.34,0.14,0.01,0.03,0.38,1.26,3.12,0.46,0.51,1.56,0.12,0.14,0.2,0.14,1.41,0.51,0.2,0.18,0.01,0.01,2.49,0.34,1.04,3.01,0.91,0.16,1.59,0.12,0.13,38.33,46.78,3.96,0.14,0.19,0.89,0.15,42.95,3.68,0.96,18.7,20.77,15.88,18.42,2.61,4.9,33.56,1.72,1.26,0.55,1.79,0.86,0.8,1.67,1.0,0.79,0.64,0.24,0.82,1.49,0.67,0.84,1.25,0.38,2.86,0.06,4.16,1.65,0.77,2.42,38.53,3.93,58.82,4.22,17.69,28.08,13.59,2.56,58.8,0.16,0.01,1.0,0.89,0.17,0.01,0.01,0.0,1.34,1.28,2.62,4.35,38.42,17.87,13.38,4.87,0.33,0.5
Eint Frankfurt,Europa League,12,10800.0,0.42,0.12,0.31,0.12,0.0,0.02,0.35,1.09,2.85,0.39,0.61,1.6,0.14,0.08,0.18,0.12,1.27,0.5,0.14,0.12,0.02,0.02,2.27,0.29,0.97,3.69,0.98,0.2,1.47,0.09,0.1,44.22,52.83,4.33,0.22,0.12,0.81,0.14,49.3,3.39,0.85,22.84,25.41,16.38,18.68,2.56,4.56,43.57,1.32,1.39,0.42,1.55,0.57,0.88,1.98,1.08,0.92,0.73,0.33,0.87,1.67,0.8,1.08,1.23,0.32,2.69,0.03,4.1,1.59,0.9,2.49,44.52,4.29,65.17,3.78,17.5,32.29,15.88,2.27,65.15,0.18,0.0,1.07,0.78,0.14,0.01,0.01,0.01,1.66,1.42,3.08,4.04,40.79,16.69,12.85,4.49,0.33,0.46
Elfsborg,Europa League,8,7195.0,0.58,0.18,0.43,0.17,-0.0,0.04,0.49,2.28,2.65,0.4,0.85,2.18,0.11,0.06,0.11,0.09,0.65,0.21,0.09,0.07,0.03,0.03,1.05,0.16,0.41,1.68,0.44,0.13,0.86,0.05,0.05,20.39,28.22,2.2,0.08,0.14,0.88,0.15,25.21,2.86,0.54,8.77,10.72,8.84,10.95,1.99,4.28,18.56,0.88,0.76,0.21,1.69,0.68,0.93,1.83,1.13,0.91,0.71,0.2,0.99,2.23,1.24,1.33,1.43,0.6,3.19,0.01,4.58,1.35,0.88,2.23,20.3,2.2,40.35,5.24,16.47,16.61,7.89,1.23,40.33,0.16,0.01,1.26,0.69,0.18,0.01,0.0,0.01,1.04,1.26,2.3,6.33,57.01,17.24,12.58,5.38,0.37,0.43
Empoli,Serie A,38,34053.0,0.42,0.16,0.26,0.13,-0.02,0.02,0.53,1.73,2.92,0.33,0.44,1.47,0.1,0.05,0.08,0.06,0.97,0.28,0.08,0.08,0.01,0.01,1.67,0.13,0.71,2.01,0.56,0.19,1.64,0.04,0.06,24.63,33.41,2.68,0.09,0.19,0.82,0.14,28.99,4.27,1.07,10.33,12.52,11.06,13.65,2.34,4.88,20.27,1.13,0.75,0.27,1.33,0.56,0.63,1.82,1.05,0.83,0.77,0.22,0.82,1.43,0.61,0.85,1.05,0.36,2.77,0.04,3.78,1.56,0.92,2.49,24.48,2.65,44.63,3.22,13.63,21.33,10.2,1.49,44.62,0.17,0.02,1.5,1.2,0.15,0.01,0.01,0.0,1.5,1.87,3.38,4.32,49.54,17.78,12.92,5.13,0.35,0.46
Espanyol,La Liga,38,34189.0,0.51,0.13,0.37,0.15,0.02,0.02,0.51,1.38,2.74,0.52,0.57,1.76,0.17,0.09,0.1,0.07,0.92,0.26,0.09,0.08,0.01,0.01,1.64,0.18,0.67,1.97,0.53,0.21,1.63,0.05,0.06,25.48,33.53,2.63,0.13,0.24,0.75,0.15,29.83,3.55,0.94,10.69,12.52,11.61,13.88,2.6,5.19,22.59,1.31,0.95,0.29,1.44,0.58,0.7,1.68,1.05,1.0,0.55,0.13,0.82,1.6,0.79,0.83,1.14,0.41,2.93,0.04,3.5,1.47,0.63,2.11,26.23,2.61,44.9,4.0,15.97,20.05,9.43,1.44,44.89,0.23,0.0,1.31,1.12,0.16,0.02,0.01,0.0,1.24,1.32,2.57,6.31,48.48,15.77,13.67,5.61,0.35,0.52
Everton,Premier League,38,34174.0,0.43,0.12,0.31,0.13,0.01,0.03,0.8,2.12,3.57,0.42,0.61,1.47,0.08,0.15,0.1,0.07,1.06,0.37,0.11,0.11,0.01,0.01,1.84,0.17,0.78,2.45,0.67,0.24,1.8,0.06,0.08,27.25,35.18,2.74,0.08,0.2,0.78,0.19,31.81,3.18,0.62,12.87,14.9,10.92,13.13,2.85,5.1,22.51,1.28,0.96,0.31,1.67,0.75,0.8,1.93,1.14,0.96,0.71,0.26,0.89,1.72,0.83,0.91,1.03,0.36,2.79,0.06,3.92,1.38,1.03,2.4,27.49,2.69,46.61,3.54,13.93,20.69,12.54,1.93,46.61,0.2,0.01,1.13,0.99,0.21,0.01,0.0,0.0,1.6,1.48,3.09,4.6,48.68,19.15,13.58,5.27,0.33,0.48
FC Copenhagen,Europa Conference League,10,9300.0,0.44,0.15,0.29,0.15,0.01,0.01,0.29,1.11,3.35,0.36,0.34,0.91,0.07,0.06,0.13,0.05,1.3,0.39,0.16,0.13,0.04,0.04,2.39,0.22,0.91,4.21,0.81,0.22,1.7,0.1,0.09,46.54,55.34,4.18,0.22,0.27,0.88,0.13,51.75,3.46,1.05,19.26,22.12,22.35,24.99,3.76,5.64,39.04,1.92,1.33,0.5,1.65,0.72,0.82,1.73,1.11,0.64,0.81,0.28,0.79,1.53,0.74,0.86,1.09,0.27,1.65,0.08,4.27,1.23,0.76,1.99,46.52,4.16,65.61,2.62,16.73,33.86,15.65,2.25,65.57,0.23,0.0,1.22,1.12,0.13,0.0,0.04,0.0,1.62,1.62,3.23,3.47,33.07,20.75,14.68,5.08,0.29,0.48
