Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won
Adrian Cieślewicz,pl POL,MF,33,1990,4,0,50,0,0.0,0,0,0,0,1,0,13,17,8,10,4,5,1,2,0,0.0,0.2,1,1,2,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,7,7,1,18,1,1,12,3,0,1,0,0,14,3,0,0,0,0,1,0,0,0,0,2,1,2,3,0,12,1,4,0
Adrian Niño,es ESP,FW,20,2004,1,0,12,0,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0
Adrian Rodriguez,es ESP,GK,23,2000,2,1,122,0,0.0,0,0,0,0,0,0,19,50,1,1,0,0,18,48,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,58,45,55,3,0,0,58,0,0,19,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Skogmar,se SWE,DF,18,2005,2,1,99,0,0.0,1,0,0,0,3,0,19,27,12,12,6,11,1,2,0,0.1,0.0,1,2,0,0,3,4,3,3,3,3,2,1,0,1,1,0,1,0,2,0,36,5,10,17,10,2,36,1,1,18,4,1,1,0,1,19,3,0,0,0,0,2,0,0,0,0,1,0,3,3,1,13,3,3,4
Adrian Șut,ro ROU,MF,25,1999,11,10,879,2,0.9,14,4,0,0,11,2,297,381,138,154,116,139,33,62,0,0.0,0.3,2,25,6,0,32,2,32,7,14,7,2,9,3,6,14,8,20,10,22,0,491,27,169,249,75,8,491,12,6,232,2,1,1,6,9,292,7,2,0,0,9,7,1,0,0,0,49,10,8,18,15,48,13,15,13
Adriano Bregou,gr GRE,MF,18,2006,1,0,2,0,0.0,0,0,0,0,0,0,2,3,1,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,3,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Adrien Rabiot,fr FRA,MF,29,1995,29,27,2485,9,7.3,48,22,0,0,66,11,1309,1543,776,849,430,500,38,67,4,3.8,3.8,28,147,24,5,168,79,168,174,49,31,17,21,11,19,32,13,21,21,32,0,1822,36,227,967,644,100,1822,50,26,1096,79,52,16,52,31,1445,174,4,0,0,53,33,12,0,1,0,124,34,26,60,83,595,77,145,50
Adrien Tameze,cm CMR,MF,30,1994,20,9,649,0,0.4,7,3,0,0,8,0,259,301,124,144,112,121,14,19,0,0.8,0.7,6,10,6,1,23,16,23,21,5,2,2,3,0,1,10,9,8,10,8,1,368,15,89,180,99,13,368,15,4,214,16,9,0,10,3,257,21,3,0,0,8,4,0,0,1,0,25,11,8,19,13,81,8,20,3
Adrien Thomasson,fr FRA,MF,30,1993,33,31,2615,3,5.9,41,11,0,0,109,11,1318,1612,696,790,472,561,97,142,7,6.0,5.2,56,99,29,7,149,30,149,138,90,47,42,25,23,52,95,43,48,19,28,2,1995,52,333,1028,650,112,1995,60,26,1056,30,34,9,67,41,1361,138,7,0,0,51,48,7,0,1,0,206,17,45,62,108,455,120,157,99
Adrien Truffert,fr FRA,MF,22,2001,33,31,2752,2,2.4,23,10,0,0,76,8,1263,1601,669,743,490,620,70,144,2,3.2,4.0,39,56,39,20,104,69,104,243,61,36,27,21,13,32,48,16,44,27,56,1,1906,71,455,791,674,57,1906,44,16,971,69,45,15,36,25,1186,243,3,0,0,25,34,4,0,0,0,139,27,27,54,61,659,84,131,68
Adrià Altimira,es ESP,MF,23,2001,22,19,1630,0,0.3,7,2,0,0,21,1,483,615,255,292,186,237,34,61,0,0.5,0.7,11,34,10,2,42,23,42,69,41,24,26,12,3,24,40,16,15,15,54,2,826,57,248,380,209,8,826,31,10,370,23,23,4,28,7,432,69,6,0,0,27,28,3,0,1,0,71,12,19,31,35,203,22,24,48
Adrià Pedrosa,es ESP,DF,26,1998,31,27,2298,1,0.9,24,7,0,0,47,4,886,1196,432,475,380,482,60,178,1,1.6,1.7,20,66,22,10,79,41,79,96,56,32,34,16,6,31,54,23,43,24,85,0,1526,90,533,634,373,21,1526,37,17,617,41,49,6,37,15,826,96,7,0,0,38,19,3,0,0,0,100,11,28,39,52,312,51,59,63
Adrián,es ESP,GK,37,1987,26,26,2340,0,0.0,0,0,0,0,0,0,649,835,105,107,364,369,179,350,0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,18,3,889,754,888,1,0,0,889,0,0,534,0,0,0,1,0,416,0,3,0,0,0,5,0,0,0,0,28,3,2,5,1,0,0,0,0
Adrián Diéguez,es ESP,DF,28,1996,5,5,449,0,0.0,2,0,0,0,3,0,283,331,96,105,151,163,33,52,0,0.2,0.1,1,15,1,0,17,4,17,1,9,4,7,2,0,6,9,3,4,5,21,1,381,33,159,211,12,1,381,0,0,243,4,4,0,2,1,266,1,0,1,0,5,3,0,0,0,1,16,11,4,15,3,23,3,2,10
Adrián Marín,es ESP,DF,27,1997,4,2,174,0,0.1,1,0,0,0,2,0,95,130,52,60,37,46,6,17,0,0.2,0.0,1,7,1,1,7,1,7,7,6,2,3,2,1,4,8,4,5,0,7,0,154,5,59,76,19,2,154,0,0,79,1,2,0,3,0,88,7,0,0,0,3,0,0,0,0,0,5,3,3,6,3,22,2,4,6
Adryelson,br BRA,DF,26,1998,3,2,181,0,0.1,2,1,0,0,1,0,109,129,43,49,63,71,2,5,0,0.0,0.0,0,0,1,0,7,2,7,1,3,3,2,1,0,1,1,0,5,2,16,0,157,18,78,67,12,4,157,0,0,84,2,0,0,0,0,102,1,1,0,0,3,0,0,0,0,0,7,15,4,19,0,11,1,5,4
Adu Ares,es ESP,FW,22,2001,1,0,19,0,0.0,0,0,0,0,1,0,5,9,3,5,2,3,0,0,0,0.0,0.0,0,0,1,0,3,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0,11,0,2,3,6,1,11,1,0,8,1,1,0,0,2,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,1,2,0
Afimico Pululu,0,FW,25,1999,12,12,996,8,5.0,20,9,1,2,30,6,131,197,76,103,38,47,4,7,1,2.3,0.8,13,7,7,0,23,13,23,72,8,5,1,6,1,4,8,4,3,1,3,0,321,5,20,146,159,52,319,35,14,200,13,9,9,40,23,242,72,1,0,0,34,35,12,0,0,0,29,17,29,46,63,180,36,68,9
Afonso Bastardo,pt POR,MF,19,2005,1,0,35,0,0.0,1,0,0,0,1,0,13,15,6,7,5,5,2,3,0,0.0,0.0,0,3,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,10,6,0,18,2,0,15,1,2,0,1,1,17,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,1,0,0
Aguibou Camara,gn GUI,MO,23,2001,7,2,266,0,0.5,6,2,0,0,4,0,96,113,54,55,32,37,5,10,0,0.0,0.1,1,7,2,1,10,5,10,5,10,5,8,0,2,7,12,5,6,5,8,0,162,7,45,71,48,5,162,3,0,85,5,4,0,5,4,96,5,0,0,0,3,5,0,0,0,0,13,2,3,5,9,25,4,8,12
Agustín Doffo,ar ARG,MF,29,1995,7,7,629,0,0.2,7,0,0,0,14,1,241,309,114,136,94,111,20,34,0,0.7,0.6,10,29,7,1,40,10,40,18,32,18,14,10,8,8,19,11,8,10,18,0,424,18,109,228,97,9,424,22,10,224,10,8,2,14,9,234,18,1,0,0,16,20,1,0,0,0,67,7,10,17,23,86,15,19,26
Ahmed Qasem,se SWE,MO,21,2003,8,8,663,1,0.8,6,1,0,0,4,1,106,148,63,85,24,32,7,10,0,0.2,0.8,1,8,1,0,11,8,11,20,10,7,2,7,1,6,19,13,9,4,6,0,236,17,54,114,72,14,236,12,5,123,8,5,3,25,16,144,20,1,0,0,11,7,3,0,1,0,28,11,17,28,41,59,5,18,13
Ahmet Muhamedbegovic,at AUT,DF,25,1998,8,6,630,0,0.3,6,1,0,0,9,1,445,499,117,130,251,262,74,100,0,0.1,0.1,2,36,1,0,40,5,40,2,6,5,5,1,0,1,3,2,12,11,43,1,588,72,265,297,29,5,588,1,0,360,5,6,0,4,0,415,2,1,0,0,6,6,0,0,0,0,25,17,13,30,4,49,10,6,6
Ahmetcan Kaplan,tr TUR,DF,21,2003,3,1,197,0,0.0,0,0,0,0,0,0,80,94,39,45,35,37,5,9,0,0.0,0.0,0,3,0,0,2,2,2,2,4,2,3,1,0,2,3,1,3,0,14,0,118,32,65,49,5,2,118,0,0,63,2,1,1,1,0,71,2,1,0,0,2,1,0,0,0,0,5,4,8,12,1,8,0,3,4
Aihen Muñoz,es ESP,DF,26,1997,29,21,1726,0,0.30000000000000004,8,0,0,0,23,0,692,950,367,403,268,357,41,133,0,0.5,0.7,9,55,9,8,60,39,60,43,36,20,21,10,5,23,41,18,13,21,71,0,1154,66,365,526,269,4,1154,23,11,548,39,32,3,16,6,618,43,8,1,1,30,22,0,0,1,0,76,32,29,61,22,185,23,24,43
Aimar Oroz,es ESP,MF,22,2001,37,35,2966,5,4.2,47,15,1,1,92,8,924,1128,489,556,342,407,66,90,4,2.9,3.5,41,91,36,5,163,74,163,142,35,19,16,13,6,14,46,32,29,20,10,0,1432,13,174,682,607,73,1431,101,49,913,74,73,17,58,55,1038,142,8,0,0,28,64,5,0,0,0,164,18,22,40,113,521,100,131,33
Aimen Moueffek,fr FRA,MF,23,2001,22,13,1039,0,1.1,10,2,0,0,21,3,336,396,201,224,112,129,12,21,1,1.1,1.0,10,39,8,1,43,20,43,31,20,12,3,11,6,10,23,13,20,5,26,1,554,35,112,301,150,25,554,24,11,302,20,13,4,34,13,350,31,2,0,0,20,7,3,0,0,0,59,9,17,26,47,125,24,38,22
Aingeru Olabarrieta,es ESP,FW,18,2005,2,1,83,0,0.0,1,0,0,0,0,0,13,24,8,12,4,6,0,2,0,0.0,0.0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,2,2,1,0,36,1,5,16,16,0,36,5,1,18,2,2,0,0,2,24,3,0,0,0,1,0,0,0,0,0,7,1,0,1,2,9,0,0,0
Ainsley Maitland-Niles,eng ENG,DF,26,1997,43,30,2944,1,4.3,35,10,0,0,75,9,1642,1903,938,1018,572,652,81,127,7,4.4,3.8000000000000003,37,103,40,7,148,50,148,153,101,67,48,35,18,67,106,39,46,33,89,6,2289,113,712,990,598,88,2289,62,31,1253,50,38,14,38,26,1432,153,3,0,0,21,21,4,0,1,0,153,25,25,50,64,504,84,149,134
Aitor Fernández,es ESP,GK,33,1991,1,1,90,0,0.0,0,0,0,0,0,0,29,45,0,0,10,10,19,35,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50,45,50,0,0,0,50,0,0,27,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Aitor Paredes,es ESP,DF,24,2000,33,29,2627,4,2.8,11,5,0,0,16,4,1273,1492,292,324,831,885,147,268,1,0.4,0.30000000000000004,4,86,2,0,101,7,101,2,24,18,15,8,1,14,22,8,31,35,154,4,1780,174,904,854,32,16,1780,2,1,950,7,6,0,9,1,1124,2,4,1,1,30,9,0,0,1,0,98,45,47,92,10,112,20,18,32
Aitor Ruibal,es ESP,MF,28,1996,42,21,2138,1,1.3,24,5,0,0,59,8,920,1153,460,501,359,433,66,135,5,3.4,2.8,29,74,25,9,105,34,105,118,56,39,38,10,8,41,69,28,37,33,62,1,1444,67,417,625,425,54,1444,42,22,754,34,40,10,43,25,841,118,10,0,0,21,25,5,0,0,0,115,17,21,38,68,375,67,98,80
Akor Adams,ng NGA,FW,24,2000,19,14,1209,3,4.7,28,13,0,0,25,5,132,206,81,113,39,58,6,15,1,1.0,0.1,12,11,1,0,11,11,11,50,4,3,1,2,1,3,4,1,3,1,6,1,285,6,23,136,129,50,285,15,8,131,11,5,7,18,14,194,50,2,0,0,18,8,17,2,0,0,28,34,37,71,32,122,30,58,6
Alaa Ghram,tn TUN,DF,23,2001,2,2,135,0,0.0,0,0,0,0,0,0,55,67,18,20,26,29,7,11,0,0.0,0.0,0,1,0,0,1,0,1,0,5,2,5,0,0,4,6,2,8,6,10,1,97,27,71,26,0,0,97,1,1,42,0,1,1,1,0,49,0,1,0,0,3,2,0,0,1,0,5,2,2,4,1,1,0,1,6
Alan Forrest,sct SCO,MO,27,1996,6,6,420,1,0.4,6,3,0,0,6,0,101,155,41,54,45,64,7,14,0,0.4,0.2,2,6,2,0,12,15,12,34,11,5,1,5,5,7,12,5,10,1,1,0,208,1,23,106,85,12,208,13,8,130,15,11,2,10,13,141,34,0,0,0,2,1,1,0,0,0,24,3,11,14,23,95,6,16,12
Alan Matturro,uy URU,DF,19,2004,13,9,900,0,0.2,4,3,0,0,9,0,280,359,72,89,181,205,25,50,0,0.2,0.3,3,10,4,2,15,12,15,9,11,6,6,5,0,3,14,11,10,14,38,0,458,51,243,170,47,9,458,5,3,218,12,5,1,6,3,260,9,2,0,0,10,5,2,0,1,0,26,16,16,32,9,45,9,16,9
Alan Minda,ec ECU,MO,21,2003,6,5,317,1,0.4,5,4,0,0,7,3,52,65,25,29,23,28,2,3,0,0.6,0.5,4,6,4,2,7,7,7,23,0,0,0,0,0,0,1,1,2,1,0,0,100,1,2,29,72,14,100,8,5,63,7,4,3,15,7,67,23,0,0,0,0,2,1,0,0,0,12,3,4,7,22,60,10,23,0
Alan Varela,ar ARG,MF,23,2001,9,9,735,0,0.2,4,1,0,0,22,1,368,429,155,168,167,189,37,58,0,0.5,0.8,10,38,4,0,35,9,35,6,17,12,5,11,1,9,14,5,13,14,12,0,502,24,117,295,94,5,502,2,1,303,9,12,0,11,2,335,6,2,0,0,6,11,0,0,0,0,37,4,12,16,13,56,23,9,21
Alan Virginius,fr FRA,MO,21,2003,7,2,298,0,0.1,3,0,0,0,10,2,46,51,30,33,12,12,2,2,1,0.2,0.1,4,1,2,2,1,7,1,21,3,1,1,1,1,2,3,1,5,0,2,0,86,5,16,31,41,11,86,12,6,56,7,1,5,9,2,62,21,0,0,0,3,3,1,0,0,0,8,0,0,0,11,50,12,20,3
Alassane Pléa,fr FRA,MO,31,1993,30,24,1902,11,7.4,41,12,1,1,72,14,573,795,309,372,190,256,48,76,4,3.1,3.3,25,80,35,8,116,51,116,141,7,3,0,2,5,4,13,9,11,2,7,1,979,3,81,494,412,77,978,43,17,601,51,31,14,40,22,773,141,3,0,0,17,33,8,1,0,0,66,15,32,47,62,449,86,134,7
Alban Lafont,fr FRA,GK,25,1999,12,12,1080,0,0.0,0,0,0,0,2,0,256,367,41,41,147,147,68,177,0,0.0,0.0,2,10,0,0,0,0,0,0,1,1,1,0,0,1,1,0,2,0,8,1,408,334,401,7,0,0,408,0,0,228,0,0,0,0,0,212,0,1,0,0,0,0,0,0,0,0,11,5,0,5,0,0,2,0,2
Albert Grønbaek,dk DEN,MO,23,2001,20,11,956,2,1.6,24,9,0,0,31,5,168,265,102,129,45,71,13,34,1,1.0,0.9,20,11,13,0,31,24,31,61,25,12,11,8,6,13,38,25,10,4,7,0,424,7,57,160,213,43,424,41,11,236,24,15,13,38,19,271,61,1,0,0,10,11,0,0,0,0,30,6,11,17,57,177,36,69,25
Albert Guðmundsson,is ISL,MO,27,1997,32,21,1733,8,5.8,30,16,3,3,55,6,602,712,332,360,206,240,23,42,1,3.2,2.7,25,51,8,2,54,46,54,84,15,6,4,6,5,9,20,11,7,6,10,1,872,10,103,472,307,47,869,38,20,592,46,35,14,36,18,661,84,2,0,0,19,21,5,1,0,0,69,4,14,18,54,268,61,71,15
Albert Posiadala,pl POL,GK,21,2003,6,6,540,0,0.0,0,0,0,0,1,1,146,183,30,30,84,86,32,66,0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,193,149,192,1,0,0,193,1,1,97,0,0,0,2,0,105,0,0,0,0,0,1,0,0,0,0,18,0,0,0,2,0,2,0,0
Albert Sambi Lokonga,be BEL,MF,24,1999,22,16,1471,0,0.9,13,5,0,0,35,3,799,894,414,440,313,342,57,85,2,1.0,0.9,19,81,8,0,93,24,93,20,22,15,10,9,3,10,14,4,13,9,24,3,1018,42,262,596,162,17,1018,10,4,533,24,14,1,19,13,746,20,4,0,0,22,21,0,0,0,0,69,28,14,42,32,157,38,26,25
Albert Vallci,at AUT,DF,29,1995,5,4,425,0,0.1,4,1,0,0,4,0,258,313,73,83,139,156,39,64,0,0.0,0.0,1,17,0,0,24,1,24,2,8,3,5,3,0,6,9,3,5,3,13,1,360,39,200,149,12,9,360,1,1,200,1,0,0,4,2,238,2,2,0,0,3,4,0,0,0,0,17,17,9,26,6,29,4,9,9
Alberto Cerri,it ITA,FW,28,1996,5,0,87,0,1.0,4,1,0,0,1,0,15,23,10,16,2,4,1,1,0,0.0,0.1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,1,0,36,1,4,12,21,9,36,0,0,20,0,0,1,2,3,29,11,0,0,0,3,1,2,0,0,0,3,4,4,8,5,22,1,10,0
Alberto Dossena,it ITA,DF,25,1998,23,20,1825,0,0.8,12,3,0,0,11,2,894,1020,310,336,507,547,65,110,2,0.7,0.4,5,33,1,0,36,4,36,1,33,20,23,8,2,16,28,12,22,22,89,1,1220,173,677,517,31,20,1220,6,4,693,4,1,0,8,3,776,1,1,1,0,22,16,0,0,2,0,68,59,24,83,11,42,13,21,36
Alberto Grassi,it ITA,MF,29,1995,28,27,2203,1,1.0,11,4,0,0,27,2,634,850,261,320,314,388,40,91,0,0.8,0.7,7,65,7,0,74,18,74,24,39,21,16,18,5,14,22,8,22,33,43,1,1058,67,290,615,166,26,1058,12,5,441,18,12,1,26,18,542,24,8,0,0,28,34,1,1,0,0,124,29,21,50,44,140,29,34,35
Alberto Manzoni,it ITA,MF,19,2005,1,0,6,0,0.1,1,0,0,0,1,0,11,12,5,6,6,6,0,0,0,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,10,1,0,14,0,0,8,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
Alberto Marí,es ESP,FW,23,2001,1,0,7,0,0.0,0,0,0,0,1,0,2,4,1,1,1,1,0,1,0,0.0,0.0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,4,0,0,2,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0
Alberto Moleiro,es ESP,MO,20,2003,35,32,2714,6,5.6,68,24,0,0,106,6,845,1039,520,591,261,318,37,61,1,3.3,3.6,41,75,29,5,116,97,116,179,27,12,12,14,1,18,48,30,24,18,8,0,1416,4,153,682,607,102,1416,150,64,946,97,71,28,76,48,1097,179,5,0,0,31,40,2,0,0,0,132,5,22,27,124,571,112,164,30
Alberto Moreno,es ESP,DF,32,1992,24,21,1727,0,0.4,14,6,0,0,36,2,893,1082,383,420,417,475,76,140,0,1.2,1.6,19,63,23,12,81,23,81,58,25,11,17,8,0,12,26,14,12,14,40,2,1224,58,391,563,283,17,1224,7,3,722,23,30,4,18,3,805,58,4,0,0,17,14,1,0,0,0,74,11,20,31,21,220,38,56,23
Alberto Paleari,it ITA,GK,31,1992,1,1,90,0,0.0,0,0,0,0,0,0,28,32,10,10,6,6,12,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,37,29,37,0,0,0,37,0,0,23,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Alberto Risco,es ESP,MO,18,2005,5,0,69,0,0.2,4,1,0,0,6,0,25,34,15,18,6,8,2,4,0,0.1,0.2,4,1,4,3,3,3,3,6,4,4,2,0,2,1,6,5,2,0,0,0,57,0,7,17,34,5,57,6,1,32,3,3,2,5,4,33,6,0,0,0,1,2,0,0,0,0,5,1,3,4,9,18,6,14,5
Alberto costa,pt POR,DF,20,2003,13,7,717,1,1.0,14,2,0,0,22,1,315,392,175,199,115,141,13,24,1,0.7,0.30000000000000004,6,19,4,0,24,19,24,46,27,21,14,8,5,16,19,3,12,15,26,0,522,30,163,202,163,27,522,23,15,259,19,9,7,15,6,282,46,5,0,0,12,5,0,0,0,0,43,14,9,23,21,135,23,38,37
Albian Hajdari,ch SUI,DF,21,2003,7,7,629,1,0.6,6,2,0,0,6,1,403,461,140,148,226,237,34,68,0,0.4,0.2,1,25,1,0,21,1,21,2,8,4,5,3,0,2,8,6,13,17,37,1,552,89,321,214,17,8,552,2,2,300,1,3,1,1,2,372,2,4,1,0,10,7,0,0,2,0,23,11,8,19,3,26,7,10,6
Albion Rrahmani,xk KVX,FW,23,2000,6,4,325,1,0.3,3,1,0,0,8,1,47,70,20,31,16,21,5,5,0,0.3,0.1,2,6,2,0,7,3,7,17,4,1,0,1,3,2,3,1,4,1,1,0,108,1,15,57,36,5,108,7,2,57,3,1,1,10,4,64,17,0,0,0,4,4,2,0,0,0,13,6,7,13,14,44,9,8,3
Alec Van Hoorenbeeck,be BEL,DF,25,1998,5,2,231,0,0.0,1,0,0,0,0,0,127,140,37,41,77,80,11,16,0,0.0,0.0,0,5,0,0,6,0,6,0,3,1,1,1,1,1,2,1,3,3,18,2,176,47,113,59,5,1,176,0,0,92,0,1,0,2,0,104,0,1,0,0,3,1,0,0,0,0,14,7,8,15,2,6,0,1,2
Aleix García,es ESP,MF,27,1997,38,21,1819,4,1.9,22,8,0,0,69,10,1462,1673,772,821,506,559,162,240,4,5.1000000000000005,4.2,35,162,14,5,137,27,137,52,19,12,6,9,4,9,18,9,16,14,32,1,1817,58,293,1003,526,15,1817,6,4,954,27,36,1,11,6,1416,52,5,0,0,13,11,1,0,0,0,87,4,9,13,17,268,79,35,21
Alejandro Balde,es ESP,DF,20,2003,42,35,3087,0,0.7,14,3,0,0,90,16,1729,1974,980,1051,650,721,55,95,6,3.9,3.3,30,60,45,12,117,135,117,309,26,17,17,5,4,16,27,11,33,10,36,2,2288,58,458,1077,789,61,2288,158,67,1382,135,90,21,50,38,1633,309,3,0,0,20,44,0,1,0,0,155,18,11,29,88,870,106,139,33
Alejandro Blanco,es ESP,MF,25,1998,7,5,418,3,3.7,12,7,0,1,14,1,66,87,38,42,24,34,3,8,0,0.4,0.8,2,2,2,0,7,9,7,29,1,1,1,0,0,0,4,4,3,1,3,0,140,6,21,58,62,24,139,13,6,93,9,5,3,14,4,89,29,1,0,0,3,8,0,0,0,0,20,1,4,5,18,74,15,29,1
Alejandro Francés,es ESP,DF,21,2002,24,18,1608,0,0.5,11,1,0,0,25,1,945,1117,390,425,461,495,86,149,0,0.7,0.9,7,96,10,5,89,28,89,38,44,29,25,17,2,32,49,17,18,23,67,0,1315,86,439,697,188,14,1315,21,10,697,28,13,3,11,3,872,38,4,0,0,33,23,1,0,1,0,52,9,15,24,14,193,26,32,61
Alejandro Garnacho,ar ARG,MO,20,2004,51,33,3170,7,12.3,127,43,0,0,128,13,926,1173,584,660,261,320,39,68,6,7.2,4.3,59,30,37,6,78,204,78,429,37,23,14,7,16,16,45,29,27,16,13,2,1647,18,180,480,1010,268,1647,136,46,1212,204,103,107,87,71,1282,429,5,0,0,17,68,13,0,0,0,139,6,35,41,158,1140,141,418,39
Alejandro Jiménez,es ESP,MF,19,2005,22,14,1266,0,0.8,15,5,0,0,34,4,452,564,222,257,191,225,33,52,1,1.3,1.3,12,33,12,5,37,55,37,72,24,13,8,14,2,11,27,16,24,15,23,0,729,23,184,305,253,37,729,47,26,423,55,26,17,27,13,437,72,6,0,0,12,18,5,0,0,0,69,9,13,22,40,236,38,71,24
Alejandro Rodriguez,pt POR,MF,16,2008,1,0,20,0,0.0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,7,4,8,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,3,3,1,2,0,4,0
Alejo Véliz,ar ARG,FW,20,2003,27,10,1127,1,2.3,19,6,0,0,14,4,122,187,79,106,28,46,8,12,0,0.6,0.1,3,9,0,0,8,2,8,27,1,1,0,1,0,1,7,6,12,4,23,1,317,25,35,189,93,30,317,5,1,123,2,3,0,34,12,205,27,3,0,0,20,33,5,1,0,0,20,51,58,109,46,64,18,30,2
Aleks Pihler,si SVN,MF,30,1994,1,0,10,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aleksa Amanović,mk MKD,MF,27,1996,4,4,315,0,0.1,3,1,0,0,2,0,94,116,42,46,41,51,11,17,0,0.0,0.0,0,6,0,0,6,3,6,2,5,4,3,2,0,2,4,2,5,2,5,0,150,9,41,93,19,1,150,5,2,86,3,3,1,2,1,93,2,2,0,0,10,12,0,0,0,0,15,0,3,3,3,13,2,2,6
Aleksa Pejić,rs SRB,MF,25,1999,6,3,247,0,0.0,0,0,0,0,4,0,104,119,54,60,42,43,4,4,0,0.0,0.1,1,8,0,0,8,6,8,3,11,5,5,5,1,4,9,5,5,4,7,0,164,13,47,95,22,3,164,8,6,75,6,0,1,11,1,96,3,1,0,0,11,3,0,0,0,0,15,8,7,15,12,20,4,4,9
Aleksa Terzić,rs SRB,DF,24,1999,6,5,400,0,0.0,0,0,0,0,3,0,172,247,91,106,59,86,13,29,0,0.1,0.1,2,11,3,2,13,11,13,27,8,4,4,3,1,6,9,3,5,5,13,0,284,18,92,110,88,3,284,5,3,181,11,5,1,3,0,165,27,0,0,0,0,3,1,0,0,0,19,3,6,9,3,78,3,9,10
Aleksandar Katai,rs SRB,FW,33,1991,2,0,26,0,0.0,0,0,0,0,0,0,4,6,2,2,1,2,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,6,1,1,8,0,0,2,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,2,0
