Player,Nationality,Team,League,Position,General Position,Age,Minutes,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalties Kicks Conceded,Penalties Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Nicolás Capaldo,ARG,Hamburger SV,German Bundesliga,CB,Defender,28,1008,0.0,0.09,0.62,0.09,0.02,0.02,0.0,0.0,1.79,0.36,0.45,2.23,0.54,0.18,0.71,0.07,0.02,28.84,37.32,3.93,0.18,0.27,1.07,0.09,35.18,2.05,1.34,12.68,14.55,13.48,16.52,1.96,4.02,502.86,179.29,24.46,1.16,128.12,64.02,1.43,0.0,0.89,0.27,0.54,3.04,1.79,2.05,0.8,0.18,1.61,2.59,0.98,2.23,1.79,0.36,3.12,0.18,3.75,1.34,0.89,2.23,27.77,1.52,51.25,3.57,19.02,26.52,6.7,0.8,51.25,0.36,0.0,0.0,1.16,2.14,0.09,0.0,0.0,0.0,1.25,1.16,2.41,6.61,2.14,1.52,3.39,-0.02,1,0.0,51.87,0.0,87.15,81.6,48.76,60.39,30.34
Nicolás Domínguez,ARG,Nott'ham Forest,"English Premier League, UEFA Europa League",DM,Forward,27,710,0.0,0.0,1.52,0.38,0.06,0.06,0.0,0.0,2.66,0.0,1.52,4.18,1.14,0.25,1.27,0.09,0.08,34.73,40.56,4.56,0.25,0.0,0.63,0.13,38.54,1.9,0.89,17.62,18.89,13.82,15.72,2.41,3.42,558.63,172.52,26.62,0.76,119.15,56.66,1.27,0.0,0.76,0.38,0.38,2.66,1.14,1.52,1.14,0.0,1.39,2.28,0.89,0.51,0.76,0.0,1.14,0.13,3.42,0.38,0.63,1.01,30.42,3.68,49.69,2.03,10.14,24.59,15.46,1.14,49.69,0.25,0.0,0.0,1.01,0.38,0.13,0.0,0.0,0.0,1.39,1.01,2.41,9.0,2.66,2.54,2.54,-0.06,1,0.0,57.68,0.0,93.28,87.91,70.47,51.21,50.0
Nicolás González,ARG,"Atlético Madrid, Juventus","Italian Serie A, Spanish La Liga, UEFA Champions League",AM,Forward,27,1206,0.07,0.0,2.09,0.9,0.18,0.18,0.0,0.0,2.76,0.07,0.75,1.64,0.82,0.07,2.16,0.07,0.12,26.34,36.87,2.54,0.15,0.22,1.34,0.15,34.85,1.87,0.15,15.0,18.21,9.33,12.69,1.57,3.21,412.39,81.34,28.28,1.94,139.18,70.97,1.94,0.67,2.84,1.19,1.42,1.57,1.04,0.67,0.3,0.6,0.82,2.09,1.27,0.82,1.34,0.22,2.16,0.15,3.81,1.79,1.34,3.13,34.78,6.27,50.37,2.31,9.18,22.01,19.85,3.58,50.37,0.15,0.0,0.0,1.57,1.79,0.22,0.0,0.07,0.0,2.91,1.42,4.33,10.75,2.84,5.15,1.87,-0.1,1,0.07,67.21,0.0,82.37,73.52,48.91,50.82,41.9
Nicolás Otamendi,ARG,Benfica,UEFA Champions League,CB,Defender,37,540,0.0,0.0,1.17,0.33,0.08,0.08,0.0,0.0,1.67,0.0,0.33,3.5,0.0,0.0,0.33,0.02,0.0,49.33,56.5,5.5,0.0,0.33,0.33,0.5,52.33,3.67,2.17,19.33,21.0,23.5,25.33,5.67,8.0,926.5,324.5,40.33,1.0,240.17,117.83,1.17,0.17,0.17,0.0,0.17,1.5,1.17,0.5,0.83,0.17,0.67,0.83,0.17,1.5,1.5,0.83,5.0,0.0,2.83,0.5,0.0,0.5,44.5,0.5,68.67,10.33,32.0,31.67,5.33,2.0,68.67,0.33,0.0,0.0,1.33,1.0,0.0,0.0,0.0,0.0,3.0,1.67,4.67,7.0,1.67,2.17,1.83,-0.08,1,0.0,64.24,0.0,92.05,92.78,70.88,78.97,0.0
Nicolás Paz,ARG,Como,Italian Serie A,AM,Forward,21,1442,0.37,0.37,3.56,1.31,0.18,0.18,0.0,0.0,4.74,0.75,2.12,4.06,1.19,0.12,2.25,0.15,0.24,36.45,46.44,6.55,0.44,0.25,1.06,0.0,44.06,2.37,1.0,20.47,23.28,12.3,14.79,2.12,4.93,548.68,163.46,36.7,2.5,196.54,98.68,2.12,0.44,4.24,2.25,1.75,2.62,1.56,0.87,1.31,0.44,1.0,2.06,1.06,0.81,1.12,0.12,0.44,0.06,4.68,2.87,1.31,4.18,45.5,5.31,61.73,0.75,7.74,33.64,21.41,2.06,61.73,0.19,0.0,0.0,2.06,1.75,0.0,0.0,0.0,0.0,0.94,1.0,1.93,14.36,5.49,3.81,2.56,0.19,1,0.37,48.7,0.0,87.93,83.16,43.0,54.7,53.07
Nicolás Serrano,ESP,Athletic Club,"Spanish La Liga, UEFA Champions League",RW,Forward,22,224,0.0,0.0,4.02,1.61,0.2,0.2,0.0,0.0,3.62,0.0,1.61,2.81,1.21,1.21,8.84,0.16,0.12,29.33,43.39,3.21,0.0,0.4,2.81,0.0,38.17,5.22,0.8,12.86,14.06,12.46,16.47,3.62,8.84,515.89,106.88,42.19,5.22,230.22,118.93,4.02,2.01,4.82,2.01,2.41,2.01,1.61,1.21,0.4,0.4,1.21,4.02,2.81,0.0,1.21,0.0,0.8,0.0,4.82,2.81,2.01,4.82,47.41,12.05,64.29,0.4,3.21,22.9,38.97,4.82,64.29,0.0,0.0,0.0,2.81,1.61,0.0,0.0,0.0,0.0,0.4,2.01,2.41,20.49,3.62,9.24,2.81,-0.2,1,0.0,16.6,0.0,91.47,75.65,40.95,46.77,41.7
Nicolás Tagliafico,ARG,Lyon,"French Ligue 1, UEFA Europa League",LB,Defender,33,1245,0.0,0.22,1.01,0.07,0.14,0.14,0.0,0.0,1.73,0.22,0.72,4.19,0.58,0.29,1.52,0.05,0.12,51.4,60.36,4.27,0.0,0.29,1.08,0.22,52.55,7.59,1.37,25.81,27.98,21.83,24.65,2.96,4.99,824.82,262.55,39.04,1.16,175.81,87.69,1.66,0.07,0.58,0.14,0.29,2.24,1.23,0.8,1.01,0.43,1.16,1.81,0.65,1.52,0.87,0.22,2.82,0.07,4.48,0.94,0.51,1.45,46.63,2.96,71.06,3.9,21.33,37.88,12.36,1.81,71.06,0.29,0.07,0.07,2.02,2.24,0.29,0.0,0.0,0.0,1.73,1.66,3.4,8.39,1.95,2.75,2.39,-0.14,1,0.0,50.88,0.0,92.24,88.56,59.32,59.01,24.14
Nicolás Valentini,ARG,Hellas Verona,Italian Serie A,CB,Defender,24,470,0.0,0.0,0.96,0.38,0.02,0.02,0.0,0.0,0.77,0.19,0.57,2.49,0.57,0.57,1.15,0.08,0.1,17.04,26.04,3.06,0.0,0.19,0.77,0.19,24.32,1.53,0.96,7.28,8.04,7.28,9.57,2.3,7.09,320.17,136.34,13.4,0.96,63.96,37.15,0.0,0.0,0.0,0.0,0.0,2.11,0.96,1.91,0.19,0.0,1.15,1.72,0.57,0.0,1.72,0.57,5.17,0.0,2.49,0.57,0.0,0.57,16.09,0.77,37.15,4.21,18.0,15.13,4.21,1.15,37.15,0.19,0.0,0.0,1.34,0.38,0.0,0.0,0.0,0.0,1.91,1.34,3.26,4.79,0.96,2.3,2.11,-0.02,1,0.0,58.59,0.0,90.55,76.07,32.44,55.09,0.0
Nicolò Barella,ITA,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,28,1685,0.05,0.21,1.18,0.11,0.12,0.12,0.0,0.0,5.02,0.53,2.51,5.55,2.99,0.64,4.06,0.27,0.25,53.15,64.84,8.44,0.32,0.75,1.55,0.21,61.58,3.04,0.91,24.94,27.99,22.27,25.21,5.34,8.87,934.24,278.76,44.76,3.04,216.53,114.57,2.19,0.53,1.87,0.91,0.8,2.03,1.07,0.75,1.07,0.21,0.91,1.82,0.91,0.21,0.96,0.05,0.53,0.0,5.55,1.55,0.85,2.4,55.01,4.54,73.71,0.96,11.54,34.24,28.63,2.67,73.71,0.21,0.0,0.0,1.28,1.07,0.11,0.0,0.0,0.0,0.53,0.64,1.18,16.02,5.55,6.84,1.98,-0.06,1,0.05,44.92,0.0,89.1,88.34,60.2,51.43,48.66
Nicolò Bertola,ITA,Udinese,Italian Serie A,CB,Defender,22,1026,0.0,0.09,0.96,0.26,0.04,0.04,0.0,0.0,0.88,0.09,0.53,1.75,0.26,0.0,0.53,0.0,0.01,32.28,42.46,2.19,0.0,0.26,0.7,0.09,39.3,3.07,1.49,13.95,15.7,13.16,15.96,4.65,8.77,600.96,187.63,27.37,0.61,120.0,61.67,0.96,0.0,1.05,0.35,0.53,2.02,1.23,1.32,0.7,0.0,1.05,1.67,0.61,1.14,1.67,0.79,4.91,0.09,3.95,0.88,0.35,1.23,31.93,1.49,55.79,5.26,24.04,25.7,6.49,1.58,55.79,0.18,0.0,0.0,1.05,0.7,0.0,0.0,0.0,0.0,1.75,1.14,2.89,4.3,0.96,1.84,2.28,-0.04,1,0.0,60.55,0.0,88.85,82.46,53.02,61.79,33.33
Nicolò Cambiaghi,ITA,Bologna,"Italian Serie A, UEFA Europa League",LW,Forward,25,1174,0.15,0.38,1.46,0.38,0.11,0.11,0.0,0.0,3.07,0.54,1.3,1.3,1.07,0.54,3.91,0.14,0.18,19.32,26.14,3.07,0.15,0.38,0.77,0.0,25.83,0.31,0.08,10.81,12.65,6.98,9.58,1.23,2.3,319.98,59.49,26.29,4.91,203.0,110.7,2.45,1.69,2.76,0.84,1.23,1.38,0.77,0.61,0.54,0.23,0.46,1.61,1.15,0.38,0.92,0.0,0.46,0.0,3.53,1.84,1.23,3.07,28.9,8.28,37.79,0.54,3.37,12.88,22.31,3.76,37.79,0.31,0.0,0.0,1.84,4.91,0.31,0.0,0.0,0.0,0.38,0.77,1.15,16.25,3.6,7.05,1.23,0.05,1,0.15,33.04,0.0,85.45,72.86,53.48,41.14,30.43
Nicolò Casale,ITA,Bologna,Italian Serie A,CB,Defender,27,233,0.0,0.0,0.77,0.0,0.08,0.08,0.0,0.0,0.39,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,34.38,45.97,2.32,0.0,0.0,0.0,0.0,42.49,3.48,3.48,7.34,9.66,20.86,26.27,5.41,9.27,745.11,288.93,25.88,0.0,150.64,66.05,0.39,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.39,0.0,0.39,0.77,0.39,1.16,0.39,0.39,6.95,0.77,4.64,1.55,1.16,2.7,28.58,0.39,57.94,8.11,32.06,25.11,1.16,0.77,57.94,0.0,0.0,0.0,1.55,0.77,0.0,0.0,0.0,0.0,4.25,1.93,6.18,2.7,0.39,0.77,0.39,-0.08,1,0.0,68.77,0.0,75.98,79.41,58.36,33.62,0.0
Nicolò Cavuoti,ITA,Cagliari,Italian Serie A,AM,Midfielder,22,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,6.14,0.0,0.0,0.0,0.0,0.0,24.55,28.64,2.05,0.0,0.0,0.0,0.0,28.64,0.0,0.0,14.32,16.36,8.18,8.18,0.0,2.05,312.95,75.68,20.45,4.09,116.59,81.82,0.0,0.0,4.09,2.05,2.05,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2.05,0.0,0.0,0.0,2.05,0.0,4.09,6.14,4.09,10.23,26.59,0.0,49.09,0.0,16.36,30.68,2.05,0.0,49.09,0.0,0.0,0.0,2.05,2.05,0.0,0.0,0.0,0.0,2.05,4.09,6.14,6.14,4.09,0.0,0.0,0.0,1,0.0,33.39,0.0,87.53,100.0,0.0,0.0,50.12
Nicolò Fagioli,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CM,Midfielder,24,1169,0.0,0.15,1.08,0.15,0.04,0.04,0.0,0.0,4.47,0.23,2.23,5.77,1.62,0.62,4.31,0.15,0.22,54.82,65.36,5.85,0.31,0.46,0.69,0.15,58.74,6.47,3.23,21.71,23.25,26.87,30.41,5.62,9.93,1021.87,291.25,43.81,1.23,231.97,106.78,1.92,0.15,0.69,0.38,0.31,1.62,1.0,0.54,0.85,0.23,1.15,2.31,1.15,0.69,0.69,0.31,0.69,0.08,6.08,0.92,0.92,1.85,51.04,1.31,72.45,2.0,16.48,40.19,16.32,0.31,72.45,0.23,0.0,0.0,0.85,1.46,0.0,0.0,0.0,0.0,0.0,0.08,0.08,8.39,4.7,2.69,2.16,-0.04,1,0.0,0.0,0.0,93.38,88.36,56.6,54.71,55.07
Nicolò Rovella,ITA,Lazio,Italian Serie A,CM,Midfielder,23,200,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,4.5,0.9,4.05,11.7,1.35,0.0,3.15,0.4,0.63,88.65,97.65,7.2,0.9,0.0,0.45,0.45,89.55,7.65,5.85,36.45,38.7,45.0,47.25,5.85,9.45,1534.5,481.05,62.1,1.35,270.9,148.5,1.8,0.45,1.35,1.35,0.0,1.35,1.35,0.0,0.45,0.9,0.45,1.35,0.9,2.25,1.35,0.45,0.9,0.45,5.4,0.9,0.45,1.35,84.6,0.45,106.2,3.6,20.7,74.25,12.6,0.45,106.2,0.45,0.0,0.0,0.9,2.7,0.0,0.0,0.0,0.0,0.9,0.0,0.9,9.0,5.4,2.25,1.8,0.0,1,0.0,100.0,0.0,94.19,95.24,61.9,66.67,100.0
Nicolò Savona,ITA,Nott'ham Forest,"English Premier League, UEFA Europa League",RB,Defender,22,1227,0.15,0.0,0.44,0.22,0.1,0.1,0.0,0.0,1.17,0.15,0.59,2.49,0.95,0.73,2.93,0.02,0.03,37.26,49.58,2.57,0.0,0.07,1.1,0.07,39.02,10.49,0.81,20.17,23.18,14.08,18.19,2.42,6.09,591.12,194.3,30.51,1.03,107.46,40.2,0.95,0.15,0.81,0.22,0.51,1.91,1.03,1.03,0.37,0.51,1.47,2.27,0.81,0.44,1.17,0.22,2.57,0.0,2.86,0.66,0.15,0.81,33.15,4.03,58.31,3.67,19.8,24.5,14.38,1.17,58.31,0.15,0.0,0.0,1.03,0.59,0.07,0.0,0.07,0.0,0.59,0.29,0.88,7.63,1.32,3.01,2.49,0.04,1,0.15,67.05,0.0,87.01,77.41,39.74,59.81,27.16
Nicolò Zaniolo,ITA,Udinese,Italian Serie A,AM,Forward,26,1102,0.33,0.08,3.1,0.98,0.25,0.25,0.0,0.0,4.49,0.16,2.12,1.63,1.06,0.25,4.74,0.11,0.09,18.87,26.38,3.19,0.08,0.49,0.65,0.08,20.5,5.8,1.39,8.0,9.39,7.43,9.56,2.61,5.15,355.26,100.7,22.13,2.12,174.45,59.05,1.8,0.57,3.76,1.31,2.12,1.06,0.82,0.16,0.65,0.25,0.33,0.49,0.16,0.25,0.74,0.0,0.0,0.0,3.76,4.17,2.37,6.53,27.03,3.92,40.51,0.16,2.12,17.72,21.48,3.43,40.51,0.33,0.0,0.0,3.1,1.88,0.16,0.0,0.0,0.0,0.9,1.14,2.04,9.23,4.66,5.31,1.14,0.08,1,0.33,44.12,0.0,85.2,77.72,50.68,74.19,34.84
Nicușor Bancu,ROU,CS U Craiova,UEFA Europa Conference League,LW,Forward,33,450,0.0,0.0,0.6,0.0,0.02,0.02,0.0,0.0,2.0,0.0,0.8,2.6,1.0,0.4,1.2,0.08,0.08,37.8,47.6,2.8,0.0,0.4,1.8,0.2,37.8,9.6,1.2,18.2,20.4,15.2,17.4,4.0,6.6,635.8,291.2,22.8,1.2,110.0,65.2,1.0,0.6,3.0,1.8,1.2,2.8,1.6,0.8,1.4,0.6,0.8,2.0,1.2,1.2,1.2,0.4,2.8,0.0,7.6,0.6,0.4,1.0,30.4,4.6,58.6,3.6,23.6,23.6,12.6,2.2,58.6,0.8,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,1.0,1.8,8.6,2.0,4.2,2.4,-0.02,1,0.0,44.44,0.0,89.22,87.36,60.61,50.0,60.0
Niels Nkounkou,FRA,Torino,Italian Serie A,WB,Midfielder,25,302,0.0,0.3,0.89,0.0,0.03,0.03,0.0,0.0,2.98,0.6,1.49,2.98,1.79,0.89,4.47,0.24,0.15,30.4,40.53,4.47,0.3,0.3,0.89,0.3,32.78,7.45,0.89,11.62,12.81,14.9,19.67,2.98,5.36,531.66,210.99,23.84,2.38,143.94,90.3,1.79,0.89,2.38,2.09,0.0,2.68,1.79,1.49,0.89,0.3,0.89,1.79,0.89,2.09,1.79,0.0,3.87,0.3,2.68,1.19,0.89,2.09,26.23,2.98,54.54,3.58,17.28,24.14,14.01,1.49,54.54,0.6,0.0,0.0,0.3,0.89,0.0,0.0,0.0,0.0,0.3,2.38,2.68,9.83,3.58,5.07,2.68,-0.03,1,0.0,11.19,0.0,90.71,75.75,55.6,59.96,87.82
Nikita Iosifov,RUS,NK Celje,UEFA Europa Conference League,RW,Forward,24,540,0.17,0.17,3.33,1.0,0.32,0.32,0.0,0.0,3.67,0.33,0.5,1.0,0.33,0.0,3.0,0.05,0.05,15.5,21.17,1.33,0.0,0.0,0.67,0.17,20.83,0.17,0.0,10.67,12.17,4.33,7.0,0.33,0.83,205.0,37.83,22.17,4.83,203.5,113.83,2.0,3.17,3.67,1.33,2.0,1.83,0.83,1.33,0.33,0.17,1.17,1.5,0.33,0.0,1.17,0.0,0.67,0.0,2.33,1.5,0.83,2.33,23.67,10.33,32.67,0.67,3.33,6.83,23.33,5.67,32.67,0.0,0.0,0.0,0.67,1.0,0.33,0.0,0.0,0.0,0.0,0.5,0.5,16.5,4.0,9.17,2.0,-0.15,1,0.17,0.0,0.0,87.67,61.86,39.76,60.06,36.24
Niklas Castro,CHI,Brann,UEFA Europa League,LM,Forward,29,249,0.0,0.0,1.08,0.72,0.04,0.04,0.0,0.0,2.17,0.0,1.81,1.45,1.08,0.0,6.51,0.14,0.07,22.05,35.42,2.53,0.36,0.0,3.25,0.72,28.55,6.14,1.81,12.29,14.46,3.25,5.42,4.7,9.76,360.72,150.0,22.77,2.89,90.36,40.12,0.72,1.45,1.81,0.36,1.08,1.45,0.72,0.36,0.72,0.36,0.72,2.17,1.45,0.36,0.72,0.0,1.45,0.0,4.7,2.89,1.81,4.7,25.3,6.14,46.27,0.72,7.23,14.1,26.02,3.98,46.27,0.36,0.0,0.0,3.25,1.08,0.72,0.0,0.0,0.0,1.08,2.17,3.25,11.57,2.17,6.51,1.45,-0.04,1,0.0,33.23,0.0,84.99,59.96,48.16,39.78,19.89
Niklas Dorsch,GER,Heidenheim,German Bundesliga,CM,Midfielder,27,900,0.0,0.0,1.1,0.2,0.04,0.04,0.0,0.0,2.3,0.1,0.8,3.5,0.6,0.2,0.6,0.06,0.04,34.2,38.8,4.4,0.0,0.8,0.2,0.2,35.2,3.4,2.4,10.2,11.3,18.8,20.4,4.4,5.6,684.1,176.5,25.6,0.9,148.2,76.2,1.2,0.0,1.4,0.8,0.6,2.1,0.9,1.0,0.8,0.3,0.8,1.7,0.9,0.9,1.0,0.2,1.1,0.3,5.9,1.5,0.5,2.0,27.7,1.8,48.6,2.1,11.8,29.0,8.7,0.5,48.6,0.0,0.0,0.0,1.3,0.9,0.0,0.0,0.0,0.0,0.3,0.4,0.7,7.1,2.4,1.3,1.7,-0.04,1,0.0,42.86,0.0,90.27,92.16,78.57,44.74,57.14
Niklas Geyrhofer,AUT,Sturm Graz,UEFA Europa League,CB,Defender,25,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,2.34,0.0,0.0,0.0,0.0,0.0,53.18,57.27,1.17,0.0,0.0,0.0,0.0,53.18,4.09,2.92,21.04,22.79,27.47,28.64,4.09,5.26,949.68,446.49,36.23,0.0,171.82,129.16,0.0,0.0,0.0,0.0,0.0,2.92,2.92,1.75,1.17,0.0,0.58,1.17,0.58,1.17,0.58,0.58,8.77,0.0,5.26,0.58,0.0,0.58,41.49,0.0,72.47,12.27,45.58,27.47,0.0,0.0,72.47,0.0,0.0,0.0,0.58,0.58,0.0,0.0,0.0,0.0,1.75,1.75,3.51,1.17,1.17,0.0,3.51,0.0,1,0.0,49.86,0.0,92.32,95.91,77.76,85.57,0.0
Niklas Stark,GER,Werder Bremen,German Bundesliga,CB,Defender,30,301,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.79,0.3,0.0,0.3,0.0,0.0,44.25,51.73,2.39,0.0,0.6,0.3,0.0,49.93,1.79,1.2,10.47,12.26,26.31,29.6,6.88,8.97,952.92,265.81,34.98,0.0,167.14,75.65,0.3,0.0,0.3,0.0,0.3,2.09,0.9,1.79,0.3,0.0,0.9,0.9,0.0,2.69,1.5,0.9,7.48,0.0,1.5,0.9,0.0,0.9,42.16,0.0,66.38,9.87,33.49,31.1,1.79,0.3,66.38,1.5,0.6,0.6,2.39,1.2,0.0,0.3,0.0,0.0,1.2,0.3,1.5,2.39,0.6,0.6,1.79,0.0,1,0.0,80.0,0.0,85.4,88.89,76.7,60.2,0.0
Niklas Süle,GER,Dortmund,"German Bundesliga, UEFA Champions League",CB,Defender,30,205,0.0,0.44,0.88,0.44,0.04,0.04,0.0,0.0,1.32,0.44,0.44,6.15,0.44,0.44,0.44,0.04,0.04,68.93,73.32,3.95,0.0,0.88,0.0,0.0,72.0,1.32,0.88,23.71,25.46,38.2,39.51,6.59,7.9,1338.15,375.8,45.22,0.0,163.76,84.73,0.88,0.0,0.0,0.0,0.0,1.32,0.44,1.32,0.0,0.0,0.44,0.88,0.44,1.32,1.32,0.44,2.2,0.0,4.39,0.88,0.44,1.32,62.78,0.0,81.22,3.95,32.05,41.71,7.46,0.0,81.22,0.0,0.0,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.44,0.88,1.32,3.95,1.76,0.88,0.88,-0.04,1,0.0,33.33,0.0,93.13,96.68,83.42,40.0,0.0
Niklas Vesterlund,DEN,Utrecht,UEFA Europa League,RB,Defender,26,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,13.0,20.0,0.0,0.0,0.0,4.0,1.0,16.0,3.0,0.0,9.0,12.0,4.0,4.0,0.0,0.0,168.0,92.0,11.0,0.0,24.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,15.0,5.0,29.0,1.0,11.0,4.0,14.0,2.0,29.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,1.0,2.0,1.0,0.0,1,0.0,25.0,0.0,75.0,100.0,0.0,100.0,0.0
Niko Galesic,CRO,Dinamo Zagreb,UEFA Europa League,RB,Defender,24,45,2.0,0.0,2.0,2.0,0.4,0.4,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,6.0,0.0,0.0,2.0,0.0,28.0,6.0,2.0,12.0,16.0,12.0,16.0,2.0,2.0,450.0,112.0,24.0,4.0,170.0,146.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,28.0,0.0,42.0,0.0,20.0,20.0,2.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,10.0,6.0,2.0,4.0,1.6,1,2.0,33.33,0.0,75.0,75.0,100.0,100.0,0.0
Niko Janković,CRO,Rijeka,UEFA Europa Conference League,AM,Forward,24,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28,2.09,0.0,4.19,0.0,0.0,31.4,37.67,4.19,0.0,0.0,0.0,0.0,33.49,4.19,0.0,27.21,31.4,2.09,2.09,2.09,4.19,385.12,127.67,25.12,2.09,127.67,43.95,2.09,0.0,2.09,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.0,0.0,0.0,2.09,2.09,2.09,4.19,31.4,6.28,48.14,0.0,0.0,25.12,23.02,0.0,48.14,0.0,2.09,0.0,2.09,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.56,0.0,2.09,0.0,0.0,1,0.0,0.0,0.0,86.66,100.0,49.88,0.0,0.0
Nikola Krstović,MNE,Atalanta,"Italian Serie A, UEFA Champions League",AM,Forward,25,896,0.2,0.3,4.72,1.31,0.54,0.54,0.0,0.0,3.01,0.4,1.1,1.21,0.5,0.0,0.2,0.04,0.06,17.78,24.11,2.41,0.1,0.1,0.8,0.4,22.2,1.51,0.2,11.05,13.56,5.22,7.33,1.0,1.51,252.02,50.42,21.4,1.31,99.94,36.76,0.6,0.7,1.81,0.6,1.0,0.4,0.3,0.0,0.2,0.2,0.2,0.4,0.2,0.2,0.3,0.2,0.6,0.0,3.21,3.21,1.41,4.62,29.13,6.83,37.77,0.6,2.71,16.27,19.19,6.83,37.77,0.1,0.0,0.0,1.41,1.71,1.1,0.0,0.1,0.0,2.21,3.21,5.42,10.55,3.42,8.04,0.5,-0.34,1,0.2,40.77,0.0,81.49,71.21,66.23,62.5,33.15
Nikola Milenković,SRB,Nott'ham Forest,"English Premier League, UEFA Europa League",CB,Defender,28,2271,0.04,0.0,0.63,0.16,0.08,0.08,0.0,0.0,0.75,0.04,0.08,3.17,0.32,0.04,0.2,0.02,0.02,42.44,48.47,2.14,0.0,0.36,0.28,0.04,47.04,1.39,1.07,13.55,14.58,24.49,26.12,4.0,6.82,822.76,289.66,32.81,0.32,136.33,72.64,0.36,0.0,0.12,0.12,0.0,0.71,0.4,0.44,0.24,0.04,0.32,0.67,0.36,0.79,1.19,0.91,5.39,0.04,3.17,0.44,0.04,0.48,38.48,0.2,58.57,7.89,29.33,26.16,3.13,1.11,58.57,0.16,0.0,0.0,0.71,0.75,0.04,0.0,0.0,0.04,2.38,1.19,3.57,2.66,0.79,1.47,0.71,-0.04,1,0.04,66.67,0.0,92.94,93.76,58.65,52.17,100.0
