Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Robin Hack,Gladbach,German Bundesliga,AM,Forward,GER,27,19.5,248,4,4.88
Robin Hranáč,Hoffenheim,German Bundesliga,CB,Defender,CZE,25,63.0,1315,15,4.2
Robin Koch,Eint Frankfurt,"German Bundesliga, UEFA Champions League",CB,Defender,GER,29,98.3,1850,21,4.68
Robin Le Normand,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,ESP,29,65.7,1287,18,3.65
Robin Mirisola,Genk,UEFA Europa League,AM,Forward,BEL,19,8.2,36,2,4.1
Robinio Vaz,Marseille,"French Ligue 1, UEFA Champions League",AM,Forward,FRA,18,49.2,411,18,2.73
Rocco Reitz,Gladbach,German Bundesliga,CM,Midfielder,GER,23,86.6,1273,15,5.77
Rodinei,Olympiacos,UEFA Champions League,RB,Defender,BRA,33,20.5,311,4,5.12
Rodri,Manchester City,"English Premier League, UEFA Champions League",DM,Midfielder,ESP,29,53.4,547,10,5.34
Rodrigo Bentancur,Tottenham,"English Premier League, UEFA Champions League",DM,Midfielder,URU,28,101.8,1736,24,4.24
Rodrigo Gomes,Wolves,English Premier League,LW,Midfielder,POR,22,23.4,331,6,3.9
Rodrigo Huescas,FC Copenhagen,UEFA Champions League,RB,Defender,MEX,22,9.1,104,2,4.55
Rodrigo Mendoza,Elche,Spanish La Liga,CM,Midfielder,ESP,20,50.5,659,13,3.88
Rodrigo Mora,Porto,UEFA Europa League,LM,Midfielder,POR,18,17.1,196,5,3.42
Rodrigo Muniz,Fulham,English Premier League,AM,Forward,BRA,24,21.3,351,7,3.04
Rodrigo Rego,Benfica,UEFA Champions League,LM,Midfielder,POR,20,0.2,1,1,0.2
Rodrigo Ribeiro,Sporting CP,UEFA Champions League,AM,Forward,POR,20,4.6,5,1,4.6
Rodrigo Riquelme,Betis,"Spanish La Liga, UEFA Europa League",LW,Forward,ESP,25,88.6,811,19,4.66
Rodrigo Zalazar,Braga,UEFA Europa League,AM,Forward,URU,26,31.9,299,5,6.38
Rodrigão,Red Star,UEFA Europa League,CB,Defender,BRA,30,12.1,202,3,4.03
Rodrygo,Real Madrid,"Spanish La Liga, UEFA Champions League",LW,Forward,BRA,24,111.3,828,21,5.3
Roland Sallai,Galatasaray,UEFA Champions League,RB,Defender,HUN,28,25.9,469,6,4.32
Rolando Mandragora,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CM,Midfielder,ITA,28,86.7,1549,24,3.61
Romain Del Castillo,Brest,French Ligue 1,RW,Forward,FRA,29,95.1,1352,16,5.94
Romain Esse,Crystal Palace,"English Premier League, UEFA Europa Conference League",AM,Forward,ENG,20,27.4,183,7,3.91
Romain Perraud,Lille,"French Ligue 1, UEFA Europa League",LB,Defender,FRA,28,87.6,1344,18,4.87
Romaine Mundle,Sunderland,English Premier League,LW,Forward,ENG,22,17.9,139,7,2.56
Roman Yaremchuk,Olympiacos,UEFA Champions League,AM,Forward,UKR,29,0.8,13,1,0.8
Romano Floriani,Cremonese,Italian Serie A,WB,Midfielder,ITA,22,44.5,601,14,3.18
Romano Schmid,Werder Bremen,German Bundesliga,AM,Forward,AUT,25,99.6,1314,15,6.64
Romeo Amane,Rapid Wien,UEFA Europa Conference League,CM,Midfielder,CIV,22,35.5,452,6,5.92
Romeo Vermant,Club Brugge,UEFA Champions League,AM,Forward,BEL,21,8.9,126,4,2.22
Roméo Lavia,Chelsea,"English Premier League, UEFA Champions League",DM,Midfielder,BEL,21,20.1,179,6,3.35
Ronald Araújo,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,URU,26,66.2,888,15,4.41
Ronaldo Webster,Shkëndija 79,UEFA Europa Conference League,LB,Defender,JAM,24,41.0,630,7,5.86
Roony Bardghji,Barcelona,"Spanish La Liga, UEFA Champions League",RW,Forward,SWE,20,51.1,274,12,4.26
Rory Gaffney,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,AM,Forward,IRL,36,27.1,375,5,5.42
Ross Barkley,Aston Villa,"English Premier League, UEFA Europa League",AM,Forward,ENG,31,32.5,152,8,4.06
Ross Sykes,Union SG,UEFA Champions League,CB,Defender,ENG,26,14.5,205,4,3.62
Roy Revivo,Maccabi Tel Aviv,UEFA Europa League,LB,Defender,ISR,22,26.5,493,6,4.42
Rron Broja,KF Drita,UEFA Europa Conference League,CM,Midfielder,KVX,29,16.3,191,4,4.08
Ruben Aguilar,Lens,French Ligue 1,WB,Midfielder,FRA,32,90.9,1246,16,5.68
Ruben Kluivert,Lyon,"French Ligue 1, UEFA Europa League",CB,Defender,NED,24,44.7,577,11,4.06
Ruben Loftus-Cheek,Milan,Italian Serie A,AM,Midfielder,ENG,29,62.6,721,15,4.17
Ruben Vargas,Sevilla,Spanish La Liga,AM,Forward,SUI,27,67.9,864,12,5.66
Ruben van Bommel,PSV Eindhoven,UEFA Champions League,LM,Midfielder,NED,21,5.8,90,1,5.8
Rubén,Espanyol,Spanish La Liga,RB,Defender,ESP,24,37.0,328,10,3.7
Rubén García,Osasuna,Spanish La Liga,RW,Forward,ESP,32,67.8,868,16,4.24
Rudi Požeg Vancaš,NK Celje,UEFA Europa Conference League,AM,Forward,SVN,31,2.6,10,2,1.3
Rudy Matondo,Auxerre,French Ligue 1,CM,Midfielder,FRA,17,43.7,553,14,3.12
Rui Modesto,Udinese,Italian Serie A,RB,Defender,ANG,26,10.6,119,3,3.53
Ruslan Malinovskyi,Genoa,Italian Serie A,CM,Midfielder,UKR,32,80.3,1156,16,5.02
Ryan Andrews,Young Boys,UEFA Europa League,RB,Defender,ENG,21,10.6,114,4,2.65
Ryan Camenzuli,Ħamrun Spartans FC,UEFA Europa Conference League,LB,Defender,MLT,31,25.0,450,5,5.0
Ryan Christie,Bournemouth,English Premier League,DM,Midfielder,SCO,30,41.8,297,11,3.8
Ryan Flamingo,PSV Eindhoven,UEFA Champions League,CB,Defender,NED,22,15.4,205,3,5.13
Ryan Gravenberch,Liverpool,"English Premier League, UEFA Champions League",DM,Midfielder,NED,23,110.4,2012,23,4.8
Ryan Mmaee,AC Omonia,UEFA Europa Conference League,AM,Forward,MAR,28,12.2,114,4,3.05
Ryan Rodin,Auxerre,French Ligue 1,AM,Forward,FRA,19,2.0,23,2,1.0
Ryan Sessegnon,Fulham,English Premier League,LB,Defender,ENG,25,69.2,1107,13,5.32
Ryan Yates,Nott'ham Forest,"English Premier League, UEFA Europa League",DM,Midfielder,ENG,28,41.3,502,15,2.75
Rémy Cabella,Nantes,French Ligue 1,RM,Midfielder,FRA,35,8.1,33,1,8.1
Rémy Labeau Lascary,Brest,French Ligue 1,LW,Forward,GLP,22,39.2,366,11,3.56
Róbert Mak,Slovan Bratislava,UEFA Europa Conference League,AM,Forward,SVK,34,17.1,273,6,2.85
Rômulo,RB Leipzig,German Bundesliga,AM,Forward,BRA,23,55.8,875,11,5.07
Rúben Dias,Manchester City,"English Premier League, UEFA Champions League",CB,Defender,POR,28,108.6,2079,25,4.34
Rúben Vinagre,Legia Warsaw,UEFA Europa Conference League,LB,Defender,POR,26,24.6,347,5,4.92
Răzvan Marin,AEK Athens,UEFA Europa Conference League,DM,Midfielder,ROU,29,32.7,436,6,5.45
Saad Agouzoul,AC Omonia,UEFA Europa Conference League,CB,Defender,MAR,28,27.0,443,6,4.5
Saba Goglichidze,Udinese,Italian Serie A,CB,Defender,GEO,21,18.4,422,7,2.63
Sacha Boey,Bayern Munich,"German Bundesliga, UEFA Champions League",RB,Defender,FRA,25,50.3,530,11,4.57
Sadibou Sané,Metz,French Ligue 1,CB,Defender,SEN,21,42.9,590,8,5.36
Sael Kumbedi,"Lyon, Wolfsburg","French Ligue 1, German Bundesliga",RB,Defender,FRA,20,47.3,748,10,4.73
Sagiv Yehezkel,Maccabi Tel Aviv,UEFA Europa League,LW,Forward,ISR,30,12.2,203,4,3.05
Said El Mala,Köln,German Bundesliga,AM,Defender,GER,19,79.4,681,15,5.29
Saidy Janko,Young Boys,UEFA Europa League,RB,Defender,GAM,30,24.0,426,5,4.8
Saied Farchi,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,ISR,19,12.9,261,4,3.22
Saku Savolainen,KuPS,UEFA Europa Conference League,RB,Defender,FIN,29,21.0,306,4,5.25
Salifou Soumah,Malmö,UEFA Europa League,AM,Forward,GUI,22,7.6,104,3,2.53
Salifu Ibrahim,KF Drita,UEFA Europa Conference League,CM,Midfielder,BEN,25,4.0,13,1,4.0
Salih Özcan,Dortmund,German Bundesliga,CB,Defender,TUR,27,5.9,22,3,1.97
Salis Abdul Samed,Nice,"French Ligue 1, UEFA Europa League",CM,Midfielder,GHA,25,46.4,765,15,3.09
Salomón Rondón,Oviedo,Spanish La Liga,AM,Forward,VEN,36,48.1,1032,16,3.01
Salvador Blopa,Sporting CP,UEFA Champions League,LB,Defender,POR,18,5.9,16,2,2.95
Sam Beukema,Napoli,"Italian Serie A, UEFA Champions League",CB,Defender,NED,27,58.3,1035,14,4.16
Sam Byram,Leeds United,English Premier League,RB,Defender,ENG,31,0.6,8,1,0.6
Samba Konaté,RB Leipzig,German Bundesliga,RW,Forward,FRA,16,1.9,4,1,1.9
Sambou Soumano,Lorient,French Ligue 1,AM,Forward,SEN,25,61.3,722,17,3.61
Samir Chergui,Paris FC,French Ligue 1,RB,Defender,FRA,26,54.4,973,12,4.53
Samir El Mourabet,Strasbourg,"French Ligue 1, UEFA Europa Conference League",CM,Midfielder,MAR,20,90.3,1249,21,4.3
Sampson Dweh Jr.,Viktoria Plzeň,UEFA Europa League,CB,Defender,LBR,24,30.9,540,6,5.15
Samson Baidoo,Lens,French Ligue 1,CB,Defender,AUT,21,72.7,1395,16,4.54
Samu Becerra,Rayo Vallecano,"Spanish La Liga, UEFA Europa Conference League",CB,Defender,ESP,19,6.0,25,3,2.0
Samu Costa,Mallorca,Spanish La Liga,DM,Midfielder,POR,25,59.8,1104,15,3.99
Samu Omorodion,Porto,UEFA Europa League,AM,Forward,ESP,21,17.4,306,5,3.48
Samuel Amo-Ameyaw,Strasbourg,"French Ligue 1, UEFA Europa Conference League",RW,Forward,ENG,19,72.8,810,16,4.55
Samuel Chukwueze,"Fulham, Milan","English Premier League, Italian Serie A",LW,Forward,NGA,26,60.6,423,10,6.06
Samuel Dahl,Benfica,UEFA Champions League,LB,Defender,SWE,25,22.6,428,5,4.52
Samuel Essende,Augsburg,German Bundesliga,AM,Forward,COD,27,32.1,326,10,3.21
Samuel Holm,Häcken,UEFA Europa Conference League,CM,Midfielder,SWE,28,16.3,56,4,4.08
Samuel Mbangula,Werder Bremen,German Bundesliga,LW,Forward,BEL,21,49.8,678,13,3.83
Samuel Pasanen,KuPS,UEFA Europa Conference League,DM,Midfielder,FIN,19,10.7,90,3,3.57
Samuele Angori,Pisa,Italian Serie A,WB,Midfielder,ITA,22,56.1,919,15,3.74
Samuele Ricci,Milan,Italian Serie A,CM,Midfielder,ITA,24,52.1,630,14,3.72
Samuele Vignato,Rijeka,UEFA Europa Conference League,RM,Midfielder,ITA,21,26.0,303,5,5.2
Samuli Miettinen,KuPS,UEFA Europa Conference League,CB,Defender,FIN,21,17.9,360,4,4.47
Samy Mmaee,Qarabağ,UEFA Champions League,CB,Defender,MAR,29,4.3,30,1,4.3
Sander Berge,Fulham,English Premier League,DM,Midfielder,NOR,27,84.5,1632,20,4.22
Sanders Ngabo,Häcken,UEFA Europa Conference League,LM,Forward,DEN,21,13.7,65,3,4.57
Sandi Lovrić,Udinese,Italian Serie A,CM,Midfielder,SVN,27,22.5,153,5,4.5
Sandro Cruz,Slovan Bratislava,UEFA Europa Conference League,LM,Defender,ANG,24,24.4,355,4,6.1
Sandro Kulenović,Dinamo Zagreb,UEFA Europa League,AM,Forward,CRO,26,16.1,188,6,2.68
Sandro Lauper,Young Boys,UEFA Europa League,AM,Defender,SUI,29,15.1,369,5,3.02
Sandro Tonali,Newcastle Utd,"English Premier League, UEFA Champions League",CM,Midfielder,ITA,25,117.6,1833,25,4.7
Santi Cazorla,Oviedo,Spanish La Liga,AM,Forward,ESP,41,41.3,432,11,3.75
Santi Comesaña,Villarreal,"Spanish La Liga, UEFA Champions League",CM,Midfielder,ESP,29,106.6,1582,22,4.85
Santiago Bueno,Wolves,English Premier League,CB,Defender,URU,27,41.7,935,11,3.79
Santiago Castro,Bologna,"Italian Serie A, UEFA Europa League",AM,Forward,ARG,21,74.5,1305,20,3.72
Santiago Colombatto,Oviedo,Spanish La Liga,DM,Midfielder,ARG,28,59.6,1065,14,4.26
Santiago Eneme,Sparta Prague,UEFA Europa Conference League,CM,Midfielder,EQG,25,22.8,151,5,4.56
Santiago Giménez,Milan,Italian Serie A,AM,Forward,MEX,24,35.5,622,9,3.94
Santiago Hezze,Olympiacos,UEFA Champions League,DM,Midfielder,ARG,24,23.6,343,5,4.72
Santiago Hidalgo,Toulouse,French Ligue 1,AM,Forward,ARG,20,36.2,269,13,2.78
Santiago Mouriño,Villarreal,"Spanish La Liga, UEFA Champions League",RB,Defender,URU,23,97.9,1407,16,6.12
Santiago Pierotti,Lecce,Italian Serie A,RW,Forward,ARG,24,60.2,968,16,3.76
Sasa Kalajdzic,Wolves,English Premier League,RW,Forward,AUT,28,1.4,15,1,1.4
Sascha Britschgi,Parma,Italian Serie A,WB,Midfielder,SUI,19,51.7,1020,13,3.98
Saud Abdulhamid,Lens,French Ligue 1,WB,Midfielder,KSA,26,38.6,304,11,3.51
Saúl Coco,Torino,Italian Serie A,CB,Defender,EQG,26,65.7,1350,15,4.38
Saša Lukić,Fulham,English Premier League,DM,Midfielder,SRB,29,66.0,1127,17,3.88
Scott McKenna,Dinamo Zagreb,UEFA Europa League,CB,Defender,SCO,29,28.4,540,6,4.73
Scott McTominay,Napoli,"Italian Serie A, UEFA Champions League",CM,Midfielder,SCO,29,95.0,1870,22,4.32
Sead Haksabanović,Malmö,UEFA Europa League,AM,Forward,MNE,26,21.9,382,5,4.38
Sead Kolašinac,Atalanta,"Italian Serie A, UEFA Champions League",CB,Defender,BIH,32,33.0,406,8,4.12
Sean Boyd,Shelbourne FC,UEFA Europa Conference League,AM,Forward,IRL,27,18.1,230,5,3.62
Sean Gannon,Shelbourne FC,UEFA Europa Conference League,CB,Defender,IRL,34,13.3,184,4,3.32
Sean Kavanagh,Shamrock Rovers,UEFA Europa Conference League,DM,Midfielder,IRL,31,5.0,13,1,5.0
Sean Longstaff,Leeds United,English Premier League,RM,Midfielder,ENG,28,51.3,878,12,4.27
Sean Steur,Ajax,UEFA Champions League,LM,Midfielder,NED,17,7.2,75,1,7.2
Sebastiaan Bornauw,Leeds United,English Premier League,CB,Defender,BEL,26,12.0,163,4,3.0
Sebastian Nanasi,Strasbourg,"French Ligue 1, UEFA Europa Conference League",AM,Forward,SWE,23,53.9,627,11,4.9
Sebastian Otoa,Genoa,Italian Serie A,CB,Defender,DEN,21,24.2,486,6,4.03
Sebastian Sebulonsen,Köln,German Bundesliga,RB,Defender,NOR,25,56.8,1170,15,3.79
Sebastian Szymański,Fenerbahçe,UEFA Europa League,AM,Forward,POL,26,18.1,197,5,3.62
Sebastian Tounekti,Celtic,UEFA Europa League,LW,Forward,TUN,23,27.9,427,6,4.65
Sebastian Walukiewicz,Sassuolo,Italian Serie A,RB,Defender,POL,25,79.1,1417,17,4.65
Sebastiano Esposito,Cagliari,Italian Serie A,AM,Forward,ITA,23,81.0,1218,17,4.76
Sebastiano Luperto,Cagliari,Italian Serie A,CB,Defender,ITA,29,47.3,1256,14,3.38
Sebastjan Spahiu,Shkëndija 79,UEFA Europa Conference League,LW,Forward,ALB,26,30.5,443,7,4.36
Seedy Jatta,Sturm Graz,UEFA Europa League,AM,Forward,NOR,22,12.1,297,6,2.02
Seko Fofana,Rennes,French Ligue 1,CM,Midfielder,CIV,30,53.7,654,11,4.88
Sekou Mara,Auxerre,French Ligue 1,AM,Forward,FRA,23,48.2,727,13,3.71
Selton Sánchez,Athletic Club,"Spanish La Liga, UEFA Champions League",AM,Forward,ESP,18,16.9,185,6,2.82
Sem Steijn,Feyenoord,UEFA Europa League,AM,Midfielder,NED,24,14.6,344,4,3.65
Semih Kılıçsoy,Cagliari,Italian Serie A,AM,Forward,TUR,20,28.1,308,9,3.12
Semir Smajlagić,Ħamrun Spartans FC,UEFA Europa Conference League,AM,Forward,BIH,27,12.3,177,5,2.46
Senne Lynen,Werder Bremen,German Bundesliga,DM,Midfielder,BEL,26,59.4,1225,14,4.24
Senny Mayulu,Paris S-G,"French Ligue 1, UEFA Champions League",AM,Midfielder,FRA,19,102.5,1172,18,5.69
Senou Coulibaly,AC Omonia,UEFA Europa Conference League,CB,Defender,MLI,31,13.2,232,3,4.4
Seny Koumbassa,Toulouse,French Ligue 1,CB,Defender,FRA,18,7.4,59,2,3.7
Seol Young-woo,Red Star,UEFA Europa League,RB,Defender,KOR,27,31.2,540,6,5.2
Sepp van den Berg,Brentford,English Premier League,CB,Defender,NED,24,69.1,1530,17,4.06
Serge Gnabry,Bayern Munich,"German Bundesliga, UEFA Champions League",AM,Forward,GER,30,102.7,987,17,6.04
Serge Raux Yao,Rapid Wien,UEFA Europa Conference League,CB,Defender,FRA,26,6.6,180,2,3.3
Sergei Muradyan,FC Noah,UEFA Europa Conference League,CB,Defender,ARM,21,25.3,388,6,4.22
Sergi Altimira,Betis,"Spanish La Liga, UEFA Europa League",DM,Midfielder,ESP,24,71.4,994,17,4.2
Sergi Cardona,Villarreal,"Spanish La Liga, UEFA Champions League",LB,Defender,ESP,26,88.9,1237,20,4.44
Sergi Darder,Mallorca,Spanish La Liga,AM,Forward,ESP,32,88.2,1287,18,4.9
Sergi Dominguez,Dinamo Zagreb,UEFA Europa League,CB,Defender,ESP,20,24.7,450,5,4.94
Sergi Roberto,Como,Italian Serie A,DM,Midfielder,ESP,33,14.2,185,5,2.84
Sergio Camello,Rayo Vallecano,"Spanish La Liga, UEFA Europa Conference League",AM,Forward,ESP,24,62.1,799,18,3.45
Sergio Carreira,Celta Vigo,"Spanish La Liga, UEFA Europa League",LM,Midfielder,ESP,25,83.4,1444,17,4.91
Sergio Córdova,Young Boys,UEFA Europa League,AM,Forward,VEN,28,12.5,228,6,2.08
Sergio Gómez,Real Sociedad,Spanish La Liga,LB,Defender,ESP,25,95.2,1281,18,5.29
Sergio Lozano,"Jagiellonia, Levante","Spanish La Liga, UEFA Europa Conference League",DM,Midfielder,ESP,26,13.8,96,4,3.45
Sergiño Dest,PSV Eindhoven,UEFA Champions League,LB,Defender,USA,25,27.2,367,5,5.44
Serhou Guirassy,Dortmund,"German Bundesliga, UEFA Champions League",AM,Forward,GUI,29,98.2,1607,20,4.91
Serigne Thioune,Ħamrun Spartans FC,UEFA Europa Conference League,LW,Forward,ITA,21,23.0,301,5,4.6
Severin Nioule,Häcken,UEFA Europa Conference League,RW,Forward,CIV,20,2.8,13,1,2.8
Seydou Fini,Genoa,Italian Serie A,AM,Forward,ITA,19,3.9,32,1,3.9
Shaisen Attard,Ħamrun Spartans FC,UEFA Europa Conference League,CM,Forward,MLT,21,1.7,27,2,0.85
Shandre Campbell,Club Brugge,UEFA Champions League,RB,Defender,RSA,20,0.6,3,1,0.6
Shaqueel Van Persie,Feyenoord,UEFA Europa League,AM,Forward,NED,19,3.6,10,1,3.6
Shea Lacey,Manchester Utd,English Premier League,WB,Midfielder,ENG,18,0.9,7,1,0.9
Sheraldo Becker,Osasuna,Spanish La Liga,AM,Midfielder,SUR,30,21.8,158,9,2.42
Shuto Machino,Gladbach,German Bundesliga,AM,Forward,JPN,26,47.5,594,14,3.39
Sidiki Cherif,Angers,French Ligue 1,AM,Forward,FRA,19,67.7,1070,17,3.98
Sidoine Fogning,Slovan Bratislava,UEFA Europa Conference League,DM,Midfielder,CMR,23,1.0,1,1,1.0
Siebe Horemans,Utrecht,UEFA Europa League,RB,Defender,BEL,27,27.6,540,6,4.6
Sikou Niakaté,Braga,UEFA Europa League,CB,Defender,MLI,26,12.3,260,3,4.1
Silas Andersen,Häcken,UEFA Europa Conference League,DM,Midfielder,DEN,21,35.1,516,6,5.85
Silvan Widmer,Mainz 05,"German Bundesliga, UEFA Europa Conference League",WB,Midfielder,SUI,32,66.1,914,16,4.13
Simion Michez,Sigma Olomouc,UEFA Europa Conference League,LW,Forward,BEL,23,4.2,29,2,2.1
Simon Adingra,Sunderland,English Premier League,LM,Forward,CIV,24,42.3,601,13,3.25
Simon Ebonog,Le Havre,French Ligue 1,CM,Midfielder,CMR,21,51.6,610,14,3.69
Simon Gustafson,Häcken,UEFA Europa Conference League,DM,Midfielder,SWE,30,35.5,540,6,5.92
Simon Sohm,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CM,Midfielder,SUI,24,65.0,895,17,3.82
Simone Canestrelli,Pisa,Italian Serie A,CB,Defender,ITA,25,72.0,1620,18,4.0
Simun Butic,Rijeka,UEFA Europa Conference League,RM,Midfielder,CRO,19,2.9,25,1,2.9
Sinaly Diomande,Auxerre,French Ligue 1,CB,Defender,CIV,24,26.0,607,7,3.71
Sirlord Conteh,Heidenheim,German Bundesliga,AM,Forward,GER,29,18.1,261,5,3.62
Sivert Heltne Nilsen,Aberdeen,UEFA Europa Conference League,CM,Midfielder,NOR,34,9.4,32,2,4.7
Sivert Mannsverk,Sparta Prague,UEFA Europa Conference League,CM,Midfielder,NOR,23,14.2,231,3,4.73
Siyabonga Ngezana,FCSB,UEFA Europa League,CB,Defender,RSA,28,29.0,514,6,4.83
Skelly Alvero,Werder Bremen,German Bundesliga,CB,Defender,FRA,23,8.7,34,2,4.35
Slobodan Jakovljević,Zrinjski Mostar,UEFA Europa Conference League,CB,Defender,SRB,36,13.6,270,3,4.53
Sofiane Boufal,Union SG,UEFA Champions League,AM,Forward,MAR,32,15.5,82,4,3.88
Sofiane Diop,Nice,"French Ligue 1, UEFA Europa League",AM,Forward,FRA,25,116.3,1311,22,5.29
Sofyan Amrabat,Betis,"Spanish La Liga, UEFA Europa League",DM,Midfielder,MAR,29,49.3,722,11,4.48
Son,Ludogorets,UEFA Europa League,RB,Defender,ESP,31,28.4,477,6,4.73
Sondre Auklend,Bodø/Glimt,UEFA Champions League,RW,Forward,NOR,22,24.6,362,5,4.92
Sondre Brunstad Fet,Bodø/Glimt,UEFA Champions League,LM,Midfielder,NOR,28,21.2,382,6,3.53
Soner Aydoğdu,Samsunspor,UEFA Europa Conference League,CM,Midfielder,TUR,34,13.3,82,5,2.66
Soner Gönül,Samsunspor,UEFA Europa Conference League,CM,Defender,TUR,28,7.2,34,4,1.8
Soriba Diaoune,Lille,"French Ligue 1, UEFA Europa League",AM,Forward,FRA,18,19.8,65,5,3.96
Sota Kawasaki,Mainz 05,"German Bundesliga, UEFA Europa Conference League",WB,Midfielder,JPN,24,34.2,444,9,3.8
Sota Kitano,RB Salzburg,UEFA Europa League,RM,Midfielder,JPN,21,19.9,153,4,4.97
Soualiho Meïté,PAOK,UEFA Europa League,DM,Midfielder,FRA,31,25.8,474,6,4.3
Souffian El Karouani,Utrecht,UEFA Europa League,LB,Defender,MAR,25,30.0,484,6,5.0
Souleymane N'Diaye,Lausanne-Sport,UEFA Europa Conference League,AM,Forward,SUI,19,3.9,19,1,3.9
Soumaïla Coulibaly,"Brest, Strasbourg","French Ligue 1, UEFA Europa Conference League",AM,Defender,FRA,22,36.8,814,10,3.68
Soumaïla Diabaté,RB Salzburg,UEFA Europa League,CM,Midfielder,MLI,21,29.9,480,6,4.98
Soungoutou Magassa,West Ham,English Premier League,DM,Midfielder,FRA,22,55.4,738,14,3.96
Stanis Idumbo,"Monaco, Sevilla","French Ligue 1, Spanish La Liga, UEFA Champions League",LM,Midfielder,BEL,20,28.2,232,9,3.13
Stanislav Ivanov,Ludogorets,UEFA Europa League,LB,Midfielder,BUL,26,18.1,102,4,4.53
Stanislav Lobotka,Napoli,"Italian Serie A, UEFA Champions League",CM,Midfielder,SVK,31,70.0,1233,17,4.12
Stanley N'Soki,Union Berlin,German Bundesliga,CB,Defender,FRA,26,5.3,83,2,2.65
Stavros Pilios,AEK Athens,UEFA Europa Conference League,LB,Defender,GRE,25,26.4,423,5,5.28
Stavros Pnevmonidis,Olympiacos,UEFA Champions League,LM,Midfielder,GRE,19,2.9,16,1,2.9
Stefan Baiaram,CS U Craiova,UEFA Europa Conference League,AM,Forward,ROU,22,24.6,303,5,4.92
Stefan Bell,Mainz 05,"German Bundesliga, UEFA Europa Conference League",CB,Defender,GER,34,51.0,624,13,3.92
Stefan Gartenmann,Ferencváros,UEFA Europa League,CB,Defender,SUI,28,13.1,253,3,4.37
Stefan Hierländer,Sturm Graz,UEFA Europa League,CM,Defender,AUT,34,10.7,44,3,3.57
Stefan Lainer,RB Salzburg,UEFA Europa League,RB,Defender,AUT,33,32.6,538,6,5.43
Stefan Posch,Como,Italian Serie A,RB,Defender,AUT,28,47.5,317,11,4.32
Stefan Schimmer,Heidenheim,German Bundesliga,AM,Forward,GER,31,43.2,386,10,4.32
Stefan Simić,AC Omonia,UEFA Europa Conference League,CB,Defender,CZE,30,15.4,348,4,3.85
Stefan de Vrij,Inter,"Italian Serie A, UEFA Champions League",CB,Defender,NED,33,24.8,406,6,4.13
Stefano Moreo,Pisa,Italian Serie A,AM,Forward,ITA,32,51.3,774,17,3.02
Stefano Sabelli,Genoa,Italian Serie A,RB,Defender,ITA,32,18.7,259,5,3.74
Stefano Surdanovic,Zrinjski Mostar,UEFA Europa Conference League,AM,Forward,SRB,27,7.9,133,3,2.63
Stefano Vecchia,Malmö,UEFA Europa League,AM,Forward,SWE,30,11.6,33,3,3.87
Stefanos Tzimas,Brighton,English Premier League,AM,Forward,GRE,19,21.7,138,9,2.41
Stephan El Shaarawy,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,ITA,33,81.3,541,17,4.78
Stephan Zagadou,Le Havre,French Ligue 1,CB,Defender,FRA,17,2.9,82,2,1.45
Stephen Eustáquio,Porto,UEFA Europa League,RM,Midfielder,CAN,28,16.7,202,4,4.18
Stevan Jovetić,AC Omonia,UEFA Europa Conference League,AM,Forward,MNE,36,10.5,86,3,3.5
Steve Kapuadi,Legia Warsaw,UEFA Europa Conference League,CB,Defender,COD,27,9.8,360,4,2.45
Steven Berghuis,Ajax,UEFA Champions League,RW,Forward,NED,33,2.1,45,1,2.1
Stijn Meijer,Ħamrun Spartans FC,UEFA Europa Conference League,AM,Defender,NED,26,7.5,91,4,1.88
Stjepan Radeljić,Rijeka,UEFA Europa Conference League,CB,Defender,BIH,28,18.6,354,4,4.65
Strahinja Pavlović,Milan,Italian Serie A,CB,Defender,SRB,24,68.5,1372,16,4.28
Stratos Svarnas,Raków,UEFA Europa Conference League,CB,Defender,GRE,28,34.3,540,6,5.72
Stuart Armstrong,Aberdeen,UEFA Europa Conference League,CM,Midfielder,SCO,33,23.7,297,5,4.74
Suat Serdar,Hellas Verona,Italian Serie A,CM,Midfielder,GER,28,58.1,855,12,4.84
Sven Botman,Newcastle Utd,"English Premier League, UEFA Champions League",CB,Defender,NED,25,59.1,941,14,4.22
