Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
es ESP,MF,Nantes,26,1997,32,31,2594,52,65,49,40
pt POR,MO,pt Sporting CP,25,1998,9,6,473,78,82,55,45
br BRA,FW,ua Shakhtar,21,2002,1,0,7,17,14,7,63
br BRA,MO,si Olimpija,24,1998,4,2,164,53,60,36,52
pt POR,MO,Wolves,23,2000,20,18,1516,67,75,82,23
gq EQG,MF,Sassuolo,31,1992,8,5,453,31,48,31,47
pt POR,DF,Monza,25,1998,23,9,841,55,85,79,48
es ESP,DF,Tottenham,23,1999,35,35,3089,85,86,74,63
es ESP,FW,Las Palmas,27,1996,17,6,504,59,60,80,74
cd COD,MF,Luton Town,30,1993,27,11,1101,38,39,38,35
es ESP,MO,Augsburg,26,1996,14,1,358,41,55,46,55
es ESP,MF,Rayo Vallecano,25,1998,22,12,1167,66,66,74,62
pt POR,DF,pt Porto,40,1983,7,7,660,62,48,46,54
es ESP,GK,Villarreal,40,1982,9,9,810,47,48,46,40
br BRA,MO,pt Porto,26,1997,7,7,642,51,73,54,50
gq EQG,MO,Monza,26,1996,10,2,241,18,40,25,36
nl NED,DF,Torino,23,1999,9,9,770,56,36,49,52
es ESP,MF,Athletic Club,24,1998,2,0,10,21,21,13,76
ec ECU,DF,Brighton,25,1998,23,17,1421,87,92,83,41
rs SRB,MO,ua Zorya Luhansk,24,1998,5,3,244,55,44,24,47
hr CRO,FW,ba Zrinjski Mostar,29,1994,3,0,51,24,67,36,69
hr CRO,MO,pt Benfica,25,1998,6,2,233,49,33,44,59
rs SRB,FW,at RB Salzburg,19,2003,6,2,212,42,54,38,49
rs SRB,MF,rs TSC,21,2001,4,2,199,60,37,38,52
hr CRO,MF,hr Dinamo Zagreb,19,2003,7,4,441,39,58,53,57
se SWE,GK,se Häcken,35,1988,6,6,540,41,43,42,42
ng NGA,MF,md Sheriff Tiraspol,20,2003,2,2,135,28,25,16,53
dk DEN,DF,dk FC Copenhagen,32,1990,7,5,465,51,51,65,55
do DOM,MO,Valencia,21,2002,15,5,649,40,30,51,53
ng NGA,MF,rs Red Star,27,1995,5,2,175,59,25,56,63
dk DEN,GK,cz Sparta Prague,25,1998,10,10,900,63,47,59,67
cz CZE,MF,cz Slavia Prague,29,1994,2,1,64,35,27,31,7
gr GRE,MF,gr AEK Athens,31,1991,6,4,345,54,83,70,51
eng ENG,MO,eng Manchester City,23,2000,43,40,3538,86,86,77,43
ng NGA,FW,sk Spartak Trnava,26,1997,6,3,248,21,29,54,56
dk DEN,MF,Bournemouth,27,1996,29,13,1398,76,64,55,58
dk DEN,MO,be Club Brugge,28,1994,8,4,315,52,80,86,40
de GER,MO,Bochum,28,1995,13,3,385,37,65,33,61
de GER,FW,Bochum,30,1993,29,18,1571,50,55,34,62
ch SUI,GK,Monaco,25,1998,22,22,1980,49,42,57,76
at AUT,DF,Freiburg,27,1996,20,19,1677,55,57,37,46
de GER,DF,de Eint Frankfurt,29,1993,24,17,1351,75,82,68,46
de GER,DF,at LASK,30,1993,6,6,540,31,36,23,84
br BRA,MO,Aston Villa,31,1992,2,0,25,49,39,84,8
de GER,FW,Augsburg,26,1997,34,31,2382,48,60,28,67
at AUT,DF,Mainz 05,29,1994,23,23,1996,79,69,69,29
it ITA,GK,Napoli,28,1995,7,7,630,53,43,45,82
ec ECU,DF,Leverkusen,21,2002,38,26,2397,67,75,72,59
fr FRA,MF,il Maccabi Haifa,26,1996,8,6,548,37,61,49,73
dk DEN,MF,Tottenham,27,1995,36,8,1311,46,61,64,55
fr FRA,DF,it Milan,23,2000,11,5,509,39,54,55,14
fr FRA,MF,Brest,30,1993,29,29,2517,72,62,69,79
ga GAB,FW,Marseille,34,1989,47,41,3648,74,65,64,58
be BEL,MF,be Gent,27,1995,7,6,486,64,74,66,33
it ITA,DF,it Fiorentina,18,2005,5,0,126,30,61,46,67
it ITA,FW,Torino,22,2001,24,7,756,32,34,44,42
it ITA,GK,it Fiorentina,33,1990,42,42,3840,61,60,45,65
pl POL,MF,it Napoli,29,1994,34,29,2390,77,80,69,27
pt POR,MF,pt Braga,33,1989,4,2,120,56,66,80,40
es ESP,DF,Frosinone,25,1997,25,18,1536,75,64,61,41
se SWE,MO,Lecce,24,1999,30,25,2107,46,35,51,65
se SWE,MF,se Häcken,17,2005,5,0,137,42,45,57,28
es ESP,FW,Getafe,31,1992,36,11,1285,63,74,52,64
rs SRB,GK,Mallorca,27,1995,36,36,3240,62,60,55,66
pl POL,DF,fr Lens,28,1995,38,32,2882,84,81,79,50
pl POL,MF,Frosinone,29,1994,1,0,9,21,11,7,16
fi FIN,MF,fi HJK,28,1994,6,6,540,43,45,65,54
fo FRO,FW,fo KÍ,33,1990,6,4,313,45,30,19,75
hu HUN,GK,de RB Leipzig,33,1990,16,16,1440,48,51,52,50
fi FIN,MO,fi HJK,36,1986,5,2,172,56,21,12,77
al ALB,MF,cz Sparta Prague,27,1996,10,8,674,48,69,61,66
xk KVX,MF,xk KF Ballkani Therandë,22,2001,7,7,585,31,60,41,56
fr FRA,DF,Marseille,21,2002,33,29,2481,61,82,80,53
nl NED,DF,nl Feyenoord,21,2001,8,8,750,57,87,67,68
es ESP,DF,gr Olympiacos,33,1989,8,2,253,44,57,67,52
nl NED,MF,nl Feyenoord,22,2001,7,7,583,56,65,70,33
wls WAL,FW,sct Rangers,22,2000,4,1,146,39,25,68,33
cg CGO,MO,Strasbourg,17,2005,6,1,133,24,55,47,81
ma MAR,FW,Almería,18,2005,1,0,17,46,32,34,68
dz ALG,MF,tr Beşiktaş,31,1992,2,2,136,63,74,89,47
co COL,MO,Rayo Vallecano,37,1986,22,2,407,59,31,30,66
ba BIH,MF,tr Fenerbahçe,29,1993,17,11,998,32,51,39,49
cz CZE,MF,cz Viktoria Plzeň,34,1989,4,1,158,26,34,28,26
pl POL,GK,Monaco,23,1999,12,12,1080,41,48,54,50
rs SRB,DF,pl Legia Warsaw,27,1995,7,7,613,38,42,42,40
ro ROU,DF,Genoa,21,2002,28,23,2139,59,44,33,54
es ESP,DF,Alavés,21,2002,33,27,2443,35,34,33,50
es ESP,FW,es Sevilla,26,1997,17,3,429,64,31,25,60
pt POR,MO,pt Benfica,30,1993,12,12,1052,60,49,55,31
pt POR,DF,gr PAOK,28,1995,4,3,228,48,46,52,43
co COL,FW,Werder Bremen,27,1995,19,11,991,51,61,49,65
pt POR,FW,it Milan,24,1999,45,40,3421,75,88,87,58
pt POR,FW,pt Sporting CP,18,2005,1,0,6,17,14,8,13
it ITA,DF,Atalanta,32,1990,23,13,1263,32,52,52,52
pl POL,MF,pl Legia Warsaw,29,1993,4,3,285,62,25,25,83
it ITA,GK,Inter,29,1993,1,0,23,41,44,50,33
ng NGA,FW,cz Viktoria Plzeň,20,2003,2,2,175,30,42,57,67
eng ENG,MO,Chelsea,28,1994,31,22,1978,81,65,80,39
km COM,MF,Marseille,18,2004,2,0,46,21,23,27,69
il ISR,DF,il Maccabi Haifa,34,1988,6,6,540,24,28,15,48
dz ALG,MF,nl Feyenoord,25,1998,7,5,504,57,58,42,50
dz ALG,DF,de Dortmund,28,1995,22,15,1408,59,63,82,78
es ESP,MF,Villarreal,22,2000,22,7,899,44,72,73,55
fr FRA,MO,fr Paris S-G,24,1998,38,21,1891,72,60,61,45
ao ANG,MO,Rayo Vallecano,25,1997,16,3,572,60,53,40,56
de GER,MF,de Union Berlin,29,1994,24,22,1633,24,26,21,68
it ITA,DF,Torino,23,2000,37,36,3046,73,73,80,29
ng NGA,MF,be Club Brugge,22,2001,11,9,833,53,42,40,49
pt POR,MF,de Bayern Munich,29,1993,27,17,1578,81,82,80,42
fr FRA,DF,eng Manchester Utd,30,1993,26,19,1709,53,46,38,57
br BRA,FW,es Barcelona,26,1996,35,23,1838,81,89,81,69
ro ROU,FW,Lecce,19,2004,1,0,8,34,53,43,13
dk DEN,MF,Köln,22,2000,23,18,1659,45,46,58,65
dk DEN,MF,dk FC Copenhagen,31,1992,7,7,630,30,58,30,58
dk DEN,FW,eng Manchester Utd,20,2003,36,31,2643,59,47,40,46
dk DEN,DF,Roma,26,1997,29,19,1744,72,55,60,47
dk DEN,DF,Toulouse,26,1997,41,41,3645,54,31,37,61
sn SEN,MO,Le Havre,21,2001,19,6,526,14,45,37,73
dz ALG,MF,Wolves,22,2001,33,29,2329,66,52,73,62
fr FRA,MO,Lyon,19,2003,33,19,1719,66,88,90,42
es ESP,FW,Osasuna,22,2000,35,13,1355,51,43,30,52
es ESP,DF,Villarreal,37,1985,29,26,2172,26,44,20,47
es ESP,GK,Granada,35,1988,4,4,280,41,41,43,36
es ESP,MO,Athletic Club,37,1986,20,1,420,44,38,24,83
mx MEX,FW,Fulham,32,1991,24,18,1395,56,44,41,69
es ESP,DF,Granada,21,2001,17,14,1250,26,35,27,60
es ESP,FW,Rayo Vallecano,28,1994,25,15,1272,35,47,40,50
ma MAR,MF,Hellas Verona,19,2004,3,1,117,42,32,46,37
de GER,MO,Reims,22,2001,29,14,1368,45,60,59,40
al ALB,FW,si Olimpija,21,2001,3,0,61,35,43,58,62
al ALB,FW,az Qarabağ,25,1998,6,0,59,24,14,48,35
eng ENG,DF,Luton Town,26,1996,22,20,1660,50,68,40,59
eng ENG,DF,Chelsea,23,1999,10,5,419,66,89,89,61
br BRA,MO,Frosinone,21,2002,22,13,1059,46,56,24,57
mz MOZ,DF,es Atlético Madrid,29,1994,17,7,754,78,69,63,79
eng ENG,FW,eng Arsenal,23,1999,20,2,445,47,85,75,77
eng ENG,GK,Crystal Palace,29,1994,1,0,4,41,36,50,55
fr FRA,MO,Lecce,26,1996,31,21,1819,47,66,22,61
ch SUI,MF,Bologna,31,1992,32,30,2624,47,56,52,69
br BRA,DF,Marseille,25,1998,20,19,1646,53,56,68,44
pt POR,MF,Roma,25,1997,12,3,266,74,65,83,36
ch SUI,FW,ch Lugano,31,1991,6,6,539,51,76,85,53
pe PER,MF,Celta Vigo,28,1995,21,15,1337,36,41,42,85
fo FRO,MF,fo KÍ,30,1993,4,4,360,56,21,38,71
at AUT,MF,at LASK,29,1993,3,1,133,36,40,47,70
jp JPN,MF,sct Celtic,25,1997,3,3,134,55,60,50,10
eng ENG,MO,Sheffield Utd,23,2000,13,3,346,28,20,18,27
wls WAL,DF,Sheffield Utd,24,1999,5,2,110,32,27,72,31
es ESP,DF,Granada,23,2000,33,25,2295,77,58,69,30
br BRA,MO,md Sheriff Tiraspol,33,1989,6,5,385,24,68,21,59
pt POR,MF,pt Sporting CP,30,1993,9,7,525,33,34,46,64
pt POR,MO,pt Braga,28,1994,6,6,500,51,88,44,36
us USA,MO,nl PSV Eindhoven,20,2003,8,1,136,81,55,37,22
ch SUI,DF,Torino,30,1992,35,34,2772,60,71,65,39
es ESP,DF,Betis,22,2001,3,1,166,21,18,11,59
it ITA,DF,Bologna,21,2002,30,26,2349,71,70,61,71
it ITA,DF,Frosinone,25,1998,13,13,1148,50,65,45,18
it ITA,MO,Bologna,26,1997,33,19,1792,76,60,64,54
it ITA,MF,Roma,18,2004,7,0,122,62,49,54,63
it ITA,MO,Hellas Verona,31,1991,12,3,342,23,36,66,25
it ITA,FW,it Fiorentina,24,1999,31,19,1585,65,72,85,61
fi FIN,DF,sct Aberdeen,27,1996,6,5,479,37,44,13,54
br BRA,FW,Tottenham,26,1997,28,18,1491,74,62,48,70
br BRA,MO,bg Ludogorets,23,1999,2,0,44,49,73,92,27
nl NED,DF,Roma,28,1995,26,19,1671,54,66,57,47
eng ENG,DF,Brentford,26,1997,5,5,401,56,80,74,58
eng ENG,MF,eng Manchester City,18,2004,23,14,1357,73,76,75,30
sr SUR,DF,Genoa,30,1993,16,7,773,42,49,59,36
de GER,MF,Wolfsburg,25,1998,33,22,2013,63,54,65,48
nl NED,DF,nl AZ Alkmaar,26,1996,5,4,339,36,73,42,30
be BEL,DF,be Antwerp,34,1988,4,3,223,47,62,70,54
jp JPN,MF,Freiburg,25,1998,40,34,3041,86,63,70,48
de GER,MF,Leverkusen,28,1994,39,26,2450,67,71,48,45
pl POL,DF,Augsburg,25,1998,13,6,481,56,40,63,47
pl POL,FW,es Barcelona,34,1988,44,41,3484,71,64,45,56
at AUT,DF,hr Dinamo Zagreb,24,1999,5,4,362,58,73,71,42
dk DEN,MF,Hoffenheim,27,1996,25,14,1260,83,76,68,57
es ESP,GK,Chelsea,25,1997,16,16,1433,49,54,54,48
at AUT,MO,at LASK,31,1992,6,6,540,45,56,27,75
it ITA,MF,Monza,29,1994,33,29,2360,54,60,47,61
de GER,MO,Stuttgart,22,2000,5,0,84,17,29,48,30
es ESP,MO,Cádiz,21,2002,28,24,1888,44,59,65,72
ar ARG,MO,Udinese,32,1991,27,22,1858,46,58,30,41
it ITA,FW,Empoli,22,2001,37,12,1417,54,30,40,65
de GER,MF,de Union Berlin,29,1994,36,32,2723,74,61,41,80
de GER,MO,Gladbach,24,1998,29,14,1348,72,58,66,54
cz CZE,DF,cz Viktoria Plzeň,23,2000,10,10,960,47,36,35,54
de GER,DF,de Union Berlin,31,1992,27,23,2187,48,38,34,49
de GER,DF,de Eint Frankfurt,27,1996,37,37,3262,66,52,43,51
es ESP,DF,es Real Sociedad,26,1996,36,35,3041,52,39,43,51
se SWE,GK,eng Aston Villa,33,1990,7,6,585,49,66,48,46
de GER,GK,Mainz 05,28,1994,30,30,2700,65,57,62,85
fr FRA,FW,dk Nordsjælland,19,2003,1,0,5,17,21,10,13
de GER,MF,Gladbach,21,2002,34,24,2136,78,61,56,68
br BRA,DF,gr Olympiacos,31,1992,15,15,1401,72,73,78,53
mx MEX,MO,gr AEK Athens,29,1994,2,0,38,26,36,72,53
es ESP,FW,es Betis,23,2000,76,53,4836,57,87,69,81
br BRA,DF,tr Fenerbahçe,27,1996,4,4,334,27,23,31,43
uy URU,MF,Tottenham,26,1997,23,13,1005,70,69,67,62
ar ARG,MF,es Atlético Madrid,29,1994,42,33,2686,79,87,76,38
br BRA,FW,Fulham,22,2001,26,18,1593,67,43,22,50
pt POR,MO,Nott'ham Forest,18,2005,4,0,17,51,35,55,45
es ESP,DF,es Atlético Madrid,23,2000,42,19,1847,88,74,85,35
uy URU,MF,pt Braga,23,1999,8,7,514,47,85,64,56
br BRA,FW,es Real Madrid,22,2001,47,40,3392,78,81,84,52
il ISR,GK,il Maccabi Tel Aviv,30,1992,4,4,390,41,42,42,42
pt POR,FW,pt Braga,17,2005,3,1,164,77,46,79,83
es ESP,FW,Cádiz,32,1991,23,18,1359,37,51,28,55
br BRA,DF,Wolfsburg,25,1998,13,10,906,76,64,72,32
hr CRO,FW,at RB Salzburg,19,2003,6,4,338,53,57,32,62
hu HUN,MO,Freiburg,26,1997,36,30,2450,66,55,46,52
it ITA,MF,it Fiorentina,26,1997,44,26,2447,70,73,41,34
fr FRA,FW,Brest,27,1996,33,30,2497,63,89,83,66
fr FRA,MO,Lorient,25,1998,22,16,1494,54,63,68,30
fr FRA,MF,Nice,25,1997,19,2,370,31,52,52,69
cz CZE,MF,ch Lugano,26,1997,5,0,105,59,65,64,18
sk SVK,MF,sk Spartak Trnava,34,1989,3,0,63,34,12,32,54
ua UKR,DF,ua Zorya Luhansk,25,1998,2,2,180,52,56,80,76
ua UKR,FW,Valencia,27,1995,25,11,928,42,37,37,48
at AUT,MO,Werder Bremen,23,2000,33,30,2601,51,78,56,49
nl NED,GK,nl AZ Alkmaar,19,2004,1,1,90,41,46,47,41
be BEL,FW,Roma,30,1993,45,43,3717,63,52,52,48
ci CIV,MF,se Häcken,20,2003,6,4,373,66,68,84,38
ml MLI,MF,Cádiz,26,1996,16,9,821,26,40,45,58
pt POR,MF,pt Porto,23,2000,1,1,63,48,54,35,29
be BEL,MF,Chelsea,19,2004,1,0,33,21,28,16,15
uy URU,DF,es Barcelona,24,1999,33,29,2655,63,71,58,56
fr FRA,DF,Nantes,25,1998,12,6,598,39,45,59,68
fr FRA,DF,ch Servette FC,33,1989,1,0,7,21,12,78,3
pt POR,FW,pt Braga,27,1995,2,0,56,55,77,67,69
se SWE,MO,dk FC Copenhagen,17,2005,4,1,146,67,40,60,21
fi FIN,FW,fi HJK,31,1991,1,0,5,42,14,10,13
eng ENG,MF,Luton Town,29,1993,32,30,2618,76,73,60,39
nir NIR,FW,sct Rangers,20,2003,5,1,149,82,73,87,60
eng ENG,DF,be Union SG,24,1999,4,1,100,57,67,42,32
il ISR,DF,il Maccabi Tel Aviv,20,2003,8,8,708,39,54,71,62
ga GAB,FW,Lorient,21,2002,1,0,16,25,16,38,13
br BRA,DF,Sassuolo,24,1999,26,16,1516,39,34,31,52
fr FRA,DF,fr Lens,30,1993,29,24,2131,73,83,71,63
es ESP,DF,Valencia,20,2003,1,0,11,40,20,40,59
eng ENG,MF,it Milan,27,1996,39,35,2770,84,56,75,42
ch SUI,MO,Augsburg,24,1998,31,25,1962,58,60,49,44
nl NED,FW,nl AZ Alkmaar,18,2004,4,2,199,36,71,80,72
es ESP,MF,Cádiz,32,1991,36,36,3134,56,50,34,68
es ESP,GK,Marseille,28,1995,3,2,211,56,58,58,44
es ESP,DF,Alavés,27,1995,28,21,1878,70,65,50,49
es ESP,MO,Osasuna,30,1993,30,19,1547,51,64,46,71
es ESP,MF,Osasuna,32,1991,29,26,2088,50,59,73,51
es ESP,MF,gr Panathinaikos,34,1989,3,3,244,22,42,35,48
es ESP,MO,Cádiz,31,1992,32,18,1646,20,41,28,78
pt POR,GK,Roma,35,1988,23,23,2070,41,43,41,45
pt POR,MO,si Olimpija,25,1998,6,6,480,34,61,36,43
pt POR,GK,es Betis,29,1994,34,34,3015,46,49,70,63
no NOR,FW,no Bodø/Glimt,27,1996,1,1,24,33,21,28,13
ua UKR,MF,Genoa,30,1993,28,18,1544,60,52,45,47
br BRA,MO,bg Ludogorets,22,2001,8,2,280,77,28,47,44
sct SCO,MF,Bournemouth,28,1995,37,35,2907,57,75,64,61
sct SCO,MF,sct Aberdeen,19,2004,4,3,215,28,30,18,31
eng ENG,MF,Luton Town,23,2000,11,5,503,45,45,59,48
nl NED,MF,Liverpool,21,2002,32,16,1477,83,77,79,46
sct SCO,MF,sct Rangers,31,1992,3,1,114,46,55,22,72
eng ENG,FW,tr Fenerbahçe,26,1996,7,6,479,33,75,81,68
sct SCO,FW,Sheffield Utd,17,2006,1,0,8,17,21,38,13
eng ENG,MF,Nott'ham Forest,25,1997,35,21,1992,52,39,29,75
jp JPN,MF,pl Legia Warsaw,26,1997,2,1,114,58,59,59,23
fr FRA,FW,fr Lille,33,1990,39,19,2015,64,88,83,74
fr FRA,GK,Nantes,27,1996,6,6,540,41,44,45,46
fr FRA,GK,Lyon,35,1987,3,3,270,41,41,46,46
pt POR,DF,eng Manchester City,26,1997,39,37,3324,51,62,58,45
pt POR,MF,Hellas Verona,24,1999,12,2,282,49,48,65,41
ro ROU,MF,Empoli,27,1996,30,20,1818,48,64,41,45
tr TUR,DF,sct Rangers,22,2001,2,2,180,23,34,73,58
il ISR,MF,si Olimpija,26,1997,5,3,262,54,70,49,47
ge GEO,DF,Torino,21,2002,12,2,356,28,27,15,75
fr FRA,DF,tr Galatasaray,22,2000,8,7,649,84,71,83,63
fr FRA,MO,Montpellier,21,2002,9,0,130,53,43,52,52
ir IRN,DF,hr Dinamo Zagreb,27,1996,6,4,402,64,67,84,52
sn SEN,DF,Metz,19,2004,14,9,846,36,27,50,63
fr FRA,DF,Lyon,18,2005,17,8,924,55,68,80,54
gn GUI,DF,Strasbourg,21,2002,10,8,719,40,60,36,70
gm GAM,DF,ch Young Boys,27,1995,6,5,384,34,35,56,31
tr TUR,MF,tr Beşiktaş,29,1994,4,3,213,38,50,42,53
tr TUR,MF,de Dortmund,25,1998,32,17,1627,31,47,38,57
ma MAR,MF,Atlético Madrid,19,2004,1,0,13,21,13,62,16
gh GHA,MF,fr Lens,23,2000,35,24,2143,29,44,39,36
es ESP,MF,Rayo Vallecano,32,1991,1,0,28,21,16,84,20
nl NED,DF,Bologna,24,1998,30,29,2547,49,50,41,32
ie IRL,DF,Sheffield Utd,17,2005,1,0,28,21,19,28,28
eng ENG,GK,Crystal Palace,30,1993,20,20,1796,49,43,42,60
nl NED,MF,sct Rangers,26,1997,6,5,422,55,47,56,48
ir IRN,DF,Brentford,29,1993,19,7,739,80,66,68,51
sn SEN,MF,ch Servette FC,19,2003,5,2,161,29,15,9,85
ml MLI,MF,rs Čukarički,23,2000,6,6,495,23,21,12,60
lr LBR,DF,cz Viktoria Plzeň,21,2001,9,8,765,43,55,45,65
at AUT,DF,at RB Salzburg,19,2004,5,3,303,39,26,57,61
es ESP,MO,Sassuolo,28,1995,17,6,536,37,61,77,64
pt POR,MF,Mallorca,22,2000,34,26,2303,49,41,37,78
es ESP,FW,Alavés,19,2004,35,22,1998,58,39,40,44
de GER,FW,Dortmund,19,2004,2,0,47,54,62,92,60
ng NGA,FW,it Milan,24,1999,32,14,1298,66,85,83,60
fr FRA,DF,Marseille,29,1993,29,27,2366,73,42,46,68
fr FRA,MO,Le Havre,26,1996,23,4,606,64,75,72,61
se SWE,MF,se Häcken,28,1995,6,6,530,41,87,63,34
eng ENG,MF,Juventus,19,2003,24,4,810,79,69,73,68
br BRA,DF,es Atlético Madrid,23,1999,41,31,2584,92,76,88,46
cd COD,MF,Nantes,26,1996,26,11,1107,66,51,53,56
cz CZE,MF,cz Slavia Prague,17,2006,1,0,9,21,11,45,7
fr FRA,DF,fr Lille,29,1993,11,7,616,32,43,38,40
sk SVK,MO,sk Spartak Trnava,31,1991,2,0,32,15,9,7,8
it ITA,DF,Monza,24,1999,35,22,2013,62,72,76,39
de GER,MF,Stuttgart,18,2005,1,0,7,58,35,46,21
it ITA,MO,Sassuolo,22,2000,27,1,462,40,27,38,47
it ITA,GK,Empoli,25,1997,1,1,90,41,42,40,33
it ITA,MF,Torino,21,2001,32,28,2395,58,64,53,40
it ITA,MO,Monza,19,2004,10,3,343,55,41,61,49
ma MAR,DF,hu Ferencváros,26,1996,6,6,512,32,34,43,44
no NOR,MF,Burnley,25,1998,37,34,3005,49,57,51,66
si SVN,MF,Udinese,25,1998,29,21,1987,68,65,64,30
hr CRO,MO,hr Dinamo Zagreb,23,1999,8,1,194,30,27,28,52
ch SUI,MF,ch Young Boys,26,1996,6,6,443,25,26,23,43
es ESP,FW,Las Palmas,28,1995,27,21,1808,53,71,72,54
it ITA,MF,eng Newcastle Utd,23,2000,11,7,599,69,50,61,47
ba BIH,MF,Strasbourg,29,1993,3,1,88,38,52,16,32
de GER,MF,at LASK,19,2004,2,0,5,21,18,16,31
fi FIN,FW,fi HJK,25,1997,4,3,262,60,75,54,59
es ESP,MF,Villarreal,26,1996,34,25,1973,67,52,62,65
uy URU,DF,Wolves,24,1998,12,9,822,26,27,38,41
ar ARG,FW,Bologna,18,2004,8,2,242,43,42,39,53
es ESP,FW,Getafe,21,2001,1,0,25,29,57,47,34
mx MEX,FW,nl Feyenoord,22,2001,6,5,452,61,48,50,45
ar ARG,MF,gr Olympiacos,21,2001,15,15,1347,46,59,28,63
ar ARG,MO,Lecce,22,2001,11,0,200,58,59,68,71
ir IRN,MO,Roma,28,1995,27,5,760,63,28,18,59
am ARM,MO,Köln,30,1993,20,8,801,63,50,28,70
at AUT,FW,de Eint Frankfurt,26,1997,17,7,555,56,59,29,77
at AUT,MF,at LASK,26,1996,5,5,450,67,80,52,51
dz ALG,MO,Lyon,27,1995,30,19,1697,65,76,82,41
fr FRA,MF,Monaco,17,2006,1,0,45,21,35,84,58
gq EQG,DF,Las Palmas,24,1999,30,26,2295,43,31,28,45
es ESP,MF,es Atlético Madrid,28,1994,44,19,1809,63,57,42,84
rs SRB,FW,rs TSC,31,1991,4,4,319,29,50,51,46
rs SRB,MF,Fulham,26,1996,24,13,1122,57,41,44,67
sct SCO,DF,dk FC Copenhagen,26,1996,7,7,596,34,39,13,47
sct SCO,MF,eng Manchester Utd,26,1996,37,22,2283,69,44,43,55
sct SCO,FW,sct Rangers,25,1997,3,2,182,35,64,63,68
ba BIH,DF,Atalanta,30,1993,39,34,2864,57,52,61,61
il ISR,DF,il Maccabi Haifa,28,1995,2,2,161,41,52,50,68
eng ENG,MF,eng Newcastle Utd,25,1997,40,34,3101,71,55,50,38
be BEL,DF,Wolfsburg,24,1999,20,16,1431,35,31,36,50
de GER,FW,Darmstadt 98,32,1991,9,4,446,32,56,35,38
de GER,MF,de Eint Frankfurt,32,1990,11,2,145,50,70,59,69
pl POL,MO,tr Fenerbahçe,24,1999,10,6,638,37,65,26,80
pl POL,DF,Empoli,23,2000,27,23,2055,29,29,41,66
it ITA,DF,Empoli,26,1996,38,38,3406,47,44,38,47
uy URU,DF,pt Sporting CP,32,1990,7,5,505,73,53,34,62
sk SVK,DF,sk Spartak Trnava,19,2003,6,6,540,28,33,14,70
ar ARG,MO,gr Panathinaikos,31,1992,6,5,387,63,42,75,68
no NOR,FW,at Sturm Graz,20,2003,3,2,132,24,19,26,61
ml MLI,FW,at RB Salzburg,23,1999,2,0,68,32,67,44,71
ma MAR,MO,Valencia,26,1996,20,7,604,22,39,41,83
tr TUR,FW,tr Beşiktaş,17,2005,3,0,79,57,43,73,55
be BEL,GK,be Antwerp,21,2002,1,1,90,57,47,50,33
be BEL,MF,Werder Bremen,24,1999,32,20,1797,27,53,30,73
fr FRA,MO,Paris S-G,17,2006,8,3,324,34,74,62,62
nl NED,DF,Mainz 05,21,2001,33,31,2839,63,36,32,61
tr TUR,DF,tr Fenerbahçe,32,1990,3,2,208,61,40,30,73
tr TUR,DF,pt Braga,20,2003,5,3,355,35,28,36,34
ci CIV,MF,Nott'ham Forest,30,1992,12,10,833,38,56,46,70
de GER,FW,de Bayern Munich,28,1995,17,8,632,83,80,72,70
es ESP,MF,Betis,21,2001,14,6,568,57,47,47,61
es ESP,MO,Valencia,26,1997,27,15,1229,47,54,50,66
es ESP,DF,Las Palmas,24,1999,35,30,2814,74,79,74,72
es ESP,MF,Mallorca,29,1993,36,21,2157,70,81,69,37
es ESP,MO,Cádiz,32,1991,22,1,495,46,50,47,63
es ESP,MF,es Barcelona,31,1992,19,12,1063,78,76,65,42
es ESP,DF,Reims,25,1997,32,27,2493,79,49,66,32
ar ARG,MO,gr AEK Athens,31,1992,4,2,204,46,70,48,53
es ESP,MO,Almería,21,2001,34,22,2047,69,68,35,55
es ESP,FW,Rayo Vallecano,22,2001,31,20,1661,41,56,38,47
es ESP,MF,eng Manchester City,22,2000,11,2,247,61,87,87,37
es ESP,GK,Osasuna,30,1993,32,32,2869,51,59,51,76
nl NED,GK,bg Ludogorets,33,1990,5,5,450,52,45,44,37
es ESP,DF,es Sevilla,37,1986,33,33,2967,70,50,42,68
es ESP,DF,eng Manchester Utd,26,1996,27,20,1682,62,77,75,60
es ESP,MO,Granada,18,2004,3,2,122,45,63,34,33
es ESP,MF,Granada,28,1994,35,30,2494,36,53,42,63
us USA,DF,nl PSV Eindhoven,22,2000,8,7,647,56,80,84,37
gn GUI,FW,Stuttgart,27,1996,28,25,2208,88,78,53,51
tr TUR,DF,tr Beşiktaş,19,2004,1,1,90,68,48,42,80
it ITA,MF,Genoa,17,2006,3,0,35,47,15,49,17
jm JAM,FW,Clermont Foot,26,1997,26,17,1484,55,59,47,39
gd GRN,MF,Brentford,25,1998,10,2,229,79,67,35,66
il ISR,GK,il Maccabi Haifa,22,2001,9,9,810,41,42,44,59
ga GAB,MO,Toulouse,23,2000,19,8,752,68,33,76,60
eng ENG,MF,sct Aberdeen,21,2001,1,1,70,36,56,53,57
sr SUR,FW,de Union Berlin,28,1995,32,20,1841,60,68,65,41
il ISR,FW,il Maccabi Tel Aviv,36,1986,1,0,3,54,21,7,36
