Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
us USA,DF,Real Salt Lake,28,1995,33,23,2108,43,74,68,28
us USA,MF,NE Revolution,31,1992,14,6,552,37,35,54,47
us USA,DF,Chicago Fire,27,1996,11,11,727,79,56,72,57
dk DEN,MF,Gent,28,1995,13,9,708,67,63,84,50
wls WAL,DF,Preston,31,1992,39,35,3144,56,60,53,57
ie IRL,MO,Blackburn,19,2003,35,19,1856,49,79,61,61
ie IRL,DF,Norwich City,21,2002,2,0,20,39,55,25,49
us USA,DF,Charlotte,23,2000,30,30,2681,30,31,43,45
us USA,GK,Philadelphia Union,18,2006,6,6,540,40,51,50,65
us USA,GK,Houston Dynamo,30,1993,4,3,288,40,44,44,39
ru RUS,GK,Seattle Sounders,25,1998,7,5,593,40,41,40,41
nl NED,GK,Heerenveen,29,1994,22,22,1980,50,48,62,47
us USA,FW,Calcio Lecco 1912,26,1996,38,33,2795,50,54,47,42
me MNE,MF,FC Juárez,26,1996,21,14,1396,54,33,63,47
br BRA,MF,Fluminense,22,2001,17,17,1506,25,47,37,54
pt POR,MF,Vitória,33,1989,18,6,653,52,82,69,31
cd COD,MO,Arouca,28,1995,10,0,157,84,88,83,68
pe PER,MF,Corinthians,32,1991,13,8,730,48,85,72,48
pt POR,MF,Braga,35,1988,17,6,582,71,57,54,71
pt POR,MO,Porto,25,1998,15,5,441,41,87,42,56
pt POR,MF,Casa Pia,32,1991,16,5,604,24,20,34,29
eng ENG,FW,Rotherham Utd,25,1998,9,8,645,21,38,54,38
pt POR,MF,Braga,26,1996,14,5,553,85,91,77,44
br BRA,MO,Estrela,21,2002,27,13,1198,55,24,49,54
pt POR,MO,Casa Pia,22,2001,13,1,218,59,55,32,40
br BRA,MO,Cuiabá,26,1997,35,17,1829,49,35,28,55
pt POR,FW,Rio Ave,28,1995,11,7,584,36,50,37,75
br BRA,DF,PSV Eindhoven,31,1992,51,46,3838,69,68,56,59
pt POR,MF,Farense,22,2000,6,0,34,32,23,17,71
br BRA,FW,São Paulo,26,1997,60,41,3610,60,63,50,53
pt POR,FW,Gil Vicente FC,19,2003,1,0,14,16,32,49,11
ao ANG,MO,Stoke City,24,1998,29,18,1680,63,34,59,32
fr FRA,FW,UANL,37,1985,25,21,1763,70,68,51,36
ar ARG,DF,Defensa y Just,19,2004,3,0,50,21,30,27,72
co COL,MF,Necaxa,24,1998,19,8,694,27,31,39,53
py PAR,MF,Vancouver W'caps,27,1996,24,23,1931,23,41,23,66
mx MEX,MF,León,36,1986,9,5,478,37,59,39,36
mx MEX,GK,Cruz Azul,26,1997,14,13,1219,56,43,42,43
mx MEX,MF,Atlético,27,1996,4,0,30,34,32,32,20
co COL,DF,co Millonarios,26,1997,4,4,360,65,20,35,77
ec ECU,DF,Pachuca,24,1999,6,6,540,24,37,34,44
co COL,DF,Toluca,33,1990,16,16,1400,39,67,45,41
co COL,DF,ve Dep Táchira,28,1996,5,4,291,23,18,12,59
us USA,MF,NYCFC,23,2000,28,11,1206,78,53,59,57
co COL,DF,NY Red Bulls,24,1999,23,18,1492,55,31,34,49
co COL,FW,Huracán,30,1993,1,0,14,46,50,68,62
ar ARG,MO,ve Dep Táchira,34,1989,3,2,168,15,9,15,63
mx MEX,GK,Atlético,25,1997,24,24,2160,47,44,44,73
si SVN,MO,San Lorenzo,29,1994,19,3,646,41,32,21,54
ar ARG,DF,ec LDU de Quito,27,1997,1,0,1,21,13,18,3
wls WAL,MF,Bristol City,34,1988,15,4,412,37,45,40,60
pe PER,MO,pe Universitario,29,1994,6,6,537,34,65,55,41
zw ZIM,MF,Rotherham Utd,26,1997,19,13,1248,37,32,38,61
sct SCO,MF,Hull City,21,2001,1,0,1,39,11,7,20
nl NED,FW,Vitesse,18,2004,9,2,241,33,32,18,26
sr SUR,DF,Middlesbrough,26,1996,20,8,744,56,54,81,36
fr FRA,FW,Parma,19,2003,35,28,1990,69,88,80,55
ar ARG,DF,Tigre,19,2004,5,4,378,44,51,81,45
sct SCO,GK,Norwich City,27,1996,40,40,3540,53,51,55,86
ar ARG,DF,Belgrano,32,1992,14,14,1228,53,34,32,56
dz ALG,FW,Vitesse,21,2002,14,9,850,62,87,88,42
al ALB,MO,Bristol City,22,2001,38,21,1865,57,40,71,48
be BEL,MO,Genk,21,2002,9,3,282,69,69,55,50
nl NED,MF,Zwolle,22,2001,22,14,1313,42,46,46,75
ie IRL,DF,Zwolle,20,2003,31,30,2508,74,70,71,60
br BRA,GK,Internacional,22,2002,2,2,180,40,36,41,41
be BEL,FW,Utrecht,19,2003,6,2,211,39,51,58,67
us USA,MO,Zwolle,23,1999,4,0,47,27,11,10,19
ec ECU,DF,ec Independiente,26,1997,5,5,405,57,80,53,59
be BEL,FW,Almere City,29,1994,3,3,182,39,52,76,28
ph PHI,MF,Minnesota Utd,24,1999,21,16,1374,47,46,42,70
lu LUX,GK,Union SG,33,1990,29,29,2588,64,59,58,41
nl NED,MO,Sheffield Weds,22,2000,43,29,2618,55,43,51,42
it ITA,FW,Parma,28,1994,27,8,999,70,79,74,62
eng ENG,GK,Sunderland,23,2000,45,45,4050,65,50,59,43
us USA,MF,FC Dallas,18,2005,1,0,1,20,13,16,6
ve VEN,MO,ve Dep Táchira,33,1990,4,3,268,16,10,20,42
ec ECU,MO,Antwerp,20,2003,7,1,189,54,70,96,54
us USA,MF,Seattle Sounders,21,2002,1,0,6,39,34,31,6
be BEL,MO,Charleroi,25,1997,21,8,662,58,44,60,69
be BEL,FW,Anderlecht,22,2001,1,0,9,35,20,46,20
fr FRA,MF,Parma,21,2002,4,2,113,32,26,57,71
dk DEN,DF,Ajax,20,2002,25,12,1164,85,86,88,43
nl NED,MO,Feyenoord,18,2005,8,3,233,70,86,35,57
it ITA,FW,Sampdoria,27,1996,12,4,387,50,25,38,53
es ESP,GK,Sporting CP,36,1987,22,22,1980,40,45,55,38
py PAR,MO,py Libertad,34,1989,4,2,201,33,55,45,39
it ITA,MF,Sampdoria,28,1995,22,14,1293,38,50,52,44
mx MEX,DF,Guadalajara,29,1994,26,18,1649,67,48,22,49
it ITA,DF,Venezia,23,2000,36,35,2977,64,80,82,40
it ITA,DF,Pisa,33,1990,24,23,1954,66,52,39,64
br BRA,DF,Fluminense,30,1993,19,12,1285,33,52,43,53
cl CHI,DF,cl Huachipato,25,1998,4,2,161,44,16,59,65
cl CHI,DF,cl Palestino,21,2002,4,2,232,39,16,15,36
py PAR,MO,uy Nacional,23,2000,8,8,651,39,58,61,59
mx MEX,DF,Monterrey,19,2004,1,1,90,21,17,44,17
ar ARG,MF,Ind. Rivadavia,24,1999,4,1,119,43,53,36,68
no NOR,MO,Club Brugge,18,2005,20,9,1009,80,76,92,68
it ITA,MF,Modena,26,1996,36,35,2761,83,79,71,51
it ITA,DF,Modena,35,1988,24,20,1840,28,39,32,45
it ITA,FW,Ternana,19,2004,38,24,2224,57,35,47,54
it ITA,FW,Heracles Almelo,19,2003,6,1,163,25,28,23,41
it ITA,MO,Reggiana,20,2003,7,3,202,50,49,53,72
hr CRO,MO,Parma,29,1993,22,6,663,64,21,26,29
br BRA,MO,Portland Timbers,22,2001,33,20,1886,71,52,74,76
ar ARG,FW,Deportivo Riestra,25,1998,16,9,703,53,37,42,72
it ITA,GK,Ternana,32,1990,32,32,2880,52,47,70,57
pt POR,GK,Estrela,38,1985,3,3,270,40,43,45,46
pt POR,DF,Benfica,19,2003,30,29,2616,58,53,54,64
nl NED,FW,PSV Eindhoven,28,1995,1,0,4,67,31,90,11
ec ECU,DF,ec Barcelona,27,1996,5,5,447,47,58,69,23
pa PAN,MF,Nashville SC,33,1990,23,17,1492,52,71,40,56
ar ARG,MF,Palmeiras,24,1999,41,36,2958,56,59,43,51
gr GRE,MO,Zwolle,31,1992,27,4,733,58,36,22,36
nl NED,MF,Ajax,19,2003,9,8,699,50,74,88,61
mx MEX,MF,Necaxa,17,2005,2,0,40,29,45,19,47
al ALB,MO,Antwerp,24,1998,23,14,1208,74,63,84,44
eng ENG,DF,Gent,21,2002,21,20,1650,60,72,90,40
eng ENG,MF,Leeds United,17,2006,44,40,3599,31,46,61,53
mx MEX,DF,Tijuana,28,1994,1,0,10,40,52,49,13
mx MEX,DF,Pachuca,17,2005,2,2,144,49,36,68,36
xk KVX,MF,Fortuna Sittard,25,1997,16,9,739,57,61,53,43
py PAR,MF,Arg Juniors,20,2003,18,10,967,32,58,33,78
cr CRC,MF,Chicago Fire,29,1994,27,25,2037,72,55,73,19
cl CHI,MF,cl Palestino,30,1994,5,4,339,42,51,48,66
ar ARG,MF,Belgrano,38,1986,1,0,16,20,11,18,6
eng ENG,MF,Leicester City,20,2002,1,0,3,20,11,48,20
pl POL,DF,Spezia,28,1995,14,13,1059,93,57,73,23
mx MEX,MO,Guadalajara,20,2003,3,0,33,57,58,34,83
uy URU,DF,Newell's OB,27,1996,19,17,1433,72,62,74,63
nl NED,DF,PSV Eindhoven,24,1999,9,1,169,46,55,38,55
ve VEN,MF,ve Caracas,21,2003,2,0,35,50,79,70,15
de GER,DF,PSV Eindhoven,21,2001,4,2,162,44,53,44,27
ci CIV,FW,Tijuana,25,1998,13,8,668,69,45,40,45
be BEL,GK,Standard Liège,25,1998,29,29,2610,53,49,54,56
fr FRA,DF,Chicago Fire,31,1992,26,21,1868,48,67,72,58
be BEL,MF,Sparta R'dam,26,1997,27,27,2364,89,59,57,45
is ISL,MO,Blackburn,24,1999,29,17,1456,60,66,49,31
no NOR,MF,Standard Liège,25,1998,5,5,428,49,65,79,26
br BRA,FW,Cruzeiro,25,1998,63,32,3118,49,55,60,51
br BRA,FW,Benfica,25,1998,28,13,1329,68,50,58,48
be BEL,MF,Westerlo,18,2005,17,17,1465,34,47,48,55
br BRA,MO,Cruzeiro,19,2004,3,0,82,23,30,29,30
be BEL,MF,Antwerp,18,2005,21,21,1870,59,77,66,44
fr FRA,DF,Excelsior,21,2001,28,28,2313,68,66,75,65
br BRA,MF,Houston Dynamo,27,1996,34,34,3038,34,59,47,59
md MDA,MF,Calcio Lecco 1912,32,1990,36,35,2841,68,55,43,42
pt POR,DF,Farense,28,1994,9,5,493,40,24,15,56
am ARM,MF,Casa Pia,20,2003,2,1,65,20,12,37,59
it ITA,DF,Pisa,27,1996,26,17,1440,78,73,75,60
mx MEX,DF,FC Juárez,30,1992,16,10,1074,67,54,46,69
cl CHI,MO,cl Colo-Colo,36,1987,7,6,527,35,59,23,71
eng ENG,MO,Rotherham Utd,22,2001,29,7,834,18,32,49,45
eng ENG,MO,Norwich City,33,1989,35,30,2503,44,38,14,42
eng ENG,MO,Sheffield Weds,27,1995,23,4,610,30,29,13,60
wls WAL,DF,Plymouth Argyle,18,2005,18,16,1384,22,34,36,42
eng ENG,MF,Charlotte,33,1990,33,33,2970,59,83,44,25
es ESP,MF,FC Dallas,33,1990,25,22,1952,66,85,58,68
ba BIH,GK,QPR,36,1987,45,45,4049,56,53,44,74
it ITA,MO,Sparta R'dam,21,2002,8,1,225,37,40,62,35
it ITA,FW,Cruz Azul,27,1996,24,6,757,25,59,50,73
ar ARG,MF,Gimnasia–LP,31,1992,13,6,557,31,40,25,69
ar ARG,DF,Newell's OB,24,2000,15,10,1001,65,56,72,52
ar ARG,MO,Atlas,31,1992,30,19,1489,31,38,40,69
fr FRA,FW,Bari,25,1998,3,0,95,29,31,48,32
co COL,MO,FC Juárez,36,1987,28,18,1725,80,74,72,52
ar ARG,MO,Estudiantes–LP,18,2006,2,0,12,14,9,18,51
fr FRA,DF,Volendam,18,2004,2,1,41,21,12,17,85
pe PER,MF,pe Alianza Lima,23,2001,1,0,6,39,28,7,6
cd COD,DF,Ipswich Town,25,1997,18,16,1376,42,68,60,63
ar ARG,GK,Rosario Central,27,1996,3,3,270,40,44,43,39
jp JPN,MO,Feyenoord,24,1998,26,5,833,82,52,41,38
eng ENG,GK,Blackburn,25,1998,26,26,2311,49,51,46,73
ca CAN,MO,Toronto FC,24,2000,5,0,87,26,49,16,24
br BRA,DF,Flamengo,26,1997,41,34,2865,87,76,80,40
ar ARG,MF,Defensa y Just,23,2000,7,3,338,45,36,38,49
ec ECU,MF,Querétaro,29,1994,4,0,34,32,43,72,24
sct SCO,MF,Swansea City,20,2002,7,0,139,53,77,72,91
us USA,MF,Columbus Crew,22,2001,25,13,1157,86,76,77,32
ci CIV,MF,Genk,22,2001,8,3,285,37,27,57,73
dz ALG,MO,Farense,21,2002,33,26,2069,62,52,50,78
kr KOR,MO,Stoke City,19,2003,38,25,2392,45,75,65,56
jm JAM,FW,Sheffield Weds,18,2005,23,14,1102,46,34,23,61
ci CIV,DF,Westerlo,18,2005,5,4,350,32,30,40,61
it ITA,DF,Cosenza,19,2004,16,8,789,38,52,52,30
eng ENG,MO,Plymouth Argyle,21,2001,43,36,2956,41,57,56,72
uy URU,MO,Criciúma,22,2001,4,0,25,34,28,30,83
ar ARG,MO,Racing Club,20,2003,19,9,868,30,61,55,66
sn SEN,DF,Sheffield Weds,25,1997,34,26,2266,32,36,29,50
br BRA,MF,Criciúma,28,1995,30,29,2281,54,49,38,64
sct SCO,MF,Sheffield Weds,33,1989,42,41,3418,58,74,50,50
nl NED,GK,Volendam,23,1999,1,1,90,40,44,48,54
nl NED,DF,Feyenoord,27,1996,23,11,1035,81,85,73,47
nl NED,MO,Utrecht,27,1996,11,3,401,57,64,55,32
nl NED,DF,Sparta R'dam,32,1991,26,26,2205,58,57,45,56
nl NED,DF,Zwolle,36,1987,3,2,181,52,76,65,62
nl NED,DF,NEC Nijmegen,22,2001,24,23,1975,84,75,75,41
pl POL,DF,Sampdoria,31,1992,1,1,90,41,55,54,11
pl POL,GK,Millwall,36,1987,14,14,1260,48,41,40,42
pl POL,MF,Atlanta Utd,24,1999,28,27,2398,53,57,61,50
pl POL,GK,Spezia,25,1997,13,13,1170,56,60,43,43
nl NED,FW,NEC Nijmegen,34,1989,8,5,463,58,73,34,39
nl NED,DF,Go Ahead Eag,28,1994,33,33,2950,90,75,70,36
eng ENG,DF,Swansea City,20,2003,24,22,1893,48,41,55,44
ao ANG,DF,Botafogo (RJ),32,1991,42,41,3489,55,44,40,57
ar ARG,DF,Platense,24,2000,17,16,1378,43,62,34,63
ar ARG,MF,Estudiantes–LP,22,2001,10,3,333,32,56,43,82
ar ARG,MF,py Libertad,28,1995,6,5,420,48,89,79,19
co COL,MO,co Millonarios,20,2003,3,0,17,41,9,9,6
ec ECU,DF,ec Independiente,31,1992,4,4,283,58,64,69,57
sy SYR,DF,Vancouver W'caps,24,1999,3,2,168,51,41,69,33
ma MAR,DF,Volendam,26,1997,31,27,2270,66,47,54,42
us USA,MO,Charlotte,22,2001,6,2,194,60,48,56,24
wls WAL,DF,Swansea City,23,2000,35,32,2890,45,59,42,54
us USA,MF,Inter Miami,18,2005,22,12,1140,75,60,66,45
eng ENG,DF,Norwich City,30,1993,35,33,2871,30,49,36,48
eng ENG,GK,Watford,35,1987,19,19,1710,44,43,49,50
0,MF,Rotherham Utd,0,0,3,0,5,20,18,16,6
eng ENG,MF,Huddersfield,22,2001,25,14,1337,50,38,45,60
ci CIV,MF,Como,23,2000,14,8,757,41,61,59,40
eng ENG,MF,Stoke City,28,1995,29,22,1846,24,54,34,48
eng ENG,MF,Coventry City,25,1998,31,30,2590,71,67,73,67
nz NZL,FW,Plymouth Argyle,22,2001,32,9,920,35,37,26,42
eng ENG,MF,Preston,27,1996,30,25,2332,60,60,28,49
eng ENG,MO,Rotherham Utd,24,1999,32,22,2015,17,40,23,59
eng ENG,DF,Stoke City,23,1999,25,23,2043,59,52,50,39
eng ENG,GK,Coventry City,30,1992,18,18,1620,45,50,54,40
wls WAL,MO,Preston,23,1999,20,1,249,19,47,26,89
ao ANG,MF,Casa Pia,21,2002,25,14,1470,28,48,45,58
be BEL,FW,Anderlecht,28,1994,10,3,275,62,59,74,70
eng ENG,DF,Blackburn,19,2004,16,7,820,46,45,62,66
us USA,MO,SJ Earthquakes,24,2000,24,13,1253,41,30,36,81
de GER,GK,St. Louis,28,1995,3,2,239,40,42,43,43
eng ENG,DF,Leicester City,19,2004,5,2,209,63,51,54,68
ba BIH,MF,Ajax,20,2003,26,18,1667,62,77,47,54
cl CHI,MF,cl Huachipato,17,2006,1,0,12,38,39,13,15
ar ARG,MF,Vélez Sarsfield,18,2005,2,0,3,58,18,48,6
ar ARG,FW,Gimnasia–LP,20,2003,11,11,960,58,69,78,56
mx MEX,MO,Atlético,22,2001,16,4,563,74,50,80,75
cl CHI,DF,cl Huachipato,26,1997,6,6,540,29,35,32,66
cl CHI,DF,Fortaleza,27,1996,22,21,1858,58,30,27,57
cl CHI,DF,cl Palestino,22,2001,5,5,435,36,33,41,46
ar ARG,FW,Benfica,23,2000,9,1,157,65,72,89,31
ar ARG,MF,Defensa y Just,20,2003,13,5,485,76,39,40,60
us USA,MO,Real Salt Lake,26,1997,7,0,78,42,40,80,30
pt POR,MO,Chaves,23,2000,29,11,1265,36,56,34,35
mx MEX,GK,FC Juárez,24,1998,4,4,360,52,61,53,37
br BRA,GK,Ath Paranaense,24,1999,7,7,630,40,44,41,43
ao ANG,MO,Boavista,19,2003,18,1,322,20,49,47,88
br BRA,MO,Atlético Mineiro,31,1992,21,15,1188,30,66,61,55
us USA,MO,FC Dallas,22,2002,29,13,1321,38,40,51,61
py PAR,MO,Tigre,21,2002,11,2,363,55,84,90,31
pt POR,DF,Estoril,22,2000,29,29,2549,50,38,37,37
ve VEN,DF,ve Caracas,19,2005,4,4,360,41,24,47,27
br BRA,MO,Bahia,22,2001,26,4,904,80,77,73,42
be BEL,MO,Mechelen,18,2004,11,1,171,69,24,53,37
ma MAR,MF,Genk,19,2004,27,25,2182,82,89,86,50
ma MAR,MO,Volendam,26,1997,25,25,2125,48,63,64,23
zw ZIM,MO,Mechelen,20,2002,12,6,577,70,40,73,68
nz NZL,DF,Charlotte,28,1995,4,2,199,38,54,28,42
dz ALG,MF,Kortrijk,25,1997,2,0,30,46,41,56,15
eng ENG,MF,Millwall,23,2000,34,25,2211,27,46,48,49
eng ENG,MO,Hull City,37,1986,11,2,334,29,18,5,45
no NOR,DF,NYCFC,25,1998,29,25,2155,24,43,28,31
is ISL,MF,Brescia,35,1988,37,22,1928,74,47,55,24
br BRA,MF,Corinthians,19,2004,3,0,16,63,39,70,6
is ISL,MF,Venezia,23,2000,32,12,1389,82,59,69,26
nl NED,DF,Club Brugge,20,2003,20,15,1344,83,73,85,50
no NOR,DF,Vancouver W'caps,27,1996,23,19,1707,49,55,45,37
py PAR,MO,Tigre,23,2000,22,17,1369,51,30,41,42
py PAR,MF,Talleres,25,1998,19,9,1014,48,55,68,40
ng NGA,MF,ve Caracas,19,2004,5,3,352,22,19,26,69
nl NED,FW,Go Ahead Eag,24,1999,28,23,1804,45,80,72,52
eng ENG,DF,Coventry City,0,0,44,42,3759,58,52,50,62
us USA,FW,NE Revolution,31,1992,18,6,556,57,33,16,63
us USA,MF,Real Salt Lake,21,2002,25,15,1455,40,63,57,72
ua UKR,DF,Arouca,25,1998,22,12,1205,44,48,66,53
rs SRB,FW,Huddersfield,23,1999,11,4,380,49,45,41,67
be BEL,DF,Mechelen,28,1995,4,1,77,38,38,75,40
za RSA,MO,Minnesota Utd,23,2000,32,23,1921,73,59,60,54
cm CMR,MF,D.C. United,23,2000,7,3,302,25,41,47,70
rs SRB,DF,Cercle Brugge,23,2000,29,23,1994,50,59,31,58
be BEL,MF,Eupen,23,2000,17,17,1424,28,37,43,75
es ESP,FW,Norwich City,22,2001,33,25,2048,52,68,66,68
es ESP,MF,León,27,1996,8,3,354,86,63,89,39
hr CRO,DF,Ajax,25,1998,16,10,848,56,91,87,65
hu HUN,DF,Parma,21,2002,17,16,1351,27,32,31,51
nl NED,GK,PSV Eindhoven,39,1984,1,0,6,40,43,49,32
us USA,GK,Atlanta Utd,39,1984,32,32,2849,52,58,58,57
eng ENG,DF,Preston,29,1994,31,31,2655,77,61,79,64
au AUS,MO,Houston Dynamo,29,1994,20,1,401,59,70,55,46
us USA,GK,Austin,32,1991,34,34,3060,62,56,66,49
eng ENG,GK,Coventry City,26,1997,28,28,2520,57,49,57,45
eng ENG,MO,Sunderland,29,1993,16,6,588,58,71,27,50
co COL,MF,Atlético Mineiro,21,2002,21,8,837,88,65,82,41
ml MLI,MO,Huddersfield,20,2003,21,5,658,26,45,53,65
ar ARG,DF,Internacional,23,2000,9,8,647,56,59,62,63
ar ARG,MO,Banfield,23,2000,18,9,832,16,43,35,60
py PAR,MF,Real Salt Lake,23,2000,33,31,2690,58,67,63,45
ar ARG,MO,ec Barcelona,27,1996,5,2,237,41,59,76,37
ar ARG,MO,Platense,27,1996,5,1,118,28,46,21,45
ar ARG,MO,Tijuana,32,1991,30,27,2263,65,34,23,34
py PAR,MO,Necaxa,27,1995,22,6,788,70,62,31,72
be BEL,DF,Gent,19,2004,2,1,135,35,51,49,50
nl NED,DF,NEC Nijmegen,33,1990,30,28,2400,42,47,38,54
nl NED,MF,Volendam,18,2005,8,2,236,28,18,28,79
nl NED,DF,Zwolle,37,1985,31,31,2657,59,64,56,43
nl NED,MF,Ajax,28,1995,21,11,1072,78,82,67,37
be BEL,MF,Eupen,22,2000,28,24,2071,41,32,37,70
us USA,DF,NE Revolution,28,1995,13,10,787,73,63,64,34
us USA,FW,Charlotte,21,2002,4,0,30,46,23,68,11
eng ENG,FW,Birmingham City,18,2005,1,0,3,16,20,48,20
be BEL,DF,Club Brugge,30,1993,30,30,2679,64,46,52,64
ar ARG,DF,Banfield,19,2005,4,3,242,26,24,22,65
us USA,MF,Toronto FC,24,1999,3,1,65,39,47,36,56
gh GHA,FW,West Brom,24,1998,39,31,2733,48,42,50,37
us USA,MO,Monterrey,24,1998,15,7,748,62,20,20,53
eng ENG,DF,Ipswich Town,22,2000,15,8,802,73,55,69,67
us USA,MF,Charlotte,28,1995,25,19,1734,59,55,50,32
co COL,DF,Puebla,33,1989,35,32,2875,84,88,85,42
co COL,FW,co Millonarios,19,2004,1,0,10,34,12,44,26
co COL,DF,co Junior,22,2001,4,2,208,27,21,18,42
cl CHI,GK,cl Colo-Colo,28,1995,10,10,900,55,67,56,70
ve VEN,MF,cl Huachipato,23,2000,2,1,76,52,72,58,56
ve VEN,DF,ve Caracas,27,1996,3,2,169,24,16,22,56
co COL,DF,Real Salt Lake,25,1999,24,24,2107,66,76,54,39
cl CHI,MO,cl Palestino,28,1995,4,1,130,53,18,21,72
fr FRA,DF,NEC Nijmegen,20,2003,15,10,788,35,48,61,73
mx MEX,MF,Querétaro,25,1998,3,0,40,20,13,21,49
be BEL,MO,Charlotte,32,1991,20,10,918,36,58,58,71
zw ZIM,DF,Plymouth Argyle,27,1996,26,17,1578,37,39,49,65
us USA,DF,Austin,29,1994,28,25,2221,52,55,40,32
us USA,FW,St. Louis,21,2002,1,0,9,16,13,42,11
br BRA,GK,Bari,24,1999,33,33,2939,44,47,40,40
br BRA,MO,Fortaleza,28,1996,62,45,3736,40,48,56,50
us USA,DF,Nashville SC,33,1990,13,5,544,46,22,28,49
us USA,DF,FC Cincinnati,23,2000,21,3,482,70,69,84,52
cm CMR,DF,Gent,22,2001,3,2,208,27,47,43,46
ar ARG,MO,Boca Juniors,20,2003,21,14,1141,59,50,63,45
ar ARG,DF,Tigre,23,2000,15,14,1200,26,35,41,55
cm CMR,MF,Nashville SC,27,1996,30,17,1453,25,34,46,59
cd COD,DF,Ascoli,23,2000,19,10,1110,50,56,67,48
nl NED,FW,Ajax,21,2002,30,29,2405,84,71,68,46
ar ARG,DF,Newell's OB,25,1998,8,3,259,60,65,57,28
ar ARG,MO,Instituto,26,1997,14,1,255,32,33,33,65
be BEL,MF,Heracles Almelo,23,2000,33,33,2951,49,49,41,72
mx MEX,DF,Toluca,25,1997,33,30,2659,83,80,80,40
us USA,MO,Chicago Fire,20,2003,32,26,2374,64,74,61,45
uy URU,FW,Atlas,29,1994,6,5,417,41,89,75,75
ar ARG,DF,Lanús,30,1993,13,10,955,30,30,49,44
nl NED,DF,Volendam,23,2000,27,21,1982,42,46,54,71
uy URU,MO,América,23,2000,27,14,1320,81,65,91,32
mx MEX,FW,Mazatlán,26,1996,23,8,900,55,55,64,50
ar ARG,DF,Godoy Cruz,24,1999,1,1,45,21,25,13,3
us USA,FW,Vancouver W'caps,27,1996,30,28,2450,59,46,31,56
gh GHA,DF,Cosenza,27,1996,11,11,947,37,58,59,36
nir NIR,DF,Huddersfield,19,2004,20,18,1533,45,47,63,75
eng ENG,MF,Millwall,19,2004,40,25,2278,64,47,71,64
us USA,MO,Houston Dynamo,18,2005,15,4,421,17,46,33,64
us USA,MF,Atlanta Utd,26,1997,33,33,2956,49,75,69,53
mx MEX,MO,América,21,2002,2,0,21,34,34,53,15
pt POR,MO,Braga,28,1994,26,19,1720,78,66,88,32
br BRA,MO,RB Bragantino,20,2003,2,1,79,40,71,48,21
br BRA,GK,Venezia,25,1998,9,9,810,40,43,45,37
ar ARG,DF,Santos,21,2002,10,10,871,54,34,49,60
cl CHI,MO,Talleres,22,2001,27,14,1204,59,52,42,43
ar ARG,DF,Ind. Rivadavia,34,1989,12,11,1000,24,23,24,67
br BRA,GK,Estrela,32,1991,26,26,2340,63,55,44,78
ar ARG,MO,Lanús,20,2003,6,1,154,46,49,66,67
br BRA,FW,Farense,27,1996,32,26,2255,67,65,56,59
br BRA,DF,Cuiabá,32,1991,28,21,2015,46,31,27,42
br BRA,MF,br Grêmio,20,2004,1,0,24,35,11,16,15
br BRA,DF,Atlético Mineiro,24,1999,32,29,2541,64,81,64,65
ao ANG,MF,Vitória,30,1993,28,28,2286,70,64,67,45
be BEL,DF,Sint-Truiden,31,1992,28,28,2479,32,53,50,50
br BRA,MF,Internacional,22,2001,30,24,2157,59,63,78,64
cl CHI,DF,cl Colo-Colo,21,2002,1,0,1,21,12,56,3
br BRA,MO,Flamengo,33,1990,74,50,4447,54,53,42,65
mz MOZ,MF,Chaves,25,1997,15,12,1075,64,51,71,57
ar ARG,MF,Godoy Cruz,22,2001,23,22,1762,26,36,34,62
br BRA,FW,Vasco da Gama,16,2007,1,0,11,32,12,50,62
pt POR,MO,Boavista,25,1998,32,23,2016,39,35,26,45
it ITA,DF,FeralpiSalò,30,1992,29,28,2423,70,81,66,41
nl NED,DF,AZ Alkmaar,31,1992,14,7,759,87,93,67,30
bo BOL,FW,bo The Strongest,25,1998,6,1,149,35,44,55,49
ng NGA,MF,Boavista,24,1999,24,23,1970,44,44,63,70
br BRA,DF,Fortaleza,32,1991,20,12,1185,71,63,66,57
ar ARG,DF,Unión,30,1993,19,19,1317,84,65,71,53
uy URU,FW,ec Barcelona,33,1990,1,0,4,16,33,22,26
br BRA,MO,Ath Paranaense,21,2002,13,5,499,27,55,42,71
pt POR,DF,Chaves,22,2001,17,16,1352,31,25,29,36
ar ARG,FW,Banfield,31,1992,19,12,1173,59,50,36,56
br BRA,MO,bo Bolívar,29,1994,7,7,607,79,69,75,65
br BRA,MO,Internacional,26,1997,17,14,1071,65,78,69,46
br BRA,DF,Atl Goianiense,28,1995,23,17,1586,58,72,76,41
br BRA,DF,Vitória,32,1991,6,5,428,22,23,16,50
py PAR,DF,py Cerro Porteño,31,1992,1,1,30,21,13,8,31
cv CPV,GK,Vitória,28,1994,27,27,2385,58,68,55,46
pt POR,MO,Rio Ave,22,2001,13,5,520,30,50,32,26
pt POR,DF,SJ Earthquakes,27,1996,29,28,2446,59,52,45,45
pt POR,MF,Vizela,26,1997,8,7,614,26,46,43,28
ar ARG,MO,Ath Paranaense,21,2002,32,16,1412,50,85,66,56
ar ARG,MF,Racing Club,30,1993,18,11,1091,38,54,19,60
